SOURCELONG:Deities and Demigods	SOURCESHORT:DaD	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2002-04																													
																																
###Block:Abilities	CATEGORY:	TYPE:	VISIBLE:	Special ABility					Define					Bonus					Stackable?	Multiple?	Choose	select										Source Page
Increased Energy Resistance (Acid)	CATEGORY:Salient Divine Ability	TYPE:IncreasedEnergyResistance	VISIBLE:YES		KEY:Increased Energy Resistabce  ~ Acid									BONUS:VAR|AcidResistanceBonus|DivineRank-10|TYPE=IncreasedEnergyResistance	BONUS:VAR|AcidResistanceBonus|10								ABILITY:Special Ability|AUTOMATIC|Resistance to Acid									SOURCEPAGE:DaD
Increased Energy Resistance (Cold)	CATEGORY:Salient Divine Ability	TYPE:IncreasedEnergyResistance	VISIBLE:YES		KEY:Increased Energy Resistabce  ~ Cold									BONUS:VAR|ColdResistanceBonus|DivineRank-10|TYPE=IncreasedEnergyResistance	BONUS:VAR|ColdResistanceBonus|10								ABILITY:Special Ability|AUTOMATIC|Resistance to Cold									SOURCEPAGE:DaD
Increased Energy Resistance (Electricity)	CATEGORY:Salient Divine Ability	TYPE:IncreasedEnergyResistance	VISIBLE:YES		KEY:Increased Energy Resistabce  ~ Electricity									BONUS:VAR|ElectricityResistanceBonus|DivineRank-10|TYPE=IncreasedEnergyResistance	BONUS:VAR|ElectricityResistanceBonus|10								ABILITY:Special Ability|AUTOMATIC|Resistance to Electricity									SOURCEPAGE:DaD
Increased Energy Resistance (Fire)	CATEGORY:Salient Divine Ability	TYPE:IncreasedEnergyResistance	VISIBLE:YES		KEY:Increased Energy Resistabce  ~ Fire									BONUS:VAR|FireResistanceBonus|DivineRank-10|TYPE=IncreasedEnergyResistance	BONUS:VAR|FireResistanceBonus|10								ABILITY:Special Ability|AUTOMATIC|Resistance to Fire									SOURCEPAGE:DaD
Increased Energy Resistance (Sonic)	CATEGORY:Salient Divine Ability	TYPE:IncreasedEnergyResistance	VISIBLE:YES		KEY:Increased Energy Resistabce  ~ Sonic									BONUS:VAR|SonicResistanceBonus|DivineRank-10|TYPE=IncreasedEnergyResistance	BONUS:VAR|SonicResistanceBonus|10								ABILITY:Special Ability|AUTOMATIC|Resistance to Sonic									SOURCEPAGE:DaD
Increased Spell Resistance	CATEGORY:Salient Divine Ability		VISIBLE:YES	DESC:The deity's spell resistance increases by 20.										BONUS:MISC|SR|20					STACK:YES	MULT:YES	CHOOSE:NOCHOICE											SOURCEPAGE:DaD
Indomitable Strength	CATEGORY:Salient Divine Ability		VISIBLE:YES	DESC:If required to make an opposed roll involving Strength (including grapple checks), the deity receives a divine bonus of +25 on its roll. This bonus stacks with the normal divine rank bonus.																			PRESTAT:1,STR=40	PREDOMAIN:1,Strength								SOURCEPAGE:DaD
Instant Counterspell	CATEGORY:Salient Divine Ability		VISIBLE:YES	DESC:When any spell is cast within the deity's line of sight, the deity can counterspell it as a free action, provided that the deity is capable of casting the spell immediately or has it as a spell-like ability and makes the required Spellcraft check. The use of Instant Counterspell counts against the normal number of free actions the deity is allowed each round.																												SOURCEPAGE:DaD
Instant Move	CATEGORY:Salient Divine Ability		VISIBLE:YES	DESC:As a move action, the deity can travel up to 30 feet per divine rank, as though using the dimension door spell, except that the deity never appears within a solid object and can act immediately after teleporting.																												SOURCEPAGE:DaD
Irresistible Blow	CATEGORY:Salient Divine Ability		VISIBLE:YES	DESC:When the deity makes a melee attack with the chosen weapon against a creature, resolve the attack as a melee touch attack (the weapon blow ignores armor and natural armor bonuses). If the weapon hits, the creature struck must make a Fortitude save (DC 10 + the deity's Constitution modifier + the deity's divine rank) or be stunned for 1d10 rounds.															STACK:NO	MULT:YES	CHOOSE:WEAPONPROFICIENCY|ABILITY=FEAT[Improved Critical]		PREABILITY:2,CATEGORY=FEAT,Weapon Focus,Improved Critical									SOURCEPAGE:DaD
Irresistible Performance	CATEGORY:Salient Divine Ability		VISIBLE:YES	DESC:When the deity sings, plays a musical instrument, tells jokes, recites verse, or engages in any other type of performance as a full-round action, the deity has the option to create any of the following effects. The deity can use this ability a number of times per day equal to its divine rank. It affects up to one creature per divine rank within a burst with a radius of 10 feet per divine rank, centered on the deity.																			PRESKILL:1,TYPE.Perform=40									SOURCEPAGE:DaD
Know Death	CATEGORY:Salient Divine Ability		VISIBLE:YES	DESC:The deity knows the exact moment and circumstances of any mortal creature's death just by looking at the creature. Some deities choose to make cryptic comments about the creature's future demise, while others are saddened by the knowledge.																												SOURCEPAGE:DaD
Know Secrets	CATEGORY:Salient Divine Ability		VISIBLE:YES	DESC:The deity can learn a creature's entire history (including any embarrassing or vital secrets it might know) just by looking at it. This ability is similar to the legend lore spell, except that it delivers instant results and the subject is allowed a Will save (DC 10 + the deity's Charisma modifier + the deity's divine rank) to avoid the effect.																												SOURCEPAGE:DaD
Lay Curse	CATEGORY:Salient Divine Ability		VISIBLE:YES	DESC:This ability works like the bestow curse spell, except that mortals get no save. Deities of equal or lesser rank are subject to this ability, but are allowed Will saves (DC 10 + the deity's Charisma modifier + the deity's divine rank) to resist. The curse can be removed only by a deity of equal or higher rank than the cursing deity.																												SOURCEPAGE:DaD
Lay Quest	CATEGORY:Salient Divine Ability		VISIBLE:YES	DESC:This ability works like the geas/quest spell, except that it works only on mortals and it can be removed only by a deity of equal or higher rank than the deity who lays the quest.																												SOURCEPAGE:DaD
Life and Death	CATEGORY:Salient Divine Ability		VISIBLE:YES	DESC:The deity designates any mortal and snuffs out its life. Or the deity can designate any dead mortal and restore it to life.																			PREVARGTEQ:DivineRank,6	PREABILITY:1,CATEGORY=Salient Divine Ability,Gift of Life,Hand of Death								SOURCEPAGE:DaD
Life Drain	CATEGORY:Salient Divine Ability		VISIBLE:YES	DESC:As a free action, the deity can generate a cloud of darkness that rises from its body in a spread with a radius of 10 feet per divine rank and 10 feet high. The cloud blocks sight as a deeper darkness spell does, except that it cannot be countered by light effects (other than those cast by deities of higher rank). Living creatures must make Will saves (DC 10 + the deity's Charisma modifier + the deity's divine rank) or die. Even with a successful save, living creatures still gain two negative levels (the save DC to remove the negative levels is the same as the first Will save). A single creature can be drained by the cloud only once per day, but the cloud's darkness remains effective.																			PREDOMAIN:1,Death									SOURCEPAGE:DaD
Divine Blast (Mass)	CATEGORY:Salient Divine Ability		VISIBLE:YES	DESC:This ability works like the Divine Blast ability, except that the deity can specify up to five targets per rank, no two of which can be more than one mile apart per rank, or an area. The area can be a cone, burst, spread, or cylinder. A cone can be up to 100 feet long per rank. A burst or spread can have a radius of up to 50 feet per rank. A cylinder can have a radius of up to 50 feet per rank and a height of up to 10 feet per rank. The deity chooses the attack's exact form and dimensions.																			PREVARGTEQ:DivineRank,6	PRESTAT:1,CHA=29	PREABILITY:1,CATEGORY=Salient Divine Ability,Divine Blast							SOURCEPAGE:DaD
Life and Death (Mass)	CATEGORY:Salient Divine Ability		VISIBLE:YES	DESC:The deity can designate any number of mortals and snuffs out their lives. Or the deity can designate any number of dead mortals and restore them to life.																			PREVARGTEQ:DivineRank,6	PREABILITY:1,CATEGORY=Salient Divine Ability,Gift of Life,Hand of Death	PREABILITY:1,CATEGORY=Salient Divine Ability,Life and Death							SOURCEPAGE:DaD
Master Crafter	CATEGORY:Salient Divine Ability		VISIBLE:YES	DESC:Any object the deity creates is treated as a masterwork item, but uses the base item price (not the masterwork price) to determine time and cost required to create it. Any item the deity creates also has twice the hit points it would normally have, and its break DC is increased by +10. These benefits apply to walls, doors, and other components of buildings the deity creates, as well as smaller items.																			PRESKILL:2,TYPE.Craft=23									SOURCEPAGE:DaD
Mind of the Beast	CATEGORY:Salient Divine Ability		VISIBLE:YES	DESC:The deity can grant humanlike sentience to trees or animals. This sentience lasts a maximum of one day, and the sentient tree or animal obeys the deity's commands to the best of its ability. The deity can affect up to one creature per divine rank at once, but no more than that number each day. All must be within the deity's line of sight when first affected.																												SOURCEPAGE:DaD
Possess Mortal	CATEGORY:Salient Divine Ability		VISIBLE:YES	DESC:The deity can possess any mortal in any location the deity can sense. Unwilling mortals can attempt Will saves (DC 10 + the deity's Charisma modifier + the deity's rank).																			PRESTAT:1,CHA=29									SOURCEPAGE:DaD
Power of Luck	CATEGORY:Salient Divine Ability		VISIBLE:YES	DESC:The deity can give creatures good or bad fortune. The deity can affect up to one creature per divine rank at once, but no more than that number each day. All must be within the deity's line of sight when first affected.																			PREDOMAIN:1,Luck									SOURCEPAGE:DaD
Power of Nature	CATEGORY:Salient Divine Ability		VISIBLE:YES	DESC:The deity can perform any of the following in a radius of one mile per divine rank around the deity, at will, as a fullround action.																												SOURCEPAGE:DaD
Power of Truth	CATEGORY:Salient Divine Ability		VISIBLE:YES	DESC:The deity knows when anyone (other than a deity of equal or higher rank) deliberately lies. This ability works like the discern lies spell, except that it works continuously and applies to any creature the deity can perceive.																												SOURCEPAGE:DaD
Rejuvenation	CATEGORY:Salient Divine Ability		VISIBLE:YES	DESC:When the deity suffers an attack that should destroy it, it simply disperses and reassembles later. Roll 10d10 to determine the number of days before the deity returns.																												SOURCEPAGE:DaD
See Magic	CATEGORY:Salient Divine Ability		VISIBLE:YES	DESC:This ability acts like a constant greater arcane sight spell.																												SOURCEPAGE:DaD
Shapechange	CATEGORY:Salient Divine Ability		VISIBLE:YES	DESC:The deity can assume the form of an animal, dragon, fey, giant, humanoid, magical beast, monstrous humanoid, or plant. The assumed form must be both living and corporeal.																			PREVARGTEQ:DivineRank,11	PREABILITY:2,CATEGORY=Salient Divine Ability,Alter Size,Alter Form								SOURCEPAGE:DaD
Shift Form	CATEGORY:Salient Divine Ability		VISIBLE:YES	DESC:The deity can assume the form of another creature. The forms a deity can assume are limited and vary with each deity. The forms allowed are listed in the deity's description.																			PREVARGTEQ:DivineRank,6	PREABILITY:2,CATEGORY=Salient Divine Ability,Alter Size,Alter Form								SOURCEPAGE:DaD
Speak with Creatures	CATEGORY:Salient Divine Ability		VISIBLE:YES	DESC:The deity has the supernatural ability to converse with the specified creature. This ability works like a permanent speak with animals or speak with plants spell, or like a tongues spell that only allows the deity to converse with the specified type of creature.															STACK:YES	MULT:YES	CHOOSE:NOCHOICE											SOURCEPAGE:DaD
Spontaneous Wizard Spell	CATEGORY:Salient Divine Ability		VISIBLE:YES	DESC:This ability works like a cleric's ability to cast cure spells spontaneously, except that it applies to wizard spells. The deity must have a sufficient Intelligence score and wizard levels to cast the spell.																			PREVARGTEQ:DivineRank,6	PRECLASS:1,Wizard=1	PRESTAT:1,INT=29	PREABILITY:1,CATEGORY=FEAT,Spell Mastery	PREABILITY:1,CATEGORY=Salient Divine Ability,Arcane Mastery					SOURCEPAGE:DaD
Stride	CATEGORY:Salient Divine Ability		VISIBLE:YES	DESC:The deity's movement is doubled on the local or overland scales (see the Player's Handbook). Also, having this ability means that the deity's height does not limit the distance it can jump.																			PREDOMAIN:1,Travel									SOURCEPAGE:DaD
Sunder and Disjoin	CATEGORY:Salient Divine Ability		VISIBLE:YES	DESC:If any weapon or item is used against the deity in combat, the deity can destroy it with a touch. Treat a successful touch as a combination of a disintegrate spell and a Mordenkainen's disjunction spell, both targeted exclusively at the touched item. The save DC for both effects is 19 + the deity's Charisma modifier. An item remains vulnerable to this ability for up to one day after being used against the deity.																												SOURCEPAGE:DaD
Supreme Initiative	CATEGORY:Salient Divine Ability		VISIBLE:YES	DESC:The deity goes first in the initiative order, no matter what its initiative result is or what initiative result anyone else in an encounter or battle has.																			PRESTAT:1,DEX=29	PREABILITY:1,CATEGORY=FEAT,Improved Initiative								SOURCEPAGE:DaD
True Knowledge	CATEGORY:Salient Divine Ability		VISIBLE:YES	DESC:The deity never fails a bardic knowledge or lore check, no matter how obscure the knowledge involved. The deity speaks and understands all languages. The deity can use legend lore and analyze dweomer as free actions at will. These actions count against the deity's maximum number of free actions per round.																			PREVARGTEQ:DivineRank,11	PRESTAT:1,INT=40	PREABILITY:1,CATEGORY=Special Ability,Bardic Knowledge,Lore	PREDOMAIN:1,Knowledge	PRETEXT:10th level in the class that grant the Bardic Knowledge or the Lore ability.					SOURCEPAGE:DaD
True Shapechange	CATEGORY:Salient Divine Ability		VISIBLE:YES	DESC:The deity can assume the form of any object or creature. The deity can remain in the assumed form indefinitely, but it resumes its own form if slain.																			PREVARGTEQ:DivineRank,16	PREABILITY:3,CATEGORY=Salient Divine Ability,Alter Size,Alter Form,Shapechange								SOURCEPAGE:DaD
Undead Mastery	CATEGORY:Salient Divine Ability		VISIBLE:YES	DESC:The deity can automatically command or destroy any undead creature, as desired, as a free action, though this counts against the normal limit of free actions per round. The deity can do this as often as desired, but it can command no more than one undead creature per divine rank (regardless of the creatures' Hit Dice) at any one time.																			PREVARGTEQ:DivineRank,14	PRECLASS:1,Cleric=17								SOURCEPAGE:DaD
Undead Qualities	CATEGORY:Salient Divine Ability		VISIBLE:YES	DESC:Like undead, the deity is immune to poison, sleep, paralysis, stunning, disease, death effects, and necromantic effects, and it ignores mind-affecting effects (charms, compulsions, phantasms, patterns, and morale effects). The deity is not subject to critical hits, subdual damage, ability damage, ability drain, or energy drain. The deity is immune to any effect requiring a Fortitude save, unless it affects objects.																			ABILITY:Special Ability|AUTOMATIC|Immunity to Poison|Immunity to Sleep|Immunity to Paralysis|Immunity to Stunning|Immunity to Disease|Immunity to Death Effects|Immunity to Mind-Affecting|Immunity To Critical Hits|Immunity To Nonlethal Damage|Immunity To Ability Drain|Immunity to Energy Drain									SOURCEPAGE:DaD
Wave of Chaos	CATEGORY:Salient Divine Ability		VISIBLE:YES	DESC:The deity can create a wave of mental force that extends from the deity in a spread with a radius of 10 feet per divine rank. Creatures within the spread must make Will saves (DC 10 + the deity's Charisma modifier + the deity's divine rank) or be forced to act unpredictably. This ability works like a confusion spell cast by a sorcerer of level 10 + the deity's divine rank.																			PREALIGN:CG,CN,CE									SOURCEPAGE:DaD
Wound Enemy	CATEGORY:Salient Divine Ability		VISIBLE:YES	DESC:The affected weapon deals damage to a creature such that a wound it causes deals 1d6 points of damage per round thereafter in addition to the normal damage from the weapon. Multiple wounds from the weapon result in cumulative bleeding loss (two wounds for 2d6 points of damage per round, and so on). The bleeding can only be stopped by a successful Heal check (DC 15 + the deity's rank) or the application of any cure spell or other healing spell (heal, healing circle, and so on).																			PRETOTALAB:20									SOURCEPAGE:DaD
																																
Energon Companion	CATEGORY:Special Ability	ABILITY:Internal|AUTOMATIC|Energon Companion (Base)|Energon Companion																														
Energon Companion (Base)	CATEGORY:Internal								DEFINE:EnergonCompanionLVL|0	DEFINE:EnergonCompanionDetermination|0													FOLLOWERS:Energon Companion|1	ABILITY:Energon Companion Selection|AUTOMATIC|Standard Selection ~ Energon Companion|!PREABILITY:1,CATEGORY=Internal,TYPE.EnergonCompanionAlternate								SOURCEPAGE:DaD
Energon Companion	CATEGORY:Internal	TYPE:EnergonCompanionSelection	VISIBLE:NO																													SOURCEPAGE:DaD
Expanded Selection	CATEGORY:Internal	TYPE:EnergonCompanionSelection.EnergonCompanionAlternate		KEY:Expanded Selection ~ Energon Companion																			COST:0	COMPANIONLIST:Energon Companion|ANY								SOURCEPAGE:DaD
Energon Companion (Default)	CATEGORY:Internal	TYPE:EnergonCompanionSelection.EnergonCompanionBase		KEY:Standard Selection ~ Energon Companion	!PREABILITY:1,CATEGORY=Internal,TYPE.EnergonCompanionAlternate																		COST:0	COMPANIONLIST:Energon Companion|Energon (Xag-Ya)								SOURCEPAGE:DaD
