SOURCELONG:Expanded Psionics Handbook	SOURCESHORT:EPH	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2004-04
																																													
# Ability Name	CATEGORY:	TYPE:	VISIBLE:	Special ABility					Define					Bonus					Stackable?	Multiple?	Choose	select										Source Page													
Shed Body	CATEGORY:Special Ability	TYPE:ClassFeatures.PsionUncarnateClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Starting at 2nd level, a psion uncarnate can become incorporeal (or "uncarnate") once per day as a standard action. The character can remain uncarnate for up to 1 minute. During this time, the character's body fades into an immaterial form that retains the character's basic likeness. At 6th level and higher, a psion uncarnate can shed his body twice per day for up to 1 minute each time.	KEY:Psion Uncarnate ~ Shed Body				DEFINE:ShedBodyTimes|0					BONUS:VAR|ShedBodyTimes|1	BONUS:VAR|ShedBodyTimes|1|PREVARGTEQ:PsionUncarnateLVL,6																SORTKEY:Class_Psion_Uncarnate	SOURCEPAGE:EPH													
Assume Equipment	CATEGORY:Special Ability	TYPE:ClassFeatures.PsionUncarnateClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Beginning at 3rd level, a psion uncarnate can designate a number of pieces of his worn equipment (including armor and weapons) equal to his psion uncarnate level to become incorporeal when he uses his shed body ability. This has no effect on the equipment's function, but now when the psion uncarnate is incorporeal, he can enter or pass through solid objects while wearing nothing other than the designated equipment. Once designated, the equipment automatically changes to incorporeal when the character sheds his body, and it returns to corporeality when the character does. The character can change his designations as he desires.	KEY:Psion Uncarnate ~ Assume Equipment																										SORTKEY:Class_Psion_Uncarnate	SOURCEPAGE:EPH													
Assume Likeness	CATEGORY:Special Ability	TYPE:ClassFeatures.PsionUncarnateClassFeatures.SpecialQuality	VISIBLE:YES	DESC:4th level and higher, while incorporeal, a psion uncarnate can assume the likeness of any Small, Medium, or Large creature as a standard action that does not provoke attacks of opportunity. The character's abilities do not change, but he appears to be the creature that he assumes the likeness of, allowing him the ability to effectively disguise himself and bluff those who might wonder at his true nature. Each physical interaction with a creature requires a successful Bluff check (opposed by the creature's Sense Motive check) to convince the creature of the psion uncarnate's new appearance. The psion uncarnate must not do anything to give away his true (incorporeal) nature in order for the bluff to be successful; for instance, if he accepts an item from another creature only to have it fall through his immaterial hands, the Bluff check automatically fails. However, a Bluff check would be allowed if the psion uncarnate uses his telekinetic force ability (see below) to hold the received item. When using his assume likeness ability, a psion uncarnate has an additional +10 circumstance bonus on Disguise checks. If he can read an opponent's mind, he gets a further +4 circumstance bonus on Bluff and Disguise checks.	KEY:Psion Uncarnate ~ Assume Likeness																										SORTKEY:Class_Psion_Uncarnate	SOURCEPAGE:EPH													
Telekinetic Force	CATEGORY:Special Ability	TYPE:ClassFeatures.PsionUncarnateClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Beginning at 7th level, while incorporeal, a psion uncarnate can use a telekinetic force effect (see the power description, page 135) as a standard action that does not provoke attacks of opportunity. The save DC is equal to 14 + the psion uncarnate's key ability modifi er (either Int, Wis, or Cha). The character's manifester level is the manifester level of the effect. Even while corporeal, a psion uncarnate can use this ability, but only three times per day (uses while he is uncarnate do not count against this use limit).	KEY:Psion Uncarnate ~ Telekinetic Force																										SORTKEY:Class_Psion_Uncarnate	SOURCEPAGE:EPH													
Uncarnate Bridge	CATEGORY:Special Ability	TYPE:ClassFeatures.PsionUncarnateClassFeatures.SpecialQuality	VISIBLE:YES	DESC:At 8th level, as a creature of almost pure mind, a psion uncarnate becomes more closely attuned to the minds of other creatures. He gains the ability to transport himself via the minds of living creatures. Once per day as a standard action while incorporeal, he can seamlessly enter any living creature with an Intelligence score and pass to another living creature with an Intelligence score that is within line of sight of the first creature. The psion uncarnate must be in a space adjacent to the entry creature before transporting, and he appears in a space adjacent to the destination creature after transporting. The entry and destination creatures need not be familiar to the character. A psion uncarnate cannot use himself as the entry or destination creature. Neither creature need be a willing participant. When exiting the destination creature, the psion uncarnate chooses an adjacent square in which to appear. Entering and leaving a creature is painless, unless the psion uncarnate wishes otherwise (see below). In most cases, though, the destination creature fi nds being the endpoint of a mental bridge surprising and quite unsettling. If he desires, a psion uncarnate can destructively exit the destination creature. If the creature fails a Will save (DC 15 + psion uncarnate's key ability modifier), the exiting psion uncarnate tunes his mental form to destructively interfere with the target's mind. He bursts forth explosively from the creature's body, dealing it 10d6 points of damage.	KEY:Psion Uncarnate ~ Uncarnate Bridge																										SORTKEY:Class_Psion_Uncarnate	SOURCEPAGE:EPH													
Uncarnate	CATEGORY:Special Ability	TYPE:ClassFeatures.PsionUncarnateClassFeatures.SpecialQuality	VISIBLE:YES	DESC:At 10th level, a psion uncarnate becomes a being of pure psionic consciousness. This ability is similar to shed body, except the character is permanently incorporeal (and gains that subtype). If the character desires, he can become corporeal once per day for up to 1 minute, but he spends the rest of his time as an entity of mind untethered by the physical world.	KEY:Psion Uncarnate ~ Uncarnate																		TEMPLATE:Psion Uncarnate ~ Uncarnate								SORTKEY:Class_Psion_Uncarnate	SOURCEPAGE:EPH													
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.PyrokineticistClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Pyrokineticists gain no proficiency with any weapon or armor.	KEY:Pyrokineticist ~ Weapon and Armor Proficiency																										SORTKEY:Class_Pyrokineticist	SOURCEPAGE:EPH													
Fire Lash	CATEGORY:Special Ability	TYPE:ClassFeatures.PyrokineticistClassFeatures.SpecialQuality.PsiLike	VISIBLE:YES	DESC:A pyrokineticist gains the ability to fashion a 15-foot-long whip of fire from unstable ectoplasm as a move-equivalent action. She takes no damage from a fi re lash she creates, and if she releases her hold, it immediately dissipates. The lash deals 1d8 points of fi re damage to a target within 15 feet on a successful ranged touch attack. A pyro can take Weapon Focus and Weapon Specialization (if she otherwise meets the prerequisites) in conjunction with the fi re lash, as well as any feats that apply to the use of a standard whip. The whip remains in existence as long as the pyrokineticist holds it.	KEY:Pyrokineticist ~ Fire Lash																										SORTKEY:Class_Pyrokineticist	SOURCEPAGE:EPH													
Fire Adaptation	CATEGORY:Special Ability	TYPE:ClassFeatures.PyrokineticistClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 2nd level, a pyrokineticist becomes resistant to fi re, gaining a +4 bonus on all saving throws against fi re and heat spells and effects. In addition, she gains resistance to fi re 10.	KEY:Pyrokineticist ~ Fire Adaptation				DEFINE:FireSaveBonus|0					BONUS:VAR|FireResistanceBonus|10|TYPE=Resistance	BONUS:VAR|FireSaveBonus|4								ABILITY:Special Ability|AUTOMATIC|Resistance To Fire								SORTKEY:Class_Pyrokineticist	SOURCEPAGE:EPH	ASPECT:SaveBonus|+%1 bonus on all saving throws against fire and heat spells and effect.|FireSaveBonus												
Hand Afire	CATEGORY:Special Ability	TYPE:ClassFeatures.PyrokineticistClassFeatures.SpecialQuality.PsiLike	VISIBLE:YES	DESC:A pyrokineticist of 2nd level or higher can activate this ability as a move-equivalent action. Flames engulf one of the pyrokineticist's hands (but do her no harm). Her unarmed attacks with that hand are treated as armed. Such attacks deal an extra 2d6 points of fi re damage.	KEY:Pyrokineticist ~ Hand Afire																										SORTKEY:Class_Pyrokineticist	SOURCEPAGE:EPH													
Bolt of Fire	CATEGORY:Special Ability	TYPE:ClassFeatures.PyrokineticistClassFeatures.SpecialQuality.PsiLike	VISIBLE:YES	DESC:Starting at 3rd level, as a standard action, a pyrokineticist can launch a bolt of psionically manifested fire at any target in line of sight within 60 feet. This effect is treated as a ranged touch attack and deals 1d6 points of fire damage for each class level the pyro has ( %1d%2 ).	KEY:Pyrokineticist ~ Bolt of Fire				DEFINE:BoltOfFireDice|0	DEFINE:BoltOfFireDamageDie|0				BONUS:VAR|BoltOfFireDice|PyrokineticLVL	BONUS:VAR|BoltOfFireDamageDie|6|TYPE=Base																SORTKEY:Class_Pyrokineticist	SOURCEPAGE:EPH	ASPECT:NAME|Bolt of Fire %1d%2|BoltOfFireDice|BoltOfFireDamageDie												
Weapon Afire	CATEGORY:Special Ability	TYPE:ClassFeatures.PyrokineticistClassFeatures.SpecialQuality.PsiLike	VISIBLE:YES	DESC:At 4th level and higher, a pyrokineticist can activate this ability as a move-equivalent action. Flames that harm neither her nor the weapon engulf one weapon she holds (which can be a projectile such as a stone, bullet, arrow, or bolt). The weapon deals an extra 2d6 points of fire damage on a successful hit. The weapon retains this effect for as long as the pyrokineticist wields it.	KEY:Pyrokineticist ~ Weapon Afire																										SORTKEY:Class_Pyrokineticist	SOURCEPAGE:EPH													
Nimbus	CATEGORY:Special Ability	TYPE:ClassFeatures.PyrokineticistClassFeatures.SpecialQuality.PsiLike	VISIBLE:YES	DESC:Beginning at 5th level, a pyrokineticist can activate this ability as a move-equivalent action. Flames that harm neither the pyrokineticist nor her equipment engulf her entire body. While she is aflame, the character's Charisma score increases by 4, she can make a melee touch attack for 2d6 points of fire damage, and she gains damage reduction 5/magic. If she is struck in melee, the attacker takes 2d6 points of fire damage. This ability lasts for up to 1 minute per pyrokineticist level and is usable once per day.	KEY:Pyrokineticist ~ Nimbus																										SORTKEY:Class_Pyrokineticist	SOURCEPAGE:EPH													
Firewalk	CATEGORY:Special Ability	TYPE:ClassFeatures.PyrokineticistClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:Beginning at 6th level, as a free action a pyrokineticist can expend her psionic focus (see the Concentration skill description, page 37) to literally walk on air. She moves at her normal speed in all directions, including vertically, but cannot move more than double her speed in a round. A firewalking pyro leaves footprints of flame in the air that disperse in 2 rounds, but her tread does not deal damage. She must pay 1 power point per round spent traveling in this fashion.	KEY:Pyrokineticist ~ Firewalk																										SORTKEY:Class_Pyrokineticist	SOURCEPAGE:EPH													
Fear No Fire	CATEGORY:Special Ability	TYPE:ClassFeatures.PyrokineticistClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 7th level, a pyrokineticist becomes highly resistant to fire, gaining a +8 bonus on all saving throws against fi re and heat spells and effects and also gaining resistance to fire 20.	KEY:Pyrokineticist ~ Fear No Fire									BONUS:VAR|FireResistanceBonus|20|TYPE=Resistance	BONUS:VAR|FireSaveBonus|4																SORTKEY:Class_Pyrokineticist	SOURCEPAGE:EPH													
Greater Weapon Afire	CATEGORY:Special Ability	TYPE:ClassFeatures.PyrokineticistClassFeatures.SpecialQuality.PsiLike	VISIBLE:YES	DESC:At 8th level, when a pyrokineticist activates her hand afire ability or her weapon afire ability, her unarmed attack or weapon deals an extra 4d6 points of fire damage instead of 2d6. Touch attacks made while she uses the nimbus ability likewise deal 4d6 points of damage instead of 2d6.	KEY:Pyrokineticist ~ Greater Weapon Afire																										SORTKEY:Class_Pyrokineticist	SOURCEPAGE:EPH													
Heat Death	CATEGORY:Special Ability	TYPE:ClassFeatures.PyrokineticistClassFeatures.SpecialQuality.PsiLike	VISIBLE:YES	DESC:A pyrokineticist who reaches 9th level can expend her psionic focus and take a full attack action to raise the internal temperature of one living creature within 30 feet to lethal levels. The target must succeed on a Fortitude saving throw (DC 14 + pyro's Cha modifier, %1) or die horrifically as its blood (or other internal fluid) boils. Even on a successful save, the target takes 4d8 points of fire damage from the heat.|HeatDeathDC	KEY:Pyrokineticist ~ Heat Death				DEFINE:HeatDeathDC|0					BONUS:VAR|HeatDeathDC|14+CHA																	SORTKEY:Class_Pyrokineticist	SOURCEPAGE:EPH													
Conflagration	CATEGORY:Special Ability	TYPE:ClassFeatures.PyrokineticistClassFeatures.SpecialQuality.PsiLike	VISIBLE:YES	DESC:At 10th level, a pyrokineticist gains the ability to create a massive burst of raging fl ames around herself, burning everything in the area. Once per day, as a standard action, she can use this ability to deal 15d6 points of fire damage in a 30-foot-radius burst emanating from herself. Any creature or object caught in the burst can make a Reflex saving throw (DC 15 + pyro's Cha modifier, %1 ) for half damage. Anyone failing the Reflex save against the conflagration must also make a Fortitude saving throw (same DC) or die due to extreme shock from the intense heat.|ConflagrationDC	KEY:Pyrokineticist ~ Conflagration				DEFINE:ConflagrationDC|0					BONUS:VAR|ConflagrationDC|15+CHA																	SORTKEY:Class_Pyrokineticist	SOURCEPAGE:EPH													
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.ThrallherdClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Thrallherds gain no proficiency with any weapon or armor.	KEY:Thrallherd ~ Weapon and Armor Proficiency																										SORTKEY:Class_Thrallherd	SOURCEPAGE:EPH													
Power Known	CATEGORY:Special Ability	TYPE:ClassFeatures.ThrallherdClassFeatures.SpecialQuality	VISIBLE:YES	DESC:At every level from 2nd through 9th, a thrallherd gains additional power points per day and access to new powers as if she had also gained a level in whatever manifesting class she belonged to before she added the prestige class. She does not, however, gain any other benefit a character of that class would have gained (bonus feats, metapsionic or item creation feats, psicrystal special abilities, and so on). This essentially means that she adds the level of thrallherd to the level of whatever manifesting class the character has, then determines power points per day, powers known, and manifester level accordingly. If a character had more than one manifesting class before she became a thrallherd, she must decide to which class she adds the new level of thrallherd for the purpose of determining power points per day, powers known, and manifester level.	KEY:Thrallherd ~ Power Known																										SORTKEY:Class_Thrallherd	SOURCEPAGE:EPH													
Thrallherd	CATEGORY:Special Ability	TYPE:ClassFeatures.ThrallherdClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:A thrallherd who has just entered the class sends out a subtle psychic call for servants, and that call is answered. Essentially, the character gains something akin to the Leadership feat (see page 106 of the Dungeon Master's Guide), but with some important differences. Those who answer a thrallherd's call are not referred to as cohorts and followers, but rather as thralls and believers, respectively. They do not appear because they admire the character and want to serve her, but because a hidden psychic resonance connects the thrallherd and her servants. As with the Leadership feat, a thrallherd has a Leadership score that determines the highest-level thrall and believers she can attract. A thrallherd's Leadership score is equal to her character level + her Cha modifi er + her thrallherd level. (Note that her thrallherd level is counted twice.) This score is not affected by any of the modifi ers mentioned on page 106 of the Dungeon Master's Guide. As with the Leadership feat, the called thrall's level is limited, even if the character's Leadership score would indicate a higher-level thrall. Unlike with the Leadership feat, the level limit of a thrall is equal to the character's total level minus 1 (not level minus 2, as is true for cohorts). A thrallherd cannot take the Leadership feat; if the character already has it, the feat is lost and replaced by this ability; those who were previously cohorts and followers go their separate ways, and those who are more mentally pliable show up later to take up roles as thralls and believers. A thrallherd's fi rst thrall and believers arrive within 24 hours of her entry into this class; likewise, lost thralls and believers are replaced within 24 hours. Use the following table instead of the one in the Dungeon Master's Guide to determine the level of a thrallherd's thrall and the number of believers of various levels a thrallherd can attract.	KEY:Thrallherd ~ Thrallherd				DEFINE:ThrallherdScore|0	DEFINE:ThrallherdMaxThrallLVL|0				BONUS:VAR|ThrallherdMaxThrallLVL|min((TL-2),(((ThrallherdScore+6)*7)/10)-4)	BONUS:VAR|ThrallherdScore|(TL+CHA)+ThrallherdLVL	BONUS:VAR|ThrallherdThrallLVL|min(ThrallLVL,TL-2)							ABILITY:Special Ability|AUTOMATIC|Thrallherd Score|Thrallherd Thrall								SORTKEY:Class_Thrallherd	SOURCEPAGE:EPH	ASPECT:ThrallherdThrallLVL|%1|ThrallherdMaxThrallLVL	FOLLOWERS:Believer LVL 1|ThrallherdBelieverLVL1	FOLLOWERS:Believer LVL 2|ThrallherdBelieverLVL2	FOLLOWERS:Believer LVL 3|ThrallherdBelieverLVL3	FOLLOWERS:Believer LVL 4|ThrallherdBelieverLVL4	FOLLOWERS:Believer LVL 5|ThrallherdBelieverLVL5	FOLLOWERS:Believer LVL 6|ThrallherdBelieverLVL6	COMPANIONLIST:Believer LVL 1|ANY	COMPANIONLIST:Believer LVL 2|ANY	COMPANIONLIST:Believer LVL 3|ANY	COMPANIONLIST:Believer LVL 4|ANY	COMPANIONLIST:Believer LVL 5|ANY	COMPANIONLIST:Believer LVL 6|ANY
Psionic Charm	CATEGORY:Special Ability	TYPE:ClassFeatures.ThrallherdClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 3rd level, a thrallherd adds psionic charm to her powers known (if she doesn't already know it). Once per day, she can manifest psionic charm at a reduced power point cost. The cost of psionic charm is reduced by the thrallherd's level, to a minimum of 1 power point. The effect of this power is still restricted by the thrallherd's manifester level.	KEY:Thrallherd ~ Psionic Charm									BONUS:ABILITYPOOL|Thrallherd Psionic Charm|1																	SORTKEY:Class_Thrallherd	SOURCEPAGE:EPH													
# Psionic Charm ~ Class	CATEGORY:Special Ability	TYPE:ClassFeatures.ThrallherdClassFeatures.SpecialQuality.Extraordinary	VISIBLE:DISPLAY		KEY:Thrallherd ~ Psionic Charm ~ Class									BONUS:SPELLKNOWN|CLASS=%LIST;LEVEL=3|1					STACK:NO	MULT:YES	CHOOSE:CLASS|SPELLTYPE=Psionic		SPELLLEVEL:CLASS|%LIST=3|Charm (Psionic)								SORTKEY:Class_Thrallherd	SOURCEPAGE:EPH													
Psionic Charm ~ Class	CATEGORY:Special Ability	TYPE:ClassFeatures.ThrallherdClassFeatures.SpecialQuality.Extraordinary	VISIBLE:DISPLAY		KEY:Thrallherd ~ Psionic Charm ~ Class									BONUS:SPELLKNOWN|TYPE=Psionic;LEVEL=3|1									SPELLLEVEL:CLASS|SPELLCASTER.Psionic=3|Charm (Psionic)								SORTKEY:Class_Thrallherd	SOURCEPAGE:EPH													
Psionic Dominate	CATEGORY:Special Ability	TYPE:ClassFeatures.ThrallherdClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 5th level, a thrallherd adds psionic dominate to her powers known (if she doesn't already know it) Once per day, she can manifest psionic dominate at a reduced power point cost. The cost of psionic dominate is reduced by the thrallherd's level, to a minimum of 1 power point. The effect of this power is still restricted by the thrallherd's manifester level.	KEY:Thrallherd ~ Psionic Dominate									BONUS:ABILITYPOOL|Thrallherd Psionic Dominate|1																	SORTKEY:Class_Thrallherd	SOURCEPAGE:EPH													
# Psionic Dominate ~ Class	CATEGORY:Special Ability	TYPE:ClassFeatures.ThrallherdClassFeatures.SpecialQuality.Extraordinary	VISIBLE:DISPLAY		KEY:Thrallherd ~ Psionic Dominate ~ Class									BONUS:SPELLKNOWN|CLASS=%LIST;LEVEL=3|1					STACK:NO	MULT:YES	CHOOSE:CLASS|SPELLTYPE=Psionic		SPELLLEVEL:CLASS|%LIST=3|Dominate (Psionic)								SORTKEY:Class_Thrallherd	SOURCEPAGE:EPH													
Psionic Dominate ~ Class	CATEGORY:Special Ability	TYPE:ClassFeatures.ThrallherdClassFeatures.SpecialQuality.Extraordinary	VISIBLE:DISPLAY		KEY:Thrallherd ~ Psionic Dominate ~ Class									BONUS:SPELLKNOWN|TYPE=Psionic;LEVEL=3|1									SPELLLEVEL:CLASS|SPELLCASTER.Psionic=3|Dominate (Psionic)								SORTKEY:Class_Thrallherd	SOURCEPAGE:EPH													
Greater Dominate	CATEGORY:Special Ability	TYPE:ClassFeatures.ThrallherdClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 7th level and higher, a thrallherd does not have to pay 2 additional power points when she augments psionic dominate to affect animals, fey, giants, magical beasts, and monstrous humanoids. This reduced point cost does not increase the save DC of the power as if she had spent the additional power points.	KEY:Thrallherd ~ Greater Dominate																										SORTKEY:Class_Thrallherd	SOURCEPAGE:EPH													
Superior Dominate	CATEGORY:Special Ability	TYPE:ClassFeatures.ThrallherdClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 9th level, a thrallherd does not have to pay 4 additional power points when she augments psionic dominate to affect aberrations, dragons, elementals, and outsiders (in addition to the creature types mentioned in the greater dominate ability). This reduced point cost does not increase the save DC of the power as if she had spent the additional power points.	KEY:Thrallherd ~ Superior Dominate																										SORTKEY:Class_Thrallherd	SOURCEPAGE:EPH													
Twofold Master	CATEGORY:Special Ability	TYPE:ClassFeatures.ThrallherdClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 10th level, a thrallherd can add a second thrall to her herd. This second thrall's maximum level is equal to the thrallherd's level minus 2, even if her Leadership score would indicate a higher-level thrall.	KEY:Thrallherd ~ Twofold Master									BONUS:FOLLOWERS|Thrall|1																	SORTKEY:Class_Thrallherd	SOURCEPAGE:EPH													
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.WarMindClassFeatures.SpecialQuality	VISIBLE:YES	DESC:War minds gain no proficiency with any weapon or armor.	KEY:War Mind ~ Weapon and Armor Proficiency																										SORTKEY:Class_War Mind	SOURCEPAGE:EPH													
Power Points per Day	CATEGORY:Special Ability	TYPE:ClassFeatures.WarMindClassFeatures.SpecialQuality	VISIBLE:YES	DESC:A war mind can manifest powers. His ability to manifest powers is limited by the power points he has available. His base daily allotment of power points is given on Table 6-9: The War Mind. In addition, he receives bonus power points per day if he has a high Wisdom score (see Table 2-1: Ability Modifiers and Bonus Power Points). His race may also provide bonus power points per day, as may certain feats and items. If a war mind has power points from a different class, those points are pooled together and usable to manifest powers from either class. Bonus power points from having a high ability score can be gained only for the character's highest psionic class.	KEY:War Mind ~ Power Points per Day									BONUS:VAR|WarMindML|WarMindLVL									ABILITY:Internal|AUTOMATIC|War Mind Caster Support								SORTKEY:Class_War Mind	SOURCEPAGE:EPH													
Chain of Personal Superiority	CATEGORY:Special Ability	TYPE:ClassFeatures.WarMindClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 1st level, a war mind learns the first principle of warfare for the individual combatant: the ability to both deal punishment and take it. Calling upon inner reserves of knowledge and dedication, a war mind can provide himself with a +2 insight bonus to Strength and Constitution for up to 1 minute. A war mind can use this power three times per day. Activating this power is a free action. At 7th level, the insight bonus to Strength and Constitution improves to +4.	KEY:War Mind ~ Chain of Personal Superiority	DESC:+%1 %2/day.|ChainOfPersonalSuperiorityBonus|ChainOfPersonalSuperiorityTimes			DEFINE:ChainOfPersonalSuperiorityBonus|0	DEFINE:ChainOfPersonalSuperiorityTimes|0				BONUS:VAR|ChainOfPersonalSuperiorityBonus|2	BONUS:VAR|ChainOfPersonalSuperiorityBonus|2|PREVARGTEQ:WarMindLVL,7	BONUS:VAR|ChainOfPersonalSuperiorityTimes|3	TEMPBONUS:PC|STAT|STR,CON|ChainOfPersonalSuperiorityBonus|TYPE=Insight														SORTKEY:Class_War Mind	SOURCEPAGE:EPH													
Chain of Defensive Posture	CATEGORY:Special Ability	TYPE:ClassFeatures.WarMindClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 2nd level, a war mind learns the second principle of warfare for the individual combatant: the ability to avoid the enemy's counterattacks if that enemy is not immediately overwhelmed. Calling upon inner reserves of knowledge and dedication, a war mind can provide himself with a +2 insight bonus to Armor Class for up to 1 minute. A war mind can use this power three times per day. Activating this power is a free action. At 8th level, the insight bonus to Armor Class improves to +4.	KEY:War Mind ~ Chain of Defensive Posture	DESC:+%1 %2/day.|ChainOfDefensivePostureBonus|ChainOfDefensivePostureTimes			DEFINE:ChainOfDefensivePostureBonus|0	DEFINE:ChainOfDefensivePostureTimes|0				BONUS:VAR|ChainOfDefensivePostureBonus|2	BONUS:VAR|ChainOfDefensivePostureBonus|2|PREVARGTEQ:WarMindLVL,7	BONUS:VAR|ChainOfDefensivePostureTimes|3	TEMPBONUS:PC|COMBAT|CA|ChainOfDefensivePostureBonus|TYPE=Insight														SORTKEY:Class_War Mind	SOURCEPAGE:EPH													
Enduring Body	CATEGORY:Special Ability	TYPE:ClassFeatures.WarMindClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 3rd level, a war mind learns the third principle of warfare for the individual combatant: to unleash in oneself the spirit of the enduring body. The Talariic texts tell of the perfect warrior, a legend named Ununquam the Vanquisher, who lived many thousands of years ago but who achieved deeds that live on through the texts. The spirit of the ideal body transforms a war mind, granting him damage reduction 1/-. At 6th level, his damage reduction improves to 2/-. At 9th level, his damage reduction improves to 3/-.	KEY:War Mind ~ Enduring Body				DEFINE:EnduringBodyDR|0					BONUS:VAR|EnduringBodyDR|1	BONUS:VAR|EnduringBodyDR|1|PREVARGTEQ:WarMindLVL,6	BONUS:VAR|EnduringBodyDR|1|PREVARGTEQ:WarMindLVL,9	BONUS:DR|-|EnduringBodyDR						DR:0/-								SORTKEY:Class_War Mind	SOURCEPAGE:EPH													
Sweeping Strike	CATEGORY:Special Ability	TYPE:ClassFeatures.WarMindClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 5th level, a war mind gains the ability to make great, sweeping swings with a melee weapon. On each melee attack a war mind makes, he can choose squares he threatens that are adjacent to each other, and his attacks apply to creatures in those two squares equally. A war mind can use this ability on any attack, even an attack of opportunity or a cleave attempt. A war mind cannot use this ability if he has moved more than 10 feet since the end of his last turn. If a war mind drops one or both of his foes with a sweeping strike, he can attempt a cleave normally; however, he makes only one cleave attempt per sweeping strike, even if he drops more than one foe.	KEY:War Mind ~ Sweeping Strike																										SORTKEY:Class_War Mind	SOURCEPAGE:EPH													
Chain of Overwhelming Force	CATEGORY:Special Ability	TYPE:ClassFeatures.WarMindClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 10th level, a war mind learns the fourth principle of warfare for the individual combatant: to discover the underlying violence of the world and deliver it in a perfectly executed attack. The Talariic texts describe precisely the state of mind necessary to tap into this underlying energy and apply it to a single attack, dealing an extra 10d6 points of damage. A war mind can use this power once per day. Activating this power is a free action. If the attack misses, the power is wasted.	KEY:War Mind ~ Chain of Overwhelming Force	DESC:%1/day.|ChainOfOverwhelmingForceTimes			DEFINE:ChainOfOverwhelmingForceTimes|0					BONUS:VAR|ChainOfOverwhelmingForceTimes|1																	SORTKEY:Class_War Mind	SOURCEPAGE:EPH													
