SOURCELONG:Monsters of Faerun 3.0	SOURCESHORT:MCMoF30	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2001-02
																																			
# Race Name	Output Name	Favored Class	STARTFEATS:	SIZE:	TYPE:	RACETYPE:	RACESUBTYPE:	MONSTERCLASS:	MOVE:	Combat bonus	NATURALATTACKS:	NATURALATTACKS:	Weapon prof. bonus	Weapon prof. bonus	FACE:	REACH:	Special Ability	Damage Reduction	Spell Res.	Stat bonus						MONCSKILL:	CR:	Required AL	HITDICEADVANCEMENT:	LEVELADJUSTMENT:	Nb Legs	Nb Hands	SOURCEPAGE:		
Nishiru			STARTFEATS:1	SIZE:L	TYPE:Outsider	RACETYPE:Outsider	RACESUBTYPE:Chaotic|Incorporeal	MONSTERCLASS:Outsider:9	MOVE:Fly,20						FACE:10	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Nishiru	DR:10/Magic				BONUS:STAT|CON|6	BONUS:STAT|INT|2	BONUS:STAT|WIS|4	BONUS:STAT|CHA|2	MONCSKILL:Concentration|Knowledge (Arcana)|Knowledge (History)|Knowledge (The Planes)|Listen|Move Silently|Search|Spellcraft|Spot	CR:6		HITDICEADVANCEMENT:15,27		LEGS:0	HANDS:0	SOURCEPAGE:MCMoF	KIT:1|Nishiru Stats	
Nyth			STARTFEATS:1	SIZE:S	TYPE:Aberration	RACETYPE:Aberration		MONSTERCLASS:Aberration:7	MOVE:Fly,50		NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,1d6				FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Nyth		SR:15	BONUS:STAT|STR|-4	BONUS:STAT|DEX|18		BONUS:STAT|INT|2	BONUS:STAT|WIS|6	BONUS:STAT|CHA|2	MONCSKILL:Diplomacy|Knowledge (Arcana)|Listen|Sense Motive|Spot	CR:5			LEVELADJUSTMENT:10	LEGS:0	HANDS:0	SOURCEPAGE:MCMoF	KIT:1|Nyth Stats	
Peryton			STARTFEATS:1	SIZE:M	TYPE:Magical Beast	RACETYPE:Magical Beast		MONSTERCLASS:Magical Beast:5	MOVE:Walk,20,Fly,60	BONUS:COMBAT|AC|3|TYPE=NaturalArmor	NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d4|Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*2,1d3|Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,1d6				FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Peryton	DR:10/Magic		BONUS:STAT|STR|6	BONUS:STAT|DEX|6	BONUS:STAT|CON|2		BONUS:STAT|WIS|2		MONCSKILL:Intimidate|Listen|Move Silently|Spot|Survival	CR:5	KIT:1|CE	HITDICEADVANCEMENT:10,15	LEVELADJUSTMENT:3	LEGS:2	HANDS:0	SOURCEPAGE:MCMoF	KIT:1|Peryton Stats	
# Phaerimm			STARTFEATS:1	SIZE:L	TYPE:Aberration	RACETYPE:Aberration		MONSTERCLASS:Aberrtion:5	MOVE:Walk,10,Fly,30	BONUS:COMBAT|AC|8|TYPE=NaturalArmor	NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*4,1d6|Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,2d6|Sting,Weapon.Natural.Finesseable.Melee.Piercing,*1,1d8,SPROP=Poison				FACE:5	REACH:10	ABILITY:Internal|AUTOMATIC|Race Traits ~ Phaerimm			BONUS:STAT|STR|2	BONUS:STAT|DEX|2	BONUS:STAT|CON|2	BONUS:STAT|INT|8	BONUS:STAT|WIS|6	BONUS:STAT|CHA|6	MONCSKILL:Concentration|Intimidate|Knowledge (Arcana)|Listen|Search|Sense Motive|	CR:5				LEGS:0	HANDS:2	SOURCEPAGE:MCMoF	KIT:1|Phaerimm Stats	
Pterafolk			STARTFEATS:1	SIZE:L	TYPE:Monstrous Humanoid	RACETYPE:Monstrous Humanoid	RACESUBTYPE:Shapechanger|Reptilian	MONSTERCLASS:Monstrous Humanoid:4	MOVE:Walk,30,Climb,20,Fly,30	BONUS:COMBAT|AC|7|TYPE=NaturalArmor	NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d6|Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,1d8				FACE:10	REACH:10	ABILITY:Internal|AUTOMATIC|Race Traits ~ Pterafolk			BONUS:STAT|STR|10		BONUS:STAT|CON|6		BONUS:STAT|WIS|4	BONUS:STAT|CHA|-2	MONCSKILL:Climb|Jump|Listen|Spot	CR:3		HITDICEADVANCEMENT:12		LEGS:2	HANDS:2	SOURCEPAGE:MCMoF	KIT:1|Pterafolk Stats	
Quaggoth			STARTFEATS:1	SIZE:M	TYPE:Monstrous Humanoid	RACETYPE:Monstrous Humanoid		MONSTERCLASS:Monstrous Humanoid:3	MOVE:Walk,30,Climb,30	BONUS:COMBAT|AC|4|TYPE=NaturalArmor	NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d4|Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,1d4				FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Quaggoth			BONUS:STAT|STR|8		BONUS:STAT|CON|4	BONUS:STAT|INT|-4	BONUS:STAT|WIS|2		MONCSKILL:Climb|Hide|Listen|Spot|Survival	CR:3			LEVELADJUSTMENT:2	LEGS:2	HANDS:2	SOURCEPAGE:MCMoF	KIT:1|Quaggoth Stats	
Shalarin		FAVCLASS:Fighter	STARTFEATS:1	SIZE:M	TYPE:Humanoid	RACETYPE:Humanoid	RACESUBTYPE:Aquatic	MONSTERCLASS:Humanoid:1	MOVE:Swim,40						FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Shalarin			BONUS:STAT|STR|4	BONUS:STAT|DEX|4					MONCSKILL:Listen|Spot	CR:1/2				LEGS:2	HANDS:2	SOURCEPAGE:MCMoF	KIT:1|Shalarin Stats	
Sharn			STARTFEATS:1	SIZE:L	TYPE:Aberration	RACETYPE:Aberration		MONSTERCLASS:Sharn:4	MOVE:Walk,10,Fly,40	BONUS:COMBAT|AC|1|TYPE=NaturalArmor	NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*3,1d6|Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*6,1d6|Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*3,2d6				FACE:10	REACH:10	ABILITY:Internal|AUTOMATIC|Race Traits ~ Sharn	DR:10/Cold Iron		BONUS:STAT|STR|8	BONUS:STAT|DEX|10	BONUS:STAT|CON|10	BONUS:STAT|INT|8	BONUS:STAT|WIS|8	BONUS:STAT|CHA|10	MONCSKILL:Concentration|Diplomacy|Knowledge (Arcana)|Listen|Search|Sense Motive|Spellcraft|Spot	CR:8	KIT:1|CN	HITDICEADVANCEMENT:8,12	LEVELADJUSTMENT:5	LEGS:0	HANDS:9	SOURCEPAGE:MCMoF	KIT:1|Sharn Stats	
Siv			STARTFEATS:1	SIZE:M	TYPE:Humanoid	RACETYPE:Humanoid	RACESUBTYPE:Aquatic	MONSTERCLASS:Humanoid:1	MOVE:Walk,40,Swim,20	BONUS:COMBAT|AC|2|TYPE=NaturalArmor					FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Siv				BONUS:STAT|DEX|2				BONUS:STAT|CHA|-2	MONCSKILL:Listen|Spot	CR:1			LEVELADJUSTMENT:1	LEGS:2	HANDS:2	SOURCEPAGE:MCMoF	KIT:1|Siv Stats	
Spectral Pather			STARTFEATS:1	SIZE:L	TYPE:Magical Beast	RACETYPE:Magical Beast	RACESUBTYPE:Incorporeal	MONSTERCLASS:Magical Beast:3	MOVE:Walk,40	BONUS:COMBAT|AC|5|TYPE=NaturalArmor	NATURALATTACKS:Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,1d8				FACE:10	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Spectral Panther			BONUS:STAT|STR|8	BONUS:STAT|DEX|2	BONUS:STAT|CON|6	BONUS:STAT|INT|2	BONUS:STAT|WIS|4	BONUS:STAT|CHA|4	MONCSKILL:Jump|Hide|Listen|Move Silently|Spot	CR:4		HITDICEADVANCEMENT:9	LEVELADJUSTMENT:3	LEGS:4	HANDS:0	SOURCEPAGE:MCMoF	KIT:1|Spectral Panther Stats	
Subterran Spider (Hairy Spider)				SIZE:F	TYPE:Vermin	RACETYPE:Vermin		MONSTERCLASS:Vermin:1	MOVE:Walk,20,Climb,10		NATURALATTACKS:Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,1d2,SPROP=Poison				FACE:2.5	REACH:0	ABILITY:Internal|AUTOMATIC|Race Traits ~ Subterran Spider (Hairy Spider)			BONUS:STAT|STR|-10	BONUS:STAT|DEX|4				BONUS:STAT|CHA|-8	MONCSKILL:Climb|Hide|Jump|Spot	CR:1/2	KIT:1|TN		LEVELADJUSTMENT:0	LEGS:8	HANDS:0	SOURCEPAGE:MCMoF	KIT:1|Subterran Spider (Hairy Spider) Stats	
Subterran Spider (Sword Spider)				SIZE:L	TYPE:Vermin	RACETYPE:Vermin		MONSTERCLASS:Vermin:5	MOVE:Walk,20,Climb,20	BONUS:COMBAT|AC|8|TYPE=NaturalArmor	NATURALATTACKS:Leg,Weapon.Natural.Finesseable.Melee.Bludgeoning,*8,1d6|Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,1d8,SPROP=Poison				FACE:10	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Subterran Spider (Sword Spider)			BONUS:STAT|STR|8		BONUS:STAT|CON|4			BONUS:STAT|CHA|-8	MONCSKILL:Climb|Hide|Jump|Spot	CR:5	KIT:1|TN		LEVELADJUSTMENT:3	LEGS:8	HANDS:0	SOURCEPAGE:MCMoF	KIT:1|Subterran Spider (Sword Spider) Stats	
Stinger		FAVCLASS:Cleric	STARTFEATS:1	SIZE:L	TYPE:Monstrous Humanoid	RACETYPE:Monstrous Humanoid		MONSTERCLASS:Monstrous Humanoid:4	MOVE:Walk,30	BONUS:COMBAT|AC|4|TYPE=NaturalArmor	NATURALATTACKS:Sting,Weapon.Natural.Finesseable.Melee.Piercing,*1,1d6,SPROP=Poison|Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d6				FACE:10	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Stinger			BONUS:STAT|STR|6	BONUS:STAT|DEX|4	BONUS:STAT|CON|4			BONUS:STAT|CHA|2	MONCSKILL:Hide|Listen|Move Silently|Search|Spot|Survival	CR:4			LEVELADJUSTMENT:3	LEGS:8	HANDS:2	SOURCEPAGE:MCMoF	KIT:1|Stinger Stats	
Tall Mouther			STARTFEATS:1	SIZE:L	TYPE:Aberration	RACETYPE:Aberration		MONSTERCLASS:Aberration:7	MOVE:Walk,40	BONUS:COMBAT|AC|5|TYPE=NaturalArmor	NATURALATTACKS:Buffet,Weapon.Natural.Finesseable.Melee.Bludgeoning,*4,1d4|Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,2d6				FACE:10	REACH:10	ABILITY:Internal|AUTOMATIC|Race Traits ~ Tall Mouther			BONUS:STAT|STR|10	BONUS:STAT|DEX|8	BONUS:STAT|CON|2	BONUS:STAT|INT|-2		BONUS:STAT|CHA|-4	MONCSKILL:Climb|Hide|Listen|Search|Spot|Survival	CR:5		HITDICEADVANCEMENT:14,21		LEGS:2	HANDS:4	SOURCEPAGE:MCMoF	KIT:1|Tall Mouther Stats	
Tomb Tapper			STARTFEATS:1	SIZE:H	TYPE:Construct	RACETYPE:Construct		MONSTERCLASS:Construct:12	MOVE:Walk,40,Burrow,15	BONUS:COMBAT|AC|14|TYPE=NaturalArmor	NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*2,2d6				FACE:15	REACH:15	ABILITY:Internal|AUTOMATIC|Race Traits ~ Tomb Tapper	DR:5/Magic		BONUS:STAT|STR|14			BONUS:STAT|INT|4		BONUS:STAT|CHA|6	MONCSKILL:Appraise|Listen|Search|Spot|Survival	CR:14	KIT:1|TN	HITDICEADVANCEMENT:24		LEGS:2	HANDS:2	SOURCEPAGE:MCMoF	KIT:1|Tomb Tapper Stats	
Unicorn (Black)	OUTPUTNAME:Unicorn, Black		STARTFEATS:1	SIZE:L	TYPE:Magical Beast	RACETYPE:Magical Beast		MONSTERCLASS:Magical Beast:4	MOVE:Walk,60	BONUS:COMBAT|AC|5|TYPE=NaturalArmor	NATURALATTACKS:Horn,Weapon.Natural.Finesseable.Melee.Piercing,*1,1d8|Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,1d8|Hoof,Weapon.Natural.Finesseable.Melee.Bludgeoning,*2,1d4				FACE:10	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Unicorn (Black)			BONUS:STAT|STR|10	BONUS:STAT|DEX|6	BONUS:STAT|CON|10	BONUS:STAT|INT|4	BONUS:STAT|WIS|10	BONUS:STAT|CHA|18	MONCSKILL:Intimidate|Listen|Move Silently|Spot|Survival	CR:3	KIT:1|CE	HITDICEADVANCEMENT:8	LEVELADJUSTMENT:4	LEGS:4	HANDS:0	SOURCEPAGE:MCMoF	KIT:1|Unicorn (Black) Stats	
Wemic		FAVCLASS:Barbarian	STARTFEATS:1	SIZE:L	TYPE:Monstrous Humanoid	RACETYPE:Monstrous Humanoid		MONSTERCLASS:Monstrous Humanoid:5	MOVE:Walk,40	BONUS:COMBAT|AC|4|TYPE=NaturalArmor	NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d8				FACE:10	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Wemic			BONUS:STAT|STR|8	BONUS:STAT|DEX|2	BONUS:STAT|CON|2			BONUS:STAT|CHA|-2	MONCSKILL:Hide|Jump|Listen|Move Silently|Spot|Survival	CR:3			LEVELADJUSTMENT:3	LEGS:4	HANDS:2	SOURCEPAGE:MCMoF	KIT:1|Wemic Stats	
Zombie (Tyrantfog)			STARTFEATS:1	SIZE:M	TYPE:Undead	RACETYPE:Undead		MONSTERCLASS:Undead:4	MOVE:Walk,30		NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d6,SPROP=Disease				FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Zombie (Tyrantfog)	DR:5/Magic		BONUS:STAT|STR|2			BONUS:STAT|INT|-4	BONUS:STAT|WIS|2	BONUS:STAT|CHA|2	MONCSKILL:Climb|Listen|Spot	CR:3	KIT:1|LE|NE|CE	HITDICEADVANCEMENT:8		LEGS:2	HANDS:2	SOURCEPAGE:MCMoF	KIT:1|Zombie (Tyrantfog) Stats	
