SOURCELONG:Player's Handbook	SOURCESHORT:PHB	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2024-08																													
Bulwark of Force	CATEGORY:Special Ability	TYPE:Fighter Class Feature.Class Feature.Psi Warrior.SpecialQuality	VISIBLE:YES	DESC:You can shield yourself and others with telekinetic force. As a Bonus Action, you can choose creatures, including yourself, within 30 feet of yourself, up to a number of creatures equal to your Intelligence modifier (minimum of one creature). Each of the chosen creatures has Half Cover for 1 minute or until you have the Incapacitated condition. Once you use this feature, you can't do so again until you finish a Long Rest unless you expend a Psionic Energy Die (no action required) to restore your use of it.	KEY:Psi Warrior ~ Bulwark of Force																										SORTKEY:Class_Fighter_01f4d	SOURCEPAGE:PHB
Telekinetic Master	CATEGORY:Special Ability	TYPE:Fighter Class Feature.Class Feature.Psi Warrior.SpecialQuality	VISIBLE:YES	DESC:You always have the Telekinesis spell prepared. With this feature, you can cast it without a spell slot or components, and your spellcasting ability for it is Intelligence. On each of your turns while you maintain Concentration on it, including the turn when you cast it, you can make one attack with a weapon as a Bonus Action. Once you cast the spell with this feature, you can't do so in this way again until you finish a Long Rest unless you expend a Psionic Energy Die (no action required) to restore your use of it.	KEY:Psi Warrior ~ Telekinetic Master																										SORTKEY:Class_Fighter_01f4e	SOURCEPAGE:PHB
																																
CATEGORY=Special Ability|Eldritch Knight ~ Spellcasting.MOD	DEFINE:FighterCast1|0	DEFINE:FighterKnown1|0	BONUS:VAR|FighterCast1|SpellSlotsLVL1																													
CATEGORY=Special Ability|Eldritch Knight ~ Spellcasting.MOD	DEFINE:FighterCast2|0	DEFINE:FighterKnown2|0	BONUS:VAR|FighterCast2|SpellSlotsLVL2																													
CATEGORY=Special Ability|Eldritch Knight ~ Spellcasting.MOD	DEFINE:FighterCast3|0	DEFINE:FighterKnown3|0	BONUS:VAR|FighterCast3|SpellSlotsLVL3																													
CATEGORY=Special Ability|Eldritch Knight ~ Spellcasting.MOD	DEFINE:FighterCast4|0	DEFINE:FighterKnown4|0	BONUS:VAR|FighterCast4|SpellSlotsLVL4																													
CATEGORY=Special Ability|Eldritch Knight ~ Spellcasting.MOD	BONUS:ABILITYPOOL|Fighter Known Progression Selection|1																															
																																
CATEGORY=Special Ability|Eldritch Knight ~ Spellcasting.MOD	DEFINE:FighterPreparedSlots|0	BONUS:SPELLCAST|CLASS=Fighter;LEVEL=10|FighterPreparedSlots	BONUS:VAR|FighterPreparedSlots|FighterPreparedBase																													
CATEGORY=Special Ability|Eldritch Knight ~ Spellcasting.MOD	DEFINE:FighterPreparedBase|0	BONUS:VAR|FighterPreparedBase|2+FighterLVL-(FighterLVL>=5)-(FighterLVL>=6)-(FighterLVL>=9)-(FighterLVL>=12)-(FighterLVL>=15)-(FighterLVL>=17)-(FighterLVL>=18)																														
																																
###Block: Choose Fighter Known Progression																																
Grant Highest Known only	CATEGORY:Internal	TYPE:Fighter Known Progression	VISIBLE:YES	DESC:This will manipulate your spells known to increase to the max highest allowed by the rules.	KEY:Fighter Known Progression ~ Grant Highest Known only																											
Follow Standard Progression	CATEGORY:Internal	TYPE:Fighter Known Progression	VISIBLE:YES	DESC:This will follow the progression chart in the Player's Handbook.	KEY:Fighter Known Progression ~ Follow Standard Progression																											
Choose Own Progression	CATEGORY:Internal	TYPE:Fighter Known Progression	VISIBLE:YES	DESC:This will force the user to select spells each level.	KEY:Fighter Known Progression ~ Choose Own Progression				BONUS:ABILITYPOOL|Fighter Known|if(FighterLVL>=3,3,0)+(FighterLVL>=4)+(FighterLVL>=7)+(FighterLVL>=8)+(FighterLVL>=10)+(FighterLVL>=11)+(FighterLVL>=13)+(FighterLVL>=14)+(FighterLVL>=16)+(FighterLVL>=19)+(FighterLVL>=20)																							
#																																
# Grant Highest Known																																
CATEGORY=Internal|Fighter Known Progression ~ Grant Highest Known only.MOD	BONUS:VAR|FighterKnown1|if(FighterLVL>=3,2,0)+(FighterLVL>=4)-3*(FighterLVL>=7)																															
CATEGORY=Internal|Fighter Known Progression ~ Grant Highest Known only.MOD	BONUS:VAR|FighterKnown2|if(FighterLVL>=7,6,0)+(FighterLVL>=10)-3*(FighterLVL>=13)																															
CATEGORY=Internal|Fighter Known Progression ~ Grant Highest Known only.MOD	BONUS:VAR|FighterKnown3|if(FighterLVL>=13,9,0)+(FighterLVL>=16)-10*(FighterLVL>=19)																															
CATEGORY=Internal|Fighter Known Progression ~ Grant Highest Known only.MOD	BONUS:VAR|FighterKnown4|if(FighterLVL>=19,11,0)																															
#																																
# Follow Standard Progression																																
CATEGORY=Internal|Fighter Known Progression ~ Follow Standard Progression.MOD	BONUS:VAR|FighterKnown1|if(FighterLVL>=3,2,0)+(FighterLVL>=4)+(FighterLVL>=7)																															
CATEGORY=Internal|Fighter Known Progression ~ Follow Standard Progression.MOD	BONUS:VAR|FighterKnown2|if(FighterLVL>=7,2,0)+(FighterLVL>=10)																															
CATEGORY=Internal|Fighter Known Progression ~ Follow Standard Progression.MOD	BONUS:VAR|FighterKnown3|if(FighterLVL>=13,2,0)+(FighterLVL>=16)																															
CATEGORY=Internal|Fighter Known Progression ~ Follow Standard Progression.MOD	BONUS:VAR|FighterKnown4|(FighterLVL>=19)																															
#																																
# Choose Own Progression																																
Fighter Known Level 1	CATEGORY:Internal	TYPE:Fighter Known	PREVARGTEQ:FighterLVL,3	CHOOSE:NOCHOICE	MULT:YES	STACK:YES	BONUS:VAR|FighterKnown1|1																									
Fighter Known Level 2	CATEGORY:Internal	TYPE:Fighter Known	PREVARGTEQ:FighterLVL,7	CHOOSE:NOCHOICE	MULT:YES	STACK:YES	BONUS:VAR|FighterKnown2|1																									
Fighter Known Level 3	CATEGORY:Internal	TYPE:Fighter Known	PREVARGTEQ:FighterLVL,13	CHOOSE:NOCHOICE	MULT:YES	STACK:YES	BONUS:VAR|FighterKnown3|1																									
Fighter Known Level 4	CATEGORY:Internal	TYPE:Fighter Known	PREVARGTEQ:FighterLVL,19	CHOOSE:NOCHOICE	MULT:YES	STACK:YES	BONUS:VAR|FighterKnown4|1																									
																																
###Block: Maneuvers																																
Ambush	CATEGORY:Internal	TYPE:Fighter Maneuvers	VISIBLE:YES	DESC:When you make a Dexterity (Stealth) check or an Initiative roll, you can expend one Superiority Die and add the die to the roll, unless you have the Incapacitated condition.	KEY:Fighter Maneuvers ~ Ambush																										SORTKEY:Class_Fighter_01f1a1	SOURCEPAGE:PHB
Bait and Switch	CATEGORY:Internal	TYPE:Fighter Maneuvers	VISIBLE:YES	DESC:When you're within 5 feet of a creature on your turn, you can expend one Superiority Die and switch places with that creature, provided you spend at least 5 feet of movement and the creature is willing and doesn't have the Incapacitated condition. This movement doesn't provoke Opportunity Attacks. Roll the Superiority Die. Until the start of your next turn, you or the other creature (your choice) gains a bonus to AC equal to the number rolled.	KEY:Fighter Maneuvers ~ Bait and Switch																										SORTKEY:Class_Fighter_01f1a2	SOURCEPAGE:PHB
Commander Strike	CATEGORY:Internal	TYPE:Fighter Maneuvers	VISIBLE:YES	DESC:When you take the Attack action on your turn, you can replace one of your attacks to direct one of your companions to strike. When you do so, choose a willing creature who can see or hear you and expend one Superiority Die. That creature can immediately use its Reaction to make one attack with a weapon or an Unarmed Strike, adding the Superiority Die to the attack's damage roll on a hit.	KEY:Fighter Maneuvers ~ Commander Strike																										SORTKEY:Class_Fighter_01f1a3	SOURCEPAGE:PHB
Commanding Presence	CATEGORY:Internal	TYPE:Fighter Maneuvers	VISIBLE:YES	DESC:When you make a Charisma (Intimidation, Performance, or Persuasion) check, you can expend one Superiority Die and add that die to the roll.	KEY:Fighter Maneuvers ~ Commanding Presence																										SORTKEY:Class_Fighter_01f1a4	SOURCEPAGE:PHB
Disarming Attack	CATEGORY:Internal	TYPE:Fighter Maneuvers	VISIBLE:YES	DESC:When you hit a creature with an attack roll, you can expend one Superiority Die to attempt to disarm the target. Add the Superiority Die roll to the attack's damage roll. The target must succeed on a Strength saving throw or drop one object of your choice that it's holding, with the object landing in its space.	KEY:Fighter Maneuvers ~ Disarming Attack																										SORTKEY:Class_Fighter_01f1a5	SOURCEPAGE:PHB
Distracting Strike	CATEGORY:Internal	TYPE:Fighter Maneuvers	VISIBLE:YES	DESC:When you hit a creature with an attack roll, you can expend one Superiority Die to distract the target. Add the Superiority Die roll to the attack's damage roll. The next attack roll against the target by an attacker other than you has Advantage if the attack is made before the start of your next turn.	KEY:Fighter Maneuvers ~ Distracting Strike																										SORTKEY:Class_Fighter_01f1a6	SOURCEPAGE:PHB
Evasive Footwork	CATEGORY:Internal	TYPE:Fighter Maneuvers	VISIBLE:YES	DESC:As a Bonus Action, you can expend one Superiority Die and take the Disengage action. You also roll the die and add the number rolled to your AC until the start of your next turn.	KEY:Fighter Maneuvers ~ Evasive Footwork																										SORTKEY:Class_Fighter_01f1a7	SOURCEPAGE:PHB
Feinting Attack	CATEGORY:Internal	TYPE:Fighter Maneuvers	VISIBLE:YES	DESC:As a Bonus Action, you can expend one Superiority Die to feint, choosing one creature within 5 feet of yourself as your target. You have Advantage on your next attack roll against that target this turn. If that attack hits, add the Superiority Die to the attack's damage roll.	KEY:Fighter Maneuvers ~ Feinting Attack																										SORTKEY:Class_Fighter_01f1a8	SOURCEPAGE:PHB
Goading Attack	CATEGORY:Internal	TYPE:Fighter Maneuvers	VISIBLE:YES	DESC:When you hit a creature with an attack roll, you can expend one Superiority Die to attempt to goad the target into attacking you. Add the Superiority Die to the attack's damage roll. The target must succeed on a Wisdom saving throw or have Disadvantage on attack rolls against targets other than you until the end of your next turn.	KEY:Fighter Maneuvers ~ Goading Attack																										SORTKEY:Class_Fighter_01f1a9	SOURCEPAGE:PHB
Lunging Attack	CATEGORY:Internal	TYPE:Fighter Maneuvers	VISIBLE:YES	DESC:As a Bonus Action, you can expend one Superiority Die and take the Dash action. If you move at least 5 feet in a straight line immediately before hitting with a melee attack as part of the Attack action on this turn, you can add the Superiority Die to the attack's damage roll.	KEY:Fighter Maneuvers ~ Lunging Attack																										SORTKEY:Class_Fighter_01f1a10	SOURCEPAGE:PHB
Maneuvering Attack	CATEGORY:Internal	TYPE:Fighter Maneuvers	VISIBLE:YES	DESC:When you hit a creature with an attack roll, you can expend one Superiority Die to maneuver one of your comrades into another position. Add the Superiority Die roll to the attack's damage roll, and choose a willing creature who can see or hear you. That creature can use its Reaction to move up to half its Speed without provoking an Opportunity Attack from the target of your attack.	KEY:Fighter Maneuvers ~ Maneuvering Attack																										SORTKEY:Class_Fighter_01f1a11	SOURCEPAGE:PHB
Menacing Attack	CATEGORY:Internal	TYPE:Fighter Maneuvers	VISIBLE:YES	DESC:When you hit a creature with an attack roll, you can expend one Superiority Die to attempt to frighten the target. Add the Superiority Die to the attack's damage roll. The target must succeed on a Wisdom saving throw or have the Frightened condition until the end of your next turn.	KEY:Fighter Maneuvers ~ Menacing Attack																										SORTKEY:Class_Fighter_01f1a12	SOURCEPAGE:PHB
Parry	CATEGORY:Internal	TYPE:Fighter Maneuvers	VISIBLE:YES	DESC:When another creature damages you with a melee attack roll, you can take a Reaction and expend one Superiority Die to reduce the damage by the number you roll on your Superiority Die plus your Strength or Dexterity modifier (your choice).	KEY:Fighter Maneuvers ~ Parry																										SORTKEY:Class_Fighter_01f1a13	SOURCEPAGE:PHB
Precision Attack	CATEGORY:Internal	TYPE:Fighter Maneuvers	VISIBLE:YES	DESC:When you miss with an attack roll, you can expend one Superiority Die, roll that die, and add it to the attack roll, potentially causing the attack to hit.	KEY:Fighter Maneuvers ~ Precision Attack																										SORTKEY:Class_Fighter_01f1a14	SOURCEPAGE:PHB
Pushing Attack	CATEGORY:Internal	TYPE:Fighter Maneuvers	VISIBLE:YES	DESC:When you hit a creature with an attack roll using a weapon or an Unarmed Strike, you can expend one Superiority Die to attempt to drive the target back. Add the Superiority Die to the attack's damage roll. If the target is Large or smaller, it must succeed on a Strength saving throw or be pushed up to 15 feet directly away from you.	KEY:Fighter Maneuvers ~ Pushing Attack																										SORTKEY:Class_Fighter_01f1a15	SOURCEPAGE:PHB
Rally	CATEGORY:Internal	TYPE:Fighter Maneuvers	VISIBLE:YES	DESC:As a Bonus Action, you can expend one Superiority Die to bolster the resolve of a companion. Choose an ally of yours within 30 feet of yourself who can see or hear you. That creature gains Temporary Hit Points equal to the Superiority Die roll plus half your Fighter level (round down).	KEY:Fighter Maneuvers ~ Rally																										SORTKEY:Class_Fighter_01f1a16	SOURCEPAGE:PHB
Riposte	CATEGORY:Internal	TYPE:Fighter Maneuvers	VISIBLE:YES	DESC:When a creature misses you with a melee attack roll, you can take a Reaction and expend one Superiority Die to make a melee attack roll with a weapon or an Unarmed Strike against the creature. If you hit, add the Superiority Die to the attack's damage.	KEY:Fighter Maneuvers ~ Riposte																										SORTKEY:Class_Fighter_01f1a17	SOURCEPAGE:PHB
Sweeping Attack	CATEGORY:Internal	TYPE:Fighter Maneuvers	VISIBLE:YES	DESC:When you hit a creature with a melee attack roll using a weapon or an Unarmed Strike, you can expend one Superiority Die to attempt to damage another creature. Choose another creature within 5 feet of the original target and within your reach. If the original attack roll would hit the second creature, it takes damage equal to the number you roll on your Superiority Die. The damage is of the same type dealt by the original attack.	KEY:Fighter Maneuvers ~ Sweeping Attack																										SORTKEY:Class_Fighter_01f1a18	SOURCEPAGE:PHB
Tactical Assessment	CATEGORY:Internal	TYPE:Fighter Maneuvers	VISIBLE:YES	DESC:When you make an Intelligence (History or Investigation) check or a Wisdom (Insight) check, you can expend one Superiority Die and add that die to the ability check.	KEY:Fighter Maneuvers ~ Tactical Assessment																										SORTKEY:Class_Fighter_01f1a19	SOURCEPAGE:PHB
Trip Attack	CATEGORY:Internal	TYPE:Fighter Maneuvers	VISIBLE:YES	DESC:When you hit a creature with an attack roll using a weapon or an Unarmed Strike, you can expend one Superiority Die and add the die to the attack's damage roll. If the target is Large or smaller, it must succeed on a Strength saving throw or have the Prone condition.	KEY:Fighter Maneuvers ~ Trip Attack																										SORTKEY:Class_Fighter_01f1a20	SOURCEPAGE:PHB
																																
###Block:Abilities																																
Martial Art	CATEGORY:Special Ability	TYPE:Monk Class Feature.Class Feature.SpecialQuality	VISIBLE:YES	DESC:Your practice of martial arts gives you mastery of combat styles that use your Unarmed Strike and Monk weapons, which are the following: &nl;- Simple Melee weapons &nl - Martial Melee weapons that have the Light property &nl; You gain the following benefits while you are unarmed or wielding only Monk weapons and you aren't wearing armor or wielding a Shield. &nl; Bonus Unarmed Strike. You can make an Unarmed Strike as a Bonus Action. &nl; Martial Arts Die. You can roll ld6 in place of the normal damage of your Unarmed Strike or Monk weapons. This die changes as you gain Monk levels, as shown in the Martial Arts column of the Monk Features table. &nl; Dexterous Attacks. You can use your Dexterity modifier instead of your Strength modifier for the attack and damage rolls of your Unarmed Strikes and Monk weapons. In addition, when you use the Grapple or Shove option of your Unarmed Strike, you can use your Dexterity modifier instead of your Strength modifier to determine the save DC.	KEY:Monk ~ Martial Art	DESC:Martial Die 1d%1.|MartialArtDie			DEFINE:MartialArtDie|0					BONUS:COMBAT|TOHIT.Unarmed|max(DEX,STR)-STR	BONUS:COMBAT|TOHIT.Simple|max(DEX,STR)-STR	BONUS:COMBAT|TOHIT.LightMartial|max(DEX,STR)-STR	BONUS:VAR|MartialArtDie|6	BONUS:VAR|MartialArtDie|2|PREVARGTEQ:MonkLVL,5	BONUS:VAR|MartialArtDie|2|PREVARGTEQ:MonkLVL,11	BONUS:VAR|MartialArtDie|2|PREVARGTEQ:MonkLVL,17											SORTKEY:Class_Monk_01a	SOURCEPAGE:PHB
Unarmored Defense	CATEGORY:Special Ability	TYPE:Monk Class Feature.Class Feature.SpecialQuality	VISIBLE:YES	DESC:While you aren't wearing armor or wielding a Shield, your base Armor Class equals 10 plus your Dexterity and Wisdom modifiers.	KEY:Monk ~ Unarmored Defense																										SORTKEY:Class_Monk_01b	SOURCEPAGE:PHB
Monk's Focus	CATEGORY:Special Ability	TYPE:Monk Class Feature.Class Feature.SpecialQuality	VISIBLE:YES	DESC:Your focus and martial training allow you to harness a well of extraordinary energy within yourself. This energy is represented by Focus Points. Your Monk level determines the number of points you have, as shown in the Focus Points column of the Monk Features table. You can expend these points to enhance or fuel certain Monk features. You start knowing three such features: Flurry of Blows, Patient Defense, and Step of the Wind, each of which is detailed below. When you expend a Focus Point, it is unavailable until you finish a Short or Long Rest, at the end of which you regain all your expended points. Some features that use Focus Points require your target to make a saving throw. The save DC equals 8 plus your Wisdom modifier and Proficiency Bonus. &nl; Flurry of Blows. You can expend 1 Focus Point to make two Unarmed Strikes as a Bonus Action. &nl; Patient Defense. You can take the Disengage action as a Bonus Action. Alternatively, you can expend 1 Focus Point to take both the Disengage and the Dodge actions as a Bonus Action. &nl; Step of the Wind. You can take the Dash action as a Bonus Action. Alternatively, you can expend 1 Focus Point to take both the Disengage and Dash actions as a Bonus Action, and your jump distance is doubled for the turn.	KEY:Monk ~ Monk's Focus	DESC: Focus Points: %1.|FocusPoints			DEFINE:FocusPoints|0					BONUS:VAR|FocusPoints|MonkLVL																	SORTKEY:Class_Monk_01c	SOURCEPAGE:PHB
Unarmored Movement	CATEGORY:Special Ability	TYPE:Monk Class Feature.Class Feature.SpecialQuality	VISIBLE:YES	DESC:Your speed increases by 10 feet while you aren't wearing armor or wielding a Shield. This bonus increases when you reach certain Monk levels, as shown on the Monk Features table.	KEY:Monk ~ Unarmored Movement									BONUS:MOVEADD|TYPE.Walk|10+(5*(MonkLVL>=6))+(5*(MonkLVL>=10))+(5*(MonkLVL>=14))+(5*(MonkLVL>=18))|!PREEQUIP:1,TYPE=Armor,TYPE=Shield																	SORTKEY:Class_Monk_01d	SOURCEPAGE:PHB
Uncanny Metabolism	CATEGORY:Special Ability	TYPE:Monk Class Feature.Class Feature.SpecialQuality	VISIBLE:YES	DESC:When you roll Initiative, you can regain all expended Focus Points. When you do so, roll your Martial Arts die, and regain a number of Hit Points equal to your Monk level plus the number rolled. Once you use this feature, you can't use it again until you finish a Long Rest.	KEY:Monk ~ Uncanny Metabolism																										SORTKEY:Class_Monk_01e	SOURCEPAGE:PHB
Deflect Attack	CATEGORY:Special Ability	TYPE:Monk Class Feature.Class Feature.SpecialQuality	VISIBLE:YES	DESC:When an attack roll hits you and its damage includes Bludgeoning, Piercing, or Slashing damage, you can take a Reaction to reduce the attack's total damage against you. The reduction equals ldlO plus your Dexterity modifier and Monk level. If you reduce the damage to 0, you can expend 1 Focus Point to redirect some of the attack's force. If you do so, choose a creature you can see within 5 feet of yourself if the attack was a melee attack or a creature you can see within 60 feet of yourself that isn't behind Total Cover if the attack was a ranged attack. That creature must succeed on a Dexterity saving throw or take damage equal to t wo rolls of your Martial Arts die plus your Dex terity modifier. The damage is the same type dealt by the attack.	KEY:Monk ~ Deflect Attack																										SORTKEY:Class_Monk_01f	SOURCEPAGE:PHB
Monk Subclass	CATEGORY:Special Ability	TYPE:Monk Class Feature.Class Feature.SpecialQuality	VISIBLE:YES	DESC:You gain a Monk subclass of your choice. The Warrior of Mercy, Warrior of Shadow, Warrior of the Elements, and Warrior of the Open Hand subclasses are detailed after this class's description. A subclass is a specialization that grants you features at certain Monk levels. For the rest of your career, you gain each of your subclass's features that are of your Monk level or lower.	KEY:Monk ~ Monk Subclass									BONUS:VAR|POOL_Monk_Subclass|1																	SORTKEY:Class_Monk_01g	SOURCEPAGE:PHB
Ability Score Improvement	CATEGORY:Special Ability	TYPE:Monk Class Feature.Class Feature.SpecialQuality	VISIBLE:YES	DESC:You gain the Ability Score Improvement feat (see chapter 5) or another feat of your choice for which you qualify. You gain this feature again at Monk levels 8,12, and 16.	KEY:Monk ~ Ability Score Improvement									BONUS:VAR|POOL_Feat|1*((MonkLVL>=4)+(MonkLVL>=8)+(MonkLVL>=12)+(MonkLVL>=16))																	SORTKEY:Class_Monk_01h	SOURCEPAGE:PHB
Slow Fall	CATEGORY:Special Ability	TYPE:Monk Class Feature.Class Feature.SpecialQuality	VISIBLE:YES	DESC:You can take a Reaction when you fall to reduce any damage you take from the fall by an amount equal to five times your Monk level.	KEY:Monk ~ Slow Fall																										SORTKEY:Class_Monk_01i	SOURCEPAGE:PHB
Extra Attack	CATEGORY:Special Ability	TYPE:Monk Class Feature.Class Feature.SpecialQuality	VISIBLE:YES	DESC:You can attack twice instead of once whenever you take the Attack action on your turn.	KEY:Monk ~ Extra Attack																		ABILITY:Internal|AUTOMATIC|Extra Attack ~ 1								SORTKEY:Class_Monk_01j	SOURCEPAGE:PHB
Stunning Strike	CATEGORY:Special Ability	TYPE:Monk Class Feature.Class Feature.SpecialQuality	VISIBLE:YES	DESC:Once per turn when you hit a creature with a Monk weapon or an Unarmed Strike, you can expend 1 Focus Point to attempt a stunning strike. The target must make a Constitution saving throw. On a failed save, the target has the Stunned condition until the start of your next turn. On a successful save, the target's Speed is halved until the start of your next turn, and the next attack roll made against the target before then has Advantage.	KEY:Monk ~ Stunning Strike																										SORTKEY:Class_Monk_01k	SOURCEPAGE:PHB
Empowered Strike	CATEGORY:Special Ability	TYPE:Monk Class Feature.Class Feature.SpecialQuality	VISIBLE:YES	DESC:Whenever you deal damage with your Unarmed Strike, it can deal your choice of Force damage or its normal damage type.	KEY:Monk ~ Empowered Strike																										SORTKEY:Class_Monk_01l	SOURCEPAGE:PHB
Evasion	CATEGORY:Special Ability	TYPE:Monk Class Feature.Class Feature.SpecialQuality.Evasion	VISIBLE:YES	DESC:When you're subjected to an effect that allows you to make a Dexterity saving throw to take only half damage, you instead take no damage if you succeed on the saving throw and only half damage if you fail. You don't benefit from this feature if you have the Incapacitated condition.	KEY:Monk ~ Evasion																										SORTKEY:Class_Monk_01m	SOURCEPAGE:PHB
Acrobatic Movement	CATEGORY:Special Ability	TYPE:Monk Class Feature.Class Feature.SpecialQuality	VISIBLE:YES	DESC:While you aren't wearing armor or wielding a Shield, you gain the ability to move along vertical surfaces and across liquids on your turn without falling during the movement.	KEY:Monk ~ Acrobatic Movement																										SORTKEY:Class_Monk_01n	SOURCEPAGE:PHB
Heightened Focus	CATEGORY:Special Ability	TYPE:Monk Class Feature.Class Feature.SpecialQuality	VISIBLE:YES	DESC:Your Flurry of Blows, Patient Defense, and Step of the Wind gain the following benefits. &nl; Flurry of Blows. You can expend 1 Focus Point to use Flurry of Blows and make three Unarmed Strikes with it instead of two. &nl; Patient Defense. When you expend a Focus Point to use Patient Defense, you gain a number of Temporary Hit Points equal to two rolls of your Martial Arts die. &nl; Step of the Wind. When you expend a Focus Point to use Step of the Wind, you can choose a willing creature within 5 feet of yourself that is Large or smaller. You move the creature with you until the end of your turn. The creature's movement doesn't provoke Opportunity Attacks.	KEY:Monk ~ Heightened Focus																										SORTKEY:Class_Monk_01o	SOURCEPAGE:PHB
Self Restoration	CATEGORY:Special Ability	TYPE:Monk Class Feature.Class Feature.SpecialQuality	VISIBLE:YES	DESC:Through sheer force of will, you can remove one of the following conditions from yourself at the end of each of your turns: Charmed, Frightened, or Poisoned. In addition, forgoing food and drink doesn't give you levels of Exhaustion.	KEY:Monk ~ Self Restoration																										SORTKEY:Class_Monk_01i	SOURCEPAGE:PHB
Deflect Energy	CATEGORY:Special Ability	TYPE:Monk Class Feature.Class Feature.SpecialQuality	VISIBLE:YES	DESC:You can now use your Deflect Attacks feature against attacks that deal any damage type, not just Bludgeoning, Piercing, or Slashing.	KEY:Monk ~ Deflect Energy																										SORTKEY:Class_Monk_01j	SOURCEPAGE:PHB
Disciplined Survivor	CATEGORY:Special Ability	TYPE:Monk Class Feature.Class Feature.SpecialQuality	VISIBLE:YES	DESC:Your physical and mental discipline grant you proficiency in all saving throws. Additionally, whenever you make a saving throw and fail, you can expend 1 Focus Point to reroll it, and you must use the new roll.	KEY:Monk ~ Disciplined Survivor																		ABILITY:Internal|AUTOMATIC|Saving Throw ~ Con|Saving Throw ~ Int|Saving Throw ~ Wis|Saving Throw ~ Cha								SORTKEY:Class_Monk_01k	SOURCEPAGE:PHB
Perfect Focus	CATEGORY:Special Ability	TYPE:Monk Class Feature.Class Feature.SpecialQuality	VISIBLE:YES	DESC:When you roll Initiative and don't use Uncanny Metabolism, you regain expended Focus Points until you have 4 if you have 3 or fewer.	KEY:Monk ~ Perfect Focus																										SORTKEY:Class_Monk_01l	SOURCEPAGE:PHB
Superior Defense	CATEGORY:Special Ability	TYPE:Monk Class Feature.Class Feature.SpecialQuality	VISIBLE:YES	DESC:At the start of your turn, you can expend 3 Focus Points to bolster yourself against harm for 1 minute or until you have the Incapacitated condition. During that time, you have Resistance to all damage except Force damage.	KEY:Monk ~ Superior Defense																										SORTKEY:Class_Monk_01m	SOURCEPAGE:PHB
Epic Boon	CATEGORY:Special Ability	TYPE:Monk Class Feature.Class Feature.SpecialQuality	VISIBLE:YES	DESC:You gain an Epic Boon feat (see chapter 5) or another feat of your choice for which you qualify. Boon of Irresistible Offense is recommended.	KEY:Monk ~ Epic Boon									BONUS:VAR|POOL_Epic_Boon|1																	SORTKEY:Class_Monk_01n	SOURCEPAGE:PHB
Body and Mind	CATEGORY:Special Ability	TYPE:Monk Class Feature.Class Feature.SpecialQuality	VISIBLE:YES	DESC:You have developed your body and mind to new heights. Your Dexterity and Wisdom scores increase by 4, to a maximum of 25.	KEY:Monk ~ Body and Mind									BONUS:STAT|DEX,WIS|4	BONUS:VAR|MaxStatDex|5	BONUS:VAR|MaxStatWis|5															SORTKEY:Class_Monk_01o	SOURCEPAGE:PHB
																																
###Block:Monk Subclass																																
Warrior of Mercy	CATEGORY:Special Ability	TYPE:Monk Class Feature.Class Feature.Monk Subclass.SpecialQuality	VISIBLE:YES	DESC:Warriors of Mercy manipulate the life force of others. These Monks are wandering physicians, but they bring a swift end to their enemies. They often wear masks, presenting themselves as faceless bringers of life and death.	KEY:Monk Subclass ~ Warrior of Mercy																		ABILITY:Monk Class Feature|AUTOMATIC|Warrior of Mercy ~ Hand of Harm|PREVAREQ:MonkLVL,3	ABILITY:Monk Class Feature|AUTOMATIC|Warrior of Mercy ~ Hand of Healing|PREVAREQ:MonkLVL,3	ABILITY:Monk Class Feature|AUTOMATIC|Warrior of Mercy ~ Implements of Mercy|PREVAREQ:MonkLVL,3	ABILITY:Monk Class Feature|AUTOMATIC|Warrior of Mercy ~ Physician's Touch|PREVAREQ:MonkLVL,6	ABILITY:Monk Class Feature|AUTOMATIC|Warrior of Mercy ~ Flurry of Healing and Harm|PREVAREQ:MonkLVL,11	ABILITY:Monk Class Feature|AUTOMATIC|Warrior of Mercy ~ Hand of Ultimate Mercy|PREVAREQ:MonkLVL,17			SORTKEY:Class_Monk_01g1	SOURCEPAGE:PHB
Warrior of Shadow	CATEGORY:Special Ability	TYPE:Monk Class Feature.Class Feature.Monk Subclass.SpecialQuality	VISIBLE:YES	DESC:Warriors of Shadow practice stealth and subterfuge, harnessing the power of the Shadowfell. They are at home in darkness, able to draw gloom around themselves to hide, leap from shadow to shadow, and take on a wraithlike form.	KEY:Monk Subclass ~ Warrior of Shadow																		ABILITY:Monk Class Feature|AUTOMATIC|Warrior of Shadow ~ Shadow Arts|PREVAREQ:MonkLVL,3	ABILITY:Monk Class Feature|AUTOMATIC|Warrior of Shadow ~ Shadow Step|PREVAREQ:MonkLVL,6	ABILITY:Monk Class Feature|AUTOMATIC|Warrior of Shadow ~ Improved Shadow Step|PREVAREQ:MonkLVL,11	ABILITY:Monk Class Feature|AUTOMATIC|Warrior of Shadow ~ Cloak of Shadows|PREVAREQ:MonkLVL,17					SORTKEY:Class_Monk_01g2	SOURCEPAGE:PHB
