SOURCELONG:Book of Vile Darkness	SOURCESHORT:BoVD	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2002-10											
5	ADD:SPELLCASTER|ANY													
7	ADD:SPELLCASTER|ANY													
9	ADD:SPELLCASTER|ANY													
10	ADD:SPELLCASTER|ANY													
#														
1				ABILITY:Vermin Lord Class Feature|AUTOMATIC|Vermin Lord ~ Weapon and Armor Proficiency|!PREABILITY:1,CATEGORY=ACF,TYPE.VerminLordProficiencies										
1				ABILITY:Vermin Lord Class Feature|AUTOMATIC|Vermin Lord ~ Spells										
#														
1				ABILITY:Vermin Lord Class Feature|AUTOMATIC|Vermin Lord ~ Chitin|!PREABILITY:1,CATEGORY=ACF,TYPE.VerminLordChitin										
2				ABILITY:Vermin Lord Class Feature|AUTOMATIC|Vermin Lord ~ Blood Drain|!PREABILITY:1,CATEGORY=ACF,TYPE.VerminLordBloodDrain										
3				ABILITY:Vermin Lord Class Feature|AUTOMATIC|Vermin Lord ~ Spider Hand|!PREABILITY:1,CATEGORY=ACF,TYPE.VerminLordSpiderHand										
4				ABILITY:Vermin Lord Class Feature|AUTOMATIC|Vermin Lord ~ Swarm Armor|!PREABILITY:1,CATEGORY=ACF,TYPE.VerminLordSwarmArmor										
5				ABILITY:Vermin Lord Class Feature|AUTOMATIC|Vermin Lord ~ Wings of the Vermin|!PREABILITY:1,CATEGORY=ACF,TYPE.VerminLordWingsOfTheVermin										
6				ABILITY:Vermin Lord Class Feature|AUTOMATIC|Vermin Lord ~ Spider Legs|!PREABILITY:1,CATEGORY=ACF,TYPE.VerminLordSpiderLegs										
7				ABILITY:Vermin Lord Class Feature|AUTOMATIC|Vermin Lord ~ Spew Vermin|!PREABILITY:1,CATEGORY=ACF,TYPE.VerminLordSpewVermin										
8				ABILITY:Vermin Lord Class Feature|AUTOMATIC|Vermin Lord ~ Poison|!PREABILITY:1,CATEGORY=ACF,TYPE.VerminLordPoison										
10				ABILITY:Vermin Lord Class Feature|AUTOMATIC|Vermin Lord ~ Hivemind|!PREABILITY:1,CATEGORY=ACF,TYPE.VerminLordHivemind										
#														
11	PREPCLEVEL:MIN=20													
														
CLASS:Warrior of Darkness	HD:10	TYPE:Prestige	FACT:Abb|WoD	MAXLEVEL:NOLIMIT	SOURCEPAGE:BoVD	BONUS:SAVE|BASE.Fortitude|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:SAVE|BASE.Reflex|classlevel("APPLIEDAS=NONEPIC")/3	BONUS:SAVE|BASE.Will|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:COMBAT|BASEAB|classlevel("APPLIEDAS=NONEPIC")|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,0	FACT:ClassType|Prestige		DEFINE:WarriorOfDarknessLVL|0	BONUS:VAR|WarriorOfDarknessLVL|CL	BONUS:VAR|ClassBABGood|classlevel("APPLIEDAS=NONEPIC")|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,1
CLASS:Warrior of Darkness	PREALIGN:LE,NE,CE	PREATT:5	PRESKILL:2,Craft (Alchemy)=3,Knowledge (Arcana)=3	PRELANG:1,Abyssal,Infernal	PRESKILL:1,Spellcraft=1	PREABILITY:1,CATEGORY=FEAT,Iron Will	PRETEXT:The character must endure a week of painful and scarring black magic rituals performed in solitude, the secrets of which take months to study and research successfully.							
CLASS:Warrior of Darkness	STARTSKILLPTS:4	CSKILL:Craft (Alchemy)|Bluff|Climb|Concentration|Hide|Jump|Knowledge (Arcana)|Knowledge (The Planes)|Move Silently|Ride|Spellcraft												
#														
1				ABILITY:Warrior of Darkness Class Feature|AUTOMATIC|Warrior of Darkness ~ Weapon and Armor Proficiency|!PREABILITY:1,CATEGORY=ACF,TYPE.WarriorOfDarknessProficiencies										
#														
1				ABILITY:Warrior of Darkness Class Feature|AUTOMATIC|Warrior of Darkness ~ Black Magic Oil|!PREABILITY:1,CATEGORY=ACF,TYPE.WarriorOfDarknessBlackMagicOil										
2				ABILITY:Warrior of Darkness Class Feature|AUTOMATIC|Warrior of Darkness ~ Darkling Weapon|!PREABILITY:1,CATEGORY=ACF,TYPE.WaoorioOfDarknessDarklingWeapon										
3				ABILITY:Warrior of Darkness Class Feature|AUTOMATIC|Warrior of Darkness ~ Black Magic Elixir|!PREABILITY:1,CATEGORY=ACF,TYPE.WaoorioOfDarknessBlackMagicElixir										
5				ABILITY:Warrior of Darkness Class Feature|AUTOMATIC|Warrior of Darkness ~ Scarred Flesh|!PREABILITY:1,CATEGORY=ACF,TYPE.WaoorioOfDarknessScarredFlesh										
8				ABILITY:Warrior of Darkness Class Feature|AUTOMATIC|Warrior of Darkness ~ Repellent Flesh|!PREABILITY:1,CATEGORY=ACF,TYPE.WaoorioOfDarknessRepellentFlesh										
