SOURCELONG:Unearthed Arcana	SOURCESHORT:UA	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2004-02												
#															
# Class Name 1	Hit Dice (HD)	Type (TYPE:)	Abbreviation (ABB)	Max Level (MAXLEVEL)	Source Page (SOURCEPAGE)	Save checks bonus (Fortitude) (BONUS:SAVE)	Save checks bonus (Reflex)	Save checks bonus (Will)	Combat bonus	EXCLASS	CONTIGUOUS	FINE			
18	CAST:0,3,2,2,1														
19	CAST:0,3,3,3,2														
20	CAST:0,3,3,3,3														
															
CLASS:Paladin of Slaughter	HD:10	TYPE:PC.Base	FACT:Abb|PSl	MAXLEVEL:20	SOURCEPAGE:UA	BONUS:SAVE|BASE.Fortitude|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:SAVE|BASE.Reflex|classlevel("APPLIEDAS=NONEPIC")/3	BONUS:SAVE|BASE.Will|classlevel("APPLIEDAS=NONEPIC")/3	BONUS:COMBAT|BASEAB|classlevel("APPLIEDAS=NONEPIC")|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,0	FACT:ClassType|PC	ROLE:Combat	DEFINE:PaladinLVL|0	BONUS:VAR|PaladinLVL|CL	EXCLASS:Ex-Paladin	BONUS:VAR|ClassBABGood|classlevel("APPLIEDAS=NONEPIC")|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,1
CLASS:Paladin of Slaughter	PREALIGN:CE	!PRECLASS:1,Paladin=1,Paladin of Freedom=1,Paladin of Tyranny=1	SERVESAS:CLASS|Paladin												
CLASS:Paladin of Slaughter	STARTSKILLPTS:2	CSKILL:Concentration|TYPE.Craft|Handle Animal|Heal|Intimidate|Knowledge (Nobility and Royalty)|Knowledge (Religion)|TYPE.Profession|Ride|Sense Motive													
CLASS:Paladin of Slaughter	SPELLSTAT:WIS	FACT:SpellType|Divine		KNOWNSPELLS:LEVEL=0|LEVEL=1|LEVEL=2|LEVEL=3|LEVEL=4	SPELLLIST:1|Paladin of Slaughter		ITEMCREATE:0.5								
1				ABILITY:Paladin Class Feature|AUTOMATIC|Paladin ~ Weapon and Armor Proficiency|!PREABILITY:1,CATEGORY=ACF,TYPE.PaladinProficiencies											
#															
1				ABILITY:Alternate Class Feature|AUTOMATIC|Paladin of Slaughter ~ Aura of Evil|!PREABILITY:1,CATEGORY=ACF,TYPE.PaladinAuraOfGood											
1				ABILITY:Alternate Class Feature|AUTOMATIC|Paladin of slaughter ~ Detect Good|!PREABILITY:1,CATEGORY=ACF,TYPE.PaladinDetectEvil											
1				ABILITY:Alternate Class Feature|AUTOMATIC|Paladin of Slaughter ~ Smite Good|!PREABILITY:1,CATEGORY=ACF,TYPE.PaladinSmiteEvil											
1				ABILITY:Alternate Class Feature|AUTOMATIC|Paladin of Slaughter ~ Code of Conduct|!PREABILITY:1,CATEGORY=ACF,TYPE.PaladinCodeOfConduct											
2				ABILITY:Paladin Class Feature|AUTOMATIC|Paladin ~ Divine Grace|!PREABILITY:1,CATEGORY=ACF,TYPE.PaladinDivineGrace											
2				ABILITY:Alternate Class Feature|AUTOMATIC|Paladin of Slaughter ~ Deadly Touch|!PREABILITY:1,CATEGORY=ACF,TYPE.PaladinLayOnHands											
3				ABILITY:Alternate Class Feature|AUTOMATIC|Paladin of Slaughter ~ Debilitating Aura|!PREABILITY:1,CATEGORY=ACF,TYPE.PaladinAuraOfCourage											
3				ABILITY:Paladin Class Feature|AUTOMATIC|Paladin ~ Divine Health|!PREABILITY:1,CATEGORY=ACF,TYPE.PaladinDivineHealth											
3				ABILITY:Alternate Class Feature|AUTOMATIC|Paladin of Slaughter ~ Rebuke Undead|!PREABILITY:1,CATEGORY=ACF,TYPE.PaladinTurnUndead											
4				ABILITY:Paladin Class Feature|AUTOMATIC|Paladin ~ Spells|!PREABILITY:1,CATEGORY=ACF,TYPE.PaladinSpells											
4				ABILITY:Alternate Class Feature|AUTOMATIC|Paladin of Slaughter ~ Spellcasting|!PREABILITY:1,CATEGORY=ACF,TYPE.PaladinSpells											
5				ABILITY:Paladin Class Feature|AUTOMATIC|Paladin ~ Special Mount|!PREABILITY:1,CATEGORY=ACF,TYPE.PaladinSpecialMount											
6				ABILITY:Alternate Class Feature|AUTOMATIC|Paladin of Slaughter ~ Cause Disease|!PREABILITY:1,CATEGORY=ACF,TYPE.PaladinRemoveDisease											
#															
4	CAST:0,0														
5	CAST:0,0														
6	CAST:0,1														
7	CAST:0,1														
8	CAST:0,1,0														
9	CAST:0,1,0														
10	CAST:0,1,1														
11	CAST:0,1,1,0														
12	CAST:0,1,1,1														
13	CAST:0,1,1,1														
14	CAST:0,2,1,1,0														
15	CAST:0,2,1,1,1														
16	CAST:0,2,2,1,1														
17	CAST:0,2,2,2,1														
18	CAST:0,3,2,2,1														
19	CAST:0,3,3,3,2														
20	CAST:0,3,3,3,3														
															
CLASS:Paladin of Tyranny	HD:10	TYPE:PC.Base	FACT:Abb|PTy	MAXLEVEL:20	SOURCEPAGE:UA	BONUS:SAVE|BASE.Fortitude|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:SAVE|BASE.Reflex|classlevel("APPLIEDAS=NONEPIC")/3	BONUS:SAVE|BASE.Will|classlevel("APPLIEDAS=NONEPIC")/3	BONUS:COMBAT|BASEAB|classlevel("APPLIEDAS=NONEPIC")|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,0	FACT:ClassType|PC	ROLE:Combat	DEFINE:PaladinLVL|0	BONUS:VAR|PaladinLVL|CL	EXCLASS:Ex-Paladin	BONUS:VAR|ClassBABGood|classlevel("APPLIEDAS=NONEPIC")|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,1
CLASS:Paladin of Tyranny	PREALIGN:LE	!PRECLASS:1,Paladin=1,Paladin of Freedom=1,Paladin of Slaughter=1	SERVESAS:CLASS|Paladin												
CLASS:Paladin of Tyranny	STARTSKILLPTS:2	CSKILL:Concentration|TYPE.Craft|Diplomacy|Handle Animal|Heal|Knowledge (Nobility and Royalty)|Knowledge (Religion)|TYPE.Profession|Ride|Sense Motive													
CLASS:Paladin of Tyranny	SPELLSTAT:WIS	FACT:SpellType|Divine		KNOWNSPELLS:LEVEL=0|LEVEL=1|LEVEL=2|LEVEL=3|LEVEL=4	SPELLLIST:1|Paladin of Tyranny		ITEMCREATE:0.5								
1				ABILITY:Paladin Class Feature|AUTOMATIC|Paladin ~ Weapon and Armor Proficiency|!PREABILITY:1,CATEGORY=ACF,TYPE.PaladinProficiencies											
#															
1				ABILITY:Alternate Class Feature|AUTOMATIC|Paladin of Tyranny ~ Aura of Evil|!PREABILITY:1,CATEGORY=ACF,TYPE.PaladinAuraOfGood											
1				ABILITY:Alternate Class Feature|AUTOMATIC|Paladin of Tyranny ~ Detect Good|!PREABILITY:1,CATEGORY=ACF,TYPE.PaladinDetectEvil											
1				ABILITY:Alternate Class Feature|AUTOMATIC|Paladin of Tyranny ~ Smite Good|!PREABILITY:1,CATEGORY=ACF,TYPE.PaladinSmiteEvil											
1				ABILITY:Paladin Class Feature|AUTOMATIC|Paladin ~ Code of Conduct|!PREABILITY:1,CATEGORY=ACF,TYPE.PaladinCodeOfConduct											
2				ABILITY:Paladin Class Feature|AUTOMATIC|Paladin ~ Divine Grace|!PREABILITY:1,CATEGORY=ACF,TYPE.PaladinDivineGrace											
2				ABILITY:Alternate Class Feature|AUTOMATIC|Paladin of Tyranny ~ Deadly Touch|!PREABILITY:1,CATEGORY=ACF,TYPE.PaladinLayOnHands											
3				ABILITY:Alternate Class Feature|AUTOMATIC|Paladin of Tyranny ~ Aura of Despair|!PREABILITY:1,CATEGORY=ACF,TYPE.PaladinAuraOfCourage											
3				ABILITY:Paladin Class Feature|AUTOMATIC|Paladin ~ Divine Health|!PREABILITY:1,CATEGORY=ACF,TYPE.PaladinDivineHealth											
3				ABILITY:Alternate Class Feature|AUTOMATIC|Paladin of Tyranny ~ Rebuke Undead|!PREABILITY:1,CATEGORY=ACF,TYPE.PaladinTurnUndead											
4				ABILITY:Paladin Class Feature|AUTOMATIC|Paladin ~ Spells|!PREABILITY:1,CATEGORY=ACF,TYPE.PaladinSpells											
4				ABILITY:Alternate Class Feature|AUTOMATIC|Paladin of Tyranny ~ Spellcasting|!PREABILITY:1,CATEGORY=ACF,TYPE.PaladinSpells											
5				ABILITY:Paladin Class Feature|AUTOMATIC|Paladin ~ Special Mount|!PREABILITY:1,CATEGORY=ACF,TYPE.PaladinSpecialMount											
6				ABILITY:Paladin Class Feature|AUTOMATIC|Paladin ~ Remove Disease|!PREABILITY:1,CATEGORY=ACF,TYPE.PaladinRemoveDisease											
#															
4	CAST:0,0														
5	CAST:0,0														
6	CAST:0,1														
7	CAST:0,1														
8	CAST:0,1,0														
9	CAST:0,1,0														
10	CAST:0,1,1														
11	CAST:0,1,1,0														
12	CAST:0,1,1,1														
13	CAST:0,1,1,1														
14	CAST:0,2,1,1,0														
15	CAST:0,2,1,1,1														
16	CAST:0,2,2,1,1														
17	CAST:0,2,2,2,1														
18	CAST:0,3,2,2,1														
19	CAST:0,3,3,3,2														
20	CAST:0,3,3,3,3														
															
CLASS:Ranger.MOD	!PRECLASS:1,Planar Ranger=1,Urban Ranger=1														
															
CLASS:Planar Ranger	HD:8	TYPE:PC.Base	FACT:Abb|PRg	MAXLEVEL:20	SOURCEPAGE:UA	BONUS:SAVE|BASE.Fortitude|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:SAVE|BASE.Reflex|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:SAVE|BASE.Will|classlevel("APPLIEDAS=NONEPIC")/3	BONUS:COMBAT|BASEAB|classlevel("APPLIEDAS=NONEPIC")|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,0	FACT:ClassType|PC	ROLE:Combat	DEFINE:RangerLVL|0	BONUS:VAR|RangerLVL|CL		BONUS:VAR|ClassBABGood|classlevel("APPLIEDAS=NONEPIC")|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,1
CLASS:Planar Ranger	!PRECLASS:1,Ranger=1,Urban Ranger=1		SERVESAS:CLASS|Ranger												
CLASS:Planar Ranger	STARTSKILLPTS:6	CSKILL:Climb|Concentration|TYPE.Craft|Handle Animal|Heal|Hide|Jump|Knowledge (Geography)|Knowledge (The Planes)|Listen|Move Silently|TYPE.Profession|Ride|Search|Spot|Survival|Swim|Use Rope|Speak Language													
CLASS:Planar Ranger	SPELLSTAT:WIS	FACT:SpellType|Divine		KNOWNSPELLS:LEVEL=0|LEVEL=1|LEVEL=2|LEVEL=3|LEVEL=4	SPELLLIST:1|Ranger		ITEMCREATE:0.5								
1				ABILITY:Ranger Class Feature|AUTOMATIC|Ranger ~ Weapon and Armor Proficiency|!PREABILITY:1,CATEGORY=ACF,TYPE.RangerProficiencies											
1				ABILITY:Alternate Class Feature|AUTOMATIC|Planar Ranger ~ Bonus Languages|!PREABILITY:1,CATEGORY=ACF,TYPE.RangerBonusLanguages											
#															
1				ABILITY:Ranger Class Feature|AUTOMATIC|Ranger ~ Favored Enemy|!PREABILITY:1,CATEGORY=ACF,TYPE.RangerFavoredEnemy											
1				ABILITY:Ranger Class Feature|AUTOMATIC|Ranger ~ Track|!PREABILITY:1,CATEGORY=ACF,TYPE.RangerTrack											
1				ABILITY:Alternate Class Feature|AUTOMATIC|Planar Ranger ~ Wild Empathy|!PREABILITY:1,CATEGORY=ACF,TYPE.RangerWildEmpathy											
2				ABILITY:Ranger Class Feature|AUTOMATIC|Ranger ~ Combat Style|!PREABILITY:1,CATEGORY=ACF,TYPE.RangerCombatStyle											
3				ABILITY:Ranger Class Feature|AUTOMATIC|Ranger ~ Endurance|!PREABILITY:1,CATEGORY=ACF,TYPE.RangerEndurance											
4				ABILITY:Alternate Class Feature|AUTOMATIC|Planar Ranger ~ Animal Companion|!PREABILITY:1,CATEGORY=ACF,TYPE.RangerAnimalCompanion											
4				ABILITY:Ranger Class Feature|AUTOMATIC|Ranger ~ Spells|!PREABILITY:1,CATEGORY=ACF,TYPE.RangerSpells											
4				ABILITY:Alternate Class Feature|AUTOMATIC|Planar Ranger ~ Spellcasting|!PREABILITY:1,CATEGORY=ACF,TYPE.RangerSpells											
6				ABILITY:Ranger Class Feature|AUTOMATIC|Ranger ~ Improved combat Style|!PREABILITY:1,CATEGORY=ACF,TYPE.RangerImprovedCombatStyle											
7				ABILITY:Ranger Class Feature|AUTOMATIC|Ranger ~ Woodland Stride|!PREABILITY:1,CATEGORY=ACF,TYPE.RangerWoodlandStride											
8				ABILITY:Ranger Class Feature|AUTOMATIC|Ranger ~ Swift Tracker|!PREABILITY:1,CATEGORY=ACF,TYPE.RangerSwiftTracker											
9				ABILITY:Ranger Class Feature|AUTOMATIC|Ranger ~ Evasion|!PREABILITY:1,CATEGORY=ACF,TYPE.RangerEvasion											
11				ABILITY:Ranger Class Feature|AUTOMATIC|Ranger ~ Combat Style Mastery|!PREABILITY:1,CATEGORY=ACF,TYPE.RangerCombatStyleMastery											
13				ABILITY:Ranger Class Feature|AUTOMATIC|Ranger ~ Camouflage|!PREABILITY:1,CATEGORY=ACF,TYPE.RangerCamouflage											
17				ABILITY:Ranger Class Feature|AUTOMATIC|Ranger ~ Hide in Plain Sight|!PREABILITY:1,CATEGORY=ACF,TYPE.RangerHideInPlainSight											
															
CLASS:Urban Ranger	HD:8	TYPE:PC.Base	FACT:Abb|URg	MAXLEVEL:20	SOURCEPAGE:UA	BONUS:SAVE|BASE.Fortitude|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:SAVE|BASE.Reflex|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:SAVE|BASE.Will|classlevel("APPLIEDAS=NONEPIC")/3	BONUS:COMBAT|BASEAB|classlevel("APPLIEDAS=NONEPIC")|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,0	FACT:ClassType|PC	ROLE:Combat	DEFINE:RangerLVL|0	BONUS:VAR|RangerLVL|CL		BONUS:VAR|ClassBABGood|classlevel("APPLIEDAS=NONEPIC")|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,1
CLASS:Urban Ranger	!PRECLASS:1,Ranger=1,Planar Ranger=1		SERVESAS:CLASS|Ranger												
CLASS:Urban Ranger	STARTSKILLPTS:6	CSKILL:Climb|Concentration|TYPE.Craft|Gather Information|Handle Animal|Heal|Hide|Jump|Knowledge (Geography)|Knowledge (Local)|Listen|Move Silently|TYPE.Profession|Ride|Search|Sense Motive|Spot|Swim|Use Rope													
CLASS:Urban Ranger	SPELLSTAT:WIS	FACT:SpellType|Divine		KNOWNSPELLS:LEVEL=0|LEVEL=1|LEVEL=2|LEVEL=3|LEVEL=4	SPELLLIST:1|Ranger|Urban Ranger		ITEMCREATE:0.5								
1				ABILITY:Ranger Class Feature|AUTOMATIC|Ranger ~ Weapon and Armor Proficiency|!PREABILITY:1,CATEGORY=ACF,TYPE.RangerProficiencies											
#															
1	PROHIBITSPELL:SPELL.Animal Messenger														
1	PROHIBITSPELL:SPELL.Charm Animal														
1	PROHIBITSPELL:SPELL.Detect Animals or Plants														
1	PROHIBITSPELL:SPELL.Speak with Animals														
1	PROHIBITSPELL:SPELL.Bear's endurance														
1	PROHIBITSPELL:SPELL.Hold Animal														
1	PROHIBITSPELL:SPELL.Snare														
1	PROHIBITSPELL:SPELL.Speak with Plants														
1	PROHIBITSPELL:SPELL.Command Plants														
1	PROHIBITSPELL:SPELL.Diminish Plants														
1	PROHIBITSPELL:SPELL.Plant Growth														
1	PROHIBITSPELL:SPELL.Reduce Animal														
1	PROHIBITSPELL:SPELL.Tree Shape														
1	PROHIBITSPELL:SPELL.Water Walk														
1	PROHIBITSPELL:SPELL.Commune with Nature														
1	PROHIBITSPELL:SPELL.Tree Stride														
#															
1				ABILITY:Alternate Class Feature|AUTOMATIC|Urban Ranger ~ Favored Enemy|!PREABILITY:1,CATEGORY=ACF,TYPE.RangerFavoredEnemy											
1				ABILITY:Alternate Class Feature|AUTOMATIC|Urban Ranger ~ Urban Track|!PREABILITY:1,CATEGORY=ACF,TYPE.RangerTrack											
1				ABILITY:Alternate Class Feature|AUTOMATIC|Urban Ranger ~ Wild Empathy|!PREABILITY:1,CATEGORY=ACF,TYPE.RangerWildEmpathy											
2				ABILITY:Ranger Class Feature|AUTOMATIC|Ranger ~ Combat Style|!PREABILITY:1,CATEGORY=ACF,TYPE.RangerCombatStyle											
3				ABILITY:Ranger Class Feature|AUTOMATIC|Ranger ~ Endurance|!PREABILITY:1,CATEGORY=ACF,TYPE.RangerEndurance											
4				ABILITY:Alternate Class Feature|AUTOMATIC|Urban Ranger ~ Animal Companion|!PREABILITY:1,CATEGORY=ACF,TYPE.RangerAnimalCompanion											
4				ABILITY:Ranger Class Feature|AUTOMATIC|Ranger ~ Spells|!PREABILITY:1,CATEGORY=ACF,TYPE.RangerSpells											
4				ABILITY:Alternate Class Feature|AUTOMATIC|Urban Ranger ~ Spellcasting|!PREABILITY:1,CATEGORY=ACF,TYPE.RangerSpells											
6				ABILITY:Ranger Class Feature|AUTOMATIC|Ranger ~ Improved combat Style|!PREABILITY:1,CATEGORY=ACF,TYPE.RangerImprovedCombatStyle											
8				ABILITY:Alternate Class Feature|AUTOMATIC|Urban Ranger ~ Swift Tracker|!PREABILITY:1,CATEGORY=ACF,TYPE.RangerSwiftTracker											
9				ABILITY:Ranger Class Feature|AUTOMATIC|Ranger ~ Evasion|!PREABILITY:1,CATEGORY=ACF,TYPE.RangerEvasion											
11				ABILITY:Ranger Class Feature|AUTOMATIC|Ranger ~ Combat Style Mastery|!PREABILITY:1,CATEGORY=ACF,TYPE.RangerCombatStyleMastery											
17				ABILITY:Ranger Class Feature|AUTOMATIC|Ranger ~ Hide in Plain Sight|!PREABILITY:1,CATEGORY=ACF,TYPE.RangerHideInPlainSight											
															
CLASS:Rogue.MOD	!PRECLASS:1,Wilderness Rogue=1														
															
CLASS:Wilderness Rogue	HD:6	TYPE:PC.Base	FACT:Abb|WRo	MAXLEVEL:20	SOURCEPAGE:PHB	BONUS:SAVE|BASE.Fortitude|classlevel("APPLIEDAS=NONEPIC")/3	BONUS:SAVE|BASE.Reflex|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:SAVE|BASE.Will|classlevel("APPLIEDAS=NONEPIC")/3	BONUS:COMBAT|BASEAB|classlevel("APPLIEDAS=NONEPIC")*3/4|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,0	FACT:ClassType|PC	ROLE:Skill	DEFINE:RogueLVL|0	BONUS:VAR|RogueLVL|CL		BONUS:VAR|ClassBABAverage|classlevel("APPLIEDAS=NONEPIC")|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,1
CLASS:Wilderness Rogue	!PRECLASS:1,Rogue=1		SERVESAS:CLASS|Rogue												
CLASS:Wilderness Rogue	STARTSKILLPTS:8	CSKILL:Balance|Bluff|Climb|TYPE.Craft|Disable Device|Disguise|Escape Artist|Handle Animal|Hide|Intimidate|Jump|Knowledge (Geography)|Knowledge (Local)|Knowledge (Nature)|Listen|Move Silently|Open Lock|TYPE.Perform|TYPE.Profession|Ride|Search|Sense Motive|Sleight of Hand|Spot|Survival|Swim|Tumble|Use Magic Device|Use Rope													
1				ABILITY:Rogue Class Feature|AUTOMATIC|Rogue ~ Weapon and Armor Proficiency|!PREABILITY:1,CATEGORY=ACF,TYPE.RogueProficiencies											
#															
1				ABILITY:Rogue Class Feature|AUTOMATIC|Rogue ~ Sneak Attack|!PREABILITY:1,CATEGORY=ACF,TYPE.RogueSneakAttack											
1				ABILITY:Rogue Class Feature|AUTOMATIC|Rogue ~ Trapfinding|!PREABILITY:1,CATEGORY=ACF,TYPE.RogueTrapfinding											
2				ABILITY:Rogue Class Feature|AUTOMATIC|Rogue ~ Evasion|!PREABILITY:1,CATEGORY=ACF,TYPE.RogueEvasion											
3				ABILITY:Rogue Class Feature|AUTOMATIC|Rogue ~ Trap Sense|!PREABILITY:1,CATEGORY=ACF,TYPE.RogueTrapSense											
4				ABILITY:Rogue Class Feature|AUTOMATIC|Rogue ~ Uncanny Dodge|!PREABILITY:1,CATEGORY=ACF,TYPE.RogueUncannyDodge											
8				ABILITY:Rogue Class Feature|AUTOMATIC|Rogue ~ Improved Uncanny Dodge|!PREABILITY:1,CATEGORY=ACF,TYPE.RogueImprovedUncannyDodge											
10				ABILITY:Rogue Class Feature|AUTOMATIC|Rogue ~ Special Abilities|!PREABILITY:1,CATEGORY=ACF,TYPE.RogueSpecialAbilities											
															
CLASS:Sorcerer.MOD	!PRECLASS:1,Battle Sorcerer=1														
															
CLASS:Battle Sorcerer	HD:8	TYPE:PC.Base	FACT:Abb|BSo	MAXLEVEL:20	SOURCEPAGE:UA	BONUS:SAVE|BASE.Fortitude|classlevel("APPLIEDAS=NONEPIC")/3	BONUS:SAVE|BASE.Reflex|classlevel("APPLIEDAS=NONEPIC")/3	BONUS:SAVE|BASE.Will|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:COMBAT|BASEAB|classlevel("APPLIEDAS=NONEPIC")*3/4|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,0	FACT:ClassType|PC	ROLE:Sorcerer	DEFINE:SorcererLVL|0	BONUS:VAR|SorcererLVL|CL		BONUS:VAR|ClassBABAverage|classlevel("APPLIEDAS=NONEPIC")|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,1
CLASS:Battle Sorcerer	STARTSKILLPTS:2	CSKILL:Concentration|TYPE.Craft|Intimidate|Knowledge (Arcana)|TYPE.Profession|Spellcraft													
CLASS:Battle Sorcerer	!PRECLASS:1,Sorcerer=1		SERVESAS:CLASS|Sorcerer												
CLASS:Battle Sorcerer	SPELLSTAT:CHA	FACT:SpellType|Arcane	MEMORIZE:NO		SPELLLIST:1|Sorcerer										
1				ABILITY:Alternate Class Feature|AUTOMATIC|Battle Sorcerer ~ Weapon and Armor Proficiency|!PREABILITY:1,CATEGORY=ACF,TYPE.SorcererProficiencies											
#															
1				ABILITY:Sorcerer Class Feature|AUTOMATIC|Sorcerer ~ Spells|!PREABILITY:1,CATEGORY=ACF,TYPE.SorcererSpells											
1				ABILITY:Alternate Class Feature|AUTOMATIC|Battle Sorcerer ~ Spellcasting|!PREABILITY:1,CATEGORY=ACF,TYPE.SorcererSpells											
1				ABILITY:Sorcerer Class Feature|AUTOMATIC|Sorcerer ~ Familiar|!PREABILITY:1,CATEGORY=ACF,TYPE.SorcererFamiliar											
#															
1	CAST:5,3	KNOWN:3,1													
2	CAST:6,4	KNOWN:4,1													
3	CAST:6,5	KNOWN:4,2													
4	CAST:6,6,3	KNOWN:5,2,1													
5	CAST:6,6,4	KNOWN:5,3,1													
6	CAST:6,6,5,3	KNOWN:6,3,1,1													
7	CAST:6,6,6,4	KNOWN:6,4,2,1													
8	CAST:6,6,6,5,3	KNOWN:7,4,2,1,1													
9	CAST:6,6,6,6,4	KNOWN:7,4,3,2,1													
10	CAST:6,6,6,6,5,3	KNOWN:8,4,3,2,1,1													
11	CAST:6,6,6,6,6,4	KNOWN:8,4,4,3,2,1													
12	CAST:6,6,6,6,6,5,3	KNOWN:8,4,4,3,2,1,1													
13	CAST:6,6,6,6,6,6,4	KNOWN:8,4,4,3,3,2,1													
14	CAST:6,6,6,6,6,6,5,3	KNOWN:8,4,4,3,3,2,1,1													
15	CAST:6,6,6,6,6,6,6,4	KNOWN:8,4,4,3,3,2,2,1													
16	CAST:6,6,6,6,6,6,6,5,3	KNOWN:8,4,4,3,3,3,2,1,1													
17	CAST:6,6,6,6,6,6,6,6,4	KNOWN:8,4,4,3,3,3,2,2,1													
18	CAST:6,6,6,6,6,6,6,6,5,3	KNOWN:8,4,4,3,3,3,2,2,1,1													
19	CAST:6,6,6,6,6,6,6,6,6,4	KNOWN:8,4,4,3,3,3,2,2,2,1													
20	CAST:6,6,6,6,6,6,6,6,6,6	KNOWN:8,4,4,3,3,3,2,2,2,2													
															
CLASS:Cleric.MOD	!PRECLASS:1,Cleric (Spontaneous)=1														
															
CLASS:Cleric (Spontaneous)	HD:8	TYPE:PC.Base	FACT:Abb|SpC	MAXLEVEL:20	SOURCEPAGE:PHB	BONUS:SAVE|BASE.Fortitude|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:SAVE|BASE.Reflex|classlevel("APPLIEDAS=NONEPIC")/3	BONUS:SAVE|BASE.Will|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:COMBAT|BASEAB|classlevel("APPLIEDAS=NONEPIC")*3/4|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,0	FACT:ClassType|PC	ROLE:Cleric	DEFINE:ClericLVL|0	BONUS:VAR|ClericLVL|CL	EXCLASS:Ex-Cleric	BONUS:VAR|ClassBABAverage|classlevel("APPLIEDAS=NONEPIC")|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,1
CLASS:Cleric (Spontaneous)	STARTSKILLPTS:2	CSKILL:Concentration|TYPE.Craft|Diplomacy|Heal|Knowledge (Arcana)|Knowledge (History)|Knowledge (Religion)|Knowledge (The Planes)|TYPE.Profession|Spellcraft													
CLASS:Cleric (Spontaneous)	!PRECLASS:1,Cleric=1		SERVESAS:CLASS|Cleric												
CLASS:Cleric (Spontaneous)	SPELLSTAT:WIS	FACT:SpellType|Divine	MEMORIZE:NO	BONUS:DOMAIN|NUMBER|2											
1				ABILITY:Cleric Class Feature|AUTOMATIC|Cleric ~ Weapon and Armor Proficiency|!PREABILITY:1,CATEGORY=ACF,TYPE.ClericProficiencies											
#															
1	PROHIBITSPELL:ALIGNMENT.Good|PREALIGN:LE,NE,CE	PROHIBITSPELL:ALIGNMENT.Good|PREDEITYALIGN:LE,NE,CE													
1	PROHIBITSPELL:ALIGNMENT.Evil|PREALIGN:LG,NG,CG	PROHIBITSPELL:ALIGNMENT.Evil|PREDEITYALIGN:LG,NG,CG													
1	PROHIBITSPELL:ALIGNMENT.Lawful|PREALIGN:CG,CN,CE	PROHIBITSPELL:ALIGNMENT.Lawful|PREDEITYALIGN:CG,CN,CE													
1	PROHIBITSPELL:ALIGNMENT.Chaotic|PREALIGN:LG,LN,LE	PROHIBITSPELL:ALIGNMENT.Chaotic|PREDEITYALIGN:LG,LN,LE													
1				ABILITY:Cleric Class Feature|AUTOMATIC|Cleric ~ Deity - Domains and Domain Spells											
#															
1				ABILITY:Cleric Class Feature|AUTOMATIC|Cleric ~ Aura|!PREABILITY:1,CATEGORY=ACF,TYPE.ClericAura											
1				ABILITY:Cleric Class Feature|AUTOMATIC|Cleric ~ Spells|!PREABILITY:1,CATEGORY=ACF,TYPE.ClericSpells											
1				ABILITY:Cleric Class Feature|AUTOMATIC|Cleric ~ Spontaneous Casting|!PREABILITY:1,CATEGORY=ACF,TYPE.ClericSpontaneousCasting											
1				ABILITY:Cleric Class Feature|AUTOMATIC|Cleric ~ Turn or Rebuke Undead|!PREABILITY:1,CATEGORY=ACF,TYPE.ClericTurnRebukeUndead											
1				ABILITY:Cleric Class Feature|AUTOMATIC|Cleric ~ Bonus Languages|!PREABILITY:1,CATEGORY=ACF,TYPE.ClericBonusLanguages											
#															
1	CAST:3,1	KNOWN:4,2													
2	CAST:4,2	KNOWN:5,2													
3	CAST:4,2,1	KNOWN:5,3,0													
4	CAST:5,3,2	KNOWN:6,3,1													
5	CAST:5,3,2,1	KNOWN:6,4,2,0													
6	CAST:5,3,3,2	KNOWN:7,4,2,1													
7	CAST:6,4,3,2,1	KNOWN:7,5,3,2,0													
8	CAST:6,4,3,3,2	KNOWN:8,5,3,2,1													
9	CAST:6,4,4,3,2,1	KNOWN:8,5,4,3,2,0													
10	CAST:6,4,4,3,3,2	KNOWN:9,5,4,3,2,1													
