SOURCELONG:Book of Exalted Deeds	SOURCESHORT:BoED	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2003-10																						
#																									
# Spell Name	OUTPUTNAME:	key	VARIANTS:	TYPE:	SCHOOL:	SUBSCHOOL:	DESCRIPTOR:	CLASSES:	COMPS:	CASTTIME:	RANGE:	TARGETAREA:	DURATION:	SAVEINFO:	SPELLRES:	DESC:	SOURCEPAGE:	Item	COST:	XPCOST:	PPCOST	DESC:|!PRERULE:1,DisplayFullSpell	Desc	Bonus	Bonus
Channel Celestial Paragon (Erathaol)				TYPE:Epic	SCHOOL:Transmutation		DESCRIPTOR:Good	CLASSES:Epic Spells (Arcane/CHA),Epic Spells (Arcane/INT),Epic Spells (Arcane/WIS),Epic Spells (Divine/CHA),Epic Spells (Divine/INT),Epic Spells (Divine/WIS)=10	COMPS:V, S, F, Abstinence, Sacrifice	CASTTIME:10 minutes	RANGE:Touch	TARGETAREA:You and 3-5 willing creatures and 1 willing celestial.	DURATION:20 rounds	SAVEINFO:Will negates; See text	SPELLRES:Yes	DESC:By means of this mighty epic spell, you channel the power of a celestial paragon through you body and at least 3 (but no more than 5) of your allies. Focus: You must have a major artifact of good alignment, such as the Regalia of Good (see Chapter 6 for a description of this item). Abstinence Component: You and each willing participant must abstain from intoxicants and stimulants for one week before casting this spell. You and each willing participant must not be the subject of any other spell at the time you cast this spell. You and each willing participant must not be suffering from any ability damage, ability drain, or energy drain at the time you cast this spell, including the effects of any previously cast sanctified spell. Sacrifice: You and each willing participant in the spell each lose one experience level. Spellcraft DC 42.	SOURCEPAGE:BoVD p. 122	PREABILITY:1,CATEGORY=FEAT,Epic Spellcasting							
Channel Celestial Paragon (Domiel)				TYPE:Epic	SCHOOL:Transmutation		DESCRIPTOR:Good	CLASSES:Epic Spells (Arcane/CHA),Epic Spells (Arcane/INT),Epic Spells (Arcane/WIS),Epic Spells (Divine/CHA),Epic Spells (Divine/INT),Epic Spells (Divine/WIS)=10	COMPS:V, S, F, Abstinence, Sacrifice	CASTTIME:10 minutes	RANGE:Touch	TARGETAREA:You and 3-5 willing creatures and 1 willing celestial.	DURATION:20 rounds	SAVEINFO:Will negates; See text	SPELLRES:Yes	DESC:By means of this mighty epic spell, you channel the power of a celestial paragon through you body and at least 3 (but no more than 5) of your allies. Focus: You must have a major artifact of good alignment, such as the Regalia of Good (see Chapter 6 for a description of this item). Abstinence Component: You and each willing participant must abstain from intoxicants and stimulants for one week before casting this spell. You and each willing participant must not be the subject of any other spell at the time you cast this spell. You and each willing participant must not be suffering from any ability damage, ability drain, or energy drain at the time you cast this spell, including the effects of any previously cast sanctified spell. Sacrifice: You and each willing participant in the spell each lose one experience level. Spellcraft DC 44.	SOURCEPAGE:BoVD p. 122	PREABILITY:1,CATEGORY=FEAT,Epic Spellcasting							
Channel Celestial Paragon (Kharash)				TYPE:Epic	SCHOOL:Transmutation		DESCRIPTOR:Good	CLASSES:Epic Spells (Arcane/CHA),Epic Spells (Arcane/INT),Epic Spells (Arcane/WIS),Epic Spells (Divine/CHA),Epic Spells (Divine/INT),Epic Spells (Divine/WIS)=10	COMPS:V, S, F, Abstinence, Sacrifice	CASTTIME:10 minutes	RANGE:Touch	TARGETAREA:You and 3-5 willing creatures and 1 willing celestial.	DURATION:20 rounds	SAVEINFO:Will negates; See text	SPELLRES:Yes	DESC:By means of this mighty epic spell, you channel the power of a celestial paragon through you body and at least 3 (but no more than 5) of your allies. Focus: You must have a major artifact of good alignment, such as the Regalia of Good (see Chapter 6 for a description of this item). Abstinence Component: You and each willing participant must abstain from intoxicants and stimulants for one week before casting this spell. You and each willing participant must not be the subject of any other spell at the time you cast this spell. You and each willing participant must not be suffering from any ability damage, ability drain, or energy drain at the time you cast this spell, including the effects of any previously cast sanctified spell. Sacrifice: You and each willing participant in the spell each lose one experience level. Spellcraft DC 46.	SOURCEPAGE:BoVD p. 122	PREABILITY:1,CATEGORY=FEAT,Epic Spellcasting							
Channel Celestial Paragon (Barachiel)				TYPE:Epic	SCHOOL:Transmutation		DESCRIPTOR:Good	CLASSES:Epic Spells (Arcane/CHA),Epic Spells (Arcane/INT),Epic Spells (Arcane/WIS),Epic Spells (Divine/CHA),Epic Spells (Divine/INT),Epic Spells (Divine/WIS)=10	COMPS:V, S, F, Abstinence, Sacrifice	CASTTIME:10 minutes	RANGE:Touch	TARGETAREA:You and 3-5 willing creatures and 1 willing celestial.	DURATION:20 rounds	SAVEINFO:Will negates; See text	SPELLRES:Yes	DESC:By means of this mighty epic spell, you channel the power of a celestial paragon through you body and at least 3 (but no more than 5) of your allies. Focus: You must have a major artifact of good alignment, such as the Regalia of Good (see Chapter 6 for a description of this item). Abstinence Component: You and each willing participant must abstain from intoxicants and stimulants for one week before casting this spell. You and each willing participant must not be the subject of any other spell at the time you cast this spell. You and each willing participant must not be suffering from any ability damage, ability drain, or energy drain at the time you cast this spell, including the effects of any previously cast sanctified spell. Sacrifice: You and each willing participant in the spell each lose one experience level. Spellcraft DC 46.	SOURCEPAGE:BoVD p. 122	PREABILITY:1,CATEGORY=FEAT,Epic Spellcasting							
Channel Celestial Paragon (Pistis Sophia)				TYPE:Epic	SCHOOL:Transmutation		DESCRIPTOR:Good	CLASSES:Epic Spells (Arcane/CHA),Epic Spells (Arcane/INT),Epic Spells (Arcane/WIS),Epic Spells (Divine/CHA),Epic Spells (Divine/INT),Epic Spells (Divine/WIS)=10	COMPS:V, S, F, Abstinence, Sacrifice	CASTTIME:10 minutes	RANGE:Touch	TARGETAREA:You and 3-5 willing creatures and 1 willing celestial.	DURATION:20 rounds	SAVEINFO:Will negates; See text	SPELLRES:Yes	DESC:By means of this mighty epic spell, you channel the power of a celestial paragon through you body and at least 3 (but no more than 5) of your allies. Focus: You must have a major artifact of good alignment, such as the Regalia of Good (see Chapter 6 for a description of this item). Abstinence Component: You and each willing participant must abstain from intoxicants and stimulants for one week before casting this spell. You and each willing participant must not be the subject of any other spell at the time you cast this spell. You and each willing participant must not be suffering from any ability damage, ability drain, or energy drain at the time you cast this spell, including the effects of any previously cast sanctified spell. Sacrifice: You and each willing participant in the spell each lose one experience level. Spellcraft DC 46.	SOURCEPAGE:BoVD p. 122	PREABILITY:1,CATEGORY=FEAT,Epic Spellcasting							
Channel Celestial Paragon (Vhara)				TYPE:Epic	SCHOOL:Transmutation		DESCRIPTOR:Good	CLASSES:Epic Spells (Arcane/CHA),Epic Spells (Arcane/INT),Epic Spells (Arcane/WIS),Epic Spells (Divine/CHA),Epic Spells (Divine/INT),Epic Spells (Divine/WIS)=10	COMPS:V, S, F, Abstinence, Sacrifice	CASTTIME:10 minutes	RANGE:Touch	TARGETAREA:You and 3-5 willing creatures and 1 willing celestial.	DURATION:20 rounds	SAVEINFO:Will negates; See text	SPELLRES:Yes	DESC:By means of this mighty epic spell, you channel the power of a celestial paragon through you body and at least 3 (but no more than 5) of your allies. Focus: You must have a major artifact of good alignment, such as the Regalia of Good (see Chapter 6 for a description of this item). Abstinence Component: You and each willing participant must abstain from intoxicants and stimulants for one week before casting this spell. You and each willing participant must not be the subject of any other spell at the time you cast this spell. You and each willing participant must not be suffering from any ability damage, ability drain, or energy drain at the time you cast this spell, including the effects of any previously cast sanctified spell. Sacrifice: You and each willing participant in the spell each lose one experience level. Spellcraft DC 48.	SOURCEPAGE:BoVD p. 122	PREABILITY:1,CATEGORY=FEAT,Epic Spellcasting							
Channel Celestial Paragon (Bharrai)				TYPE:Epic	SCHOOL:Transmutation		DESCRIPTOR:Good	CLASSES:Epic Spells (Arcane/CHA),Epic Spells (Arcane/INT),Epic Spells (Arcane/WIS),Epic Spells (Divine/CHA),Epic Spells (Divine/INT),Epic Spells (Divine/WIS)=10	COMPS:V, S, F, Abstinence, Sacrifice	CASTTIME:10 minutes	RANGE:Touch	TARGETAREA:You and 3-5 willing creatures and 1 willing celestial.	DURATION:20 rounds	SAVEINFO:Will negates; See text	SPELLRES:Yes	DESC:By means of this mighty epic spell, you channel the power of a celestial paragon through you body and at least 3 (but no more than 5) of your allies. Focus: You must have a major artifact of good alignment, such as the Regalia of Good (see Chapter 6 for a description of this item). Abstinence Component: You and each willing participant must abstain from intoxicants and stimulants for one week before casting this spell. You and each willing participant must not be the subject of any other spell at the time you cast this spell. You and each willing participant must not be suffering from any ability damage, ability drain, or energy drain at the time you cast this spell, including the effects of any previously cast sanctified spell. Sacrifice: You and each willing participant in the spell each lose one experience level. Spellcraft DC 54.	SOURCEPAGE:BoVD p. 122	PREABILITY:1,CATEGORY=FEAT,Epic Spellcasting							
Channel Celestial Paragon (Sathia)				TYPE:Epic	SCHOOL:Transmutation		DESCRIPTOR:Good	CLASSES:Epic Spells (Arcane/CHA),Epic Spells (Arcane/INT),Epic Spells (Arcane/WIS),Epic Spells (Divine/CHA),Epic Spells (Divine/INT),Epic Spells (Divine/WIS)=10	COMPS:V, S, F, Abstinence, Sacrifice	CASTTIME:10 minutes	RANGE:Touch	TARGETAREA:You and 3-5 willing creatures and 1 willing celestial.	DURATION:20 rounds	SAVEINFO:Will negates; See text	SPELLRES:Yes	DESC:By means of this mighty epic spell, you channel the power of a celestial paragon through you body and at least 3 (but no more than 5) of your allies. Focus: You must have a major artifact of good alignment, such as the Regalia of Good (see Chapter 6 for a description of this item). Abstinence Component: You and each willing participant must abstain from intoxicants and stimulants for one week before casting this spell. You and each willing participant must not be the subject of any other spell at the time you cast this spell. You and each willing participant must not be suffering from any ability damage, ability drain, or energy drain at the time you cast this spell, including the effects of any previously cast sanctified spell. Sacrifice: You and each willing participant in the spell each lose one experience level. Spellcraft DC 56.	SOURCEPAGE:BoVD p. 122	PREABILITY:1,CATEGORY=FEAT,Epic Spellcasting							
Channel Celestial Paragon (Gwynharwyf)				TYPE:Epic	SCHOOL:Transmutation		DESCRIPTOR:Good	CLASSES:Epic Spells (Arcane/CHA),Epic Spells (Arcane/INT),Epic Spells (Arcane/WIS),Epic Spells (Divine/CHA),Epic Spells (Divine/INT),Epic Spells (Divine/WIS)=10	COMPS:V, S, F, Abstinence, Sacrifice	CASTTIME:10 minutes	RANGE:Touch	TARGETAREA:You and 3-5 willing creatures and 1 willing celestial.	DURATION:20 rounds	SAVEINFO:Will negates; See text	SPELLRES:Yes	DESC:By means of this mighty epic spell, you channel the power of a celestial paragon through you body and at least 3 (but no more than 5) of your allies. Focus: You must have a major artifact of good alignment, such as the Regalia of Good (see Chapter 6 for a description of this item). Abstinence Component: You and each willing participant must abstain from intoxicants and stimulants for one week before casting this spell. You and each willing participant must not be the subject of any other spell at the time you cast this spell. You and each willing participant must not be suffering from any ability damage, ability drain, or energy drain at the time you cast this spell, including the effects of any previously cast sanctified spell. Sacrifice: You and each willing participant in the spell each lose one experience level. Spellcraft DC 58.	SOURCEPAGE:BoVD p. 122	PREABILITY:1,CATEGORY=FEAT,Epic Spellcasting							
Channel Celestial Paragon (Raziel)				TYPE:Epic	SCHOOL:Transmutation		DESCRIPTOR:Good	CLASSES:Epic Spells (Arcane/CHA),Epic Spells (Arcane/INT),Epic Spells (Arcane/WIS),Epic Spells (Divine/CHA),Epic Spells (Divine/INT),Epic Spells (Divine/WIS)=10	COMPS:V, S, F, Abstinence, Sacrifice	CASTTIME:10 minutes	RANGE:Touch	TARGETAREA:You and 3-5 willing creatures and 1 willing celestial.	DURATION:20 rounds	SAVEINFO:Will negates; See text	SPELLRES:Yes	DESC:By means of this mighty epic spell, you channel the power of a celestial paragon through you body and at least 3 (but no more than 5) of your allies. Focus: You must have a major artifact of good alignment, such as the Regalia of Good (see Chapter 6 for a description of this item). Abstinence Component: You and each willing participant must abstain from intoxicants and stimulants for one week before casting this spell. You and each willing participant must not be the subject of any other spell at the time you cast this spell. You and each willing participant must not be suffering from any ability damage, ability drain, or energy drain at the time you cast this spell, including the effects of any previously cast sanctified spell. Sacrifice: You and each willing participant in the spell each lose one experience level. Spellcraft DC 64.	SOURCEPAGE:BoVD p. 122	PREABILITY:1,CATEGORY=FEAT,Epic Spellcasting							
Channel Celestial Paragon (Faerinaal)				TYPE:Epic	SCHOOL:Transmutation		DESCRIPTOR:Good	CLASSES:Epic Spells (Arcane/CHA),Epic Spells (Arcane/INT),Epic Spells (Arcane/WIS),Epic Spells (Divine/CHA),Epic Spells (Divine/INT),Epic Spells (Divine/WIS)=10	COMPS:V, S, F, Abstinence, Sacrifice	CASTTIME:10 minutes	RANGE:Touch	TARGETAREA:You and 3-5 willing creatures and 1 willing celestial.	DURATION:20 rounds	SAVEINFO:Will negates; See text	SPELLRES:Yes	DESC:By means of this mighty epic spell, you channel the power of a celestial paragon through you body and at least 3 (but no more than 5) of your allies. Focus: You must have a major artifact of good alignment, such as the Regalia of Good (see Chapter 6 for a description of this item). Abstinence Component: You and each willing participant must abstain from intoxicants and stimulants for one week before casting this spell. You and each willing participant must not be the subject of any other spell at the time you cast this spell. You and each willing participant must not be suffering from any ability damage, ability drain, or energy drain at the time you cast this spell, including the effects of any previously cast sanctified spell. Sacrifice: You and each willing participant in the spell each lose one experience level. Spellcraft DC 66.	SOURCEPAGE:BoVD p. 122	PREABILITY:1,CATEGORY=FEAT,Epic Spellcasting							
Channel Celestial Paragon (Sealtiel)				TYPE:Epic	SCHOOL:Transmutation		DESCRIPTOR:Good	CLASSES:Epic Spells (Arcane/CHA),Epic Spells (Arcane/INT),Epic Spells (Arcane/WIS),Epic Spells (Divine/CHA),Epic Spells (Divine/INT),Epic Spells (Divine/WIS)=10	COMPS:V, S, F, Abstinence, Sacrifice	CASTTIME:10 minutes	RANGE:Touch	TARGETAREA:You and 3-5 willing creatures and 1 willing celestial.	DURATION:20 rounds	SAVEINFO:Will negates; See text	SPELLRES:Yes	DESC:By means of this mighty epic spell, you channel the power of a celestial paragon through you body and at least 3 (but no more than 5) of your allies. Focus: You must have a major artifact of good alignment, such as the Regalia of Good (see Chapter 6 for a description of this item). Abstinence Component: You and each willing participant must abstain from intoxicants and stimulants for one week before casting this spell. You and each willing participant must not be the subject of any other spell at the time you cast this spell. You and each willing participant must not be suffering from any ability damage, ability drain, or energy drain at the time you cast this spell, including the effects of any previously cast sanctified spell. Sacrifice: You and each willing participant in the spell each lose one experience level. Spellcraft DC 70.	SOURCEPAGE:BoVD p. 122	PREABILITY:1,CATEGORY=FEAT,Epic Spellcasting							
Channel Celestial Paragon (Morwel)				TYPE:Epic	SCHOOL:Transmutation		DESCRIPTOR:Good	CLASSES:Epic Spells (Arcane/CHA),Epic Spells (Arcane/INT),Epic Spells (Arcane/WIS),Epic Spells (Divine/CHA),Epic Spells (Divine/INT),Epic Spells (Divine/WIS)=10	COMPS:V, S, F, Abstinence, Sacrifice	CASTTIME:10 minutes	RANGE:Touch	TARGETAREA:You and 3-5 willing creatures and 1 willing celestial.	DURATION:20 rounds	SAVEINFO:Will negates; See text	SPELLRES:Yes	DESC:By means of this mighty epic spell, you channel the power of a celestial paragon through you body and at least 3 (but no more than 5) of your allies. Focus: You must have a major artifact of good alignment, such as the Regalia of Good (see Chapter 6 for a description of this item). Abstinence Component: You and each willing participant must abstain from intoxicants and stimulants for one week before casting this spell. You and each willing participant must not be the subject of any other spell at the time you cast this spell. You and each willing participant must not be suffering from any ability damage, ability drain, or energy drain at the time you cast this spell, including the effects of any previously cast sanctified spell. Sacrifice: You and each willing participant in the spell each lose one experience level. Spellcraft DC 70.	SOURCEPAGE:BoVD p. 122	PREABILITY:1,CATEGORY=FEAT,Epic Spellcasting							
Channel Celestial Paragon (Zaphkiel)				TYPE:Epic	SCHOOL:Transmutation		DESCRIPTOR:Good	CLASSES:Epic Spells (Arcane/CHA),Epic Spells (Arcane/INT),Epic Spells (Arcane/WIS),Epic Spells (Divine/CHA),Epic Spells (Divine/INT),Epic Spells (Divine/WIS)=10	COMPS:V, S, F, Abstinence, Sacrifice	CASTTIME:10 minutes	RANGE:Touch	TARGETAREA:You and 3-5 willing creatures and 1 willing celestial.	DURATION:20 rounds	SAVEINFO:Will negates; See text	SPELLRES:Yes	DESC:By means of this mighty epic spell, you channel the power of a celestial paragon through you body and at least 3 (but no more than 5) of your allies. Focus: You must have a major artifact of good alignment, such as the Regalia of Good (see Chapter 6 for a description of this item). Abstinence Component: You and each willing participant must abstain from intoxicants and stimulants for one week before casting this spell. You and each willing participant must not be the subject of any other spell at the time you cast this spell. You and each willing participant must not be suffering from any ability damage, ability drain, or energy drain at the time you cast this spell, including the effects of any previously cast sanctified spell. Sacrifice: You and each willing participant in the spell each lose one experience level. Spellcraft DC 70.	SOURCEPAGE:BoVD p. 122	PREABILITY:1,CATEGORY=FEAT,Epic Spellcasting							
Channel Celestial Paragon (Talisid)				TYPE:Epic	SCHOOL:Transmutation		DESCRIPTOR:Good	CLASSES:Epic Spells (Arcane/CHA),Epic Spells (Arcane/INT),Epic Spells (Arcane/WIS),Epic Spells (Divine/CHA),Epic Spells (Divine/INT),Epic Spells (Divine/WIS)=10	COMPS:V, S, F, Abstinence, Sacrifice	CASTTIME:10 minutes	RANGE:Touch	TARGETAREA:You and 3-5 willing creatures and 1 willing celestial.	DURATION:20 rounds	SAVEINFO:Will negates; See text	SPELLRES:Yes	DESC:By means of this mighty epic spell, you channel the power of a celestial paragon through you body and at least 3 (but no more than 5) of your allies. Focus: You must have a major artifact of good alignment, such as the Regalia of Good (see Chapter 6 for a description of this item). Abstinence Component: You and each willing participant must abstain from intoxicants and stimulants for one week before casting this spell. You and each willing participant must not be the subject of any other spell at the time you cast this spell. You and each willing participant must not be suffering from any ability damage, ability drain, or energy drain at the time you cast this spell, including the effects of any previously cast sanctified spell. Sacrifice: You and each willing participant in the spell each lose one experience level. Spellcraft DC 76.	SOURCEPAGE:BoVD p. 122	PREABILITY:1,CATEGORY=FEAT,Epic Spellcasting							
#																									
### .MOD	CLASS:.CLEARALL																								
Summon Monster I.COPY=Summon Monster I	KEY:Summon Tempest																								
Summon Tempest.MOD	TYPE:SpellLike	OUTPUTNAME:Summon Tempest	SOURCEPAGE:BoED																						
Baleful Polymorph.COPY=Baleful Polymorph	KEY:Baleful Polymorph (Mass)																								
Baleful Polymorph (Mass).MOD	OUTPUTNAME:Baleful Polymorph (Mass)	TYPE:SpellLike	TARGETAREA:.CLEAR	TARGETAREA:30-ft radius centered on you.	SOURCEPAGE:BoED																				
#																									
Create Water.MOD	CLASSES:Apostole of Peace=0																								
Cure Minor Wounds.MOD	CLASSES:Apostole of Peace=0																								
Detect Magic.MOD	CLASSES:Apostole of Peace=0																								
Detect Poison.MOD	CLASSES:Apostole of Peace=0																								
Guidance.MOD	CLASSES:Apostole of Peace=0																								
Light.MOD	CLASSES:Apostole of Peace=0																								
Mending.MOD	CLASSES:Apostole of Peace=0																								
Purify Food and Drink.MOD	CLASSES:Apostole of Peace=0																								
Read Magic.MOD	CLASSES:Apostole of Peace=0																								
Resistance.MOD	CLASSES:Apostole of Peace=0																								
Virtue.MOD	CLASSES:Apostole of Peace=0																								
Bless.MOD	CLASSES:Apostole of Peace=1																								
Bless Water.MOD	CLASSES:Apostole of Peace=1																								
Command.MOD	CLASSES:Apostole of Peace=1																								
Comprehend Languages.MOD	CLASSES:Apostole of Peace=1																								
Cure Light Wounds.MOD	CLASSES:Apostole of Peace=1																								
Detect Evil.MOD	CLASSES:Apostole of Peace=1																								
Detect Undead.MOD	CLASSES:Apostole of Peace=1																								
Endure Elements.MOD	CLASSES:Apostole of Peace=1																								
Entropic Shield.MOD	CLASSES:Apostole of Peace=1																								
Eyes of the Avoral.MOD	CLASSES:Apostole of Peace=1																								
Hide from Undead.MOD	CLASSES:Apostole of Peace=1																								
Obscuring Mist.MOD	CLASSES:Apostole of Peace=1																								
Protection from Evil.MOD	CLASSES:Apostole of Peace=1																								
Ray of Hope.MOD	CLASSES:Apostole of Peace=1																								
Remove Fear.MOD	CLASSES:Apostole of Peace=1																								
Sanctuary.MOD	CLASSES:Apostole of Peace=1																								
Shield of Faith.MOD	CLASSES:Apostole of Peace=1																								
Vision of Heaven.MOD	CLASSES:Apostole of Peace=1																								
Aid.MOD	CLASSES:Apostole of Peace=2																								
Augury.MOD	CLASSES:Apostole of Peace=2																								
Bear's Endurance.MOD	CLASSES:Apostole of Peace=2																								
Calm Emotions.MOD	CLASSES:Apostole of Peace=2																								
Consecrate.MOD	CLASSES:Apostole of Peace=2																								
Cure Moderate Wounds.MOD	CLASSES:Apostole of Peace=2																								
Delay Poison.MOD	CLASSES:Apostole of Peace=2																								
Eagle's Splendor.MOD	CLASSES:Apostole of Peace=2																								
Ease Pain.MOD	CLASSES:Apostole of Peace=2																								
Enthrall.MOD	CLASSES:Apostole of Peace=2																								
Glorious Raiment.MOD	CLASSES:Apostole of Peace=2																								
Restoration (Lesser).MOD	CLASSES:Apostole of Peace=2																								
Make Whole.MOD	CLASSES:Apostole of Peace=2																								
Owl's Wisdom.MOD	CLASSES:Apostole of Peace=2																								
Remove Paralysis.MOD	CLASSES:Apostole of Peace=2																								
Resist Energy.MOD	CLASSES:Apostole of Peace=2																								
Shield Other.MOD	CLASSES:Apostole of Peace=2																								
Silence.MOD	CLASSES:Apostole of Peace=2																								
Status.MOD	CLASSES:Apostole of Peace=2																								
Yoke of Mercy.MOD	CLASSES:Apostole of Peace=2																								
Zone of Truth.MOD	CLASSES:Apostole of Peace=2																								
Blessed Sight.MOD	CLASSES:Apostole of Peace=3																								
Create Food and Water.MOD	CLASSES:Apostole of Peace=3																								
Cure Serious Wounds.MOD	CLASSES:Apostole of Peace=3																								
Dispel Magic.MOD	CLASSES:Apostole of Peace=3																								
Helping Hand.MOD	CLASSES:Apostole of Peace=3																								
Invisibility Purge.MOD	CLASSES:Apostole of Peace=3																								
Magic Circle against Evil.MOD	CLASSES:Apostole of Peace=3																								
Magic Vestment.MOD	CLASSES:Apostole of Peace=3																								
Meld into Stone.MOD	CLASSES:Apostole of Peace=3																								
Prayer.MOD	CLASSES:Apostole of Peace=3																								
Protection from Energy.MOD	CLASSES:Apostole of Peace=3																								
Refreshment.MOD	CLASSES:Apostole of Peace=3																								
Remove Blindness/Deafness.MOD	CLASSES:Apostole of Peace=3																								
Remove Curse.MOD	CLASSES:Apostole of Peace=3																								
Remove Disease.MOD	CLASSES:Apostole of Peace=3																								
Remove Nausea.MOD	CLASSES:Apostole of Peace=3																								
Water Breathing.MOD	CLASSES:Apostole of Peace=3																								
Water Walk.MOD	CLASSES:Apostole of Peace=3																								
Wind Wall.MOD	CLASSES:Apostole of Peace=3																								
Air Walk.MOD	CLASSES:Apostole of Peace=4																								
Blood of the Martyr.MOD	CLASSES:Apostole of Peace=4																								
Control Water.MOD	CLASSES:Apostole of Peace=4																								
Cure Critical Wounds.MOD	CLASSES:Apostole of Peace=4																								
Death Ward.MOD	CLASSES:Apostole of Peace=4																								
Discern Lies.MOD	CLASSES:Apostole of Peace=4																								
Dismissal.MOD	CLASSES:Apostole of Peace=4																								
Divination.MOD	CLASSES:Apostole of Peace=4																								
Freedom of Movement.MOD	CLASSES:Apostole of Peace=4																								
Good Hope.MOD	CLASSES:Apostole of Peace=4																								
Status (Greater).MOD	CLASSES:Apostole of Peace=4																								
Imbue with Spell Ability.MOD	CLASSES:Apostole of Peace=4																								
Aspect of the Deity (Lesser).MOD	CLASSES:Apostole of Peace=4																								
Planar Ally (Lesser).MOD	CLASSES:Apostole of Peace=4																								
Neutralize Poison.MOD	CLASSES:Apostole of Peace=4																								
Remove Fatigue.MOD	CLASSES:Apostole of Peace=4																								
Repel Vermin.MOD	CLASSES:Apostole of Peace=4																								
Restoration.MOD	CLASSES:Apostole of Peace=4																								
Sending.MOD	CLASSES:Apostole of Peace=4																								
Spell Immunity.MOD	CLASSES:Apostole of Peace=4																								
Sustain.MOD	CLASSES:Apostole of Peace=4																								
Tongues.MOD	CLASSES:Apostole of Peace=4																								
Atonement.MOD	CLASSES:Apostole of Peace=5																								
Break Enchantment.MOD	CLASSES:Apostole of Peace=5																								
Commune.MOD	CLASSES:Apostole of Peace=5																								
Cure Light Wounds (Mass).MOD	CLASSES:Apostole of Peace=5																								
Dispel Evil.MOD	CLASSES:Apostole of Peace=5																								
Energetic Healing.MOD	CLASSES:Apostole of Peace=5																								
Command (Greater).MOD	CLASSES:Apostole of Peace=5																								
Hallow.MOD	CLASSES:Apostole of Peace=5																								
Mark of Justice.MOD	CLASSES:Apostole of Peace=5																								
Plane Shift.MOD	CLASSES:Apostole of Peace=5																								
Raise Dead.MOD	CLASSES:Apostole of Peace=5																								
Sacred Guardian.MOD	CLASSES:Apostole of Peace=5																								
Scrying.MOD	CLASSES:Apostole of Peace=5																								
Spell Resistance.MOD	CLASSES:Apostole of Peace=5																								
Symbol of Sleep.MOD	CLASSES:Apostole of Peace=5																								
True Seeing.MOD	CLASSES:Apostole of Peace=5																								
Wall of Stone.MOD	CLASSES:Apostole of Peace=5																								
Antilife Shell.MOD	CLASSES:Apostole of Peace=6																								
Aspect of the Deity.MOD	CLASSES:Apostole of Peace=6																								
Banishment.MOD	CLASSES:Apostole of Peace=6																								
Bear's Endurance (Mass).MOD	CLASSES:Apostole of Peace=6																								
Celestial Blood.MOD	CLASSES:Apostole of Peace=6																								
Cure Moderate Wounds (Mass).MOD	CLASSES:Apostole of Peace=6																								
Eagle's Splendor (Mass).MOD	CLASSES:Apostole of Peace=6																								
Forbiddance.MOD	CLASSES:Apostole of Peace=6																								
Geas/Quest.MOD	CLASSES:Apostole of Peace=6																								
Dispel Magic (Greater).MOD	CLASSES:Apostole of Peace=6																								
Heal.MOD	CLASSES:Apostole of Peace=6																								
Heroes' Feast.MOD	CLASSES:Apostole of Peace=6																								
Owl's Wisdom.MOD	CLASSES:Apostole of Peace=6																								
Planar Ally.MOD	CLASSES:Apostole of Peace=6																								
Symbol of Persuasion.MOD	CLASSES:Apostole of Peace=6																								
Wind Walk.MOD	CLASSES:Apostole of Peace=6																								
Word of Recall.MOD	CLASSES:Apostole of Peace=6																								
Bastion of Good.MOD	CLASSES:Apostole of Peace=7																								
Control Weather.MOD	CLASSES:Apostole of Peace=7																								
Ethereal Jaunt.MOD	CLASSES:Apostole of Peace=7																								
Restoration (Greater).MOD	CLASSES:Apostole of Peace=7																								
Scrying (Greater).MOD	CLASSES:Apostole of Peace=7																								
Cure Serious Wounds.MOD	CLASSES:Apostole of Peace=7																								
Refuge.MOD	CLASSES:Apostole of Peace=7																								
Regenerate.MOD	CLASSES:Apostole of Peace=7																								
Repulsion.MOD	CLASSES:Apostole of Peace=7																								
Resurrection.MOD	CLASSES:Apostole of Peace=7																								
Shield of the Archons.MOD	CLASSES:Apostole of Peace=7																								
Antimagic Field.MOD	CLASSES:Apostole of Peace=8																								
Discern Location.MOD	CLASSES:Apostole of Peace=8																								
Planar Ally (Greater).MOD	CLASSES:Apostole of Peace=8																								
Holy Aura.MOD	CLASSES:Apostole of Peace=8																								
Cure Critical Wounds (Mass).MOD	CLASSES:Apostole of Peace=8																								
Astral Projection.MOD	CLASSES:Apostole of Peace=9																								
End to Strife.MOD	CLASSES:Apostole of Peace=9																								
Etherealness.MOD	CLASSES:Apostole of Peace=9																								
Gate.MOD	CLASSES:Apostole of Peace=9																								
Aspect of the Deity (Greater).MOD	CLASSES:Apostole of Peace=9																								
Heal (Mass).MOD	CLASSES:Apostole of Peace=9																								
Miracle.MOD	CLASSES:Apostole of Peace=9																								
True Resurrection.MOD	CLASSES:Apostole of Peace=9																								
Calm Animals.MOD	CLASSES:Beloved of Valarian=1																								
Charm Animal.MOD	CLASSES:Beloved of Valarian=1																								
Cure Light Wounds.MOD	CLASSES:Beloved of Valarian=1																								
Delay Poison.MOD	CLASSES:Beloved of Valarian=1																								
Detect Poison.MOD	CLASSES:Beloved of Valarian=1																								
Detect Snares and Pits.MOD	CLASSES:Beloved of Valarian=1																								
