SOURCELONG:Book of Exalted Deeds	SOURCESHORT:BoED	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2003-10
																																	
###Block:Abilities	CATEGORY:	TYPE:	VISIBLE:	Special ABility					Define					Bonus					Stackable?	Multiple?	Choose	select										Source Page	
Spell-Like Abilities	CATEGORY:Special Ability	TYPE:MoonDogRaceTrait.SpecialAttack.SpellLike	VISIBLE:YES	DESC:Arcane sight, blessed sight*, detect snares and pits, see invisibility always active.	KEY:Moon Dog ~ Spell-Like Abilities									BONUS:VAR|HasSeeInvisibilityVision|1|TYPE=Base									SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=12|Astral Projection ~ Self only|Dancing Light|Darkness|Ethereal Jaunt|Fog Cloud|Invisibility (Greater),14+CHA|Light|Nondetection,13+CHA	SPELLS:Innate|TIMES=3|CASTERLEVEL=12|Disguise Self|Mirror Image	SPELLS:Innate|TIMES=1|CASTERLEVEL=12|Shadow Conjuration (Greater)							SOURCEPAGE:BoED	
Whine	CATEGORY:Special Ability	TYPE:MoonDogRaceTrait.SpecialAttack.Supernatural	VISIBLE:YES	DESC:A moon dog can whine as a standard action to automatically dispel any illusion effect within 50 feet.	KEY:Moon Dog ~ Whine																											SOURCEPAGE:BoED	
Improved Evasion	CATEGORY:Special Ability	TYPE:MoonDogRaceTrait.SpecialQuality.Extraodinary.Evasion	VISIBLE:YES	DESC:When subjected to an attack that normally allows a Reflex saving throw for half damage, a moon dog takes no damage if it makes a successful saving throw and half damage if the saving throw fails.	KEY:Moon Dog ~ Improved Evasion									BONUS:VAR|EvasionTracker|1|TYPE=Base																		SOURCEPAGE:BoED	
Keen Senses	CATEGORY:Special Ability	TYPE:MoonDogRaceTrait.SpecialQuality.Extraodinary	VISIBLE:YES	DESC:A moon dog sees four times as well as a human in low-light conditions and twice as well in normal light. It also has darkvision with a range of 60 feet.	KEY:Moon Dog ~ Keen Senses									BONUS:VAR|LowLightDistance|2|TYPE=Racial	BONUS:VAR|DarkvisionRange|60|TYPE=Base																	SOURCEPAGE:BoED	
Luck	CATEGORY:Special Ability	TYPE:MoonDogRaceTrait.SpecialQuality.Supernatural	VISIBLE:YES	DESC:A moon dog receives a +2 luck bonus on all saving throws (reflected in the statistics above).	KEY:Moon Dog ~ Luck									BONUS:SAVE|ALL|2|TYPE=Luck																		SOURCEPAGE:BoED	
Shadow Pattern	CATEGORY:Special Ability	TYPE:MoonDogRaceTrait.SpecialQuality.Supernatural	VISIBLE:YES	DESC:When in shadowy light, a moon dog can move itself and manipulate the shadows around itself to create a special shadow pattern. Creating the pattern is a full- ound action, and the pattern lasts only as long as the moon dog concentrates to maintain it, plus an additional 2 rounds. The pattern emanates in a 50-foot radius around the moon dog. Evil creatures within this effect are fascinated as though by a hypnotic pattern spell (Will save DC %1) cast by a 10th-level sorcerer. Good creatures within the effect are warded by a protection from evil effect and a remove fear effect for the duration of the pattern. The save DC for the hypnotic pattern effect is Charisma-based.|ShadowPatternDC	KEY:Moon Dog ~ Shadow Pattern				DEFINE:ShadowPatternDC|0					BONUS:VAR|ShadowPatternDC|DefaulDCCha																		SOURCEPAGE:BoED	
Speak with Canines	CATEGORY:Special Ability	TYPE:MoonDogRaceTrait.SpecialQuality.SpellLike	VISIBLE:YES	DESC:A moon dog can use speak with animals (as cast by a 12th-level druid) to communicate with any canine animal, including dogs and wolves. This ability functions at will.	KEY:Moon Dog ~ Speak with Canines																											SOURCEPAGE:BoED	
Telepathy	CATEGORY:Special Ability	TYPE:MoonDogRaceTrait.SpecialQuality.Supernatural	VISIBLE:YES	DESC:A moon dog can communicate telepathically with any creature within 50 feet that has a language.	KEY:Moon Dog ~ Telepathy									BONUS:VAR|TelepathyRange|50|TYPE=Base																		SOURCEPAGE:BoED	
Skills	CATEGORY:Special Ability	TYPE:MoonDogRaceTrait.SpecialQuality	VISIBLE:YES	DESC:A moon dog receives a +4 racial bonus on Hide and Move Silently checks.	KEY:Moon Dog ~ Skills									BONUS:SKILL|Move Silently|4|TYPE=Racial																		SOURCEPAGE:BoED	
																																	
Race Traits ~ Quesar	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=QuesarRaceTrait|Immunity to Electricity|Immunity to Fire	AUTO:LANG|Celestial																													
Blinding Radiance	CATEGORY:Special Ability	TYPE:QuesarRaceTrait.SpecialAttack.Supernatural	VISIBLE:YES	DESC:At will, a quesar can increase the brightness of its energy halo so that it radiates brilliant light to a radius of 120 feet (and shadowy illumination to 240 feet). Any creature within this radius must make a DC %1 Fortitude save or be blinded for 1d10 rounds. The save DC is Charisma-based. Creatures with light sensitivity take double the normal penalties in this brilliant light.|BlindingRadianceDC	KEY:Quesar ~ Blinding Radiance				DEFINE:BlindingRadianceDC|0					BONUS:VAR|BlindingRadianceDC|DefaultDCCha	BONUS:VAR|BlindingRadianceDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Blinding Radiance)								ABILITY:Ability Focus|AUTOMATIC|Blinding Radiance									SOURCEPAGE:BoED	
Consuming Radiance	CATEGORY:Special Ability	TYPE:QuesarRaceTrait.SpecialAttack.Supernatural	VISIBLE:YES	DESC:%1/day, a quesar can create an instantaneous burst of energy so intense that it reduces all creatures and objects within 15 feet to a trace of fine dust, dealing 22d6 points of damage, as the disintegrate spell. A successful DC %2 Fortitude save means the creature resists disintegration, instead taking 5d6 points of damage. The save DC is based on Charisma.|ConsumingRadianceTimes|ConsumingRadianceDC	KEY:Quesar ~ Consuming Radiance				DEFINE:ConsumingRadianceDC|0	DEFINE:ConsumingRadianceTimes|0				BONUS:VAR|ConsumingRadianceDC|DefaultDCCha	BONUS:VAR|ConsumingRadianceDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Consuming Radiance)	BONUS:VAR|ConsumingRadianceTimes|3|TYPE=Base							ABILITY:Ability Focus|AUTOMATIC|Consuming Radiance									SOURCEPAGE:BoED	
Searing Burst	CATEGORY:Special Ability	TYPE:QuesarRaceTrait.SpecialAttack.Supernatural	VISIBLE:YES	DESC:After a quesar has had blinding radiance active for at least 1 round, it can increase its intensity still more, creating an instantaneous burst of searing energy similar in effect to a sunburst spell. All creatures within 30 feet of the quesar take 6d6 points of damage (Reflex save DC %2 for half). A quesar can use a searing burst %1 times per day. The save DC is based on Charisma.|SearingBurstTimes|SearingBurstDC	KEY:Quesar ~ Searing Burst				DEFINE:SearingBurstDC|0	DEFINE:SearingBurstTimes|0				BONUS:VAR|SearingBurstDC|DefaultDCCha	BONUS:VAR|SearingBurstDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Searing Burst)	BONUS:VAR|SearingBurstTimes|6|TYPE=Base							ABILITY:Ability Focus|AUTOMATIC|Searing Burst									SOURCEPAGE:BoED	
Energy Halo	CATEGORY:Special Ability	TYPE:QuesarRaceTrait.SpecialQuality.Supernatural	VISIBLE:YES	DESC:At all times, a quesar is surrounded by a radiant glow that sheds bright light to a radius of 20 feet and shadowy illumination to 40 feet.	KEY:Quesar ~ Energy Halo																											SOURCEPAGE:BoED	
Fast Healing	CATEGORY:Special Ability	TYPE:QuesarRaceTrait.SpecialQuality.Extraordinary.Fast Healing	VISIBLE:YES	DESC:A quesar regains lost hit points at the rate of 5 per round as long as it is in daylight (including spells such as daylight and celestial brilliance, but not its own energy halo). It continues regaining hit points even when destroyed, as long as it remains in daylight. Fast healing does not allow the quesar to regrow or reattach lost body parts.	KEY:Quesar ~ Fast Healing									BONUS:VAR|FastHealing|5|TYPE=Base																		SOURCEPAGE:BoED	ASPECT:NAME|Fast Healing %1|FastHealing
																																	
Race Traits ~ Rhek	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=RhekRaceTrait	AUTO:LANG|Common|Rhek	AUTO:WEAPONPROF|Halberd	AUTO:ARMORPROF|ARMORTYPE=Heavy																											
Powerful Charge	CATEGORY:Special Ability	TYPE:RhekRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:A rhek typically begins a battle by charging at an opponent, lowering its head to bring its mighty horn into play. In addition to the normal benefits and hazards of a charge, this allows the rhek to make a single gore attack that deals double damage (2d8+8 points).	KEY:Rhek ~ Powerful Charge																											SOURCEPAGE:BoED	
Smite Chaos	CATEGORY:Special Ability	TYPE:RhekRaceTrait.SpecialAttack.Supernatural	VISIBLE:YES	DESC:Three times per day, the rhek can make a normal attack with a +2 bonus that deals an additional 5 points of damage against a chaotic foe.	KEY:Rhek ~ Smite Chaos									BONUS:VAR|SmiteChaosToHit|2	BONUS:VAR|SmiteChaosDamage|5	BONUS:VAR|SmiteChaos|3|TYPE=Base							ABILITY:Special Ability|AUTOMATIC|Smite Chaos									SOURCEPAGE:BoED	
Detect Chaos	CATEGORY:Special Ability	TYPE:RhekRaceTrait.SpecialAttack.SpellLike	VISIBLE:YES		KEY:Rhek ~ Detect Chaos																		SPELLS:Innate|TIMES=3|CASTERLEVEL=5|Detect Chaos									SOURCEPAGE:BoED	
Instant Stability	CATEGORY:Special Ability	TYPE:RhekRaceTrait.SpecialQuality.Supernatural	VISIBLE:YES	DESC:Rheks have redundant internal organs and rapidly congealing blood. They automatically stabilize when reduced to -1 to -9 hp; however, they still die when reduced to -10 hp.	KEY:Rhek ~ Instant Stability																											SOURCEPAGE:BoED	
																																	
Race Traits ~ Swarm (Apocalypse Frog Swarm)	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=SwarmApocalypseFrogSwarmRaceTrait																														
Eternal Torpor	CATEGORY:Special Ability	TYPE:SwarmApocalypseFrogSwarmRaceTrait.SpecialAttack.Supernatural	VISIBLE:YES	DESC:Any evil creature wounded by the swarm must make a DC %1 Fortitude save or succumb to eternal torpor (an affliction described in Chapter 3: Exalted Equipment).|EternalTorporDC	KEY:Swarm (Apocalypso Frog Swarm) ~ Eternal Torpor				DEFINE:EternalTorporDC|0					BONUS:VAR|EternalTorporDC|DefaultDCCon	BONUS:VAR|EternalTorporDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Eternal Torpor)								ABILITY:Ability Focus|AUTOMATIC|Eternal Torpor									SOURCEPAGE:BoED	
Retributive Aura	CATEGORY:Special Ability	TYPE:SwarmApocalypseFrogSwarmRaceTrait.SpecialAttack.Supernatural	VISIBLE:YES	DESC:This effect is always active in a 30- foot-radius spread centered on the swarm. Whenever the apocalypse frog swarm takes damage from any source, every creature within the area immediately takes an equal amount of damage. A successful DC %1 Fortitude save halves the damage. Regardless of the source of the damage to the swarm, the damage dealt to other creatures by this effect is not subject to negation or reduction because of resistance, damage reduction, spell resistance, or the like. The save DC is Constitution-based.|RetributiveAuraDC	KEY:Swarm (Apocalypso Frog Swarm) ~ Retributive Aura				DEFINE:RetributiveAuraDC|0					BONUS:VAR|RetributiveAuraDC|DefaultDCCon	BONUS:VAR|RetributiveAuraDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Retributive Aura)								ABILITY:Ability Focus|AUTOMATIC|Retributive Aura									SOURCEPAGE:BoED	
Skills	CATEGORY:Special Ability	TYPE:SwarmApocalypseFrogSwarmRaceTrait.SpecialQuality	VISIBLE:YES	DESC:An apocalypse frog swarm receives a +8 racial bonus on Jump checks.	KEY:Swarm (Apocalypso Frog Swarm) ~ Skills									BONUS:SKILL|Jump|8|TYPE=Racial																		SOURCEPAGE:BoED	
																																	
Race Traits ~ Swarm (Bronze Locust Swarm)	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=SwarmBronzeLocustSwarmRaceTrait											BONUS:VAR|Maneuverability|4|TYPE=Base																			
Divine Fire	CATEGORY:Special Ability	TYPE:SwarmBronzeLocustSwarmRaceTrait.SpecialAttack.Supernatural	VISIBLE:YES	DESC:Once every 1d4 rounds, as a free action, the bronze locusts can spew forth tiny gouts of divine fire that collectively deal 2d6 points of damage to any creature or object in the swarm's square. Half of the damage is fire damage, but the other half results directly from divine power and is therefore not subject to being reduced by resistance to fire-based attacks. The fire also ignites combustibles.	KEY:Swarm (Bronze Locust Swarm) ~ Divine Fire																											SOURCEPAGE:BoED	
																																	
Race Traits ~ Swarm (Deathraven Swarm)	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=SwarmDeathravenSwarmRaceTrait											BONUS:VAR|Maneuverability|5|TYPE=Base																			
Pluck Eyes	CATEGORY:Special Ability	TYPE:SwarmDeathravenSwarmRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:Each round the deathraven swarm deals damage to a creature, there is a 20%% chance that it plucks out the creature's eyes, blinding it permanently. A remove blindness/deafness spell does not replace the lost eyes or cure the blindness. A heal spell restores both the creature's eyes and its vision.	KEY:Swarm (Deathraven Swarm) ~ Pluck Eyes																											SOURCEPAGE:BoED	
Touch of Death	CATEGORY:Special Ability	TYPE:SwarmDeathravenSwarmRaceTrait.SpecialAttack.Supernatural	VISIBLE:YES	DESC:Any living creature wounded by a deathraven swarm must make a DC %1 Fortitude save or die. A creature killed by a deathraven swarm cannot be raised, reincarnated, or resurrected. Only a wish or miracle spell can restore a life taken by this swarm. The save DC is Constitution-based.|TouchOfDeathDC	KEY:Swarm (Deathraven Swarm) ~ Touch of Death				DEFINE:TouchOfDeathDC|0					BONUS:VAR|TouchOfDeathDC|DefaultDCCon	BONUS:VAR|TouchOfDeathDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Touch of Death)								ABILITY:Ability Focus|AUTOMATIC|Touch of Death									SOURCEPAGE:BoED	
Skills	CATEGORY:Special Ability	TYPE:SwarmDeathravenSwarmRaceTrait.SpecialQuality	VISIBLE:YES	DESC:A deathraven swarm gains a +8 racial bonus on Spot checks.	KEY:Swarm (Deathraven Swarm) ~ Skills									BONUS:SKILL|Spot|8|TYPE=Racial																		SOURCEPAGE:BoED	
																																	
Race Traits ~ Swarm (Sunfly Swarm)	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=SwarmSunflySwarmRaceTrait											BONUS:VAR|Maneuverability|5|TYPE=Base																			
Natural Weapons	CATEGORY:Special Ability	TYPE:SwarmSunflySwarmRaceTrait.SpecialQuality.Natural Weapons	VISIBLE:YES	DESC:The sunfly swarm's natural attacks are treated as good weapons for the purpose of overcoming damage reduction.	KEY:Swarm (Sunfly Swarm) ~ Natural Weapons																											SOURCEPAGE:BoED	
Dazzling Distraction	CATEGORY:Special Ability	TYPE:SwarmSunflySwarmRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:Any creature that begins its turn with a sunfly swarm in its square is automatically dazzled and, if living, must make a DC %1 Fortitude save or be nauseated for 1 round. The save DC is Constitution-based.|DazzlingDistractionDC	KEY:Swarm (Sunfly Swarm) ~ Dazzling Distraction				DEFINE:DazzlingDistractionDC|0					BONUS:VAR|DazzlingDistractionDC|DefaultDCCon	BONUS:VAR|DazzlingDistractionDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Dazzling Distraction)								ABILITY:Ability Focus|AUTOMATIC|Dazzling Distraction									SOURCEPAGE:BoED	
Spell-Like Abilities	CATEGORY:Special Ability	TYPE:SwarmSunflySwarmRaceTrait.SpecialAttack.SpellLike	VISIBLE:YES	DESC:Detect evil always active.	KEY:Swarm (Sunfly Swarm) ~ Spell-Like Abilities																											SOURCEPAGE:BoED	
Sunburst	CATEGORY:Special Ability	TYPE:SwarmSunflySwarmRaceTrait.SpecialAttack.SpellLike	VISIBLE:YES	DESC:%1/day, a sunfly swarm can duplicate the effects of a sunburst spell cast by a 20th-level cleric with access to the Sun domain. A successful DC %2 Reflex save halves the damage and negates the blindness effect. The swarm cannot deal damage during the same round it uses the sunburst ability. The save DC is Wisdom-based.|SunburstTimes|SunburstDC	KEY:Swarm (Sunfly Swarm) ~ Sunburst				DEFINE:SunburstDC|0	DEFINE:SunburstTimes|0				BONUS:VAR|SunburstDC|DefaultDCWis	BONUS:VAR|SunburstDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Sunburst)	BONUS:VAR|SunburstTimes|3|TYPE=Base							ABILITY:Ability Focus|AUTOMATIC|Sunburst									SOURCEPAGE:BoED	
Sundance	CATEGORY:Special Ability	TYPE:SwarmSunflySwarmRaceTrait.SpecialAttack.Supernatural	VISIBLE:YES	DESC:Once per round, a sunfly swarm can perform a dance that duplicates the effects of a protection from evil spell, affecting both the swarm and any creature occupying the same square. The swarm cannot deal damage during the same round it performs the sundance.	KEY:Swarm (Sunfly Swarm) ~ Sundance																											SOURCEPAGE:BoED	
Immunity to Light	CATEGORY:Special Ability	TYPE:SwarmSunflySwarmRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Sunfly swarms are immune to harmful or debilitating light spells and effects, including all spells with the light descriptor.	KEY:Swarm (Sunfly Swarm) ~ Immunity to Light																		ABILITY:Special Ability|AUTOMATIC|Immunity to Light spells									SOURCEPAGE:BoED	
