SOURCELONG:Player's Handbook	SOURCESHORT:PHB	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2014-08
																																
###Block:Abilities	CATEGORY:	TYPE:	VISIBLE:	Special ABility					Define					Bonus					Stackable?	Multiple?	Choose	select										Source Page
Pack Tactics	CATEGORY:Special Ability	TYPE:Race Trait.Lion Race Trait.SpecialQuality	VISIBLE:YES	DESC:The lion has advantage on attack rolls against a creature if at least one of the lion’s allies is within 5 feet of the creature and isn’t incapacitated.	KEY:Animal (Lion) ~ Pack Tactics																										SORTKEY:1_Race	SOURCEPAGE:PHB
Pounce	CATEGORY:Special Ability	TYPE:Race Trait.Lion Race Trait.SpecialQuality	VISIBLE:YES	DESC:If the lion moves at least 20 feet straight toward a target right before hitting it with a claw attack, the target must succeed on a DC 13 Strength saving throw or be knocked prone. If the target is prone, the lion can take a bonus action to make one bite attack against it.	KEY:Animal (Lion) ~ Pounce																										SORTKEY:1_Race	SOURCEPAGE:PHB
Running Leap	CATEGORY:Special Ability	TYPE:Race Trait.Lion Race Trait.SpecialQuality	VISIBLE:YES	DESC:As part o f its movement and after a 10-foot running start, the lion can long jump up to 25 feet.	KEY:Animal (Lion) ~ Running Leap																										SORTKEY:1_Race	SOURCEPAGE:PHB
																																
Racial Traits ~ Mastiff	CATEGORY:Internal	ABILITY:Special Ability|AUTOMATIC|TYPE=Mastiff Race Trait																					ABILITY:Skill|AUTOMATIC|Perception									
Keen Hearing and Smell	CATEGORY:Special Ability	TYPE:Race Trait.Mastiff Race Trait.SpecialQuality	VISIBLE:YES	DESC:The mastiff has advantage on Wisdom (Perception) checks that rely on hearing or smell.	KEY:Animal (Mastiff) ~ Keen Hearing and Smell																										SORTKEY:1_Race	SOURCEPAGE:PHB
																																
Racial Traits ~ Mule	CATEGORY:Internal	ABILITY:Special Ability|AUTOMATIC|TYPE=Mule Race Trait																														
Beast of Burden	CATEGORY:Special Ability	TYPE:Race Trait.Mule Race Trait.SpecialQuality	VISIBLE:YES	DESC:The mule is considered to be a Large animal for the purpose of determining its carrying capacity.	KEY:Animal (Mule) ~ Beast of Burden									BONUS:VAR|LOADSCORE|5																	SORTKEY:1_Race	SOURCEPAGE:PHB
Sure-Footed	CATEGORY:Special Ability	TYPE:Race Trait.Mule Race Trait.SpecialQuality	VISIBLE:YES	DESC:Whenever the mule would be knocked prone, it stays on its feet if it succeeds on a DC 10 Dexterity saving throw.	KEY:Animal (Mule) ~ Sure-Footed																										SORTKEY:1_Race	SOURCEPAGE:PHB
																																
Racial Traits ~ Owl	CATEGORY:Internal	ABILITY:Special Ability|AUTOMATIC|TYPE=Owl Race Trait												BONUS:VAR|DarkvisionRange|120|TYPE=Base									ABILITY:Skill|AUTOMATIC|Perception|Stealth									
Flyby	CATEGORY:Special Ability	TYPE:Race Trait.Owl Race Trait.SpecialQuality	VISIBLE:YES	DESC:The owl provokes no opportunity attacks when it flies out of an enemy’s reach.	KEY:Animal (Owl) ~ FlyBy																										SORTKEY:1_Race	SOURCEPAGE:PHB
Keen Sight	CATEGORY:Special Ability	TYPE:Race Trait.Owl Race Trait.SpecialQuality	VISIBLE:YES	DESC:The owl has advantage on Wisdom (Perception) checks that rely on sight.	KEY:Animal (Owl) ~ Keen Sight																										SORTKEY:1_Race	SOURCEPAGE:PHB
																																
Racial Traits ~ Panther	CATEGORY:Internal	ABILITY:Special Ability|AUTOMATIC|TYPE=Panther Race Trait																					ABILITY:Skill|AUTOMATIC|Perception|Stealth									
Keen Smell	CATEGORY:Special Ability	TYPE:Race Trait.Panther Race Trait.SpecialQuality	VISIBLE:YES	DESC:The panther has advantage on Wisdom (Perception) checks that rely on smell.	KEY:Animal (Panther) ~ Keen Smell																										SORTKEY:1_Race	SOURCEPAGE:PHB
Pounce	CATEGORY:Special Ability	TYPE:Race Trait.Panther Race Trait.SpecialQuality	VISIBLE:YES	DESC:If the panther moves at least 20 feet straight toward a creature right before hitting it with a claw attack, the target must succeed on a DC 12 Strength saving throw or be knocked prone. If the target is prone, the panther can take a bonus action to make one bite attack against it.	KEY:Animal (Panther) ~ Pounce																										SORTKEY:1_Race	SOURCEPAGE:PHB
																																
Racial Traits ~ Poisonous Snake	CATEGORY:Internal	ABILITY:Special Ability|AUTOMATIC|TYPE=Poisonous Snake Race Trait												BONUS:VAR|BlindsightRange|10|TYPE=Base																		
#No racial traits		TYPE:Race Trait.Poisonous Snake Race Trait.SpecialQuality																														
																																
Racial Traits ~ Pseudodragon	CATEGORY:Internal	ABILITY:Special Ability|AUTOMATIC|TYPE=Pseudodragon Race Trait												BONUS:VAR|BlindsightRange|10|TYPE=Base	BONUS:VAR|DarkvisionRange|60|TYPE=Base								ABILITY:Skill|AUTOMATIC|Perception|Stealth	ABILITY:Language Selection|AUTOMATIC|Common|Draconic								
Keen Senses	CATEGORY:Special Ability	TYPE:Race Trait.Pseudodragon Race Trait.SpecialQuality	VISIBLE:YES	DESC:The pseudodragon has advantage on Wisdom (Perception) checks that rely on sight, hearing, or smell.	KEY:Pseudodragon ~ Keen Senses																										SORTKEY:1_Race	SOURCEPAGE:PHB
Magic Resistance	CATEGORY:Special Ability	TYPE:Race Trait.Pseudodragon Race Trait.SpecialQuality	VISIBLE:YES	DESC:The pseudodragon has advantage on saving throws against spells and other magical effects.	KEY:Pseudodragon ~ Magic Resistance																										SORTKEY:1_Race	SOURCEPAGE:PHB
Limited Telepathy	CATEGORY:Special Ability	TYPE:Race Trait.Pseudodragon Race Trait.SpecialQuality	VISIBLE:YES	DESC:The pseudodragon can communicate simple ideas, emotions, and images telepathically with any creature within 100 feet of it that can understand a language.	KEY:Pseudodragon ~ Limited Telepathy																										SORTKEY:1_Race	SOURCEPAGE:PHB
																																
Racial Traits ~ Quasit	CATEGORY:Internal	ABILITY:Special Ability|AUTOMATIC|TYPE=Quasit Race Trait												BONUS:VAR|DarkvisionRange|120|TYPE=Base									ABILITY:Skill|AUTOMATIC|Stealth	ABILITY:Language Selection|AUTOMATIC|Common|Abyssal								
Shapechanger	CATEGORY:Special Ability	TYPE:Race Trait.Quasit Race Trait.SpecialQuality	VISIBLE:YES	DESC:The quasit can use its action to polymorph into the beast form of a bat, centipede, or toad, or into its demon form. Its statistics are the same in each form, although its attack is different in some of them. Any equipment it carries is not transformed. If slain, the quasit reverts to its demon form.	KEY:Quasit ~ Shapechanger																										SORTKEY:1_Race	SOURCEPAGE:PHB
Magic Resistance	CATEGORY:Special Ability	TYPE:Race Trait.Quasit Race Trait.SpecialQuality	VISIBLE:YES	DESC:The quasit has advantage on saving throws against spells and other magical effects.	KEY:Quasit ~ Magic Resistance																										SORTKEY:1_Race	SOURCEPAGE:PHB
Damage Resistance	CATEGORY:Special Ability	TYPE:Race Trait.Quasit Race Trait.SpecialQuality	VISIBLE:YES	DESC:cold, fire, lightning; bludgeoning, piercing, and slashing from nonmagical weapons	KEY:Quasit ~ Damage Resistance																		ABILITY:Special Ability|AUTOMATIC|Damage Resistance ~ Cold|Damage Resistance ~ Fire|Damage Resistance ~ Lightning|Damage Resistance ~ Bludgeoning|Damage Resistance ~ Piercing|Damage Resistance ~ Slashing								SORTKEY:0_Race	SOURCEPAGE:PHB
Damage Immunities	CATEGORY:Special Ability	TYPE:Race Trait.Quasit Race Trait.SpecialQuality	VISIBLE:YES	DESC:poison	KEY:Quasit ~ Damage Immunities																		ABILITY:Special Ability|AUTOMATIC|Damage Immunity ~ Poison|Condition Immunity ~ Poisoned								SORTKEY:0_Race	SOURCEPAGE:PHB
Invisibility	CATEGORY:Special Ability	TYPE:Race Trait.Quasit Race Trait.SpecialQuality	VISIBLE:YES	DESC:The quasit turns invisible until it attacks or uses Scare, or until its concentration ends. Anything the invisible quasit is carrying or wearing is invisible as long as it remains in contact with the quasit.	KEY:Quasit ~ Invisibility																										SORTKEY:1_Race	SOURCEPAGE:PHB
Scare	CATEGORY:Special Ability	TYPE:Race Trait.Quasit Race Trait.SpecialQuality.SpellLike	VISIBLE:YES	DESC:One creature of the quasit’s choice within 20 feet of it must succeed on a DC 10 Wisdom saving throw or be frightened for 1 minute. The target can repeat the saving throw at the end of each of its turns, with disadvantage if the quasit is within line of sight, ending the effect early on a success.	KEY:Quasit ~ Scare				DEFINE:ScareTimes|0					BONUS:VAR|ScareTimes|1																ASPECT:Name|Scare (%1/Day)|ScareTimes	SORTKEY:1_Race0	SOURCEPAGE:PHB
																																
Racial Traits ~ Rat	CATEGORY:Internal	ABILITY:Special Ability|AUTOMATIC|TYPE=Rat Race Trait												BONUS:VAR|DarkvisionRange|30|TYPE=Base																		
Keen Smell	CATEGORY:Special Ability	TYPE:Race Trait.Rat Race Trait.SpecialQuality	VISIBLE:YES	DESC:The rat has advantage on Wisdom (Perception) checks that rely on smell.	KEY:Animal (Rat) ~ Keen Smell																										SORTKEY:1_Race	SOURCEPAGE:PHB
																																
Racial Traits ~ Raven	CATEGORY:Internal	ABILITY:Special Ability|AUTOMATIC|TYPE=Raven Race Trait																					ABILITY:Skill|AUTOMATIC|Perception									
Mimicry	CATEGORY:Special Ability	TYPE:Race Trait.Raven Race Trait.SpecialQuality	VISIBLE:YES	DESC:The raven can mimic simple sounds it has heard, such as a person whispering, a baby crying, or an animal chittering. A creature that hears the sounds can tell they are imitations with a successful DC 10 Wisdom (Insight) check.	KEY:Animal (Raven) ~ Mimicry																										SORTKEY:1_Race	SOURCEPAGE:PHB
																																
Racial Traits ~ Reef Shark	CATEGORY:Internal	ABILITY:Special Ability|AUTOMATIC|TYPE=Reef Shark Race Trait												BONUS:VAR|BlindsightRange|30|TYPE=Base									ABILITY:Skill|AUTOMATIC|Perception									
Pack Tactics	CATEGORY:Special Ability	TYPE:Race Trait.Reef Shark Race Trait.SpecialQuality	VISIBLE:YES	DESC:The shark has advantage on attack rolls against a creature if at least one of the shark’s allies is within 5 feet of the creature and isn't incapacitated.	KEY:Animal (Reef Shark) ~ Pack Tactics																										SORTKEY:1_Race	SOURCEPAGE:PHB
Water Breathing	CATEGORY:Special Ability	TYPE:Race Trait.Reef Shark Race Trait.SpecialQuality	VISIBLE:YES	DESC:The shark can breathe only while underwater.	KEY:Animal (Reef Shark) ~ Water Breathing																										SORTKEY:1_Race	SOURCEPAGE:PHB
																																
Racial Traits ~ Riding Horse	CATEGORY:Internal	ABILITY:Special Ability|AUTOMATIC|TYPE=Riding Horse Race Trait												BONUS:VAR|BardingAllowed|1|TYPE=Base																		
#No racial traits																																
																																
Racial Traits ~ Skeleton	CATEGORY:Internal	ABILITY:Special Ability|AUTOMATIC|TYPE=Skeleton Race Trait												BONUS:VAR|DarkvisionRange|60|TYPE=Base																		
Damage Vulnerabilities	CATEGORY:Special Ability	TYPE:Race Trait.Skeleton Race Trait.SpecialQuality	VISIBLE:YES	DESC:bludgeoning.	KEY:Skeleton ~ Damage Vulnerabilities																		ABILITY:Special Ability|AUTOMATIC|Damage Vulnerability ~ Bludgeoning								SORTKEY:0_Race	SOURCEPAGE:PHB
Damage Immunities	CATEGORY:Special Ability	TYPE:Race Trait.Skeleton Race Trait.SpecialQuality	VISIBLE:YES	DESC:poison.	KEY:Skeleton ~ Damage Immunities																		ABILITY:Special Ability|AUTOMATIC|Damage Immunity ~ Poison								SORTKEY:0_Race	SOURCEPAGE:PHB
Condition Immunities	CATEGORY:Special Ability	TYPE:Race Trait.Skeleton Race Trait.SpecialQuality	VISIBLE:YES	DESC:poisoned.	KEY:Skeleton ~ Condition Immunities																		ABILITY:Special Ability|AUTOMATIC|Condition Immunity ~ Poisoned								SORTKEY:0_Race	SOURCEPAGE:PHB
																																
Racial Traits ~ Sprite	CATEGORY:Internal	ABILITY:Special Ability|AUTOMATIC|TYPE=Sprite Race Trait																					ABILITY:Skill|AUTOMATIC|Perception|Stealth	ABILITY:Language Selection|AUTOMATIC|Common|Elvish|Sylvan								
Shortbow	CATEGORY:Special Ability	TYPE:Race Trait.Sprite Race Trait.SpecialQuality	VISIBLE:YES	DESC:On successful hit, If the target is a creature, it must succeed on a DC 10 Constitution saving throw or become poisoned for 1 minute. If its saving throw result is 5 or lower, the target falls unconscious for the same duration, or until it takes damage or another creature uses an action to wake it.	KEY:Sprite ~ Shortbow																										SORTKEY:1_Race	SOURCEPAGE:PHB
Heart Sight	CATEGORY:Special Ability	TYPE:Race Trait.Sprite Race Trait.SpecialQuality	VISIBLE:YES	DESC:The sprite touches a creature and knows the creature’s current emotional state. If the target fails a DC 10 Charisma saving throw, the sprite also knows the creature's alignment. Celestials, fiends, and undead automatically fail the saving throw.	KEY:Sprite ~ Heart Sight																										SORTKEY:1_Race	SOURCEPAGE:PHB
Invisibility	CATEGORY:Special Ability	TYPE:Race Trait.Sprite Race Trait.SpecialQuality	VISIBLE:YES	DESC:The sprite turns invisible until it attacks or casts a spell, or until its concentration ends. Anything the invisible sprite is carrying or wearing is invisible as long as it remains in contact with the sprite.	KEY:Sprite ~ Invisibility																										SORTKEY:1_Race	SOURCEPAGE:PHB
																																
Racial Traits ~ Tiger	CATEGORY:Internal	ABILITY:Special Ability|AUTOMATIC|TYPE=Tiger Race Trait																					ABILITY:Skill|AUTOMATIC|Perception|Stealth									
Keen Smell	CATEGORY:Special Ability	TYPE:Race Trait.Tiger Race Trait.SpecialQuality	VISIBLE:YES	DESC:The tiger has advantage on Wisdom (Perception) checks that rely on smell.	KEY:Animal (Tiger) ~ Keen Smell																										SORTKEY:1_Race	SOURCEPAGE:PHB
Pounce	CATEGORY:Special Ability	TYPE:Race Trait.Tiger Race Trait.SpecialQuality	VISIBLE:YES	DESC:If the tiger moves at least 20 feet straight toward a creature right before hitting it with a claw attack, the target must succeed on a DC 13 Strength saving throw or be knocked prone. If the target is prone, the tiger can take a bonus action to make one bite attack against it.	KEY:Animal (Tiger) ~ Pounce																										SORTKEY:1_Race	SOURCEPAGE:PHB
																																
Racial Traits ~ Warhorse	CATEGORY:Internal	ABILITY:Special Ability|AUTOMATIC|TYPE=Warhorse Race Trait												BONUS:VAR|BardingAllowed|1|TYPE=Base																		
Trampling Charge	CATEGORY:Special Ability	TYPE:Race Trait.Warhorse Race Trait.SpecialQuality	VISIBLE:YES	DESC:If the horse moves at least 20 feet straight toward a creature right before hitting it with a hooves attack, the target must succeed on a DC 14 Strength saving throw or be knocked prone. If the target is prone, the horse can take a bonus action to make another attack with its hooves against the target.	KEY:Animal (Warhorse) ~ Trampling Charge																										SORTKEY:1_Race	SOURCEPAGE:PHB
																																
Racial Traits ~ Wolf	CATEGORY:Internal	ABILITY:Special Ability|AUTOMATIC|TYPE=Wolf Race Trait																					ABILITY:Skill|AUTOMATIC|Perception|Stealth									
Keen Hearing and Smell	CATEGORY:Special Ability	TYPE:Race Trait.Dire Wolf Race Trait.SpecialQuality	VISIBLE:YES	DESC:The wolf has advantage on Wisdom (Perception) checks that rely on hearing or smell.	KEY:Animal (Wolf) ~ Keen Hearing and Smell																										SORTKEY:1_Race	SOURCEPAGE:PHB
Pack Tactics	CATEGORY:Special Ability	TYPE:Race Trait.Dire Wolf Race Trait.SpecialQuality	VISIBLE:YES	DESC:The wolf has advantage on attack rolls against a creature if at least one o f the wolf's allies is within 5 feet of the creature and isn't incapacitated.	KEY:Animal (Wolf) ~ Pack Tactics																										SORTKEY:1_Race	SOURCEPAGE:PHB
																																
Racial Traits ~ Zombie	CATEGORY:Internal	ABILITY:Special Ability|AUTOMATIC|TYPE=Zombie Race Trait												BONUS:VAR|DarkvisionRange|60|TYPE=Base																		
Condition Immunities	CATEGORY:Special Ability	TYPE:Race Trait.Skeleton Race Trait.SpecialQuality	VISIBLE:YES	DESC:poisoned.	KEY:Zombie ~ Condition Immunities																		ABILITY:Special Ability|AUTOMATIC|Condition Immunity ~ Poisoned								SORTKEY:0_Race	SOURCEPAGE:PHB
Damage Immunities	CATEGORY:Special Ability	TYPE:Race Trait.Skeleton Race Trait.SpecialQuality	VISIBLE:YES	DESC:poison.	KEY:Zombie ~ Damage Immunities																		ABILITY:Special Ability|AUTOMATIC|Damage Immunity ~ Poison								SORTKEY:0_Race	SOURCEPAGE:PHB
Undead Fortitude	CATEGORY:Special Ability	TYPE:Race Trait.Skeleton Race Trait.SpecialQuality	VISIBLE:YES	DESC:If damage reduces the zombie to 0 hit points, it must make a Constitution saving throw with a DC of 5 + the damage taken, unless the damage is radiant or from a critical hit. On a success, the zombie drops to 1 hit point instead.	KEY:Zombie ~ Undead Fortitude																										SORTKEY:1_Race	SOURCEPAGE:PHB
