SOURCELONG:Player's Handbook	SOURCESHORT:PHB	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2014-08																						
																									
# Spell Name	OUTPUTNAME:	key	VARIANTS:	TYPE:	SCHOOL:	SUBSCHOOL:	DESCRIPTOR:	CLASSES:	COMPS:	CASTTIME:	RANGE:	TARGETAREA:	DURATION:	SAVEINFO:	SPELLRES:	DESC:	SOURCEPAGE:	Item	COST:	XPCOST:	PPCOST	DESC:|!PRERULE:1,DisplayFullSpell	Desc	Bonus	Bonus
Find the Path				TYPE:Spell	SCHOOL:Divination				COMPS:V, S, M (a set of divinatory tools-such as bones, ivory sticks, cards, teeth, or carved runes- worth 100 gp and an object from the location you wish to find)	CASTTIME:1 minute	RANGE:Self		DURATION:Concentration, up to 1 day			DESC:This spell allows you to find the shortest, most direct physical route to a specific fixed location that you are familiar with on the same plane o f existence. If you name a destination on another plane o f existence, a destination that moves (such as a mobile fortress), or a destination that isn’t specific (such as “a green dragon’s lair”), the spell fails. For the duration, as long as you are on the same plane o f existence as the destination, you know how far it is and in what direction it lies. While you are traveling there, whenever you are presented with a choice of paths along the way, you automatically determine which path is the shortest and most direct route (but not necessarily the safest route) to the destination. &nl; Material components: a set of divinatory tools, such as bones, ivory sticks, cards, teeth or carved runes, worth 100gp and an object from the location you wish to find.	SOURCEPAGE:PHB		COST:100						
Find Traps				TYPE:Spell	SCHOOL:Divination				COMPS:V, S	CASTTIME:1 action	RANGE:120 feet		DURATION:Instantaneous			DESC:You sense the presence o f any trap within range that is within line o f sight. A trap, for the purpose o f this spell, includes anything that w ould inflict a sudden or unexpected effect you consider harmful or undesirable, which w as specifically intended as such by its creator. Thus, the spell w ould sense an area affected by the alarm spell, a glyph o f warding, or a mechanical pit trap, but it w ould not reveal a natural weakness in the floor, an unstable ceiling, or a hidden sinkhole. This spell merely reveals that a trap is present. You don’t learn the location of each trap, but you do learn the general nature o f the danger posed by a trap you sense.	SOURCEPAGE:PHB								
Finger of Death				TYPE:Spell	SCHOOL:Necromancy				COMPS:V, S	CASTTIME:1 action	RANGE:60 feet		DURATION:Instantaneous	SAVEINFO:Constitution		DESC:You send negative energy coursing through a creature that you can see within range, causing it searing pain. The target must make a Constitution saving throw. It takes 7d8 + 30 necrotic damage on a failed save, or half as much damage on a successful one. A humanoid killed by this spell rises at the start of your next turn as a zombie that is permanently under your command, following your verbal orders to the best o f its ability.	SOURCEPAGE:PHB								
Fireball				TYPE:Spell	SCHOOL:Evocation				COMPS:V, S, M (a tiny ball of bat guano and sulfur)	CASTTIME:1 action	RANGE:150 feet		DURATION:Instantaneous	SAVEINFO:Dexterity		DESC:A bright streak flashes from your pointing finger to a point you choose within range and then blossoms with a low roar into an explosion o f flame. Each creature in a 20-foot-radius sphere centered on that point must make a Dexterity saving throw. A target takes 8d6 fire damage on a failed save, or half as much damage on a successful one. The fire spreads around corners. It ignites flammable objects in the area that aren't being w orn or carried. &nl; At Higher Levels. When you cast this spell using a spell slot o f 4th level or higher, the damage increases by 1d6 for each slot level above 3rd. &nl; Material components: a tiny ball of bat guano and sulfur.	SOURCEPAGE:PHB								
Fire Bolt				TYPE:Spell	SCHOOL:Evocation				COMPS:V, S	CASTTIME:1 action	RANGE:120 feet		DURATION:Instantaneous			DESC:You hurl a mote o f fire at a creature or object within range. Make a ranged spell attack against the target. On a hit, the target takes 1d10 fire damage. A flammable object hit by this spell ignites if it isn't being worn or carried. This spell’s damage increases by 1d10 when you reach 5th level (2d10), 11th level (3d10), and 17th level (4d10).	SOURCEPAGE:PHB								
Fire Shield				TYPE:Spell	SCHOOL:Evocation				COMPS:V, S, M (a bit of phosphorus or a firefly)	CASTTIME:1 action	RANGE:Self		DURATION:10 minutes			DESC:Thin and wispy flames wreathe your body for the duration, shedding bright light in a 10-foot radius and dim light for an additional 10 feet. You can end the spell early by using an action to dismiss it. The flames provide you with a warm shield or a chill shield, as you choose. The w arm shield grants you resistance to cold damage, and the chill shield grants you resistance to fire damage. In addition, whenever a creature within 5 feet o f you hits you with a melee attack, the shield erupts with flame. The attacker takes 2d8 fire damage from a warm shield, or 2d8 cold damage from a cold shield.	SOURCEPAGE:PHB								
Fire Storm				TYPE:Spell	SCHOOL:Evocation				COMPS:V, S	CASTTIME:1 action	RANGE:150 feet		DURATION:Instantaneous	SAVEINFO:Dexterity		DESC:A storm made up o f sheets o f roaring flame appears in a location you choose within range. The area o f the storm consists o f up to ten 10-foot cubes, which you can arrange as you wish. Each cube must have at least one face adjacent to the face o f another cube. Each creature in the area must make a Dexterity saving throw. It takes 7d10 fire damage on a failed save, or half as much damage on a successful one. The fire damages objects in the area and ignites flammable objects that aren't being worn or carried. If you choose, plant life in the area is unaffected by this spell.	SOURCEPAGE:PHB								
Flame Blade				TYPE:Spell	SCHOOL:Evocation				COMPS:V, S, M (leaf of sumac)	CASTTIME:1 bonus action	RANGE:Self		DURATION:Concentration, up to 10 minutes			DESC:You evoke a fiery blade in your free hand. The blade is similar in size and shape to a scimitar, and it lasts for the duration. If you let go o f the blade, it disappears, but you can evoke the blade again as a bonus action. You can use your action to make a melee spell attack with the fiery blade. On a hit, the target takes 3d6 fire damage. The flaming blade sheds bright light in a 10-foot radius and dim light for an additional 10 feet. &nl; At Higher Levels. When you cast this spell using a spell slot o f 4th level or higher, the damage increases by 1d6 for every two slot levels above 2nd. &nl; Material components: a leaf of sumac.	SOURCEPAGE:PHB								
Flame Strike				TYPE:Spell	SCHOOL:Evocation				COMPS:V, S, M (pinch of sulfur)	CASTTIME:1 action	RANGE:60 feet		DURATION:Instantaneous	SAVEINFO:Dexterity		DESC:A vertical column o f divine fire roars down from the heavens in a location you specify. Each creature in a 10-foot-radius, 40-foot-high cylinder centered on a point within range must make a Dexterity saving throw. A creature takes 4d6 fire damage and 4d6 radiant damage on a failed save, or half as much damage on a successful one. &nl; At Higher Levels. When you cast this spell using a spell slot o f 6th level or higher, the fire damage or the radiant damage (your choice) increases by 1d6 for each slot level above 5th. &nl; Material components: a pinch of sulfur.	SOURCEPAGE:PHB								
Flaming Sphere				TYPE:Spell	SCHOOL:Conjuration				COMPS:V, S, M (a bit of tallow, a pinch of brimstone, and a dusting of powdered iron)	CASTTIME:1 action	RANGE:60 feet		DURATION:Concentration, up to 1 minute	SAVEINFO:Dexterity		DESC:A 5-foot-diameter sphere o f fire appears in an unoccupied space o f your choice within range and lasts for the duration. Any creature that ends its turn within 5 feet of the sphere must make a Dexterity saving throw. The creature takes 2d6 fire damage on a failed save, or half as much damage on a successful one. As a bonus action, you can move the sphere up to 30 feet. If you ram the sphere into a creature, that creature must make the saving throw against the sphere’s damage, and the sphere stops moving this turn. When you move the sphere, you can direct it over barriers up to 5 feet tall and jump it across pits up to 10 feet w ide. The sphere ignites flammable objects not being w orn or carried, and it sheds bright light in a 20-foot radius and dim light for an additional 20 feet. &nl; At Higher Levels. When you cast this spell using a spell slot o f 3rd level or higher, the damage increases by 1d6 for each slot level above 2nd. &nl; Material components: a bit of tallow, a pinch of brimstone and a dusting of powdered iron.	SOURCEPAGE:PHB								
Flesh to Stone				TYPE:Spell	SCHOOL:Transmutation				COMPS:V, S, M (a pinch of lime, water, and earth)	CASTTIME:1 action	RANGE:60 feet		DURATION:Concentration, up to 1 minute	SAVEINFO:Constitution		DESC:You attempt to turn one creature that you can see within range into stone. If the target’s body is made o f flesh, the creature must make a Constitution saving throw. On a failed save, it is restrained as its flesh begins to harden. On a successful save, the creature isn’t affected. A creature restrained by this spell must make another Constitution saving throw at the end o f each o f its turns. If it successfully saves against this spell three times, the spell ends. If it fails its saves three times, it is turned to stone and subjected to the petrified condition for the duration. The successes and failures don’t need to be consecutive; keep track o f both until the target collects three o f a kind. If the creature is physically broken while petrified, it suffers from similar deformities if it reverts to its original state. If you maintain your concentration on this spell for the entire possible duration, the creature is turned to stone until the effect is removed. &nl; Material components: a pinch of lime, water and earth.	SOURCEPAGE:PHB								
Fly				TYPE:Spell	SCHOOL:Transmutation				COMPS:V, S, M (a wing feather from any bird)	CASTTIME:1 action	RANGE:Touch		DURATION:Concentration, up to 10 minutes			DESC:You touch a willing creature. The target gains a flying speed o f 60 feet for the duration. When the spell ends, the target falls if it is still aloft, unless it can stop the fall. &nl; At Higher Levels. When you cast this spell using a spell slot o f 4th level or higher, you can target one additional creature for each slot level above 3rd. &nl; Material components: a wing feather from any bird.	SOURCEPAGE:PHB								
Fog Cloud				TYPE:Spell	SCHOOL:Conjuration				COMPS:V, S	CASTTIME:1 action	RANGE:120 feet		DURATION:Concentration, up to 1 hour			DESC:You create a 20-foot-radius sphere o f fog centered on a point within range. The sphere spreads around corners, and its area is heavily obscured. It lasts for the duration or until a wind o f moderate or greater speed (at least 10 miles per hour) disperses it. &nl; At Higher Levels. When you cast this spell using a spell slot o f 2nd level or higher, the radius o f the fog increases by 20 feet for each slot level above 1st.	SOURCEPAGE:PHB								
Forbiddance				TYPE:Spell	SCHOOL:Abjuration	SUBSCHOOL:Ritual			COMPS:V, S, M (a sprinkling of holy water, rare incense, and powdered ruby worth at least 1,000 gp)	CASTTIME:10 minutes	RANGE:Touch		DURATION:1 day			DESC:You create a ward against magical travel that protects up to 40,000 square feet o f floor space to a height o f 30 feet above the floor. For the duration, creatures can’t teleport into the area or use portals, such as those created by the gate spell, to enter the area. The spell proofs the area against planar travel, and therefore prevents creatures from accessing the area by way of the Astral Plane, Ethereal Plane, Feywild, Shadowfell, or the plane shift spell. In addition, the spell damages types o f creatures that you choose when you cast it. Choose one or more o f the following: celestials, elementals, fey, fiends, and undead. When a chosen creature enters the spell’s area for the first time on a turn or starts its turn there, the creature takes 5d10 radiant or necrotic damage (your choice when you cast this spell). When you cast this spell, you can designate a password. A creature that speaks the password as it enters the area takes no damage from the spell. The spell’s area can't overlap with the area o f another forbiddance spell. If you cast forbiddance every day for 30 days in the same location, the spell lasts until it is dispelled, and the material components are consumed on the last casting. &nl; Material components: a sprinkling of holy water, rare incense and powdered ruby worth at least 1000gp.	SOURCEPAGE:PHB		COST:1000						
Forcecage				TYPE:Spell	SCHOOL:Evocation				COMPS:V, S, M (ruby dust worth 1,500 gp)	CASTTIME:1 action	RANGE:100 feet		DURATION:1 hour			DESC:An immobile, invisible, cube-shaped prison composed of magical force springs into existence around an area you choose within range. The prison can be a cage or a solid box, as you choose. A prison in the shape o f a cage can be up to 20 feet on a side and is made from 1/2-inch diameter bars spaced 1/2 inch apart. A prison in the shape o f a box can be up to 10 feet on a side, creating a solid barrier that prevents any matter from passing through it and blocking any spells cast into or out from the area. When you cast the spell, any creature that is completely inside the cage's area is trapped. Creatures only partially within the area, or those too large to fit inside the area, are pushed away from the center o f the area until they are completely outside the area. A creature inside the cage can’t leave it by nonmagical means. If the creature tries to use teleportation or interplanar travel to leave the cage, it must first make a Charisma saving throw. On a success, the creature can use that magic to exit the cage. On a failure, the creature can't exit the cage and wastes the use o f the spell or effect. The cage also extends into the Ethereal Plane, blocking ethereal travel. This spell can’t be dispelled by dispel magic. &nl; Material components: ruby dust worth at least 1500gp.	SOURCEPAGE:PHB		COST:1500						
Foresight				TYPE:Spell	SCHOOL:Divination				COMPS:V, S, M (a hummingbird feather)	CASTTIME:1 minute	RANGE:Touch		DURATION:8 hours			DESC:You touch a w illing creature and bestow a limited ability to see into the immediate future. For the duration, the target can’t be surprised and has advantage on attack rolls, ability checks, and saving throws. Additionally, other creatures have disadvantage on attack rolls against the target for the duration. This spell immediately ends if you cast it again before its duration ends. &nl; Material components: a hummingbird feather.	SOURCEPAGE:PHB								
Freedom of Movement				TYPE:Spell	SCHOOL:Abjuration				COMPS:V, S, M (a leather strap, bound around the arm or a similar appendage)	CASTTIME:1 action	RANGE:Touch		DURATION:1 hour			DESC:You touch a willing creature. For the duration, the target’s movement is unaffected by difficult terrain, and spells and other magical effects can neither reduce the target’s speed nor cause the target to be paralyzed or restrained. The target can also spend 5 feet o f movement to automatically escape from nonmagical restraints, such as manacles or a creature that has it grappled. Finally, being underwater imposes no penalties on the target's movement or attacks. &nl; Material components: a leather strap, bound around the arm or a similar appendage.	SOURCEPAGE:PHB								
Friends				TYPE:Spell	SCHOOL:Enchantment				COMPS:S, M (a small amount of makeup applied to the face as this spell is cast)	CASTTIME:1 action	RANGE:Self		DURATION:Concentration, up to 1 minute			DESC:For the duration, you have advantage on all Charisma checks directed at one creature o f your choice that isn’t hostile toward you. When the spell ends, the creature realizes that you used magic to influence its mood and becomes hostile toward you. A creature prone to violence might attack you. Another creature might seek retribution in other ways (at the DM’s discretion), depending on the nature o f your interaction with it. &nl; Material components: a small amount of makeup applied tothe face as this spell is cast.	SOURCEPAGE:PHB								
Gaseous Form				TYPE:Spell	SCHOOL:Transmutation				COMPS:V, S, M (a bit of gauze and a wisp of smoke)	CASTTIME:1 action	RANGE:Touch		DURATION:Concentration, up to 1 hour			DESC:You transform a willing creature you touch, along with everything it’s wearing and carrying, into a misty cloud for the duration. The spell ends if the creature drops to 0 hit points. An incorporeal creature isn’t affected. While in this form, the target’s only method of movement is a flying speed o f 10 feet. The target can enter and occupy the space o f another creature. The target has resistance to nonmagical damage, and it has advantage on Strength, Dexterity, and Constitution saving throws. The target can pass through small holes, narrow openings, and even mere cracks, though it treats liquids as though they were solid surfaces. The target can't fall and remains hovering in the air even when stunned or otherwise incapacitated. While in the form of a misty cloud, the target can’t talk or manipulate objects, and any objects it w as carrying or holding can’t be dropped, used, or otherwise interacted with. The target can’t attack or cast spells. &nl; Material components: a bit of gauze and a wisp of smoke.	SOURCEPAGE:PHB								
Gate				TYPE:Spell	SCHOOL:Conjuration				COMPS:V, S, M (a diamond worth at least 5,000 gp)	CASTTIME:1 action	RANGE:60 feet		DURATION:Concentration, up to 1 minute			DESC:You conjure a portal linking an unoccupied space you can see within range to a precise location on a different plane o f existence. The portal is a circular opening, which you can make 5 to 20 feet in diameter. You can orient the portal in any direction you choose. The portal lasts for the duration. The portal has a front and a back on each plane where it appears. Travel through the portal is possible only by m oving through its front. Anything that does so is instantly transported to the other plane, appearing in the unoccupied space nearest to the portal. Deities and other planar rulers can prevent portals created by this spell from opening in their presence or anywhere within their domains. When you cast this spell, you can speak the name o f a specific creature (a pseudonym, title, or nickname doesn’t work). If that creature is on a plane other than the one you are on, the portal opens in the named creature’s immediate vicinity and draws the creature through it to the nearest unoccupied space on your side o f the portal. You gain no special power over the creature, and it is free to act as the DM deems appropriate. It might leave, attack you, or help you. &nl; Material components: a diamond worth at least 5000gp.	SOURCEPAGE:PHB		COST:5000						
Geas				TYPE:Spell	SCHOOL:Enchantment				COMPS:V	CASTTIME:1 minute	RANGE:60 feet		DURATION:30 days	SAVEINFO:Wisdom		DESC:You place a magical command on a creature that you can see within range, forcing it to carry out some service or refrain from some action or course o f activity as you decide. If the creature can understand you, it must succeed on a W isdom saving throw or b ecome charmed by you for the duration. While the creature is charmed by you, it takes 5 d10 psychic damage each time it acts in a manner directly counter to your instructions, but no more than once each day. A creature that can't understand you is unaffected by the spell. You can issue any command you choose, short o f an activity that would result in certain death. Should you issue a suicidal command, the spell ends. You can end the spell early by using an action to dismiss it. A remove curse, greater restoration, or wish spell also ends it. &nl; At Higher Levels. When you cast this spell using a spell slot o f 7th or 8th level, the duration is 1 year. When you cast this spell using a spell slot o f 9th level, the spell lasts until it is ended by one o f the spells mentioned above.	SOURCEPAGE:PHB								
Gentle Repose				TYPE:Spell	SCHOOL:Necromancy	SUBSCHOOL:Ritual			COMPS:V, S, M (a pinch of salt and one copper piece placed on each of the corpse's eyes, which must remain there for the duration)	CASTTIME:1 action	RANGE:Touch		DURATION:10 days			DESC:You touch a corpse or other remains. For the duration, the target is protected from decay and can’t become undead. The spell also effectively extends the time limit on raising the target from the dead, since days spent under the influence o f this spell don’t count against the time limit o f spells such as raise dead. &nl; Material components: a pinch of salt and one copper piece placed on each of  corpse’s eyes, which must remain there for the duration.	SOURCEPAGE:PHB		COST:0.02						
Giant Insect				TYPE:Spell	SCHOOL:Transmutation				COMPS:V, S	CASTTIME:1 action	RANGE:30 feet		DURATION:Concentration, up to 10 minutes			DESC:You transform up to ten centipedes, three spiders, five wasps, or one scorpion within range into giant versions o f their natural forms for the duration. A centipede becomes a giant centipede, a spider becomes a giant spider, a wasp becomes a giant wasp, and a scorpion becomes a giant scorpion. Each creature obeys your verbal commands, and in combat, they act on your turn each round. The DM has the statistics for these creatures and resolves their actions and movement. A creature remains in its giant size for the duration, until it drops to 0 hit points, or until you use an action to dismiss the effect on it. The DM might allow you to choose different targets. For example, if you transform a bee, its giant version might have the same statistics as a giant wasp.	SOURCEPAGE:PHB								
Glibness				TYPE:Spell	SCHOOL:Transmutation				COMPS:V	CASTTIME:1 action	RANGE:Self		DURATION:1 hour			DESC:Until the spell ends, when you make a Charisma check, you can replace the number you roll with a 15. Additionally, no matter what you say, magic that would determine if you are telling the truth indicates that you are being truthful.	SOURCEPAGE:PHB								
Globe of Invulnerability				TYPE:Spell	SCHOOL:Abjuration				COMPS:V, S, M (a glass or crystal bead that shatters when the spell ends)	CASTTIME:1 action	RANGE:Self (10-foot radius)		DURATION:Concentration, up to 1 minute			DESC:An immobile, faintly shimmering barrier springs into existence in a 10-foot radius around you and remains for the duration. Any spell of 5th level or lower cast from outside the barrier can't affect creatures or objects within it, even if the spell is cast using a higher level spell slot. Such a spell can target creatures and objects within the barrier, but the spell has no effect on them. Similarly, the area within the barrier is excluded from the areas affected by such spells. &nl; At Higher Levels. When you cast this spell using a spell slot o f 7th level or higher, the barrier blocks spells o f one level higher for each slot level above 6th. &nl; Material components: a glass or crystall bead that shatters when the spell ends.	SOURCEPAGE:PHB								
Glyph of Warding				TYPE:Spell	SCHOOL:Abjuration				COMPS:V, S, M (incense and powdered diamond worth at least 200 gp, which the spell consumes)	CASTTIME:1 hour	RANGE:Touch		DURATION:Until dispelled or triggered			DESC:When you cast this spell, you inscribe a glyph that harms other creatures, either upon a surface (such as a table or a section o f floor or wall) or within an object that can be closed (such as a book, a scroll, or a treasure chest) to conceal the glyph. If you choose a surface, the glyph can cover an area o f the surface no larger than 10 feet in diameter. If you choose an object, that object must remain in its place; if the object is moved more than 10 feet from where you cast this spell, the glyph is broken, and the spell ends without being triggered. The glyph is nearly invisible and requires a successful Intelligence (Investigation) check against your spell save DC to be found. You decide what triggers the glyph when you cast the spell. For glyphs inscribed on a surface, the most typical triggers include touching or standing on the glyph, removing another object covering the glyph, approaching within a certain distance o f the glyph, or manipulating the object on which the glyph is inscribed. For glyphs inscribed within an object, the most common triggers include opening that object, approaching within a certain distance o f the object, or seeing or reading the glyph. Once a glyph is triggered, this spell ends. You can further refine the trigger so the spell activates only under certain circumstances or according to physical characteristics (such as height or weight), creature kind (for example, the ward could be set to affect aberrations or drow), or alignment. You can also set conditions for creatures that don’t trigger the glyph, such as those w ho say a certain password. When you inscribe the glyph, choose explosive runes or a spell glyph. &nl; Explosive Runes. When triggered, the glyph erupts with magical energy in a 20-foot-radius sphere centered on the glyph. The sphere spreads around corners. Each creature in the area must make a Dexterity saving throw. A creature takes 5d8 acid, cold, fire, lightning, or thunder damage on a failed saving throw (your choice when you create the glyph), or half as much damage on a successful one. &nl; Spell Glyph. You can store a prepared spell of 3rd level or lower in the glyph by casting it as part o f creating the glyph. The spell must target a single creature or an area. The spell being stored has no immediate effect when cast in this way. When the glyph is triggered, the stored spell is cast. If the spell has a target, it targets the creature that triggered the glyph. If the spell affects an area, the area is centered on that creature. If the spell summons hostile creatures or creates harmful objects or traps, they appear as close as possible to the intruder and attack it. If the spell requires concentration, it lasts until the end o f its full duration. &nl; At Higher Levels. When you cast this spell using a spell slot o f 4th level or higher, the damage o f an explosive runes glyph increases by 1d8 for each slot level above 3rd. If you create a spell glyph, you can store any spell o f up to the same level as the slot you use for the glyph o f warding. &nl; Material components: incense and powdered diamond worth at least 200 gp, which the spell consumes.	SOURCEPAGE:PHB								
Goodberry				TYPE:Spell	SCHOOL:Transmutation				COMPS:V, S, M (a sprig of mistletoe)	CASTTIME:1 action	RANGE:Touch		DURATION:Instantaneous			DESC:Up to ten berries appear in your hand and are infused with magic for the duration. A creature can use its action to eat one berry. Eating a berry restores 1 hit point, and the berry provides enough nourishment to sustain a creature for one day. The berries lose their potency if they have not been consumed within 24 hours o f the casting o f this spell. &nl; Material components: a sprig of mistletoe.	SOURCEPAGE:PHB								
Grasping Vine				TYPE:Spell	SCHOOL:Conjuration				COMPS:V, S	CASTTIME:1 bonus action	RANGE:30 feet		DURATION:Concentration, up to 1 minute	SAVEINFO:Dexterity		DESC:You conjure a vine that sprouts from the ground in an unoccupied space o f your choice that you can see within range. When you cast this spell, you can direct the vine to lash out at a creature within 30 feet o f it that you can see. That creature must succeed on a Dexterity saving throw or b e pulled 20 feet directly toward the vine. Until the spell ends, you can direct the vine to lash out at the same creature or another one as a bonus action on each o f your turns.	SOURCEPAGE:PHB								
Grease				TYPE:Spell	SCHOOL:Conjuration				COMPS:V, S, M (a bit of pork rind or butter)	CASTTIME:1 action	RANGE:60 feet		DURATION:1 minute	SAVEINFO:Dexterity		DESC:Slick grease covers the ground in a 10-foot square centered on a point within range and turns it into difficult terrain for the duration. When the grease appears, each creature standing in its area must succeed on a Dexterity saving throw or fall prone. A creature that enters the area or ends its turn there must also succeed on a Dexterity saving throw or fall prone. &nl; Material components: a bit of pork rind or butter.	SOURCEPAGE:PHB								
Greater Invisibility				TYPE:Spell	SCHOOL:Illusion				COMPS:V, S	CASTTIME:1 action	RANGE:Touch		DURATION:Concentration, up to 1 minute			DESC:You or a creature you touch becomes invisible until the spell ends. Anything the target is w earing or carrying is invisible as long as it is on the target’s person.	SOURCEPAGE:PHB								
Greater Restoration				TYPE:Spell	SCHOOL:Abjuration				COMPS:V, S, M (diamond dust worth at least 100 gp, which the spell consumes)	CASTTIME:1 action	RANGE:Touch		DURATION:Instantaneous			DESC:You imbue a creature you touch with positive energy to undo a debilitating effect. You can reduce the target’s exhaustion level by one, or end one o f the following effects on the target: &nl; One effect that charmed or petrified the target &nl; One curse, including the target’s attunement to a cursed magic item &nl; Any reduction to one o f the target’s ability scores &nl; One effect reducing the target’s hit point maximum	SOURCEPAGE:PHB								
Guardian of Faith				TYPE:Spell	SCHOOL:Conjuration				COMPS:V	CASTTIME:1 action	RANGE:30 feet		DURATION:8 hours			DESC:Large spectral guardian appears and hovers for the duration in an unoccupied space o f your choice that you can see within range. The guardian occupies that space and is indistinct except for a gleaming sword and shield emblazoned with the symbol o f your deity. Any creature hostile to you that moves to a space within 10 feet o f the guardian for the first time on a turn must succeed on a Dexterity saving throw. The creature takes 20 radiant damage on a failed save, or half as much damage on a successful one. The guardian vanishes when it has dealt a total of 60 damage.	SOURCEPAGE:PHB								
Guards and Wards				TYPE:Spell	SCHOOL:Abjuration				COMPS:V, S, M (burning incense, a small measure of brimstone and oil, a knotted string, a small amount of umber hulk blood, and a small silver rod worth at least 10 gp)	CASTTIME:10 minutes	RANGE:Touch		DURATION:24 hours			DESC:You create a ward that protects up to 2,500 square feet o f floor space (an area 50 feet square, or one hundred 5-foot squares or twenty-five 10-foot squares). The warded area can be up to 20 feet tall, and shaped as you desire. You can ward several stories of a stronghold by dividing the area among them, as long as you can walk into each contiguous area while you are casting the spell. When you cast this spell, you can specify individuals that are unaffected by any or all o f the effects that you choose. You can also specify a password that, when spoken aloud, makes the speaker immune to these effects. Guards and wards creates the following effects within the warded area. &nl; Corridors. Fog fills all the warded corridors, making them heavily obscured. In addition, at each intersection or branching passage offering a choice o f direction, there is a 50 percent chance that a creature other than you will believe it is going in the opposite direction from the one it chooses. &nl; Doors. All doors in the w arded area are magically locked, as if sealed by an arcane lock spell. In addition, you can cover up to ten doors with an illusion (equivalent to the illusory object function o f the minor illusion spell) to make them appear as plain sections o f wall. &nl; Stairs. Webs fill all stairs in the warded area from top to bottom, as the web spell. These strands regrow in 10 minutes if they are burned or torn away while guards and wards lasts. &nl; Other Spell Effect. You can place your choice o f one o f the following magical effects within the w arded area of the stronghold. &nl; Place dancing lights in four corridors. You can designate a simple program that the lights repeat as long as guards and wards lasts. &nl; Place magic mouth in two locations. &nl; Place stinking cloud in two locations. The vapors appear in the places you designate; they return within 10 minutes if dispersed by w ind while guards and wards lasts. &nl; Place a constant gust o f wind in one corridor or room. &nl; Place a suggestion in one location. You select an area o f up to 5 feet square, and any creature that enters or passes through the area receives the suggestion Mentally. &nl; The whole w arded area radiates magic. A dispel magic cast on a specific effect, if successful, removes only that effect. You can create a permanently guarded and warded structure by casting this spell there every day for one year. &nl; Material components: burning incense, a small measure of brimstone and oil, a knotted string, a small amount of umber hulk blood and a silver rod worth at least 10gp.	SOURCEPAGE:PHB		COST:10						
Guidance				TYPE:Spell	SCHOOL:Divination				COMPS:V, S	CASTTIME:1 action	RANGE:Touch		DURATION:Concentration, up to 1 minute			DESC:You touch one w illing creature. Once before the spell ends, the target can roll a d4 and add the number rolled to one ability check o f its choice. It can roll the die before or after making the ability check. The spell then ends.	SOURCEPAGE:PHB								
Guiding Bolt				TYPE:Spell	SCHOOL:Evocation				COMPS:V, S	CASTTIME:1 action	RANGE:120 feet		DURATION:1 round			DESC:flash o f light streaks toward a creature o f your choicewithin range. Make a ranged spell attack against the target. On a hit, the target takes 4d6 radiant damage, and the next attack roll made against this target before the end o f your next turn has advantage, thanks to the mystical dim light glittering on the target until then. At Higher Levels. When you cast this spell using a spell slot o f 2nd level or higher, the damage increases by 1d6 for each slot level above 1st.	SOURCEPAGE:PHB								
Gust of Wind				TYPE:Spell	SCHOOL:Evocation				COMPS:V, S, M (a legume seed)	CASTTIME:1 action	RANGE:Self (60-foot line)		DURATION:Concentration, up to 1 minute	SAVEINFO:Strength		DESC:A line o f strong w ind 60 feet long and 10 feet wide blasts from you in a direction you choose for the spell’s duration. Each creature that starts its turn in the line must succeed on a Strength saving throw or be pushed 15 feet away from you in a direction following the line. Any creature in the line must spend 2 feet of movement for every 1 foot it moves when moving closer to you. The gust disperses gas or vapor, and it extinguishes candles, torches, and similar unprotected flames in the area. It causes protected flames, such as those of lanterns, to dance wildly and has a 50 percent chance to extinguish them. As a bonus action on each o f your turns before the spell ends, you can change the direction in which the line blasts from you. &nl; Material components: a legume seed.	SOURCEPAGE:PHB								
Hail of Thorns				TYPE:Spell	SCHOOL:Conjuration				COMPS:V	CASTTIME:1 bonus action	RANGE:Self		DURATION:Concentration, up to 1 minute	SAVEINFO:Dexterity		DESC:The next time you hit a creature with a ranged weapon attack before the spell ends, this spell creates a rain o f thorns that sprouts from your ranged w eapon or ammunition. In addition to the normal effect of the attack, the target o f the attack and each creature within 5 feet o f it must make a Dexterity saving throw. A creature takes 1dlO piercing damage on a failed save, or half as much damage on a successful one. &nl; At Higher Levels. If you cast this spell using a spell slot o f 2nd level or higher, the damage increases by 1d10 for each slot level above 1st (to a maximum o f 6 d10).	SOURCEPAGE:PHB								
