SOURCELONG:Fiend Folio	SOURCESHORT:FF	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2003-04																															
																																		
# Race Name	Output Name	Favored Class	STARTFEATS:	SIZE:	TYPE:	RACETYPE:	RACESUBTYPE:	MONSTERCLASS:	MOVE:	Combat bonus	NATURALATTACKS:	NATURALATTACKS:	Weapon prof. bonus	Weapon prof. bonus	FACE:	REACH:	Special Ability	Damage Reduction	Spell Res.	Stat bonus						MONCSKILL:	CR:	Required AL	HITDICEADVANCEMENT:	LEVELADJUSTMENT:	Nb Legs	Nb Hands	SOURCEPAGE:	
Giant (Bog)		FAVCLASS:Ranger	STARTFEATS:1	SIZE:L	TYPE:Giant	RACETYPE:Giant	RACESUBTYPE:Aquatic	MONSTERCLASS:Giant:8	MOVE:Walk,30,Swim,40	BONUS:COMBAT|AC|7|TYPE=NaturalArmor					FACE:10	REACH:10	ABILITY:Internal|AUTOMATIC|Race Traits ~ Giant (Bog)			BONUS:STAT|STR|14		BONUS:STAT|CON|8	BONUS:STAT|INT|-4		BONUS:STAT|CHA|4	MONCSKILL:Hide|Listen|Spot|Swim	CR:6				LEGS:2	HANDS:2	SOURCEPAGE:FF	KIT:1|Giant (Bog) Stats
Giant (Shadow)		FAVCLASS:Rogue	STARTFEATS:1	SIZE:H	TYPE:Giant	RACETYPE:Giant		MONSTERCLASS:Giant:18	MOVE:Walk,50	BONUS:COMBAT|AC|17|TYPE=NaturalArmor					FACE:15	REACH:15	ABILITY:Internal|AUTOMATIC|Race Traits ~ Giant (Shadow)			BONUS:STAT|STR|26	BONUS:STAT|DEX|6	BONUS:STAT|CON|16		BONUS:STAT|WIS|4	BONUS:STAT|CHA|8	MONCSKILL:Diplomacy|Hide|Jump|Listen|Move Silently|Sense Motive|Spot	CR:18				LEGS:2	HANDS:2	SOURCEPAGE:FF	KIT:1|Giant (Shadow) Stats
Golem (Blood Golem of Hextor)				SIZE:L	TYPE:Construct	RACETYPE:Construct		MONSTERCLASS:Construct (Mindless):10	MOVE:Walk,20	BONUS:COMBAT|AC|9|TYPE=NaturalArmor	NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*2,1d8				FACE:10	REACH:10	ABILITY:Internal|AUTOMATIC|Race Traits ~ Golem (Blood Golem of Hextor)	DR:10/Adamantine		BONUS:STAT|STR|12	BONUS:STAT|DEX|-2				BONUS:STAT|CHA|-10		CR:8	KIT:1|LE	HITDICEADVANCEMENT:20,30		LEGS:2	HANDS:2	SOURCEPAGE:FF	KIT:1|Golem (Blood Golem of Hextor) Stats	SORTKEY:Golem_Blood_Golem
Golem (Brain)			STARTFEATS:1	SIZE:L	TYPE:Construct	RACETYPE:Construct		MONSTERCLASS:Construct:12	MOVE:Walk,20	BONUS:COMBAT|AC|4|TYPE=NaturalArmor	NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*2,2d6				FACE:10	REACH:10	ABILITY:Internal|AUTOMATIC|Race Traits ~ Golem (Brain)	DR:10/Adamantine		BONUS:STAT|STR|12			BONUS:STAT|INT|-4		BONUS:STAT|CHA|-2	MONCSKILL:Listen|Spot	CR:10	KIT:1|LE	HITDICEADVANCEMENT:18,36		LEGS:2	HANDS:2	SOURCEPAGE:FF	KIT:1|Golem (Brain) Stats	SORTKEY:Golem_Brain
Golem (Demonflesh)			STARTFEATS:1	SIZE:H	TYPE:Construct	RACETYPE:Construct		MONSTERCLASS:Construct:24	MOVE:Walk,50,Fly,100	BONUS:COMBAT|AC|26|TYPE=NaturalArmor	NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*2,2d6|Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,2d6|Tail Lash,Weapon.Natural.Finesseable.Melee.Slashing,*1,1d6,SPROP=Daze				FACE:15	REACH:15	ABILITY:Internal|AUTOMATIC|Race Traits ~ Golem (Demonflesh)	DR:15/Adamantine and Good		BONUS:STAT|STR|20	BONUS:STAT|DEX|-2		BONUS:STAT|INT|-2	BONUS:STAT|WIS|2	BONUS:STAT|CHA|2	MONCSKILL:Climb|Jump	CR:18	KIT:1|CE	HITDICEADVANCEMENT:36,72		LEGS:2	HANDS:2	SOURCEPAGE:FF	KIT:1|Golem (Demonflesh) Stats	SORTKEY:Golem_Demonflesh
Golem (Hellfire)			STARTFEATS:1	SIZE:L	TYPE:Construct	RACETYPE:Construct	RACESUBTYPE:Extraplanar	MONSTERCLASS:Construct:20	MOVE:Walk,40	BONUS:COMBAT|AC|16|TYPE=NaturalArmor	NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*2,1d8,SPROP=+2d6 Hellfire				FACE:10	REACH:10	ABILITY:Internal|AUTOMATIC|Race Traits ~ Golem (Hellfire)	DR:15/Adamantine and Good		BONUS:STAT|STR|14	BONUS:STAT|DEX|4		BONUS:STAT|INT|2	BONUS:STAT|WIS|2	BONUS:STAT|CHA|4	MONCSKILL:Climb|Jump|Spot	CR:17	KIT:1|LE	HITDICEADVANCEMENT:30,60		LEGS:2	HANDS:2	SOURCEPAGE:FF	KIT:1|Golem (Hellfire) Stats	SORTKEY:Golem_Hellfire
Hullathoin			STARTFEATS:1	SIZE:H	TYPE:Undead	RACETYPE:Undead		MONSTERCLASS:Undead:16	MOVE:Walk,60	BONUS:COMBAT|AC|20|TYPE=NaturalArmor	NATURALATTACKS:Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,2d8,SPROP=Poison|Stamp,Weapon.Natural.Finesseable.Melee.Bludgeoning,*2,1d8|Tentacle,Weapon.Natural.Finesseable.Melee.Bludgeoning.Slashing,*2,1d6,SPROP=Poison				FACE:15	REACH:10	ABILITY:Internal|AUTOMATIC|Race Traits ~ Hullathoin	DR:15/Magic and Silver	SR:26	BONUS:STAT|STR|20	BONUS:STAT|DEX|-2		BONUS:STAT|INT|2	BONUS:STAT|WIS|6	BONUS:STAT|CHA|2	MONCSKILL:Balance|Climb|Listen|Spot|Swim	CR:15	KIT:1|NE	HITDICEADVANCEMENT:32,48		LEGS:6	HANDS:0	SOURCEPAGE:FF	KIT:1|Hullathoin Stats
Devil (Bloodbag Imp)			STARTFEATS:1	SIZE:T	TYPE:Outsider	RACETYPE:Outsider	RACESUBTYPE:Evil|Extraplanar|Lawful	MONSTERCLASS:Outsider:4	MOVE:Walk,20,Fly,40	BONUS:COMBAT|AC|3|TYPE=NaturalArmor	NATURALATTACKS:Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,1d6,SPROP=Poison				FACE:2.5	REACH:0	ABILITY:Internal|AUTOMATIC|Race Traits ~ Devil (Bloodbag Imp)	DR:5/Good or Silver	SR:6		BONUS:STAT|DEX|-2	BONUS:STAT|CON|8		BONUS:STAT|WIS|2	BONUS:STAT|CHA|2	MONCSKILL:Climb|Concentration|Diplomacy|Heal|Listen|Spellcraft|Spot	CR:3	KIT:1|LE	HITDICEADVANCEMENT:12		LEGS:2	HANDS:2	SOURCEPAGE:FF	KIT:1|Devil (Bloodbag Imp) Stats
Devil (Euphoric Imp)			STARTFEATS:1	SIZE:T	TYPE:Outsider	RACETYPE:Outsider	RACESUBTYPE:Evil|Extraplanar|Lawful	MONSTERCLASS:Outsider:4	MOVE:Walk,20,Fly,50	BONUS:COMBAT|AC|3|TYPE=NaturalArmor	NATURALATTACKS:Sting,Weapon.Natural.Finesseable.Melee.Piercing,*1,1d4,SPROP=Hallucinogen				FACE:2.5	REACH:0	ABILITY:Internal|AUTOMATIC|Race Traits ~ Devil (Euphoric Imp)	DR:5/Good or Silver	SR:6		BONUS:STAT|DEX|4		BONUS:STAT|INT|6	BONUS:STAT|WIS|-4		MONCSKILL:Balance|Bluff|Craft (Alchemy)|Diplomacy|Disguise|Escape Artist|Hide|Intimidate|Jump|TYPE.Knowledge|Listen|Open Lock|Tumble|Use rope	CR:3	KIT:1|LE	HITDICEADVANCEMENT:12		LEGS:2	HANDS:2	SOURCEPAGE:FF	KIT:1|Devil (Euphoric Imp) Stats
Devil (Filth Imp)			STARTFEATS:1	SIZE:T	TYPE:Outsider	RACETYPE:Outsider	RACESUBTYPE:Evil|Extraplanar|Lawful	MONSTERCLASS:Outsider:2	MOVE:Walk,20,Fly,50	BONUS:COMBAT|AC|3|TYPE=NaturalArmor	NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Reach,*2,1d4,SPROP=Disease				FACE:2.5	REACH:0	ABILITY:Internal|AUTOMATIC|Race Traits ~ Devil (Filth Imp)	DR:5/Good or Silver	SR:5			BONUS:STAT|CON|6	BONUS:STAT|INT|6	BONUS:STAT|WIS|2	BONUS:STAT|CHA|-6	MONCSKILL:Balance|Climb|Decipher Script|Diplomacy|Escape Artist|Hide|Forgery|Listen|Move Silently|Search|Sense Motive|Spot|Survival|Use Rope	CR:2	KIT:1|LE	HITDICEADVANCEMENT:6		LEGS:2	HANDS:2	SOURCEPAGE:FF	KIT:1|Devil (Filth Imp) Stats
Indricothere			STARTFEATS:1	SIZE:H	TYPE:Animal	RACETYPE:Animal		MONSTERCLASS:Animal:16	MOVE:Walk,40	BONUS:COMBAT|AC|11|TYPE=NaturalArmor	NATURALATTACKS:Head Butt,Weapon.Natural.Finesseable.Melee.Bludgeoning,*1,2d6|Stamp,Weapon.Natural.Finesseable.Melee.Bludgeoning,*2,2d6				FACE:15	REACH:10	ABILITY:Internal|AUTOMATIC|Race Traits ~ Indricothere			BONUS:STAT|STR|22		BONUS:STAT|CON|14	BONUS:STAT|INT|-8	BONUS:STAT|WIS|4	BONUS:STAT|CHA|-2	MONCSKILL:Listen|Spot	CR:9	KIT:1|TN	HITDICEADVANCEMENT:16,31,48		LEGS:4	HANDS:0	SOURCEPAGE:FF	KIT:1|Indricothere Stats
Inevitabile (Quarut)			STARTFEATS:1	SIZE:M	TYPE:Construct	RACETYPE:Construct	RACESUBTYPE:Extraplanar|Lawful	MONSTERCLASS:Construct:18	MOVE:Walk,50	BONUS:COMBAT|AC|13|TYPE=NaturalArmor	NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*2,3d6				FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Inevitable (Quarut)	DR:15/Adamantine and Chaotic	SR:28	BONUS:STAT|STR|10	BONUS:STAT|DEX|2		BONUS:STAT|INT|4	BONUS:STAT|WIS|6	BONUS:STAT|CHA|10	MONCSKILL:Knowledge (Arcana)|Listen|Spellcraft|Spot	CR:17	KIT:1|LN	HITDICEADVANCEMENT:24,54		LEGS:2	HANDS:2	SOURCEPAGE:FF	KIT:1|Inevitable (Quarut) Stats
Inevitable (Varakhut)			STARTFEATS:1	SIZE:L	TYPE:Construct	RACETYPE:Construct	RACESUBTYPE:Extraplanar|Lawful	MONSTERCLASS:Construct:22	MOVE:Walk,50,Fly,50	BONUS:COMBAT|AC|16|TYPE=NaturalArmor	NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*1,2d10				FACE:10	REACH:10	ABILITY:Internal|AUTOMATIC|Race Traits ~ Inevitable (Varakhut)	DR:20/Adamantine and Chaotic	SR:30	BONUS:STAT|STR|12	BONUS:STAT|DEX|4		BONUS:STAT|INT|8	BONUS:STAT|WIS|8	BONUS:STAT|CHA|12	MONCSKILL:Decipher Script|Knowledge (Arcana)|Knowledge (History)|Knowledge (Religion)|Knowledge (The Planes)|Spellcraft|Survival	CR:19	KIT:1|LN	HITDICEADVANCEMENT:33,66		LEGS:0	HANDS:2	SOURCEPAGE:FF	KIT:1|Inevitable (Varakhut) Stats
Iron Cobra				SIZE:M	TYPE:Construct	RACETYPE:Construct		MONSTERCLASS:Construct (Mindless):2	MOVE:Walk,30	BONUS:COMBAT|AC|3|TYPE=NaturalArmor	NATURALATTACKS:Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,1d6,SPROP=Poison				FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Iron Cobra	DR:5/Adamantine	SR:19	BONUS:STAT|STR|2	BONUS:STAT|DEX|6				BONUS:STAT|CHA|-10		CR:2	KIT:1|TN	HITDICEADVANCEMENT:3		LEGS:0	HANDS:0	SOURCEPAGE:FF	KIT:1|Iron Cobra Stats
Ironmaw			STARTFEATS:1	SIZE:H	TYPE:Plant	RACETYPE:Plant	RACESUBTYPE:Extraplanar	MONSTERCLASS:Plant:12	MOVE:Walk,10	BONUS:COMBAT|AC|18|TYPE=NaturalArmor	NATURALATTACKS:Tendril,Weapon.Natural.Finesseable.Melee.Bludgeoning.Slashing,*4,2d6|Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,1d8				FACE:15	REACH:15	ABILITY:Internal|AUTOMATIC|Race Traits ~ Ironmaw	DR:15/Magic and Slashing	SR:30	BONUS:STAT|STR|20	BONUS:STAT|DEX|-2	BONUS:STAT|CON|12	BONUS:STAT|INT|-6	BONUS:STAT|WIS|2	BONUS:STAT|CHA|4	MONCSKILL:Hide|Listen|Spot	CR:13	KIT:1|NE	HITDICEADVANCEMENT:16,36		LEGS:0	HANDS:4	SOURCEPAGE:FF	KIT:1|Ironmaw Stats
Jackal Lord		FAVCLASS:Cleric	STARTFEATS:1	SIZE:M	TYPE:Monstrous Humanoid	RACETYPE:Monstrous Humanoid		MONSTERCLASS:Jackal Lord:8	MOVE:Walk,30	BONUS:COMBAT|AC|4|TYPE=NaturalArmor	NATURALATTACKS:Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,1d10|Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d4				FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Jackal Lord	DR:10/Magic		BONUS:STAT|STR|2	BONUS:STAT|DEX|4	BONUS:STAT|CON|4	BONUS:STAT|INT|2	BONUS:STAT|WIS|8	BONUS:STAT|CHA|6	MONCSKILL:Bluff|Diplomacy|Disguise|Intimidate|Knowledge (Religion)|Listen|Move Silently|Sense Motive|Spot	CR:8	KIT:1|LE			LEGS:2	HANDS:2	SOURCEPAGE:FF	KIT:1|Jackal Lord Stats
Jackalwere			STARTFEATS:1	SIZE:M	TYPE:Magical Beast	RACETYPE:Magical Beast	RACESUBTYPE:Shapechanger	MONSTERCLASS:Magical Beast:4	MOVE:Walk,30	BONUS:COMBAT|AC|2|TYPE=NaturalArmor					FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Jackalwere	DR:5/Cold Iron		BONUS:STAT|STR|2	BONUS:STAT|DEX|6	BONUS:STAT|CON|4		BONUS:STAT|WIS|2	BONUS:STAT|CHA|2	MONCSKILL:Bluff|Disguise|Listen|Sense Motive|Spot	CR:2				LEGS:2	HANDS:0	SOURCEPAGE:FF	KIT:1|Jackalwere Stats
Kaorti			STARTFEATS:1	SIZE:M	TYPE:Outsider	RACETYPE:Outsider	RACESUBTYPE:Evil|Extraplanar	MONSTERCLASS:Outsider:2	MOVE:Walk,30	BONUS:COMBAT|AC|2|TYPE=NaturalArmor	NATURALATTACKS:Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,1d6				FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Kaorti			BONUS:STAT|STR|-4	BONUS:STAT|DEX|4		BONUS:STAT|INT|4		BONUS:STAT|CHA|6	MONCSKILL:concentration|TYPE.Craft|Heal|Intimidate|Knowledge (Arcana)|Knowledge (The Planes)|Spellcraft|Survival|Use Magic device	CR:1			LEVELADJUSTMENT:2	LEGS:2	HANDS:2	SOURCEPAGE:FF	KIT:1|Kaorti Stats
Keeper		FAVCLASS:Rogue	STARTFEATS:1	SIZE:M	TYPE:Outsider	RACETYPE:Outsider	RACESUBTYPE:Extraplanar	MONSTERCLASS:Outsider:4	MOVE:Walk,40,Climb,20	BONUS:COMBAT|AC|4|TYPE=NaturalArmor					FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Keeper	DR:10/Magic	SR:13	BONUS:STAT|STR|8	BONUS:STAT|DEX|6	BONUS:STAT|CON|4	BONUS:STAT|INT|4	BONUS:STAT|WIS|-2	BONUS:STAT|CHA|-4	MONCSKILL:Climb|Escape Artist|Hide|Listen|Jump|TYPE.Knowledge|Move Silently|Open Lock|Spot	CR:7	KIT:1|TN		LEVELADJUSTMENT:3	LEGS:2	HANDS:2	SOURCEPAGE:FF	KIT:1|Keeper Stats
Kelp Angler			STARTFEATS:1	SIZE:L	TYPE:Plant	RACETYPE:Plant	RACESUBTYPE:Aquatic	MONSTERCLASS:Plant:11	MOVE:Walk,20,Swim,60	BONUS:COMBAT|AC|10|TYPE=NaturalArmor	NATURALATTACKS:Tendril,Weapon.Natural.Finesseable.Melee.Bludgeoning.Slashing,*4,1d8				FACE:10	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Kelp Angler			BONUS:STAT|STR|10	BONUS:STAT|DEX|4	BONUS:STAT|CON|6	BONUS:STAT|INT|-4		BONUS:STAT|CHA|2	MONCSKILL:Climb|Hide|Move Silently|Swim	CR:9		HITDICEADVANCEMENT:15,33		LEGS:0	HANDS:0	SOURCEPAGE:FF	KIT:1|Kelp Angler Stats
Kelpie			STARTFEATS:1	SIZE:L	TYPE:Fey	RACETYPE:Fey	RACESUBTYPE:Aquatic	MONSTERCLASS:Fey:10	MOVE:Walk,50,Swim,50	BONUS:COMBAT|AC|12|TYPE=NaturalArmor	NATURALATTACKS:Hoof,Weapon.Natural.Finesseable.Melee.Bludgeoning,*2,1d6|Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,1d8				FACE:10	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Kelpie	DR:10/Iron		BONUS:STAT|STR|14	BONUS:STAT|DEX|2	BONUS:STAT|CON|6		BONUS:STAT|WIS|2	BONUS:STAT|CHA|4	MONCSKILL:Bluff|Diplomacy|Disguise|Hide|Intimidate|Listen|Move Silently|Sense Motive|Spot|Swim	CR:10	KIT:1|CE	HITDICEADVANCEMENT:15,20		LEGS:4	HANDS:0	SOURCEPAGE:FF	KIT:1|Kelpie Stats
Khaasta		FAVCLASS:Fighter	STARTFEATS:1	SIZE:M	TYPE:Monstrous Humanoid	RACETYPE:Monstrous Humanoid	RACESUBTYPE:Extraplanar|Reptilian	MONSTERCLASS:Monstrous Humanoid:3	MOVE:Walk,30	BONUS:COMBAT|AC|6|TYPE=NaturalArmor	NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,1d4				FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Khaasta			BONUS:STAT|STR|8	BONUS:STAT|DEX|2	BONUS:STAT|CON|4	BONUS:STAT|INT|2			MONCSKILL:Climb|Handle Animal|Intimidate|Knowledge (The Planes)|Ride|Spot|Survival	CR:3			LEVELADJUSTMENT:3	LEGS:2	HANDS:2	SOURCEPAGE:FF	KIT:1|Khaasta Stats
Kuldurath			STARTFEATS:1	SIZE:L	TYPE:Magical Beast	RACETYPE:Magical Beast	RACESUBTYPE:Extraplanar	MONSTERCLASS:Magical Beast:9	MOVE:Walk,60,Climb,30	BONUS:COMBAT|AC|6|TYPE=NaturalArmor	NATURALATTACKS:Gore,Weapon.Natural.Finesseable.Melee.Piercing,*1,2d6|Kick,Weapon.Natural.Finesseable.Melee.Bludgeoning,*2,2d4				FACE:10	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Kuldurath			BONUS:STAT|STR|10		BONUS:STAT|CON|8	BONUS:STAT|INT|-6	BONUS:STAT|WIS|4		MONCSKILL:Climb|Intimidate|Jump	CR:8	KIT:1|TN	HITDICEADVANCEMENT:9,24,27		LEGS:4	HANDS:0	SOURCEPAGE:FF	KIT:1|Kuldurath Stats
Living Holocaust			STARTFEATS:1	SIZE:S	TYPE:Elemental	RACETYPE:Elemental	RACESUBTYPE:Air|Extraplanar|Fire	MONSTERCLASS:Elemental:15	MOVE:Fly,50		NATURALATTACKS:Fiery Windspike,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,1,1d6,SPROP=+1d6 Fire				FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Living Holocaust	DR:10/-	SR:24		BONUS:STAT|DEX|10	BONUS:STAT|CON|6	BONUS:STAT|INT|4	BONUS:STAT|WIS|6	BONUS:STAT|CHA|4	MONCSKILL:Diplomacy|Hide|Listen|Sense Motive|Spot	CR:13		HITDICEADVANCEMENT:20,35,45		LEGS:0	HANDS:0	SOURCEPAGE:FF	KIT:1|Living Holocaust Stats
Lucent Worm			STARTFEATS:1	SIZE:G	TYPE:Magical Beast	RACETYPE:Magical Beast		MONSTERCLASS:Magical Beast:22	MOVE:Walk,40,Burrow,30,Swim,30	BONUS:COMBAT|AC|18|TYPE=NaturalArmor	NATURALATTACKS:Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,2d8,SPROP=Paralysis				FACE:20	REACH:15	ABILITY:Internal|AUTOMATIC|Race Traits ~ Lucent Worm	DR:15/Magic and Piercing or Slashing		BONUS:STAT|STR|24	BONUS:STAT|DEX|-2	BONUS:STAT|CON|14	BONUS:STAT|INT|-10		BONUS:STAT|CHA|-2	MONCSKILL:Hide|Swim	CR:17	KIT:1|TN	HITDICEADVANCEMENT:32,55		LEGS:0	HANDS:0	SOURCEPAGE:FF	KIT:1|Lucent Worm Stats
Maelephant			STARTFEATS:1	SIZE:L	TYPE:Outsider	RACETYPE:Outsider	RACESUBTYPE:Evil|Extraplanar|Lawful	MONSTERCLASS:Outsider:8	MOVE:Walk,30	BONUS:COMBAT|AC|11|TYPE=NaturalArmor	NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Reach,*2,1d6|Trunk-Spike,Weapon.Natural.Finesseable.Melee.Piercing,*1,2d6				FACE:10	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Maelephant	DR:10/Magic	SR:17	BONUS:STAT|STR|12		BONUS:STAT|CON|6	BONUS:STAT|INT|4	BONUS:STAT|WIS|8	BONUS:STAT|CHA|4	MONCSKILL:Appraise|Balance|Concentration|Diplomacy|Jump|TYPE.Knowledge|Listen|Search|Sense Motive|Spellcraft|Spot|Survival	CR:10	KIT:1|LE	HITDICEADVANCEMENT:16,24		LEGS:2	HANDS:2	SOURCEPAGE:FF	KIT:1|Maelephant Stats
Maug			STARTFEATS:1	SIZE:L	TYPE:Construct	RACETYPE:Construct	RACESUBTYPE:Extraplanar	MONSTERCLASS:Maug:2	MOVE:Walk,40	BONUS:COMBAT|AC|7|TYPE=NaturalArmor	NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*1,1d8				FACE:10	REACH:10	ABILITY:Internal|AUTOMATIC|Race Traits ~ Maug		SR:14	BONUS:STAT|STR|10	BONUS:STAT|DEX|4		BONUS:STAT|INT|2		BONUS:STAT|CHA|2	MONCSKILL:Craft (Blacksmithing)|Craft (Stonemasonry)|Intimidate|Knowledge (Architecture and Engineering)|Listen|Profession (Siege Engineer)|Profession (Soldier)|Spot|Survival	CR:3	KIT:1|LN		LEVELADJUSTMENT:3	LEGS:2	HANDS:2	SOURCEPAGE:FF	KIT:1|Maug Stats
Maulgoth			STARTFEATS:1	SIZE:H	TYPE:Aberration	RACETYPE:Aberration	RACESUBTYPE:Earth	MONSTERCLASS:Aberration:20	MOVE:Walk,60,Burrow,60,Climb,60	BONUS:COMBAT|AC|24|TYPE=NaturalArmor	NATURALATTACKS:Tentacle,Weapon.Natural.Finesseable.Melee.Bludgeoning.Slashing,*4,2d6|Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,2d8				FACE:15	REACH:15	ABILITY:Internal|AUTOMATIC|Race Traits ~ Maulgoth	DR:10/Magic and Adamantine	SR:37	BONUS:STAT|STR|18	BONUS:STAT|DEX|14	BONUS:STAT|CON|16	BONUS:STAT|INT|6	BONUS:STAT|WIS|6	BONUS:STAT|CHA|8	MONCSKILL:Concentration|Hide|Jump|Listen|Move Silently|Spot	CR:17	KIT:1|NE	HITDICEADVANCEMENT:20,40,60		LEGS:4	HANDS:0	SOURCEPAGE:FF	KIT:1|Maulgoth Stats
Megatherium			STARTFEATS:1	SIZE:H	TYPE:Animal	RACETYPE:Animal		MONSTERCLASS:Animal:13	MOVE:Walk,40	BONUS:COMBAT|AC|15|TYPE=NaturalArmor	NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Reach,*2,2d4|Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,2d6				FACE:15	REACH:10	ABILITY:Internal|AUTOMATIC|Race Traits ~ Megatherium			BONUS:STAT|STR|16	BONUS:STAT|DEX|2	BONUS:STAT|CON|14	BONUS:STAT|INT|-8	BONUS:STAT|WIS|2	BONUS:STAT|CHA|-2	MONCSKILL:Listen|Spot	CR:8	KIT:1|TN	HITDICEADVANCEMENT:16,26		LEGS:4	HANDS:0	SOURCEPAGE:FF	KIT:1|Megatherium Stats
Mongrelfolk		FAVCLASS:Rogue	STARTFEATS:1	SIZE:M	TYPE:Humanoid	RACETYPE:Humanoid	RACESUBTYPE:Mongrelfolk	MONSTERCLASS:Humanoid:1	MOVE:Walk,30						FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Mongrelfolk					BONUS:STAT|CON|4	BONUS:STAT|INT|-2		BONUS:STAT|CHA|-4	MONCSKILL:Hide|Sleight of Hand	CR:1/3			LEVELADJUSTMENT:0	LEGS:2	HANDS:0	SOURCEPAGE:FF	KIT:1|Mongrelfolk Stats
Necrophidius				SIZE:M	TYPE:Construct	RACETYPE:Construct		MONSTERCLASS:Construct (Mindless):2	MOVE:Walk,30,Climb,10	BONUS:COMBAT|AC|5|TYPE=NaturalArmor	NATURALATTACKS:Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,1d6,SPROP=Paralysis				FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Necrophidius			BONUS:STAT|STR|2	BONUS:STAT|DEX|6				BONUS:STAT|CHA|2	MONCSKILL:Climb|Hide|Move Silently	CR:2	KIT:1|TN	HITDICEADVANCEMENT:5,6		LEGS:0	HANDS:0	SOURCEPAGE:FF	KIT:1|Necrophidius Stats
Nerra (Kalareem)		FAVCLASS:Fighter	STARTFEATS:1	SIZE:M	TYPE:Outsider	RACETYPE:Outsider	RACESUBTYPE:Extraplanar	MONSTERCLASS:Outsider:3	MOVE:Walk,30	BONUS:COMBAT|AC|5|TYPE=NaturalArmor					FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Nerra (Kalareem)		SR:15	BONUS:STAT|STR|2	BONUS:STAT|DEX|6	BONUS:STAT|CON|4		BONUS:STAT|WIS|4	BONUS:STAT|CHA|2	MONCSKILL:Bluff|Diplomacy|Hide|Intimidate|TYPE.Knowledge|Listen|Move Silently|Sense Motive|Spot	CR:3	KIT:1|TN		LEVELADJUSTMENT:6	LEGS:2	HANDS:2	SOURCEPAGE:FF	KIT:1|Nerra (Kalareem) Stats
