SOURCELONG:Savage Species 3.0	SOURCESHORT:SS30	SOURCEWEB:http://www.gozzilioni.net																															
																																	
# Ability Name	CATEGORY:	TYPE:	VISIBLE:	Special ABility					Define					Bonus					Stackable?	Multiple?	Choose	select										Source Page	
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.YuanTiCultistClassFeatures.SpecialQuality	VISIBLE:YES	DESC:A yuan-ti cultist is proficient with all simple weapons and with shields. Otherwise, a cultist neither gains nor loses any weapon, armor, or shield proficiency by gaining levels in this class.	KEY:Yuan-Ti Cultist ~ Weapon and Armor Proficiency																		ABILITY:Internal|AUTOMATIC|TYPE=WeaponProfSimple		ABILITY:Internal|AUTOMATIC|TYPE=ShieldProf						SORTKEY:Class_Yuan_Ti_Cultist	SOURCEPAGE:SS30	
Spellcasting	CATEGORY:Special Ability	TYPE:ClassFeatures.YuanTiCultistClassFeatures.SpecialQuality	VISIBLE:YES	DESC:A yuan-ti cultist continues training in magic. Thus, when a new yuan-ti cultist level is gained, the character gains new spells known and spells per day as if he had also gained a level in a divine spellcasting class he belonged to before he added the prestige class. He does not, however, gain any other benefit a character of that class would have gained (improved chance of turning or rebuking undead, metamagic or item creation feats, and so on). This essentially means that he adds the level of yuan-ti cultist to the level of some other spellcasting class the character has, then determines spells per day, spells known, and caster level accordingly.	KEY:Yuan-Ti Cultist ~ Spellcasting																										SORTKEY:Class_Yuan_Ti_Cultist	SOURCEPAGE:SS30	
Outer Circle	CATEGORY:Special Ability	TYPE:ClassFeatures.YuanTiCultistClassFeatures.SpecialQuality	VISIBLE:YES	DESC:A yuan-ti cultist enters the service of Merrshaulk and learns some of the secrets of the cult. He gains a +2 circumstance bonus on Diplomacy and Intimidate checks when dealing with yuan-ti not of the temple hierarchy and a +2 circumstance bonus on Knowledge (religion) checks dealing with the worship of Merrshaulk. In addition, the yuan-ti cultist learns the secret of brewing the dreadful mixture that transforms humans into tainted ones or broodguards (see Yuan-Ti in Chapter 10: Templates) The mixture requires the venom of a halfblood or pureblood yuan-ti	KEY:Yuan-Ti Cultist ~ Outer Circle																										SORTKEY:Class_Yuan_Ti_Cultist	SOURCEPAGE:SS30	
Spit Poison	CATEGORY:Special Ability	TYPE:ClassFeatures.YuanTiCultistClassFeatures.SpecialQuality	VISIBLE:YES	DESC:A yuan-ti cultist can spit his poison (if he has a poison attack) in a 10-foot cone.	KEY:Yuan-Ti Cultist ~ Spit Poison																										SORTKEY:Class_Yuan_Ti_Cultist	SOURCEPAGE:SS30	
Suffering Prestige Domain	CATEGORY:Special Ability	TYPE:ClassFeatures.YuanTiCultistClassFeatures.SpecialQuality	VISIBLE:YES	DESC:At 2nd level, a yuan-ti cultist gains access to the Suffering prestige domain. This allows the cultist access to a third domain's spells and immediately give him the domain's granted power, as set out in the accompanying sidebar.	KEY:Yuan-Ti Cultist ~ Suffering Prestige Domain																										SORTKEY:Class_Yuan_Ti_Cultist	SOURCEPAGE:SS30	
Sticks to Snakes	CATEGORY:Special Ability	TYPE:ClassFeatures.YuanTiCultistClassFeatures.SpecialAttack.SpellLike	VISIBLE:YES	DESC:At 2nd level, a yuan-ti cultist gains the ability to transform inert pieces of wood, such as arrows, torches, or staffs, into snakes. Once per day, he can transform 1d4 sticks + 1 per class level (including cleric levels) within medium range (100 feet + 10 feet/ level). These cannot be enchanted items. Unattended items get no saving throw, while those in a creature's possession get a Will save. Sticks of 2 feet or less in length become Tiny vipers; those longer than 2 and shorter than 4 feet in length become Small snakes, while those longer than 4 and up to 6 feet long become Medium-size. Transforming a Large weapon, such as a longspear, or sticks of a like size into a Large viper counts as creating two snakes for each such item. Items of Huge or larger size cannot be so transformed. The effect's duration is 2 rounds per class level (%1 rounds).|StickToSnakesDuration	KEY:Yuan-Ti Cultist ~ Sticks to Snakes				DEFINE:StickToSnakesDuration|0					BONUS:VAR|StickToSnakesDuration|YuanTiCultistLVL																	SORTKEY:Class_Yuan_Ti_Cultist	SOURCEPAGE:SS30	
Third Circle	CATEGORY:Special Ability	TYPE:ClassFeatures.YuanTiCultistClassFeatures.SpecialQuality	VISIBLE:YES	DESC:At 3rd level, a yuan-ti cultist advances to the next rank in service to Merrshaulk. The circumstance bonus on Diplomacy and Intimidate checks when dealing with other yuan-ti and on Knowledge (religion) checks rises to +4.	KEY:Yuan-Ti Cultist ~ Third Circle																										SORTKEY:Class_Yuan_Ti_Cultist	SOURCEPAGE:SS30	
Snake Darts	CATEGORY:Special Ability	TYPE:ClassFeatures.YuanTiCultistClassFeatures.SpecialAttack.SpellLike	VISIBLE:YES	DESC:On ascending to 3rd level, the cultist undergoes ritual tattooing of snakes on his forearms or (if he does not possess arms) on legs, snakes, or tail as appropriate. %1/day as a standard action, the cultist can launch these tattoos against opponents within medium range (100 feet + 10 feet/level). The snakes seek out their target(s) with unerring accuracy, hitting automatically. The target takes 2d6 points of damage from the impact and must succeed on a Fortitude saving throw (DC 10 + yuan-ti cultist's level + yuan-ti cultist's Con modifier, %2) as the snakes' venom takes effect. Primary and secondary damage is 1d6 Constitution. On the following round the snakes fly back to the cultist. Before the spell can be cast again, the cultist must swallow the living snakes, which causes the tattoos to reappear on his arms. Swallowing the snakes is a standard action that causes the cultist no harm.|SnakeDartsTimes|SnakeDartsDC	KEY:Yuan-Ti Cultist ~ Snake Darts				DEFINE:SnakeDartsTimes|0	DEFINE:SnakeDartsDC|0				BONUS:VAR|SnakeDartsDC|10+YuanTiCultistLVL+CON	BONUS:VAR|SnakeDartsDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Snake Darts)	BONUS:VAR|SnakeDartsTimes|3							ABILITY:Ability Focus|AUTOMATIC|Snake Darts								SORTKEY:Class_Yuan_Ti_Cultist	SOURCEPAGE:SS30	
Psionic Focus	CATEGORY:Special Ability	TYPE:ClassFeatures.YuanTiCultistClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:At 4th level, a yuan-ti cultist's psionic ability becomes more focused. He adds +2 to the DC for all saving throws against his innate psionic powers.	KEY:Yuan-Ti Cultist ~ Psionic Focus																										SORTKEY:Class_Yuan_Ti_Cultist	SOURCEPAGE:SS30	
Chant of Pain	CATEGORY:Special Ability	TYPE:ClassFeatures.YuanTiCultistClassFeatures.SpecialQuality.PsiLike	VISIBLE:YES	DESC:At 4th level, a yuan-ti cultist expands his inherent psionic ability and learns to focus it on the ceremonies of pain. At will as a full-round action, he can dance and chant in a sinuous sacrament to deal 3d6 points of damage to one living creature within 60 feet. A successful Will save (DC 10 + yuan-ti cultist's class level + yuan-ti cultist's Wis modifier, %1) halves the damage. This ability has no effect on beings that are immune to mind-affecting effects, such as oozes and plants.|ChantOfPainDC	KEY:Yuan-Ti Cultist ~ Chant of Pain				DEFINE:ChantOfPainDC|0					BONUS:VAR|ChantOfPainDC|10+YuanTiCultistLVL+WIS	BONUS:VAR|ChantOfPainDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Chant of Pain)								ABILITY:Ability Focus|AUTOMATIC|Chant of Pain								SORTKEY:Class_Yuan_Ti_Cultist	SOURCEPAGE:SS30	
Second Circle	CATEGORY:Special Ability	TYPE:ClassFeatures.YuanTiCultistClassFeatures.SpecialQuality	VISIBLE:YES	DESC:At 5th level, a yuan-ti cultist advances to a senior rank in service within the cult. The circumstance bonus on Diplomacy and Intimidate checks when dealing with other yuan-ti and on Knowledge (religion) checks rises to +6. In addition, if the cultist is a halfblood, he undergoes a painful, night-long ritual that transforms him into a humanheaded abomination (abominations form the leadership within the temple hierarchy). If he is already an abomination but does not have a human head, this ceremony transforms him into that form. This ceremony requires the participation of at least six abominations of the Inner Circle. Finally, at this level the cultist learns the secret of transforming a tainted one into a pureblood yuan-ti. This involves brewing a more potent version of the infusion that transforms humans into tainted ones (Craft [alchemy] DC 30, raw materials cost 100 gp). In addition, at least three yuan-ti cultists of the Second Circle must preside over the ceremony, which lasts 1 hour. If the creature does not desire the transformation, he must succeed on a Fortitude save (DC 10 + yuan-ti cultist's class level + yuan-ti cultist's Con modifier). On a failure, he lapses into a coma and dies within 1 hour unless revived with a delay poison or neutralize poison spell. tion but does not have a human head, this ceremony transforms him into that form. This ceremony requires the participation of at least six abominations of the Inner Circle. Finally, at this level the cultist learns the secret of transforming a tainted one into a pureblood yuan-ti. This involves brewing a more potent version of the infusion that transforms humans into tainted ones (Craft [alchemy] DC 30, raw materials cost 100 gp). In addition, at least three yuan-ti cultists of the Second Circle must preside over the ceremony, which lasts 1 hour. If the creature does not desire the transformation, he must succeed on a Fortitude save (DC 10 + yuan-ti cultist's class level + yuan-ti cultist's Con modifier). On a failure, he lapses into a coma and dies within 1 hour unless revived with a delay poison or neutralize poison spell.	KEY:Yuan-Ti Cultist ~ Second Circle																										SORTKEY:Class_Yuan_Ti_Cultist	SOURCEPAGE:SS30	
Greater Psionic Focus	CATEGORY:Special Ability	TYPE:ClassFeatures.YuanTiCultistClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:At 6th level, a yuan-ti cultist further refines his psionic abilities. He adds +4 to the DC for all saving throws against his innate psionic powers. This overlaps (does not stack with) the bonus granted by the psionic focus ability.	KEY:Yuan-Ti Cultist ~ Greater Psionic Focus																										SORTKEY:Class_Yuan_Ti_Cultist	SOURCEPAGE:SS30	
Chant of Agony	CATEGORY:Special Ability	TYPE:ClassFeatures.YuanTiCultistClassFeatures.SpecialQuality.PsiLike	VISIBLE:YES	DESC:At 6th level, a yuan-ti cultist becomes a master of pain. Three times per day as a full-round action, he can dance and chant to deal 9d6 points of damage to one living creature within 60 feet. A successful Will save (DC 10 + yuan-ti cultist's class level + yuan-ti cultist's Wis modifier,%1) halves the damage. This ability has no effect on beings that are immune to mind-affecting effects, such as oozes and plants.|ChantOfAgonyDC	KEY:Yuan-Ti Cultist ~ Chant of Agony				DEFINE:ChantOfAgonyDC|0					BONUS:VAR|ChantOfAgonyDC|10+YuanTiCultistLVL+WIS	BONUS:VAR|ChantOfAgonyDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Chant of Agony)								ABILITY:Ability Focus|AUTOMATIC|Chant of Agony								SORTKEY:Class_Yuan_Ti_Cultist	SOURCEPAGE:SS30	
First Circle	CATEGORY:Special Ability	TYPE:ClassFeatures.YuanTiCultistClassFeatures.SpecialQuality	VISIBLE:YES	DESC:At 7th level, a yuan-ti cultist advances to a more senior rank within the cult. The circumstance bonus on Diplomacy and Intimidate checks when dealing with other yuan-ti and on Knowledge (religion) checks rises to +8. In addition, the cultist's poison becomes more virulent. He gains Virulent Poison as a bonus feat. Finally, at this rank the cultist learns the secret of transforming a pureblood yuan-ti into a halfblood. This involves brewing a more potent version of the infusion that transforms humans into tainted ones (Craft [alchemy] DC 35, raw materials cost 500 gp). In addition, at least three yuan-ti cultists of the Inner Circle must preside over the ceremony, which lasts 6 hours. If the creature does not desire the transformation, he must succeed on a Fortitude save (DC 10 + yuan-ti cultist's class level + yuan-ti cultist's Con modifier). On a failure, he lapses into a coma and dies in 1 hour unless revived with a delay poison or neutralize poison spell.	KEY:Yuan-Ti Cultist ~ First Circle																		ABILITY:FEAT|AUTOMATIC|Virulent Poison								SORTKEY:Class_Yuan_Ti_Cultist	SOURCEPAGE:SS30	
Unhallow	CATEGORY:Special Ability	TYPE:ClassFeatures.YuanTiCultistClassFeatures.SpecialAttack.SpellLike	VISIBLE:YES	DESC:At 7th level, a yuan-ti cultist gains the ability to use unhallow once per week as the spell cast by a cleric of his class level (including cleric levels). He does not require the normal material components to use this ability, but he must still expend herbs, oils, and incense worth 500 gp per level of any spells tied to the unhallow area.	KEY:Yuan-Ti Cultist ~ Unhallow																		SPELLS:Innate|TIMES=1|TIMEUNIT=Week|CASTERLEVEL=YuanTiCultistLVL+ClericLVL|Unhallow								SORTKEY:Class_Yuan_Ti_Cultist	SOURCEPAGE:SS30	
Command Reptiles	CATEGORY:Special Ability	TYPE:ClassFeatures.YuanTiCultistClassFeatures.SpecialAttack.SpellLike	VISIBLE:YES	DESC:At 8th level, a yuan-ti cultist is able to mentally command all snakes and reptilian animals within 30 feet at will. This resembles dominate animal cast by a cleric of his class level (including cleric levels).	KEY:Yuan-Ti Cultist ~ Command Reptiles																		SPELLS:Innate|TIMES=1|CASTERLEVEL=YuanTiCultistLVL+ClericLVL|Dominate Animal ~ Reptiles only								SORTKEY:Class_Yuan_Ti_Cultist	SOURCEPAGE:SS30	
Chant of Death	CATEGORY:Special Ability	TYPE:ClassFeatures.YuanTiCultistClassFeatures.SpecialQuality.PsiLike	VISIBLE:YES	DESC:At 8th level, a yuan-ti cultist can perform a ritual of sacrifice to Merrshaulk. Once per day as a full-round action, he can dance and chant to slay one living creature within 60 feet. With a successful Will save (DC 10 + yuan-ti cultist's class level + yuan-ti cultist's Wis modifier, %1), the creature instead takes 6d6 points of damage. This ability has no effect on beings that are immune to mind-affecting effects, such as oozes and plants.|ChantOfDeathDC	KEY:Yuan-Ti Cultist ~ Chant of Death				DEFINE:ChantOfDeathDC|0					BONUS:VAR|ChantOfDeathDC|10+YuanTiCultistLVL+WIS	BONUS:VAR|ChantOfDeathDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Chant of Death)								ABILITY:Ability Focus|AUTOMATIC|Chant of Death								SORTKEY:Class_Yuan_Ti_Cultist	SOURCEPAGE:SS30	
Inner Circle	CATEGORY:Special Ability	TYPE:ClassFeatures.YuanTiCultistClassFeatures.SpecialQuality	VISIBLE:YES	DESC:At 9th level, a yuan-ti cultist ascends to the highest tier of mortal power within the cult. The circumstance bonus on Diplomacy and Intimidate checks when dealing with other yuan-ti and on Knowledge (religion) checks rises to +10. In addition, the cultist's poison becomes even more dangerous. He gains Deadly Poison as a bonus feat. Finally, at this level the cultist learns the secret of transforming a halfblood yuan-ti into an abomination. He must join at least five other cultists of the Inner Circle to perform the day-long ceremony. One cultist casts polymorph  other on the creature to be transformed, while the others chant and pray. The creature must receive six doses of the tincture that transforms a pureblood into a halfblood, one every 4 hours. If the creature does not desire the transformation, he must succeed on a Fortitude save (DC 10 + yuanti cultist's class level + yuan-ti cultist's Con modifier). On a failure, he dies instantly.	KEY:Yuan-Ti Cultist ~ Inner Circle																		ABILITY:FEAT|AUTOMATIC|Deadly Poison								SORTKEY:Class_Yuan_Ti_Cultist	SOURCEPAGE:SS30	
Unholy Aura	CATEGORY:Special Ability	TYPE:ClassFeatures.YuanTiCultistClassFeatures.SpecialAttack.SpellLike	VISIBLE:YES	DESC:At 9th level, a yuan-ti cultist can use unholy aura once per day, as the spell cast by a cleric of his class level (including cleric levels).	KEY:Yuan-Ti Cultist ~ Unholy Aura																		SPELLS:Innate|TIMES=1|CASTERLEVEL=YuanTiCultistLVL+ClericLVL|Unholy Aura								SORTKEY:Class_Yuan_Ti_Cultist	SOURCEPAGE:SS30	
Voice of Merrshaulk	CATEGORY:Special Ability	TYPE:ClassFeatures.YuanTiCultistClassFeatures.SpecialQuality	VISIBLE:YES	DESC:On reaching 10th level, a yuan-ti cultist attains the pinnacle of his career, transcending his mortal essence to become an emissary of Merrshaulk. His type changes to outsider, but he can be raised from the dead if willing. He gains spell resistance equal to 20 + his Wisdom modifier. In addition, the Voice of Merrshaulk gains the supernatural ability to communicate telepathically with any other creature within 100 feet that has a language. He can also command other yuan-ti at will, as dominate monster cast as a divine spell by a cleric of the cultist's class level (including cleric levels). This is a spell-like, mind-affecting compulsion effect.	KEY:Yuan-Ti Cultist ~ Voice of Merrshaulk									BONUS:VAR|TelepathyRange|100									SPELLS:Innate|TIMES=1|CASTERLEVEL=YuanTiCultistLVL+ClericLVL|Dominate Monster	TEMPLATE:Voice of Merrshaulk									
