SOURCELONG:Monster Manual 3	SOURCESHORT:MM3	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2004-09																																
																																			
# Race Name	Output Name	Favored Class	STARTFEATS:	SIZE:	MOVE:	RACETYPE:	RACESUBTYPE:	MONSTERCLASS:	MOVE:	BONUS:COMBAT|AC|	NATURALATTACKS:				FACE:	REACH:	ABILITY:Internal|AUTOMATIC|Race Traits ~ 			Stat bonus						MONCSKILL:	CR:	KIT:1|	HITDICEADVANCEMENT:	LEVELADJUSTMENT:	LEGS:	HANDS:	SOURCEPAGE:MM3	KIT:1|	
Mindshredder (Larva)			STARTFEATS:1	SIZE:S	TYPE:Aberration	RACETYPE:Aberration		MONSTERCLASS:Aberration:2	MOVE:Walk,30	BONUS:COMBAT|AC|2|TYPE=NaturalArmor	NATURALATTACKS:Tentacle,Weapon.Natural.Finesseable.Melee.Bludgeoning.Slashing,*2,1d6				FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Mindshredder (Larva)				BONUS:STAT|DEX|2	BONUS:STAT|CON|4	BONUS:STAT|INT|-4	BONUS:STAT|WIS|2	BONUS:STAT|CHA|-4	MONCSKILL:Hide|Move Silently	CR:1		HITDICEADVANCEMENT:6		LEGS:4	HANDS:2	SOURCEPAGE:MM3	KIT:1|Mindshredder (Larva) Stats	
Mindshredder (Warrior)			STARTFEATS:1	SIZE:L	TYPE:Aberration	RACETYPE:Aberration		MONSTERCLASS:Aberration:7	MOVE:Walk,30	BONUS:COMBAT|AC|10|TYPE=NaturalArmor	NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d8				FACE:10	REACH:10	ABILITY:Internal|AUTOMATIC|Race Traits ~ Mindshredder (Warrior)			BONUS:STAT|STR|10		BONUS:STAT|CON|6	BONUS:STAT|INT|-4	BONUS:STAT|WIS|2	BONUS:STAT|CHA|-4	MONCSKILL:Jump	CR:4		HITDICEADVANCEMENT:14		LEGS:4	HANDS:2	SOURCEPAGE:MM3	KIT:1|Mindshredder (Warrior) Stats	
Mindshredder (Zenthal)			STARTFEATS:1	SIZE:M	TYPE:Aberration	RACETYPE:Aberration		MONSTERCLASS:Aberration:13	MOVE:Walk,40	BONUS:COMBAT|AC|8|TYPE=NaturalArmor	NATURALATTACKS:Tentacle,Weapon.Natural.Finesseable.Melee.Bludgeoning.Slashing,*2,0				FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Mindshredder (Zenthal)			BONUS:STAT|STR|-2	BONUS:STAT|DEX|6	BONUS:STAT|CON|4	BONUS:STAT|INT|2	BONUS:STAT|WIS|2	BONUS:STAT|CHA|8	MONCSKILL:Concentration|Intimidate|Jump|Listen|Spot	CR:8				LEGS:4	HANDS:2	SOURCEPAGE:MM3	KIT:1|Mindshredder (Zenthal) Stats	
Mivilorn			STARTFEATS:1	SIZE:H	TYPE:Magical Beast	RACETYPE:Magical Beast	RACESUBTYPE:Chaotic|Extraplanar	MONSTERCLASS:Magical Beast:24	MOVE:Walk,40	BONUS:COMBAT|AC|12|TYPE=NaturalArmor	NATURALATTACKS:Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,4d6				FACE:15	REACH:15	ABILITY:Internal|AUTOMATIC|Race Traits ~ Mivilorn	SR:17		BONUS:STAT|STR|20	BONUS:STAT|DEX|2	BONUS:STAT|CON|16	BONUS:STAT|INT|-6	BONUS:STAT|WIS|4		MONCSKILL:Intimidate|Listen|Spot|Survival	CR:11		HITDICEADVANCEMENT:36		LEGS:4	HANDS:0	SOURCEPAGE:MM3	KIT:1|Mivilorn Stats	
Necronaut			STARTFEATS:1	SIZE:G	TYPE:Undead	RACETYPE:Undead	RACESUBTYPE:Chaotic|Evil|Extraplanar	MONSTERCLASS:Undead:32	MOVE:Walk,50	BONUS:COMBAT|AC|20|TYPE=NaturalArmor	NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*4,4d6				FACE:20	REACH:20	ABILITY:Internal|AUTOMATIC|Race Traits ~ Necronaut	SR:25	DR:15/Lawful or Magic	BONUS:STAT|STR|30	BONUS:STAT|DEX|-2		BONUS:STAT|INT|-4	BONUS:STAT|WIS|4	BONUS:STAT|CHA|6	MONCSKILL:Knowledge (The Planes)|Listen|Spot|Survival	CR:14	KIT:1|CE	HITDICEADVANCEMENT:64,96		LEGS:4	HANDS:4	SOURCEPAGE:MM3	KIT:1|Necronaut Stats	
Swarm (Needletooth Swarm)			STARTFEATS:1	SIZE:T	TYPE:Animal	RACETYPE:Animal	RACESUBTYPE:Swarm	MONSTERCLASS:Animal:11	MOVE:Walk,40	BONUS:COMBAT|AC|2|TYPE=NaturalArmor	NATURALATTACKS:Swarm,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,3d6				FACE:10	REACH:0	ABILITY:Internal|AUTOMATIC|Race Traits ~ Swarm (Needletooth Swarm)			BONUS:STAT|STR|-8	BONUS:STAT|DEX|10	BONUS:STAT|CON|4	BONUS:STAT|INT|-8	BONUS:STAT|WIS|2	BONUS:STAT|CHA|-8	MONCSKILL:Hide|Listen|Move Silently|Spot	CR:6				LEGS:2	HANDS:0	SOURCEPAGE:MM3	KIT:1|Swarm (Needletooth Swarm) Stats	
Night Twist			STARTFEATS:1	SIZE:L	TYPE:Plant	RACETYPE:Plant		MONSTERCLASS:Plant:15	MOVE:Walk,10	BONUS:COMBAT|AC|15|TYPE=NaturalArmor	NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*3,2d8				FACE:10	REACH:20	ABILITY:Internal|AUTOMATIC|Race Traits ~ Night Twist		DR:10/Slashing	BONUS:STAT|STR|28	BONUS:STAT|DEX|-4	BONUS:STAT|CON|18	BONUS:STAT|INT|2	BONUS:STAT|WIS|4	BONUS:STAT|CHA|10	MONCSKILL:Hide|Knowledge (Nature)|Listen|Move Silently|Spot|Survival	CR:12	KIT:1|NE	HITDICEADVANCEMENT:25,48		LEGS:0	HANDS:3	SOURCEPAGE:MM3	KIT:1|Night Twist Stats	
Night Twist (Ancient)			STARTFEATS:1	SIZE:H	TYPE:Plant	RACETYPE:Plant		MONSTERCLASS:Plant:25	MOVE:Walk,10	BONUS:COMBAT|AC|26|TYPE=NaturalArmor	NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*6,2d8				FACE:15	REACH:25	ABILITY:Internal|AUTOMATIC|Race Traits ~ Night Twist (Ancient)		DR:15/Slashing	BONUS:STAT|STR|34	BONUS:STAT|DEX|-4	BONUS:STAT|CON|24	BONUS:STAT|INT|2	BONUS:STAT|WIS|6	BONUS:STAT|CHA|12	MONCSKILL:Hide|Knowledge (Nature)|Listen|Move Silently|Spot|Survival	CR:20	KIT:1|NE			LEGS:0	HANDS:3	SOURCEPAGE:MM3	KIT:1|Night Twist (Ancient) Stats	
Nycter		FAVCLASS:Druid	STARTFEATS:1	SIZE:S	TYPE:Monstrous Humanoid	RACETYPE:Monstrous Humanoid		MONSTERCLASS:Monstrous Humanoid:3	MOVE:Walk,20,Fly,40	BONUS:COMBAT|AC|3|TYPE=NaturalArmor	NATURALATTACKS:Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,1d4				FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Nycter			BONUS:STAT|STR|-2	BONUS:STAT|DEX|4			BONUS:STAT|WIS|2	BONUS:STAT|CHA|-2	MONCSKILL:Listen|Spot	CR:2		HITDICEADVANCEMENT:6,12	LEVELADJUSTMENT:2	LEGS:2	HANDS:2	SOURCEPAGE:MM3	KIT:1|Nycter Stats	
Odopi			STARTFEATS:1	SIZE:H	TYPE:Aberration	RACETYPE:Aberration	RACESUBTYPE:Chaotic|Evil|Extraplanar	MONSTERCLASS:Aberration:20	MOVE:Walk,60,Climb,40	BONUS:COMBAT|AC|14|TYPE=NaturalArmor	NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*1,4d6				FACE:15	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Odopi	SR:22	DR:10/Good and Magic	BONUS:STAT|STR|14	BONUS:STAT|DEX|12	BONUS:STAT|CON|14	BONUS:STAT|INT|-4	BONUS:STAT|WIS|12	BONUS:STAT|CHA|6	MONCSKILL:Climb|Jump|Search|Spot|Survival	CR:14	KIT:1|CE	HITDICEADVANCEMENT:29		LEGS:99	HANDS:99	SOURCEPAGE:MM3	KIT:1|Odopi Stats	
Odopi (Elder)			STARTFEATS:1	SIZE:G	TYPE:Aberration	RACETYPE:Aberration	RACESUBTYPE:Chaotic|Evil|Extraplanar	MONSTERCLASS:Aberration:30	MOVE:Walk,80,Climb,60	BONUS:COMBAT|AC|18|TYPE=NaturalArmor	NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*1,6d6				FACE:20	REACH:10	ABILITY:Internal|AUTOMATIC|Race Traits ~ Odopi (Elder)	SR:26	DR:10/Good and Magic	BONUS:STAT|STR|22	BONUS:STAT|DEX|12	BONUS:STAT|CON|18	BONUS:STAT|INT|-4	BONUS:STAT|WIS|12	BONUS:STAT|CHA|6	MONCSKILL:Climb|Jump|Search|Spot|Survival	CR:18	KIT:1|CE	HITDICEADVANCEMENT:40,50		LEGS:99	HANDS:99	SOURCEPAGE:MM3	KIT:1|Odopi (Elder) Stats	
Omnimental			STARTFEATS:1	SIZE:G	TYPE:Elemental	RACETYPE:Elemental	RACESUBTYPE:Air|Earth|Extraplanar|Fire|Water	MONSTERCLASS:Elemental:32	MOVE:Walk,50,Fly,50,Swim,50	BONUS:COMBAT|AC|26|TYPE=NaturalArmor	NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*2,2d8,SPROP=+2d8 fire and +1d8 electricity				FACE:20	REACH:20	ABILITY:Internal|AUTOMATIC|Race Traits ~ Omnimental		DR:10/-	BONUS:STAT|STR|24		BONUS:STAT|CON|18				MONCSKILL:Listen|Spot|Swim	CR:15		HITDICEADVANCEMENT:48,64		LEGS:0	HANDS:2	SOURCEPAGE:MM3	KIT:1|Omnimental Stats	
Otyugh (Lifeleech)			STARTFEATS:1	SIZE:L	TYPE:Aberration	RACETYPE:Aberration		MONSTERCLASS:Aberration:9	MOVE:Walk,40	BONUS:COMBAT|AC|5|TYPE=NaturalArmor	NATURALATTACKS:Tentacle,Weapon.Natural.Finesseable.Melee.Bludgeoning.Slashing,*4,1d8|Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,1d6				FACE:10	REACH:10	ABILITY:Internal|AUTOMATIC|Race Traits ~ Otyugh (Lifeleech)			BONUS:STAT|STR|16	BONUS:STAT|DEX|6	BONUS:STAT|CON|12	BONUS:STAT|INT|-4	BONUS:STAT|WIS|8	BONUS:STAT|CHA|-2	MONCSKILL:Climb|Hide|Jump|Listen|Spot	CR:8		HITDICEADVANCEMENT:12,22		LEGS:4	HANDS:4	SOURCEPAGE:MM3	KIT:1|Otyugh (Lifeleech) Stats	
Petal			STARTFEATS:1	SIZE:T	TYPE:Fey	RACETYPE:Fey		MONSTERCLASS:Fey:1	MOVE:Walk,15,Fly,60						FACE:2,5	REACH:0	ABILITY:Internal|AUTOMATIC|Race Traits ~ Petal		DR:5/Cold Iron	BONUS:STAT|STR|-8	BONUS:STAT|DEX|10	BONUS:STAT|CON|4	BONUS:STAT|INT|4		BONUS:STAT|CHA|8	MONCSKILL:TYPE.Craft|Escape Artist|Hide|Knowledge (Nature)|Listen|Move Silently|Spot|Tumble	CR:1		HITDICEADVANCEMENT:3	LEVELADJUSTMENT:2	LEGS:2	HANDS:2	SOURCEPAGE:MM3	KIT:1|Petal Stats	
Phoelarch			STARTFEATS:1	SIZE:M	TYPE:Monstrous Humanoid	RACETYPE:Monstrous Humanoid	RACESUBTYPE:Fire	MONSTERCLASS:Monstrous Humanoid:7	MOVE:Walk,30	BONUS:COMBAT|AC|2|TYPE=NaturalArmor					FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Phoelarch	SR:18		BONUS:STAT|STR|4	BONUS:STAT|DEX|6	BONUS:STAT|CON|4		BONUS:STAT|WIS|2	BONUS:STAT|CHA|6	MONCSKILL:Concentration|Listen|Spot|survival	CR:6	KIT:1|CG		LEVELADJUSTMENT:5	LEGS:2	HANDS:2	SOURCEPAGE:MM3	KIT:1|Phoelarch Stats	
Phoera			STARTFEATS:1	SIZE:M	TYPE:Magical Beast	RACETYPE:Magical Beast	RACESUBTYPE:Fire	MONSTERCLASS:Magical Beast:3	MOVE:Walk,20,Fly,60	BONUS:COMBAT|AC|3|TYPE=NaturalArmor	NATURALATTACKS:Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,1d6,SPROP=+1d6 fire|Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d4,SPROP=+1d6 fire				FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Phoera			BONUS:STAT|STR|2	BONUS:STAT|DEX|6	BONUS:STAT|CON|2	BONUS:STAT|INT|-8	BONUS:STAT|WIS|2	BONUS:STAT|CHA|4	MONCSKILL:Listen|Spot	CR:3	KIT:1|TN	HITDICEADVANCEMENT:9		LEGS:2	HANDS:2	SOURCEPAGE:MM3	KIT:1|Phoera Stats	
Vazalkyon			STARTFEATS:1	SIZE:M	TYPE:Monstrous Humanoid	RACETYPE:Monstrous Humanoid	RACESUBTYPE:Cold	MONSTERCLASS:Monstrous Humanoid:7	MOVE:Walk,30	BONUS:COMBAT|AC|2|TYPE=NaturalArmor					FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Vazalkyon	SR:18		BONUS:STAT|STR|4	BONUS:STAT|DEX|6	BONUS:STAT|CON|4		BONUS:STAT|WIS|2	BONUS:STAT|CHA|6	MONCSKILL:Concentration|Listen|Spot|survival	CR:6	KIT:1|CG		LEVELADJUSTMENT:5	LEGS:2	HANDS:2	SOURCEPAGE:MM3, p. 122	KIT:1|Vazalkyon Stats	
Vazalka			STARTFEATS:1	SIZE:M	TYPE:Magical Beast	RACETYPE:Magical Beast	RACESUBTYPE:Cold	MONSTERCLASS:Magical Beast:3	MOVE:Walk,20,Fly,60	BONUS:COMBAT|AC|3|TYPE=NaturalArmor	NATURALATTACKS:Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,1d6,SPROP=+1d6 cold|Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d4,SPROP=+1d6 cold				FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Vazalka			BONUS:STAT|STR|2	BONUS:STAT|DEX|6	BONUS:STAT|CON|2	BONUS:STAT|INT|-8	BONUS:STAT|WIS|2	BONUS:STAT|CHA|4	MONCSKILL:Listen|Spot	CR:3	KIT:1|TN	HITDICEADVANCEMENT:9		LEGS:2	HANDS:2	SOURCEPAGE:MM3, p. 122	KIT:1|Vazalka Stats	
Plague Brush			STARTFEATS:1	SIZE:C	TYPE:Plant	RACETYPE:Plant	RACESUBTYPE:Extraplanar	MONSTERCLASS:Plant (Mindless):31	MOVE:Walk,60	BONUS:COMBAT|AC|19|TYPE=NaturalArmor	NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*1,2d8				FACE:30	REACH:30	ABILITY:Internal|AUTOMATIC|Race Traits ~ Plague Brush			BONUS:STAT|STR|24		BONUS:STAT|CON|16					CR:17	KIT:1|TN	HITDICEADVANCEMENT:62		LEGS:0	HANDS:0	SOURCEPAGE:MM3	KIT:1|Plague Brush Stats	
Plague Spewer			STARTFEATS:1	SIZE:H	TYPE:Undead	RACETYPE:Undead		MONSTERCLASS:Undead (Mindless):16	MOVE:Walk,40	BONUS:COMBAT|AC|16|TYPE=NaturalArmor	NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*2,1d8,SPROP=Plague				FACE:15	REACH:15	ABILITY:Internal|AUTOMATIC|Race Traits ~ Plague Spewer		DR:10/Slashing	BONUS:STAT|STR|20	BONUS:STAT|DEX|-2			BONUS:STAT|WIS|2	BONUS:STAT|CHA|6		CR:10	KIT:1|NE	HITDICEADVANCEMENT:32,48		LEGS:2	HANDS:2	SOURCEPAGE:MM3	KIT:1|Plague Spewer Stats	
Protean Scourge			STARTFEATS:1	SIZE:M	TYPE:Monstrous Humanoid	RACETYPE:Monstrous Humanoid	RACESUBTYPE:Shapechanger	MONSTERCLASS:Protean Scourge:13	MOVE:Walk,40,Climb,10	BONUS:COMBAT|AC|10|TYPE=NaturalArmor	NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,2d6|Gore,Weapon.Natural.Finesseable.Melee.Piercing,*1,1d8				FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Protean Scourge	SR:24	DR:10/Silver	BONUS:STAT|STR|10	BONUS:STAT|DEX|6	BONUS:STAT|CON|8	BONUS:STAT|INT|4	BONUS:STAT|WIS|4	BONUS:STAT|CHA|8	MONCSKILL:Bluff|Climb|Concentration|Diplomacy|Disguise|Escape Artist|Gather Information|Intimidate|Listen|Sense Motive|Spot|Use Rope	CR:12	KIT:1|NE			LEGS:2	HANDS:2	SOURCEPAGE:MM3	KIT:1|Protean Scourge Stats	
Quaraphon			STARTFEATS:1	SIZE:L	TYPE:Aberration	RACETYPE:Aberration		MONSTERCLASS:Aberration:9	MOVE:Walk,40	BONUS:COMBAT|AC|7|TYPE=NaturalArmor	NATURALATTACKS:Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,1d8|Hoof,Weapon.Natural.Finesseable.Melee.Bludgeoning,*2,1d6				FACE:10	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Quaraphon			BONUS:STAT|STR|10		BONUS:STAT|CON|2	BONUS:STAT|INT|-4	BONUS:STAT|WIS|4		MONCSKILL:Intimidate|Jump|Listen|Spot|Survival	CR:5			LEVELADJUSTMENT:5	LEGS:4	HANDS:2	SOURCEPAGE:MM3	KIT:1|Quaraphon Stats	
Rage Drake			STARTFEATS:1	SIZE:L	TYPE:Dragon	RACETYPE:Dragon		MONSTERCLASS:Dragon:14	MOVE:Walk,60	BONUS:COMBAT|AC|8|TYPE=NaturalArmor	NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d6|Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,1d8				FACE:10	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Rage Drake			BONUS:STAT|STR|16	BONUS:STAT|DEX|6	BONUS:STAT|CON|12	BONUS:STAT|INT|-6	BONUS:STAT|WIS|2		MONCSKILL:Hide|Jump|Listen|Move Silently|Spot	CR:9		HITDICEADVANCEMENT:28,42		LEGS:2	HANDS:2	SOURCEPAGE:MM3	KIT:1|Rage Drake Stats	
Ragewalker			STARTFEATS:1	SIZE:L	TYPE:Fey	RACETYPE:Fey		MONSTERCLASS:Fey:22	MOVE:Walk,50	BONUS:COMBAT|AC|6|TYPE=NaturalArmor	NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d6				FACE:10	REACH:10	ABILITY:Internal|AUTOMATIC|Race Traits ~ Ragewalker	SR:26	DR:10/Cold Iron	BONUS:STAT|STR|8	BONUS:STAT|DEX|14	BONUS:STAT|CON|8		BONUS:STAT|WIS|4	BONUS:STAT|CHA|14	MONCSKILL:Diplomacy|Hide|Jump|Listen|Move Silently|Sense Motive|Spot	CR:14	KIT:1|NE			LEGS:2	HANDS:2	SOURCEPAGE:MM3	KIT:1|Ragewalker Stats	
Rakshasa (Ak'chazar)			STARTFEATS:1	SIZE:M	TYPE:Outsider	RACETYPE:Outsider	RACESUBTYPE:Native	MONSTERCLASS:Rakshasa (Ak'chazar):17	MOVE:Walk,40,Fly,40	BONUS:COMBAT|AC|13|TYPE=NaturalArmor	NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d4|Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,1d6				FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Rakshasa (Ak'chazar)	SR:31	DR:15/Good and Piercing	BONUS:STAT|STR|4	BONUS:STAT|DEX|10	BONUS:STAT|CON|8	BONUS:STAT|INT|8	BONUS:STAT|WIS|8	BONUS:STAT|CHA|12	MONCSKILL:Bluff|Concentration|Diplomacy|Disguise|Escape Artist|Gather Information|Hide|Intimidate|Knowledge (Arcana)|Knowledge (The Planes)|Listen|Move Silently|Sense Motive|Spellcraft|Spot|Survival|Use Rope	CR:15	KIT:1|LE		LEVELADJUSTMENT:5	LEGS:2	HANDS:2	SOURCEPAGE:MM3	KIT:1|Rakshasa (Ak'chazar) Stats	
Rakshasa (Nazthrune)			STARTFEATS:1	SIZE:M	TYPE:Outsider	RACETYPE:Outsider	RACESUBTYPE:Native	MONSTERCLASS:Outsider:11	MOVE:Walk,40	BONUS:COMBAT|AC|5|TYPE=NaturalArmor	NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d4				FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Rakshasa (Naztharune)	SR:21	DR:15/Good and Piercing	BONUS:STAT|STR|4	BONUS:STAT|DEX|10	BONUS:STAT|CON|8	BONUS:STAT|INT|4		BONUS:STAT|CHA|4	MONCSKILL:Balance|Bluff|Diplomacy|Disguise|Escape Artist|Hide|Intimidate|Jump|Listen|Move Silently|Search|Spot|Survival|Tumble|Use rope	CR:11	KIT:1|LE		LEVELADJUSTMENT:5	LEGS:2	HANDS:2	SOURCEPAGE:MM3	KIT:1|Rakshasa (Naztharune) Stats	
Red Cap			STARTFEATS:1	SIZE:S	TYPE:Fey	RACETYPE:Fey		MONSTERCLASS:Fey:4	MOVE:Walk,30	BONUS:COMBAT|AC|1|TYPE=NaturalArmor					FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Red Cap		DR:5/Cold Iron	BONUS:STAT|STR|4	BONUS:STAT|DEX|2	BONUS:STAT|CON|4		BONUS:STAT|WIS|2	BONUS:STAT|CHA|2	MONCSKILL:Hide|Intimidate|Listen|Move Silently|Spot|Survival	CR:2	KIT:1|CE	HITDICEADVANCEMENT:20	LEVELADJUSTMENT:4	LEGS:2	HANDS:2	SOURCEPAGE:MM3	KIT:1|Red Cap Stats	
Rejkar			STARTFEATS:1	SIZE:L	TYPE:Outsider	RACETYPE:Outsider	RACESUBTYPE:Cold	MONSTERCLASS:Outsider:5	MOVE:Walk,40	BONUS:COMBAT|AC|8|TYPE=NaturalArmor	NATURALATTACKS:Gore,Weapon.Natural.Finesseable.Melee.Piercing,*1,1d8				FACE:10	REACH:10	ABILITY:Internal|AUTOMATIC|Race Traits ~ Rejkar		DR:5/Magic	BONUS:STAT|STR|6		BONUS:STAT|CON|6	BONUS:STAT|INT|10	BONUS:STAT|WIS|4	BONUS:STAT|CHA|4	MONCSKILL:Bluff|Concentration|Craft (Armorsmithing)|Craft (Carpentry)|Craft (Weaponsmithing)|Diplomacy|Disguise|Hide|Intimidate|Listen|Move Silently|Search|Sense Motive|Spot|Survival	CR:5		HITDICEADVANCEMENT:15	LEVELADJUSTMENT:6	LEGS:4	HANDS:0	SOURCEPAGE:MM3	KIT:1|Rejkar Stats	
Roper (Prismatic)			STARTFEATS:1	SIZE:L	TYPE:Aberration	RACETYPE:Aberration		MONSTERCLASS:Aberration:9	MOVE:Walk,10	BONUS:COMBAT|AC|11|TYPE=NaturalArmor	NATURALATTACKS:Tentacle,Weapon.Natural.Finesseable.Melee.Bludgeoning.Slashing,*4,1d6,SPROP=Poison				FACE:10	REACH:20	ABILITY:Internal|AUTOMATIC|Race Traits ~ Roper (Prismatic)			BONUS:STAT|STR|12	BONUS:STAT|DEX|4	BONUS:STAT|CON|6	BONUS:STAT|INT|-6	BONUS:STAT|WIS|2	BONUS:STAT|CHA|4	MONCSKILL:Hide|Listen|Move Silently|Spot	CR:9	KIT:1|TN	HITDICEADVANCEMENT:18,27		LEGS:99	HANDS:4	SOURCEPAGE:MM3	KIT:1|Roper (Prismatic) Stats	
Rot Reaver			STARTFEATS:1	SIZE:M	TYPE:Aberration	RACETYPE:Aberration		MONSTERCLASS:Aberration:10	MOVE:Walk,30,Climb,20	BONUS:COMBAT|AC|7|TYPE=NaturalArmor					FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Rot Reaver			BONUS:STAT|STR|4	BONUS:STAT|DEX|4	BONUS:STAT|CON|4	BONUS:STAT|INT|-4	BONUS:STAT|WIS|2	BONUS:STAT|CHA|6	MONCSKILL:Climb|Listen|Sense Motive|Spot	CR:6		HITDICEADVANCEMENT:20,30		LEGS:2	HANDS:2	SOURCEPAGE:MM3	KIT:1|Rot Reaver Stats	
Rot Reaver (Necrothane)			STARTFEATS:1	SIZE:M	TYPE:Aberration	RACETYPE:Aberration		MONSTERCLASS:Aberration:20	MOVE:Walk,30,Climb,20	BONUS:COMBAT|AC|7|TYPE=NaturalArmor					FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Rot Reaver (Necrothane)			BONUS:STAT|STR|6	BONUS:STAT|DEX|4	BONUS:STAT|CON|8	BONUS:STAT|INT|2	BONUS:STAT|WIS|4	BONUS:STAT|CHA|8	MONCSKILL:Climb|Diplomacy|Listen|Sense Motive|Spot	CR:12				LEGS:2	HANDS:2	SOURCEPAGE:MM3	KIT:1|Rot Reaver (Necrothane) Stats	
Runehound			STARTFEATS:1	SIZE:M	TYPE:Aberration	RACETYPE:Aberration		MONSTERCLASS:Aberration:5	MOVE:Walk,50	BONUS:COMBAT|AC|4|TYPE=NaturalArmor	NATURALATTACKS:Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,2d6				FACE:5	REACH:10	ABILITY:Internal|AUTOMATIC|Race Traits ~ Runehound		DR:5/Silver	BONUS:STAT|STR|10	BONUS:STAT|DEX|4	BONUS:STAT|CON|6	BONUS:STAT|INT|-6	BONUS:STAT|WIS|2	BONUS:STAT|CHA|-2	MONCSKILL:Hide|Move Silently|Spot|Survival|Swim	CR:3	KIT:1|NE	HITDICEADVANCEMENT:9,14		LEGS:4	HANDS:0	SOURCEPAGE:MM3	KIT:1|Runehound Stats	
Salt Mummy			STARTFEATS:1	SIZE:M	TYPE:Undead	RACETYPE:Undead		MONSTERCLASS:Undead:12	MOVE:Walk,30	BONUS:COMBAT|AC|9|TYPE=NaturalArmor	NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*1,2d6,SPROP=Dehydrating Impact				FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Salt Mummy			BONUS:STAT|STR|16	BONUS:STAT|DEX|-2		BONUS:STAT|INT|-4		BONUS:STAT|CHA|6	MONCSKILL:Hide|Listen|Move Silently|Spot	CR:8			LEVELADJUSTMENT:6	LEGS:2	HANDS:2	SOURCEPAGE:MM3	KIT:1|Salt Mummy Stats	
