SOURCELONG:Draconomicon	SOURCESHORT:Drac	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2003-11
#														
# Class Name 1	Hit Dice (HD)	Type (TYPE:)	Abbreviation (ABB)	Max Level (MAXLEVEL)	Source Page (SOURCEPAGE)	Save checks bonus (Fortitude) (BONUS:SAVE)	Save checks bonus (Reflex)	Save checks bonus (Will)	Combat bonus	EXCLASS	CONTIGUOUS	FINE		
# Class Name req	Requirements	FINE												
# Class Name skill	Skill Pts/Lvl (STARTSKILLPTS)	Class Skill (CSKILL)						define class variables (DEFINE:variable|value	FINE		HASSUBSTITUTIONLEVEL	ALLOWBASECLASS		
# Class Name spellcast	Spell Statistic (SPELLSTAT)	Spell type (SPELLTYPE)	Spellbook (SPELLBOOK/MEMORIZE)	knowspell (KNOWNSPELLS)	SPELLLIST	spell level increases (BONUS:CASTERLEVEL)								
#(level number)	ADD:SPELLCASTER o CAST	FEATAUTO proficiency	(FEATAUTO)	(SAB)	(SAB)	(DOMAIN)	(BONUS)			(DEFINE)				
CLASS:Bloodscaled Fury	HD:12	TYPE:Prestige	FACT:Abb|BlF	MAXLEVEL:12	SOURCEPAGE:Drac	BONUS:SAVE|BASE.Fortitude|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:SAVE|BASE.Reflex|classlevel("APPLIEDAS=NONEPIC")/3	BONUS:SAVE|BASE.Will|classlevel("APPLIEDAS=NONEPIC")/3	BONUS:COMBAT|BASEAB|classlevel("APPLIEDAS=NONEPIC")|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,0	FACT:ClassType|Prestige		DEFINE:BloodscaledFuryLVL|0	BONUS:VAR|BloodscaledFuryLVL|CL	EXCLASS:Ex-Bloodscaled Fury	BONUS:VAR|ClassBABGood|classlevel("APPLIEDAS=NONEPIC")|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,1
CLASS:Bloodscaled Fury	PRERACE:1,RACETYPE=Dragon	PREALIGN:CG,CN,CE	PRETOTALAB:22	PRESKILL:1,Intimidate=14	PREABILITY:3,CATEGORY=FEAT,Power Attack,Shock Wave,Windstorm	PREABILITY:1,CATEGORY=Special Ability,TYPE.Rage	PREABILITY:1,CATEGORY=Special Ability,Frightful Presence							
CLASS:Hoardstealer	HD:6	TYPE:Prestige	FACT:Abb|Hrs	MAXLEVEL:10	SOURCEPAGE:Drac	BONUS:SAVE|BASE.Fortitude|classlevel("APPLIEDAS=NONEPIC")/3	BONUS:SAVE|BASE.Reflex|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:SAVE|BASE.Will|classlevel("APPLIEDAS=NONEPIC")/3	BONUS:COMBAT|BASEAB|classlevel("APPLIEDAS=NONEPIC")*3/4|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,0	FACT:ClassType|Prestige		DEFINE:HoardstealerLVL|0	BONUS:VAR|HoardstealerLVL|CL		BONUS:VAR|ClassBABAverage|classlevel("APPLIEDAS=NONEPIC")|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,1
CLASS:Hoardstealer	PREALIGN:NG,TN,NE,CG,CN,CE	PRESKILL:4,Appraise=8,Hide=8,Move Silently=8,Search=8	PRESKILL:3,Disable Device=4,Escape Artist=4,Open Lock=4	PRETEXT:The character must have participated in the location and recovery of a treasure hoard (dragon or otherwise) valued at 5,000 gp or more.										
CLASS:Hoardstealer	STARTSKILLPTS:6	CSKILL:Appraise|Balance|Bluff|Climb|Concentration|Decipher Script|Disable Device|Disguise|Escape Artist|Gather Information|Jump|Open Lock|Search|Swim|Use Magic Device|Use Rope												
CLASS:Hoardstealer	SPELLSTAT:INT	FACT:SpellType|Arcane	SPELLBOOK:YES											
1				ABILITY:Hoardstealer Class Feature|AUTOMATIC|Hoardstealer ~ Weapon and Armor Proficiency|!PREABILITY:1,CATEGORY=ACF,TYPE.HoardstealerProficiencies										
#														
1				ABILITY:Hoardstealer Class Feature|AUTOMATIC|Hoardstealer ~ Spells|!PREABILITY:1,CATEGORY=ACF,TYPE.HoardstealerSpells										
1				ABILITY:Hoardstealer Class Feature|AUTOMATIC|Hoardstealer ~ Darkvision|!PREABILITY:1,CATEGORY=ACF,TYPE.HoardstealerDarkvision										
1				ABILITY:Hoardstealer Class Feature|AUTOMATIC|Hoardstealer ~ Trapfinding|!PREABILITY:1,CATEGORY=ACF,TYPE.HoardstealerTrapfinding										
2				ABILITY:Hoardstealer Class Feature|AUTOMATIC|Hoardstealer ~ Hide from Dragons|!PREABILITY:1,CATEGORY=ACF,TYPE.HoardstealerHideFromDragons										
3				ABILITY:Hoardstealer Class Feature|AUTOMATIC|Hoardstealer ~ Trap Sense|!PREABILITY:1,CATEGORY=ACF,TYPE.HoardstealerTrapSense										
3				ABILITY:Hoardstealer Class Feature|AUTOMATIC|Hoardstealer ~ Deep Pockets|!PREABILITY:1,CATEGORY=ACF,TYPE.HoardstealerDeepPockets										
4				ABILITY:Hoardstealer Class Feature|AUTOMATIC|Hoardstealer ~ Treasure Dowsing|!PREABILITY:1,CATEGORY=ACF,TYPE.HoardstealerTreasureDowsing										
8				ABILITY:Hoardstealer Class Feature|AUTOMATIC|Hoardstealer ~ Skill Mastery|!PREABILITY:1,CATEGORY=ACF,TYPE.HoardstealerSkillMastery										
#														
1	CAST:0,0													
2	CAST:0,1													
3	CAST:0,1,0													
4	CAST:0,1,1													
5	CAST:0,1,1,0													
6	CAST:0,1,1,1													
7	CAST:0,2,1,1,0													
8	CAST:0,2,1,1,1													
9	CAST:0,2,2,1,1													
10	CAST:0,2,2,2,1													
														
CLASS:Initiate of the Draconic Mysteries	HD:8	TYPE:Prestige	FACT:Abb|IDM	MAXLEVEL:10	SOURCEPAGE:Drac	BONUS:SAVE|BASE.Fortitude|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:SAVE|BASE.Reflex|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:SAVE|BASE.Will|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:COMBAT|BASEAB|classlevel("APPLIEDAS=NONEPIC")*3/4|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,0	FACT:ClassType|Prestige		DEFINE:InitiateOfTheDraconicMysteriesLVL|0	BONUS:VAR|InitiateOfTheDraconicMysteriesLVL|CL		BONUS:VAR|ClassBABAverage|classlevel("APPLIEDAS=NONEPIC")|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,1
CLASS:Initiate of the Draconic Mysteries	PREABILITY:3,CATEGORY=FEAT,Alertness,Improved Unarmed Strike,Power Attack	PRESKILL:1,Jump=8	PRESKILL:2,Concentration=6,Knowledge (Arcana)=6	PRESKILL:2,Knowledge (Religion)=4,Tumble=4	PRELANG:1,Draconic									
CLASS:Initiate of the Draconic Mysteries	STARTSKILLPTS:4	CSKILL:Balance|Concentration|Diplomacy|Escape Artist|Heal|Listen|Knowledge (Arcana)|Knowledge (Religion)|Spot|Tumble												
1				ABILITY:Initiate of the Draconic Mysteries Class Feature|AUTOMATIC|Initiate of the Draconic Mysteries ~ Weapon and Armor Proficiency|!PREABILITY:1,CATEGORY=ACF,TYPE.InitiateOfTheDraconicMysteriesProficiencies										
#														
1				ABILITY:Initiate of the Draconic Mysteries Class Feature|AUTOMATIC|Initiate of the Draconic Mysteries ~ Evasion|!PREABILITY:1,CATEGORY=ACF,TYPE.InitiateOfTheDraconicMysteriesEvasion										
2				ABILITY:Initiate of the Draconic Mysteries Class Feature|AUTOMATIC|Initiate of the Draconic Mysteries ~ Claws of the Dragon|!PREABILITY:1,CATEGORY=ACF,TYPE.InitiateOfTheDraconicMysteriesClawsOfTheDragon										
3				ABILITY:Initiate of the Draconic Mysteries Class Feature|AUTOMATIC|Initiate of the Draconic Mysteries ~ Keen Senses|!PREABILITY:1,CATEGORY=ACF,TYPE.InitiateOfTheDraconicMysteriesKeenSenses										
4				ABILITY:Initiate of the Draconic Mysteries Class Feature|AUTOMATIC|Initiate of the Draconic Mysteries ~ Increased Unarmed Damage|!PREABILITY:1,CATEGORY=ACF,TYPE.InitiateOfTheDraconicMysteriesIncreasedUnarmedDamage										
5				ABILITY:Initiate of the Draconic Mysteries Class Feature|AUTOMATIC|Initiate of the Draconic Mysteries ~ Frightful Presence|!PREABILITY:1,CATEGORY=ACF,TYPE.InitiateOfTheDraconicMysteriesFrightfulPresence										
6				ABILITY:Initiate of the Draconic Mysteries Class Feature|AUTOMATIC|Initiate of the Draconic Mysteries ~ Improved Evasion|!PREABILITY:1,CATEGORY=ACF,TYPE.InitiateOfTheDraconicMysteriesImprovedEvasion										
7				ABILITY:Initiate of the Draconic Mysteries Class Feature|AUTOMATIC|Initiate of the Draconic Mysteries ~ Spell Resistance|!PREABILITY:1,CATEGORY=ACF,TYPE.InitiateOfTheDraconicMysteriesSR										
9				ABILITY:Initiate of the Draconic Mysteries Class Feature|AUTOMATIC|Initiate of the Draconic Mysteries ~ Deadly Strike|!PREABILITY:1,CATEGORY=ACF,TYPE.InitiateOfTheDraconicMysteriesDeadlyStrike										
10				ABILITY:Initiate of the Draconic Mysteries Class Feature|AUTOMATIC|Initiate of the Draconic Mysteries ~ Dragon Shape|!PREABILITY:1,CATEGORY=ACF,TYPE.InitiateOfTheDraconicMysteriesDragonShape										
														
CLASS:Platinum Knight	HD:8	TYPE:Prestige	FACT:Abb|PKn	MAXLEVEL:10	SOURCEPAGE:Drac	BONUS:SAVE|BASE.Fortitude|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:SAVE|BASE.Reflex|classlevel("APPLIEDAS=NONEPIC")/3	BONUS:SAVE|BASE.Will|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:COMBAT|BASEAB|classlevel("APPLIEDAS=NONEPIC")|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,0	FACT:ClassType|Prestige		DEFINE:PlatinumKnightLVL|0	BONUS:VAR|PlatinumKnightLVL|CL		BONUS:VAR|ClassBABGood|classlevel("APPLIEDAS=NONEPIC")|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,1
CLASS:Platinum Knight	PREALIGN:LG,NG,CG	PRETOTALAB:5	PREABILITY:1,CATEGORY=FEAT,Dragonfriend	PRESKILL:2,Diplomacy=4,Knowledge (Arcana)=4	PRELANG:1,Draconic									
CLASS:Platinum Knight	STARTSKILLPTS:2	CSKILL:Concentration|Diplomacy|Heal|Intimidate|Knowledge (Arcana)|Ride|Sense Motive												
1				ABILITY:Platinum Knight Class Feature|AUTOMATIC|Platinum Knight ~ Weapon and Armor Proficiency|!PREABILITY:1,CATEGORY=ACF,TYPE.PlatinumKnightProficiencies										
#														
1				ABILITY:Platinum Knight Class Feature|AUTOMATIC|Platinum Knight ~ Smite Evil Dragons|!PREABILITY:1,CATEGORY=ACF,TYPE.PlatinumKnightSmiteEvilDragons										
1				ABILITY:Platinum Knight Class Feature|AUTOMATIC|Platinum Knight ~ Immune to Frightful Presence|!PREABILITY:1,CATEGORY=ACF,TYPE.PlatinumKnightImmuneToFrightfulPresence										
2				ABILITY:Platinum Knight Class Feature|AUTOMATIC|Platinum Knight ~ Spellcasting|!PREABILITY:1,CATEGORY=ACF,TYPE.PlatinumKnightSpellcasting										
3				ABILITY:Platinum Knight Class Feature|AUTOMATIC|Platinum Knight ~ Dragon Scales|!PREABILITY:1,CATEGORY=ACF,TYPE.PlatinumKnightDragonScales										
5				ABILITY:Platinum Knight Class Feature|AUTOMATIC|Platinum Knight ~ Bahamut's Grace|!PREABILITY:1,CATEGORY=ACF,TYPE.PlatinumKnightBahamutSGrace										
9				ABILITY:Platinum Knight Class Feature|AUTOMATIC|Platinum Knight ~ Charisma Bonus|!PREABILITY:1,CATEGORY=ACF,TYPE.PlatinumKnightCharismaBonus										
10				ABILITY:Platinum Knight Class Feature|AUTOMATIC|Platinum Knight ~ True Seeing|!PREABILITY:1,CATEGORY=ACF,TYPE.PlatinumKnightTrueSeeing										
#														
2	ADD:SPELLCASTER|ANY													
4	ADD:SPELLCASTER|ANY													
6	ADD:SPELLCASTER|ANY													
8	ADD:SPELLCASTER|ANY													
10	ADD:SPELLCASTER|ANY													
														
CLASS:Talon of Tiamat	HD:8	TYPE:Prestige	FACT:Abb|ToT	MAXLEVEL:10	SOURCEPAGE:Drac	BONUS:SAVE|BASE.Fortitude|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:SAVE|BASE.Reflex|classlevel("APPLIEDAS=NONEPIC")/3	BONUS:SAVE|BASE.Will|classlevel("APPLIEDAS=NONEPIC")/3	BONUS:COMBAT|BASEAB|classlevel("APPLIEDAS=NONEPIC")*3/4|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,0	FACT:ClassType|Prestige		DEFINE:TalonOfTiamatLVL|0	BONUS:VAR|TalonOfTiamatLVL|CL		BONUS:VAR|ClassBABAverage|classlevel("APPLIEDAS=NONEPIC")|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,1
CLASS:Talon of Tiamat	PREALIGN:LE,NE,CE	PRETOTALAB:4	PREABILITY:1,CATEGORY=FEAT,Dragonthrall	PRESKILL:3,Bluff=4,Intimidate=4,Knowledge (Arcana)=4	PRELANG:1,Draconic									
CLASS:Talon of Tiamat	STARTSKILLPTS:2	CSKILL:Appraise|Bluff|Concentration|Intimidate|Knowledge (Arcana)|Ride|Search|Sense Motive|Spellcraft												
1				ABILITY:Talon of Tiamat Class Feature|AUTOMATIC|Talon of Tiamat ~ Weapon and Armor Proficiency|!PREABILITY:1,CATEGORY=ACF,TYPE.TalonOfTiamatProficiencies										
#														
1				ABILITY:Talon of Tiamat Class Feature|AUTOMATIC|Talon of Tiamat ~ Breath Weapon|!PREABILITY:1,CATEGORY=ACF,TYPE.TalonOfTiamatBreathWeapon										
2				ABILITY:Talon of Tiamat Class Feature|AUTOMATIC|Talon of Tiamat ~ Spellcasting|!PREABILITY:1,CATEGORY=ACF,TYPE.TalonOfTiamatSpellcasting										
2				ABILITY:Talon of Tiamat Class Feature|AUTOMATIC|Talon of Tiamat ~ Voice of the Dragon|!PREABILITY:1,CATEGORY=ACF,TYPE.TalonOfTiamatVoiceOfTheDragon										
4				ABILITY:Talon of Tiamat Class Feature|AUTOMATIC|Talon of Tiamat ~ Keen Senses|!PREABILITY:1,CATEGORY=ACF,TYPE.TalonOfTiamatKeenSenses										
6				ABILITY:Talon of Tiamat Class Feature|AUTOMATIC|Talon of Tiamat ~ Immunities|!PREABILITY:1,CATEGORY=ACF,TYPE.TalonOfTiamatImmunities										
8				ABILITY:Talon of Tiamat Class Feature|AUTOMATIC|Talon of Tiamat ~ Frightful Presence|!PREABILITY:1,CATEGORY=ACF,TYPE.TalonOfTiamatTalonOfTiamat										
10				ABILITY:Talon of Tiamat Class Feature|AUTOMATIC|Talon of Tiamat ~ Dominate Dragon|!PREABILITY:1,CATEGORY=ACF,TYPE.TalonOfTiamatDominateDragon										
#														
2	ADD:SPELLCASTER|ANY													
4	ADD:SPELLCASTER|ANY													
6	ADD:SPELLCASTER|ANY													
8	ADD:SPELLCASTER|ANY													
10	ADD:SPELLCASTER|ANY													
