SOURCELONG:Draconomicon	SOURCESHORT:Drac	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2003-11																															
																																		
# Ability Name	CATEGORY:	TYPE:	VISIBLE:	Special ABility					Define					Bonus					Stackable?	Multiple?	Choose	select										Source Page		
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.UnholyRavagerOfTiamatClassFeatures.SpecialQuality	VISIBLE:YES	DESC:An unholy ravager gains no proficiency with any weapons, armor, or shields.	KEY:Unholy Ravager of Tiamat ~ Weapon and Armor Proficiency																										SORTKEY:Class_Unholy_Ravager_Of_Tiamat	SOURCEPAGE:Drac		
Divine Conversion	CATEGORY:Special Ability	TYPE:ClassFeatures.UnholyRavagerOfTiamatClassFeatures.SpecialQuality	VISIBLE:YES	DESC:At 1st level, an unholy ravager loses any effective sorcerer level it had previously gained by virtue of its age and draconic variety. Its effective divine spellcasting level increases by the number of sorcerer levels it sacrificed, allowing the dragon to cast cleric spells much more effectively. These effective levels apply only to the dragon's spellcasting, not to other class abilities (such as turning undead or wild shape). For example, a very old red dragon/1st-level cleric adopts the unholy ravager of Tiamat prestige class. Its sorcerer caster level of 13th converts into thirteen effective cleric levels in addition to its 1 level of cleric, giving the dragon the spellcasting ability of a 14th-level cleric.	KEY:Unholy Ravager of Tiamat ~ Divine Conversion								ADD:SPELLCASTER|Cleric	BONUS:PCLEVEL|Cleric|DragonSpellcasterLVL-1	BONUS:PCLEVEL|Sorcerer|(-1)*DragonSpellcasterLVL|PREABILITY:1,CATEGORY=Special Ability,TYPE.DragonSpellcasterSorcerer	BONUS:PCLEVEL|Sorcerer/Cleric|(-1)*DragonSpellcasterLVL|PREABILITY:1,CATEGORY=Special Ability,TYPE.DragonSpellcasterSorcererCleric	BONUS:PCLEVEL|Kineticist (Psion)|(-1)*DragonSpellcasterLVL|PREABILITY:1,CATEGORY=Special Ability,TYPE.DragonSpellcasterPsionKineticist	BONUS:PCLEVEL|Telepath (Psion)|(-1)*DragonSpellcasterLVL|PREABILITY:1,CATEGORY=Special Ability,TYPE.DragonSpellcasterPsionTelepath					BONUS:PCLEVEL|Seer (Psion)|(-1)*DragonSpellcasterLVL|PREABILITY:1,CATEGORY=Special Ability,TYPE.DragonSpellcasterPsionClairsentience	BONUS:PCLEVEL|Nomad (Psion)|(-1)*DragonSpellcasterLVL|PREABILITY:1,CATEGORY=Special Ability,TYPE.DragonSpellcasterPsionPsychoportation	BONUS:PCLEVEL|Egoist (Psion)|(-1)*DragonSpellcasterLVL|PREABILITY:1,CATEGORY=Special Ability,TYPE.DragonSpellcasterPsionPsycometabolism	ABILITY:Internal|AUTOMATIC|Cleric Class					SORTKEY:Class_Unholy_Ravager_Of_Tiamat	SOURCEPAGE:Drac		
Smite	CATEGORY:Special Ability	TYPE:ClassFeatures.UnholyRavagerOfTiamatClassFeatures.SpecialAttack	VISIBLE:YES	DESC:An unholy ravager of Tiamat adds its class levels to its cleric levels to determine its bonus on damage when using its smite ability (the granted power of the Destruction domain). At 4th level, 8th level, and 12th level, an unholy ravager can use its smite ability one additional time per day.	KEY:Unholy Ravager of Tiamat ~ Smite									BONUS:VAR|SmiteDamage|UnholyRavagerOfTiamatLVL	BONUS:VAR|Smite|UnholyRavagerOfTiamatLVL/4																SORTKEY:Class_Unholy_Ravager_Of_Tiamat	SOURCEPAGE:Drac		
Spellcasting	CATEGORY:Special Ability	TYPE:ClassFeatures.UnholyRavagerOfTiamatClassFeatures.SpecialQuality	VISIBLE:YES	DESC:From 2nd level on, when a new unholy ravager level is gained, the dragon gains new spells per day as if it had also gained a level in a divine spellcasting class it belonged to before it added the prestige class. It does not, however, gain any other benefit a character of that class would have gained (an improved chance of turning or rebuking undead, wild shape, and so on). This essentially means that the dragon adds the level of unholy ravager to the level of whatever divine spellcasting class the dragon has, then determines spells per day and caster level accordingly. If the dragon had more than one divine spellcasting class before becoming an unholy ravager, the dragon must decide to which class it adds each level of unholy ravager for the purpose of determining spells per day. A very old red dragon/1st-level cleric/2nd-level unholy ravager has the spellcasting ability of a 15th-level cleric: 13 from divine conversion of its sorcerer spellcasting levels, 1 from its single cleric level, and 1 from its two levels in the prestige class. If a dragon advances an age category after taking levels in this class, the added levels of spellcasting ability are added to its effective divine spellcasting level. If the very old red dragon example above lives to be ancient, its spellcasting level would increase by 2, so it would cast spells as a 17th-level cleric.	KEY:Unholy Ravager of Tiamat ~ Spellcasting																										SORTKEY:Class_Unholy_Ravager_Of_Tiamat	SOURCEPAGE:Drac		
Breath Weapon Substitution	CATEGORY:Special Ability	TYPE:ClassFeatures.UnholyRavagerOfTiamatClassFeatures.SpecialAttack.SpellLike	VISIBLE:YES	DESC:2nd-level unholy ravager of Tiamat can use breath weapon substitution at will. However, using this ability increases the number of rounds the dragon must wait before using its breath weapon again by 1 round, as if it were using a metabreath feat.	KEY:Unholy Ravager of Tiamat ~ Breath Weapon Substitution																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=UnholyRavagerOfTiamatLVL|Breath Weapon Substitution								SORTKEY:Class_Unholy_Ravager_Of_Tiamat	SOURCEPAGE:Drac		
Aura of Despair	CATEGORY:Special Ability	TYPE:ClassFeatures.UnholyRavagerOfTiamatClassFeatures.SpecialAttack.Supernatural	VISIBLE:YES	DESC:At 3rd level, an unholy ravager's frightful presence alters slightly. In addition to the fear effect, creatures within the radius of the dragon's frightful presence take a -2 penalty on all saving throws. This penalty is applied before creatures roll their saving throws against the frightful presence effect itself.	KEY:Unholy Ravager of Tiamat ~ Aura of Despair																										SORTKEY:Class_Unholy_Ravager_Of_Tiamat	SOURCEPAGE:Drac		
Profane Blast	CATEGORY:Special Ability	TYPE:ClassFeatures.UnholyRavagerOfTiamatClassFeatures.SpecialAttack.Supernatural	VISIBLE:YES	DESC:At 7th level, an unholy ravager of Tiamat can unleash a narrow blast of raw profane energy from its mouth three times per day. The blast is a ray, requiring a ranged touch attack, with a range of 400 feet + 40 feet per class level. The blast looks and feels like energy of the same type as the dragon's breath weapon. If it hits a target, it deals the same number of dice worth of damage as the dragon's breath weapon, but uses d12s. (So, a great wyrm blue dragon would deal 24d12 points of damage with its profane blast.) The damage it deals results directly from divine power and is therefore not subject to being reduced by protection from energy and similar magic. Each use of this ability counts as a use of the dragon's breath weapon, so it cannot use its breath weapon for 1d4 rounds after issuing a profane blast. An unholy ravager can target a creature behind a wall of force, prismatic wall, or prismatic sphere with its profane blast. The dragon makes a special dispel check, rolling 1d20 + its age category + its class level against a DC of 11 + the effect's caster level. If this check is successful, the effect is instantly negated (all layers in a prismatic effect are destroyed) and the ray goes on to strike the intended target (if the ranged touch attack roll is successful). A profane blast is stopped normally by a sacred warder of Bahamut's sacred shield.	KEY:Unholy Ravager of Tiamat ~ Profane Blast																										SORTKEY:Class_Unholy_Ravager_Of_Tiamat	SOURCEPAGE:Drac		
Mass Profane Blast	CATEGORY:Special Ability	TYPE:ClassFeatures.UnholyRavagerOfTiamatClassFeatures.SpecialAttack.Supernatural	VISIBLE:YES	DESC:At 12th level, an unholy ravager of Tiamat's profane blast occupies the same area as its breath weapon and affects all creatures within that area. The dragon can choose whether to use a ray profane blast or a mass profane blast, and can use both abilities no more than a total of three times per day. If a wall of force or prismatic effect is within the area of a mass profane blast, the dragon makes a special dispel check as described above for each such effect within the area.	KEY:Unholy Ravager of Tiamat ~ Mass Profane Blast																										SORTKEY:Class_Unholy_Ravager_Of_Tiamat	SOURCEPAGE:Drac		
Caster Level Bonus	CATEGORY:Special Ability	TYPE:ClassFeatures.SorcererClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Special: Sorcerers cast some spell at +1 caster level.	KEY:Sorcerer ~ Caster Level Bonus																										SORTKEY:Class_Sorcerer	SOURCEPAGE:Drac		
CATEGORY=Special Ability|Sorcerer ~ Caster Level Bonus.MOD	BONUS:CASTERLEVEL|SPELL.Draconic Might|1																																	
CATEGORY=Special Ability|Sorcerer ~ Caster Level Bonus.MOD	BONUS:CASTERLEVEL|SPELL.Dragon Ally|1																																	
CATEGORY=Special Ability|Sorcerer ~ Caster Level Bonus.MOD	BONUS:CASTERLEVEL|SPELL.Dragon Ally (Greater)|1																																	
CATEGORY=Special Ability|Sorcerer ~ Caster Level Bonus.MOD	BONUS:CASTERLEVEL|SPELL.Dragon Ally (Lesser)|1																																	
CATEGORY=Special Ability|Sorcerer ~ Caster Level Bonus.MOD	BONUS:CASTERLEVEL|SPELL.Dragon Breath|1																																	
CATEGORY=Special Ability|Sorcerer ~ Caster Level Bonus.MOD	BONUS:CASTERLEVEL|SPELL.Dragonskin|1																																	
CATEGORY=Special Ability|Sorcerer ~ Caster Level Bonus.MOD	BONUS:CASTERLEVEL|SPELL.Flight of the Dragon|1																																	
CATEGORY=Special Ability|Sorcerer ~ Caster Level Bonus.MOD	BONUS:CASTERLEVEL|SPELL.Voice of the Dragon|1																																	
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.DracolyteClassFeatures.SpecialQuality	VISIBLE:YES	DESC:A dracolyte gains no proficiency with any weapons, armor, or shields.	KEY:Dracolyte ~ Weapon and Armor Proficiency																										SORTKEY:Class_Dracolyte	SOURCEPAGE:Drac		
Spellcasting	CATEGORY:Special Ability	TYPE:ClassFeatures.DracolyteClassFeatures.SpecialQuality	VISIBLE:YES	DESC:When a new dracolyte level is gained, the character gains new spells per day as if he had also gained a level in a divine spellcasting class he belonged to before he added the prestige class. He does not, however, gain any other benefit a character of that class would have gained (improved chance of controlling or rebuking undead, and so on). This essentially means that the character adds the level of dracolyte to the level of whatever divine spellcasting class the character has, then determines spells per day and caster level accordingly. If a character had more than one divine spellcasting class before he became a dracolyte, he must decide to which class he adds each level of dracolyte for the purpose of determining spells per day.	KEY:Dracolyte ~ Spellcasting																										SORTKEY:Class_Dracolyte	SOURCEPAGE:Drac		
Prestige Domain	CATEGORY:Special Ability	TYPE:ClassFeatures.DracolyteClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 1st level, a dracolyte gains access to a prestige domain based on his alignment. Goodaligned dracolytes (and neutral clerics who channel positive energy) gain access to the Glory prestige domain (and its granted power), while evil-aligned dracolytes (and neutral clerics who channel negative energy) gain access to the Domination prestige domain (and its granted power). Dracolytes who are neither good nor evil (and who don't channel positive or negative energy) can select either of these domains, but once made, the choice can never be altered. The spells associated with the prestige domain can be selected to fill any domain spell slots the dracolyte has available. If the prestige domain is the character's only domain, he gains the ability to cast a domain spell of each spell level to which he has access once per day, in addition to those spells he already casts.	KEY:Dracolyte ~ Prestige Domain																										SORTKEY:Class_Dracolyte	SOURCEPAGE:Drac		
Alertness	CATEGORY:Special Ability	TYPE:ClassFeatures.DracolyteClassFeatures.SpecialQuality	VISIBLE:YES	DESC:At 3rd level, a dracolyte gains Alertness as a bonus feat.	KEY:Dracolyte ~ Alertness																		ABILITY:FEAT|AUTOMATIC|Alertness								SORTKEY:Class_Dracolyte	SOURCEPAGE:Drac		
Foster Dragon	CATEGORY:Special Ability	TYPE:ClassFeatures.DracolyteClassFeatures.SpecialQuality	VISIBLE:YES	DESC:At 5th level, a dracolyte is entrusted with the care of a wyrmling dragon. The kind of dragon is up to the DM, but the dragon's alignment should match the dracolyte's. The wyrmling dragon follows the dracolyte loyally, and will even accompany him on adventures (though it receives no XP and can't attain new levels). If the wyrmling dies, the dracolyte cannot gain any additional dracolyte levels until he receives an atonement spell from another dracolyte or a cleric who worships a draconic deity.	KEY:Dracolyte ~ Foster Dragon									BONUS:VAR|FosterDragonLVL|DracolyteLVL									ABILITY:Internal|AUTOMATIC|Foster Dragon (Base)								SORTKEY:Class_Dracolyte	SOURCEPAGE:Drac		
Immunities	CATEGORY:Special Ability	TYPE:ClassFeatures.DracolyteClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:A 7th-level dracolyte gains immunity to magic sleep and paralysis effects.	KEY:Dracolyte ~ Immunities																		ABILITY:Special Ability|AUTOMATIC|Immunity To Sleep|Immunity to Paralysis								SORTKEY:Class_Dracolyte	SOURCEPAGE:Drac		
Keen Senses	CATEGORY:Special Ability	TYPE:ClassFeatures.DracolyteClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 9th level, a dracolyte gains darkvision out to 60 feet and low-light vision.	KEY:Dracolyte ~ Keen Senses									BONUS:VAR|DarkvisionRange|60|TYPE=Base	BONUS:VAR|HasLowLightVision|1|TYPE=Base																SORTKEY:Class_Dracolyte	SOURCEPAGE:Drac		
Summon Dragon	CATEGORY:Special Ability	TYPE:ClassFeatures.DracolyteClassFeatures.SpecialAttack.SpellLike	VISIBLE:YES	DESC:A 10th-level dracolyte can, as a full-round action, summon a dragon once per day. This ability is similar to a summon monster spell, except that the dracolyte summons an adult dragon of the same kind as the wyrmling dragon entrusted to his care (see above). The summoned dragon remains for 10 rounds and follows the dracolyte's commands.	KEY:Dracolyte ~ Summon Dragon																										SORTKEY:Class_Dracolyte	SOURCEPAGE:Drac		
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.DragonkithClassFeatures.SpecialQuality	VISIBLE:YES	DESC:A dragonkith gains no proficiency with any weapons, armor, or shields.	KEY:Dragonkith ~ Weapon and Armor Proficiency																										SORTKEY:Class_Dragonkith	SOURCEPAGE:Drac		
Scales	CATEGORY:Special Ability	TYPE:ClassFeatures.DragonkithClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:A dragonkith, over time, develops crusty scales the same color as her dragon companion. At 1st level, this protection adds +1 to the natural armor bonus of the dragonkith, and its natural armor bonus improves by an additional +1 every three levels. If the dragonkith already has natural armor as an aspect of its creature kind (and not from a spell or magic item), this bonus stacks with its existing natural armor bonus.	KEY:Dragonkith ~ Scales				DEFINE:ScalesAC|0					BONUS:COMBAT|AC|ScalesAC|TYPE=NaturalArmor.STACK	BONUS:VAR|ScalesAC|(DragonkithLVL+2)/3																SORTKEY:Class_Dragonkith	SOURCEPAGE:Drac		
Telepathic Plea	CATEGORY:Special Ability	TYPE:ClassFeatures.DragonkithClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:Wherever a dragonkith is, its dragon companion can send an instantaneous, telepathic plea for help at any time. No details are provided in the message, other than that the dragon is in danger. This communication does not work both ways (the dragonkith cannot alert the dragon).	KEY:Dragonkith ~ Telepathic Plea																										SORTKEY:Class_Dragonkith	SOURCEPAGE:Drac		
Mighty Attack	CATEGORY:Special Ability	TYPE:ClassFeatures.DragonkithClassFeatures.SpecialAttack.Supernatural	VISIBLE:YES	DESC:At 2nd level, once per day, a dragonkith can call upon its dragon's might to deal an extra 1d6 points of damage on a single attack. The dragonkith must decide before an attack is resolved whether it will use this power. If the attack misses, that use of the mighty attack is wasted. For every three levels beyond 2nd, the damage increases by another 1d6.	KEY:Dragonkith ~ Mighty Attack									BONUS:VAR|MightyAttackTimes|1	BONUS:VAR|MightyAttackDice|(DragonkithLVL+1)/3								ABILITY:Special Ability|AUTOMATIC|Mighty Attack								SORTKEY:Class_Dragonkith	SOURCEPAGE:Drac		
Detect Treasure	CATEGORY:Special Ability	TYPE:ClassFeatures.DragonkithClassFeatures.SpecialAttack.SpellLike	VISIBLE:YES	DESC:Once per day, a dragonkith of 3rd level or higher can use a detect treasure ability. This works like the detect magic spell, except that it senses Medium or smaller objects that are worth more than 100 gp. On the first  round, the dragonkith detects the presence of such objects; on the second round, the power reveals the number of objects and the location of each. In each subsequent round, the dragonkith can make an Appraise check to estimate the value of one object.	KEY:Dragonkith ~ Detect Treasure																										SORTKEY:Class_Dragonkith	SOURCEPAGE:Drac		
Energy Resistance	CATEGORY:Special Ability	TYPE:ClassFeatures.DragonkithClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:A dragonkith develops an ever stronger resistance to the energy associated with its dragon companion's breath weapon. Beginning at 3rd level, it can ignore some damage of the type generated by its dragon companion's breath weapon. This ability applies to sources of the energy type other than the dragon companion's breath weapon. Thus, a dragonkith with a red dragon companion gains resistance to fire 5 at 3rd level, effective against fire from any source. This resistance improves to 10 at 7th level and to 15 at 9th level. In the case of dragons with multiple breath weapons, the dragonkith gains resistance to one type of damaging breath.	KEY:Dragonkith ~ Energy Resistance				DEFINE:EnergyResistanceBonus|0					BONUS:ABILITYPOOL|Dragonkith Resistance|1	BONUS:VAR|EnergyResistanceBonus|5|PREVARGTEQ:DragonkithLVL,3	BONUS:VAR|EnergyResistanceBonus|5|PREVARGTEQ:DragonkithLVL,7	BONUS:VAR|EnergyResistanceBonus|5|PREVARGTEQ:DragonkithLVL,9														SORTKEY:Class_Dragonkith	SOURCEPAGE:Drac		
Telepathic Link	CATEGORY:Special Ability	TYPE:ClassFeatures.DragonkithClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:At 4th level, a dragonkith develops a telepathic link with its companion dragon out to a distance of up to 1 mile. The dragonkith and dragon can communicate telepathically. Because of this link, one has the same connection to an item or place that the other does. For instance, if the dragonkith has seen a room, its dragon companion can teleport into that room as if she had seen it too.	KEY:Dragonkith ~ Telepathic Link																										SORTKEY:Class_Dragonkith	SOURCEPAGE:Drac		
Sorcerous Knack	CATEGORY:Special Ability	TYPE:ClassFeatures.DragonkithClassFeatures.SpecialAttack.SpellLike	VISIBLE:YES	DESC:At 6th level, a dragonkith acquires the ability to cast a single arcane spell once per day as a sorcerer of its class level. The dragonkith must choose a spell known to its dragon companion, and it must have a Charisma score of at least 10 + the spell's level to use the spell by means of the sorcerous knack ability. Once the spell is chosen, that decision can never be changed.	KEY:Dragonkith ~ Sorcerous Knack																										SORTKEY:Class_Dragonkith	SOURCEPAGE:Drac		
Share Spells	CATEGORY:Special Ability	TYPE:ClassFeatures.DragonkithClassFeatures.SpecialAttack.Supernatural	VISIBLE:YES	DESC:At either the dragon's or the dragonkith's option, any spell one casts on itself also affects the other. The two must be touching at the time. If the spell has a duration other than instantaneous, the spell stops affecting them if they move farther than 100 feet apart. The spell's effect will not be restored even if they return to each other before the duration would otherwise have ended. The dragon and dragonkith can share spells even if the spells normally do not affect creatures of their respective types.	KEY:Dragonkith ~ Share Spells																										SORTKEY:Class_Dragonkith	SOURCEPAGE:Drac		
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.DragonriderClassFeatures.SpecialQuality	VISIBLE:YES	DESC:A dragonrider gains proficiency with the lance, longspear, short bow, and all simple weapons. Dragonriders are proficient with light, medium, and heavy armor and with shields.	KEY:Dragonrider ~ Weapon and Armor Proficiency																		ABILITY:Internal|AUTOMATIC|TYPE=WeaponProfSimple|TYPE=WeaponProfDragonrider	ABILITY:Internal|AUTOMATIC|TYPE=ArmorProfHeavy	ABILITY:Internal|AUTOMATIC|TYPE=ShieldProf						SORTKEY:Class_Dragonrider	SOURCEPAGE:Drac		
Dragonriding	CATEGORY:Special Ability	TYPE:ClassFeatures.DragonriderClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:A dragonrider may add his class level as a bonus to any Ride checks made in conjunction with riding a dragon. In addition, any dragon ridden by a dragonrider enjoys maneuverability of one grade better than normal (maximum perfect maneuverability). For instance, an adult green dragon with a dragonrider astride it has average maneuverability rather than poor.	KEY:Dragonrider ~ Dragonriding									BONUS:SITUATION|Ride=Dragon|DragonriderLVL																	SORTKEY:Class_Dragonrider	SOURCEPAGE:Drac		
Immune to Frightful Presence	CATEGORY:Special Ability	TYPE:ClassFeatures.DragonriderClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:While mounted on or within 10 feet of his dragon mount, a dragonrider is immune to the frightful presence of dragons.	KEY:Dragonrider ~ Immune to Frightful Presence																										SORTKEY:Class_Dragonrider	SOURCEPAGE:Drac		
Mounted Spellcasting	CATEGORY:Special Ability	TYPE:ClassFeatures.DragonriderClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:A dragonrider has a +5 bonus on Concentration checks made to cast a spell while riding a mount.	KEY:Dragonrider ~ Mounted Spellcasting									BONUS:SITUATION|Concentration=Cast spell while mounted|5																	SORTKEY:Class_Dragonrider	SOURCEPAGE:Drac		
Bonus Feats	CATEGORY:Special Ability	TYPE:ClassFeatures.DragonriderClassFeatures.SpecialQuality	VISIBLE:YES	DESC:At 3rd level, a dragonrider gains a bonus feat drawn from the following list: Mounted Archery, Ride-By Attack, Spirited Charge, Trample, Weapon Focus (lance), Weapon Specialization (lance). He must meet all the prerequisites for this bonus feat.	KEY:Dragonrider ~ Bonus Feats				DEFINE:DragonriderBonusFeats|0					BONUS:VAR|DragonriderBonusFeats|1	BONUS:ABILITYPOOL|Dragonrider Feat|DragonriderBonusFeats																SORTKEY:Class_Dragonrider	SOURCEPAGE:Drac		
Flyby Attack	CATEGORY:Special Ability	TYPE:ClassFeatures.DragonriderClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:Any dragon mount ridden by a dragonrider of at least 4th level is treated as having the Flyby Attack feat.	KEY:Dragonrider ~ Flyby Attack																										SORTKEY:Class_Dragonrider	SOURCEPAGE:Drac		
Spur Mount	CATEGORY:Special Ability	TYPE:ClassFeatures.DragonriderClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:A 5th-level dragonrider can make a DC 20 Ride check to spur his dragon mount to greater speed. Success on this check increases the dragon's speed (flying and otherwise) by 50%% (round down to the nearest 5-foot increment), for 5 rounds.	KEY:Dragonrider ~ Spur Mount																										SORTKEY:Class_Dragonrider	SOURCEPAGE:Drac		
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.DragonslayerClassFeatures.SpecialQuality	VISIBLE:YES	DESC:A dragonslayer gains proficiency with all simple and martial weapons, with all types of armor, and with shields and tower shields.	KEY:Dragonslayer ~ Weapon and Armor Proficiency																		ABILITY:Internal|AUTOMATIC|TYPE=WeaponProfMartial	ABILITY:Internal|AUTOMATIC|TYPE=ArmorProfHeavy	ABILITY:Internal|AUTOMATIC|TYPE=ShieldProfTower						SORTKEY:Class_Dragonslayer	SOURCEPAGE:Drac		
Spellcasting	CATEGORY:Special Ability	TYPE:ClassFeatures.DragonslayerClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Each time a character attains an oddnumbered dragonslayer level, the character gains new spells per day and spells known as if he had also gained a level in a spellcasting class he belonged to before he added the prestige class. He does not, however, gain any other benefit a character of that class would have gained (improved chance of controlling or rebuking undead, metamagic or item creation feats, and so on). This essentially means that the character adds the level of dragonslayer to the level of whatever spellcasting class the character has, then determines spells per day and caster level accordingly. If a character takes one or more levels in this class before having any levels in a spellcasting class, he does not receive this spellcasting benefit. If he thereafter takes levels in one or more spellcasting classes, he becomes eligible to receive the spellcasting benefit for any level in the dragonslayer class that he has not already attained. For example, a 5th-level fighter/1st-level dragonslayer does not receive the spellcasting benefit for being a 1st-level dragonslayer because he did not belong to a spellcasting class before taking a level in the prestige class. If he then picks up one or more levels of wizard before advancing to 3rd level in the dragonslayer class, he receives the spellcasting benefit of a 3rd-level dragonslayer (when he attains that level) but does not receive the 1st level benefit retroactively.	KEY:Dragonslayer ~ Spellcasting																										SORTKEY:Class_Dragonslayer	SOURCEPAGE:Drac		
Aura of Courage	CATEGORY:Special Ability	TYPE:ClassFeatures.DragonslayerClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:At 1st level, a dragonslayer gains immunity to fear (magical or otherwise). Allies within 10 feet of the dragonslayer gain a +4 morale bonus on saving throws against fear effects.	KEY:Dragonslayer ~ Aura of Courage	DESC:+%1 morale bonus vs Fear|AuraOfCourageBonus			DEFINE:AuraOfCourageBonus|0					BONUS:VAR|AuraOfCourageBonus|4|TYPE=Base									ABILITY:Special Ability|AUTOMATIC|Immunity To Fear								SORTKEY:Class_Dragonslayer	SOURCEPAGE:Drac		
Damage Bonus	CATEGORY:Special Ability	TYPE:ClassFeatures.DragonslayerClassFeatures.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:A dragonslayer gains a bonus on weapon damage rolls against dragons equal to his class level.	KEY:Dragonslayer ~ Damage Bonus	DESC:+%1 bonus weapon damage against dragons|DamageBonus			DEFINE:DamageBonus|0					BONUS:VAR|DamageBonus|DragonslayerLVL																	SORTKEY:Class_Dragonslayer	SOURCEPAGE:Drac		
Overcome Draconic Spell Resistance	CATEGORY:Special Ability	TYPE:ClassFeatures.DragonslayerClassFeatures.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:Beginning at 2nd level, a dragonslayer may add his class level to any caster level checks made to overcome a dragon's spell resistance.	KEY:Dragonslayer ~ Overcome Draconic Spell Resistance																										SORTKEY:Class_Dragonslayer	SOURCEPAGE:Drac		
Damage Reduction	CATEGORY:Special Ability	TYPE:ClassFeatures.DragonslayerClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 3rd level, a dragonslayer gains damage reduction 1/-. This improves to damage reduction 2/- at 6th level, and to damage reduction 3/- at 9th level.	KEY:Dragonslayer ~ Damage Reduction				DEFINE:DragonslayerDR|0					BONUS:VAR|DaragonslayerDR|DragonslayerLVL/3									DR:DragonslayerDR/-								SORTKEY:Class_Dragonslayer	SOURCEPAGE:Drac		
Energy Resistance	CATEGORY:Special Ability	TYPE:ClassFeatures.DragonslayerClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:At 5th level, a dragonslayer gains resistance to acid 5, cold 5, electricity 5, fire 5, and sonic 5. These resistances improve to 10 at 10th level. These resistances don't stack with any other similar effects.	KEY:Dragonslayer ~ Energy Resistance				DEFINE:EnergyResistanceBonus|0					BONUS:VAR|EnergyResistanceBonus|(((DragonslayerLVL)/5)*5)	BONUS:VAR|AcidResistanceBonus,ColdResistanceBonus,ElectricityResistanceBonus,FireResistanceBonus,SonicResistanceBonus|EnergyResistanceBonus|TYPE=Resistance								ABILITY:Special Ability|AUTOMATIC|Resistance to Acid|Resistance to Cold|Resistance to Electricity|Resistance to Fire|Resistance to Sonic								SORTKEY:Class_Dragonslayer	SOURCEPAGE:Drac		
Lightning Reflexes	CATEGORY:Special Ability	TYPE:ClassFeatures.DragonslayerClassFeatures.SpecialQuality	VISIBLE:YES	DESC:A dragonslayer gains Lightning Reflexes as a bonus feat at 6th level.	KEY:Dragonslayer ~ Lightning Reflexes																		ABILITY:FEAT|AUTOMATIC|Lightning Reflexes								SORTKEY:Class_Dragonslayer	SOURCEPAGE:Drac		
Improved Critical	CATEGORY:Special Ability	TYPE:ClassFeatures.DragonslayerClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:A 7th-level dragonslayer gains the effect of the Improved Critical feat for any weapon he uses against a dragon. This benefit does not stack with any other ability that increases the threat range of a weapon.	KEY:Dragonslayer ~ Improved Critical																										SORTKEY:Class_Dragonslayer	SOURCEPAGE:Drac		
True Strike	CATEGORY:Special Ability	TYPE:ClassFeatures.DragonslayerClassFeatures.SpecialAttack.SpellLike	VISIBLE:YES	DESC:At 10th level, a dragonslayer may use true strike once per day as a move action.	KEY:Dragonslayer ~ True Strike																		SPELLS:Innate|TIMES=1|CASTERLEVEL=DragonslayerLVL|True Strike								SORTKEY:Class_Dragonslayer	SOURCEPAGE:Drac		
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.DragonsongLyristClassFeatures.SpecialQuality	VISIBLE:YES	DESC:A dragonsong lyrist gains no proficiency with any weapons, armor, or shields.	KEY:Dragonsong Lyrist ~ Weapon and Armor Proficiency																										SORTKEY:Class_Dragonsong_Lyrist	SOURCEPAGE:Drac		
