SOURCELONG:Player's Guide to Faerun	SOURCESHORT:PGtF	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:03-2004												
															
# Class Name 1	Hit Dice (HD)	Type (TYPE:)	Abbreviation (ABB)	Max Level (MAXLEVEL)	Source Page (SOURCEPAGE)	Save checks bonus (Fortitude) (BONUS:SAVE)	Save checks bonus (Reflex)	Save checks bonus (Will)	Combat bonus	EXCLASS	CONTIGUOUS	FINE			
3				ABILITY:Monk of the Long Death Class Feature|AUTOMATIC|Monk of the Long Death ~ Death Knell|!PREABILITY:1,CATEGORY=ACF,TYPE.MonkOfTheLongDeathDeathKnell											
3				ABILITY:Monk of the Long Death Class Feature|AUTOMATIC|Monk of the Long Death ~ Death Knell|!PREABILITY:1,CATEGORY=ACF,TYPE.MonkOfTheLongDeathDeathKnell											
6				ABILITY:Monk of the Long Death Class Feature|AUTOMATIC|Monk of the Long Death ~ Death Attack|!PREABILITY:1,CATEGORY=ACF,TYPE.MonkOfTheLongDeathDeathAttack											
10				ABILITY:Monk of the Long Death Class Feature|AUTOMATIC|Monk of the Long Death ~ Death Touch|!PREABILITY:1,CATEGORY=ACF,TYPE.MonkOfTheLongDeathDeathTouch											
#															
1	UDAM:1d1,1d2,1d3,1d4,1d6,1d8,2d6,3d6,4d6,4d6	UMULT:2													
2	UDAM:1d1,1d2,1d3,1d4,1d6,1d8,2d6,3d6,4d6,4d6														
3	UDAM:1d1,1d2,1d3,1d4,1d6,1d8,2d6,3d6,4d6,4d6														
4	UDAM:1d2,1d3,1d4,1d6,1d8,2d6,3d6,4d6,6d6,6d6														
5	UDAM:1d2,1d3,1d4,1d6,1d8,2d6,3d6,4d6,6d6,6d6														
6	UDAM:1d2,1d3,1d4,1d6,1d8,2d6,3d6,4d6,6d6,6d6														
7	UDAM:1d2,1d3,1d4,1d6,1d8,2d6,3d6,4d6,6d6,6d6														
8	UDAM:1d3,1d4,1d6,1d8,1d10,2d8,3d8,4d8,6d8,6d8														
9	UDAM:1d3,1d4,1d6,1d8,1d10,2d8,3d8,4d8,6d8,6d8														
10	UDAM:1d3,1d4,1d6,1d8,1d10,2d8,3d8,4d8,6d8,6d8														

###TODO CONTIGUOUS:Paladin|PREDEITY:1,Lathander															
CLASS:Morninglord of Lathander	HD:8	TYPE:Prestige	FACT:Abb|MoL	MAXLEVEL:10	SOURCEPAGE:PgtF	BONUS:SAVE|BASE.Fortitude|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:SAVE|BASE.Reflex|classlevel("APPLIEDAS=NONEPIC")/3	BONUS:SAVE|BASE.Will|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:COMBAT|BASEAB|classlevel("APPLIEDAS=NONEPIC")*3/4|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,0	FACT:ClassType|Prestige		DEFINE:MorninglordOfLathanderLVL|0	BONUS:VAR|MorninglordOfLathanderLVL|CL		BONUS:VAR|ClassBABAverage|classlevel("APPLIEDAS=NONEPIC")|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,1
CLASS:Morninglord of Lathander	PREALIGN:LG,NG,CG	PRESKILL:1,TYPE.Craft=4	PRESKILL:1,Diplomacy=7	PRESKILL:1,Knowledge (Religion)=8	PRESKILL:1,TYPE.Perform=2	PREABILITY:1,CATEGORY=FEAT,Improved Turning	PRETEXT:Able to cast 3rd-level divine spells, one of which must be daylight.	PREDEITY:1,Lathander							
CLASS:Morninglord of Lathander	STARTSKILLPTS:2	CSKILL:Concentration|TYPE.Craft|Diplomacy|Heal|Knowledge (Arcana)|Knowledge (History)|Knowledge (The Planes)|Knowledge (Religion)|TYPE.Perform|TYPE.Profession|Spellcraft													
1				ABILITY:Morninglord of Lathander Class Feature|AUTOMATIC|Morninglord of Lathander ~ Weapon and Armor Proficiency|!PREABILITY:1,CATEGORY=ACF,TYPE.MorninglordOfLathanderProficiencies											
1				ABILITY:Morninglord of Lathander Class Feature|AUTOMATIC|Morninglord of Lathander ~ Spells per Day											
#															
1				ABILITY:Morninglord of Lathander Class Feature|AUTOMATIC|Morninglord of Lathander ~ Bane of the Reckless|!PREABILITY:1,CATEGORY=ACF,TYPE.MorninglordOfLathanderBaneOfTheReckless											
1				ABILITY:Morninglord of Lathander Class Feature|AUTOMATIC|Morninglord of Lathander ~ Lathander's Light|!PREABILITY:1,CATEGORY=ACF,TYPE.MorninglordOfLathanderLathanderSLight											
2				ABILITY:Morninglord of Lathander Class Feature|AUTOMATIC|Morninglord of Lathander ~ Creative Fire|!PREABILITY:1,CATEGORY=ACF,TYPE.MorninglordOfLathanderCreativeFire											
3				ABILITY:Morninglord of Lathander Class Feature|AUTOMATIC|Morninglord of Lathander ~ Daylight|!PREABILITY:1,CATEGORY=ACF,TYPE.MorninglordOfLathanderDaylight											
4				ABILITY:Morninglord of Lathander Class Feature|AUTOMATIC|Morninglord of Lathander ~ Searing Light|!PREABILITY:1,CATEGORY=ACF,TYPE.MorninglordOfLathanderSearingLight											
5				ABILITY:Morninglord of Lathander Class Feature|AUTOMATIC|Morninglord of Lathander ~ Greater Turning|!PREABILITY:1,CATEGORY=ACF,TYPE.MorninglordOfLathanderGreaterTurning											
6				ABILITY:Morninglord of Lathander Class Feature|AUTOMATIC|Morninglord of Lathander ~ Blessing of Dawn|!PREABILITY:1,CATEGORY=ACF,TYPE.MorninglordOfLathanderBlessingOfDawn											
7				ABILITY:Morninglord of Lathander Class Feature|AUTOMATIC|Morninglord of Lathander ~ Maximize Turning|!PREABILITY:1,CATEGORY=ACF,TYPE.MorninglordOfLathanderMaximizeTurning											
8				ABILITY:Morninglord of Lathander Class Feature|AUTOMATIC|Morninglord of Lathander ~ Rejuvenation of the Morn|!PREABILITY:1,CATEGORY=ACF,TYPE.MorninglordOfLathanderRejuvenationOfTheMorn											
10				ABILITY:Morninglord of Lathander Class Feature|AUTOMATIC|Morninglord of Lathander ~ Aura of Radiance|!PREABILITY:1,CATEGORY=ACF,TYPE.MorninglordOfLathanderAuraOfRadiance											
#															
1	ADD:SPELLCASTER|Divine														
2	ADD:SPELLCASTER|Divine														
3	ADD:SPELLCASTER|Divine														
4	ADD:SPELLCASTER|Divine														
5	ADD:SPELLCASTER|Divine														
6	ADD:SPELLCASTER|Divine														
7	ADD:SPELLCASTER|Divine														
8	ADD:SPELLCASTER|Divine														
9	ADD:SPELLCASTER|Divine														
10	ADD:SPELLCASTER|Divine														
															
#CLASS:Purple Dragon Knight															
															
CLASS:Runecaster	HD:8	TYPE:Prestige	FACT:Abb|Rnc	MAXLEVEL:10	SOURCEPAGE:PgtF	BONUS:SAVE|BASE.Fortitude|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:SAVE|BASE.Reflex|classlevel("APPLIEDAS=NONEPIC")/3	BONUS:SAVE|BASE.Will|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:COMBAT|BASEAB|classlevel("APPLIEDAS=NONEPIC")*3/4|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,0	FACT:ClassType|Prestige		DEFINE:RunecasterLVL|0	BONUS:VAR|RunecasterLVL|CL		BONUS:VAR|ClassBABAverage|classlevel("APPLIEDAS=NONEPIC")|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,1
CLASS:Runecaster	PRESKILL:1,Spellcraft=8	PRESKILL:1,Craft (Calligraphy)=8,Craft (Gemcutting)=8,Craft (Metalworking)=8,Craft (Stonecarving)=8,Craft (Woodcarvig)=8	PREABILITY:1,CATEGORY=FEAT,Inscribe Rune	PRETEXT:Able to cast 3rd-level divine spells.											
CLASS:Runecaster	STARTSKILLPTS:2	CSKILL:Concentration|TYPE.Craft|Diplomacy|Heal|Knowledge (Arcana)|Knowledge (Religion)|TYPE.Profession|Spellcraft													
1				ABILITY:Runecaster Class Feature|AUTOMATIC|Runecaster ~ Weapon and Armor Proficiency|!PREABILITY:1,CATEGORY=ACF,TYPE.RunecasterProficiencies											
1				ABILITY:Runecaster Class Feature|AUTOMATIC|Runecaster ~ Spells per Day											
#															
1				ABILITY:Runecaster Class Feature|AUTOMATIC|Runecaster ~ Rune Craft|!PREABILITY:1,CATEGORY=ACF,TYPE.RunecasterRuneCraft											
2				ABILITY:Runecaster Class Feature|AUTOMATIC|Runecaster ~ Rune Power|!PREABILITY:1,CATEGORY=ACF,TYPE.RunecasterRunePower											
3				ABILITY:Runecaster Class Feature|AUTOMATIC|Runecaster ~ Improved Runecasting|!PREABILITY:1,CATEGORY=ACF,TYPE.RunecasterImprovedRunecasting											
6				ABILITY:Runecaster Class Feature|AUTOMATIC|Runecaster ~ Maximize Rune|!PREABILITY:1,CATEGORY=ACF,TYPE.RunecasterMaximizeRune											
10				ABILITY:Runecaster Class Feature|AUTOMATIC|Runecaster ~ Rune Chant|!PREABILITY:1,CATEGORY=ACF,TYPE.RunecasterRuneChant											
#															
1	ADD:SPELLCASTER|Divine														
2	ADD:SPELLCASTER|Divine														
3	ADD:SPELLCASTER|Divine														
4	ADD:SPELLCASTER|Divine														
5	ADD:SPELLCASTER|Divine														
6	ADD:SPELLCASTER|Divine														
7	ADD:SPELLCASTER|Divine														
8	ADD:SPELLCASTER|Divine														
9	ADD:SPELLCASTER|Divine														
10	ADD:SPELLCASTER|Divine														
															
CLASS:Shaaryan Hunter	HD:10	TYPE:Prestige	FACT:Abb|Shh	MAXLEVEL:10	SOURCEPAGE:PgtF	BONUS:SAVE|BASE.Fortitude|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:SAVE|BASE.Reflex|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:SAVE|BASE.Will|classlevel("APPLIEDAS=NONEPIC")/3	BONUS:COMBAT|BASEAB|classlevel("APPLIEDAS=NONEPIC")|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,0	FACT:ClassType|Prestige		DEFINE:ShaaryanHunterLVL|0	BONUS:VAR|ShaaryanHunterLVL|CL		BONUS:VAR|ClassBABGood|classlevel("APPLIEDAS=NONEPIC")|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,1
CLASS:Shaaryan Hunter	PREREGION:Shaar	PRETOTALAB:5	PRESKILL:1,Handle Animal=4	PRESKILL:1,Ride=5	PRESKILL:1,Survival=8	PREABILITY:4,CATEGORY=FEAT,Animal Affinity,Mounted Archery,Mounted Combat,Track									
CLASS:Shaaryan Hunter	STARTSKILLPTS:4	CSKILL:Climb|TYPE.Craft|Handle Animal|Heal|Hide|Jump|Knowledge (Nature)|Knowledge (The Shaar)|Listen|Move Silently|TYPE.Profession|Ride|Search|Spot|Survival|Swim|Use Rope													
1				ABILITY:Shaaryan Hunter Class Feature|AUTOMATIC|Shaaryan Hunter ~ Weapon and Armor Proficiency|!PREABILITY:1,CATEGORY=ACF,TYPE.ShaaryanHunterProficiencies											
#															
1				ABILITY:Shaaryan Hunter Class Feature|AUTOMATIC|Shaaryan Hunter ~ Ride Bonus|!PREABILITY:1,CATEGORY=ACF,TYPE.ShaaryanHunterRidebonus											
2				ABILITY:Shaaryan Hunter Class Feature|AUTOMATIC|Shaaryan Hunter ~ Mounted Tracking|!PREABILITY:1,CATEGORY=ACF,TYPE.ShaaryanHunterMountedTracking											
3				ABILITY:Shaaryan Hunter Class Feature|AUTOMATIC|Shaaryan Hunter ~ Burst of Speed|!PREABILITY:1,CATEGORY=ACF,TYPE.ShaaryanHunterBurstOfSpeed											
4				ABILITY:Shaaryan Hunter Class Feature|AUTOMATIC|Shaaryan Hunter ~ Mounted Accuracy|!PREABILITY:1,CATEGORY=ACF,TYPE.ShaaryanHunterMountedAccuracy											
5				ABILITY:Shaaryan Hunter Class Feature|AUTOMATIC|Shaaryan Hunter ~ Spirited Charge|!PREABILITY:1,CATEGORY=ACF,TYPE.ShaaryanHunterSpiritedCharge											
7				ABILITY:Shaaryan Hunter Class Feature|AUTOMATIC|Shaaryan Hunter ~ Long Riding|!PREABILITY:1,CATEGORY=ACF,TYPE.ShaaryanHunterLongRiding											
8				ABILITY:Shaaryan Hunter Class Feature|AUTOMATIC|Shaaryan Hunter ~ Born in the Saddle|!PREABILITY:1,CATEGORY=ACF,TYPE.ShaaryanHunterBornInTheSaddle											
															
CLASS:Shadow Adept	HD:4	TYPE:Prestige	FACT:Abb|Sha	MAXLEVEL:10	SOURCEPAGE:PgtF	BONUS:SAVE|BASE.Fortitude|classlevel("APPLIEDAS=NONEPIC")/3	BONUS:SAVE|BASE.Reflex|classlevel("APPLIEDAS=NONEPIC")/3	BONUS:SAVE|BASE.Will|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:COMBAT|BASEAB|classlevel("APPLIEDAS=NONEPIC")/2|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,0	FACT:ClassType|Prestige		DEFINE:ShadowAdeptLVL|0	BONUS:VAR|ShadowAdeptLVL|CL		BONUS:VAR|ClassBABPoor|classlevel("APPLIEDAS=NONEPIC")|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,1
CLASS:Shadow Adept	PREALIGN:LN,LE,TN,NE,CN,CE	PRESKILL:2,Knowledge (Arcana)=8,Spellcraft=8	PREABILITY:1,CATEGORY=FEAT,Shadow Weave Magic	PREABILITY:1,CATEGORY=FEAT,TYPE=Metamagic	PRETEXT:Able to cast 3rd-level arcane or divine spells.										
CLASS:Shadow Adept	STARTSKILLPTS:2	CSKILL:Bluff|Concentration|TYPE.Craft|Disguise|Hide|TYPE.Knowledge|TYPE.Profession|Spellcraft													
1				ABILITY:Shadow Adept Class Feature|AUTOMATIC|Shadow Adept ~ Weapon and Armor Proficiency|!PREABILITY:1,CATEGORY=ACF,TYPE.ShadowAdeptProficiencies											
1				ABILITY:Shadow Adept Class Feature|AUTOMATIC|Shadow Adept ~ Spells per Day											
#															
1				ABILITY:Shadow Adept Class Feature|AUTOMATIC|Shadow Adept ~ Shadow Feats|!PREABILITY:1,CATEGORY=ACF,TYPE.ShadowAdeptShadowFeats											
2				ABILITY:Shadow Adept Class Feature|AUTOMATIC|Shadow Adept ~ Low-Light Vision|!PREABILITY:1,CATEGORY=ACF,TYPE.ShadowAdeptLowLightVision											
3				ABILITY:Shadow Adept Class Feature|AUTOMATIC|Shadow Adept ~ Shadow Defense|!PREABILITY:1,CATEGORY=ACF,TYPE.ShadowAdeptShadowDefense											
4				ABILITY:Shadow Adept Class Feature|AUTOMATIC|Shadow Adept ~ Shield of Shadows|!PREABILITY:1,CATEGORY=ACF,TYPE.ShadowAdeptShieldOfShadows											
7				ABILITY:Shadow Adept Class Feature|AUTOMATIC|Shadow Adept ~ Darkvision|!PREABILITY:1,CATEGORY=ACF,TYPE.ShadowAdeptDarkvision											
7				ABILITY:Shadow Adept Class Feature|AUTOMATIC|Shadow Adept ~ Shadow Walk|!PREABILITY:1,CATEGORY=ACF,TYPE.ShadowAdeptShadowWalk											
10				ABILITY:Shadow Adept Class Feature|AUTOMATIC|Shadow Adept ~ Shadow Double|!PREABILITY:1,CATEGORY=ACF,TYPE.ShadowAdeptShadowDouble											
															
															
															
															
															
															
#															
1	ADD:SPELLCASTER|ANY														
2	ADD:SPELLCASTER|ANY														
3	ADD:SPELLCASTER|ANY														
4	ADD:SPELLCASTER|ANY														
5	ADD:SPELLCASTER|ANY														
6	ADD:SPELLCASTER|ANY														
7	ADD:SPELLCASTER|ANY														
8	ADD:SPELLCASTER|ANY														
9	ADD:SPELLCASTER|ANY														
10	ADD:SPELLCASTER|ANY														
															
CLASS:Shadow Thief of Amn	HD:6	TYPE:Prestige	FACT:Abb|STA	MAXLEVEL:5	SOURCEPAGE:PgtF	BONUS:SAVE|BASE.Fortitude|classlevel("APPLIEDAS=NONEPIC")/3	BONUS:SAVE|BASE.Reflex|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:SAVE|BASE.Will|classlevel("APPLIEDAS=NONEPIC")/3	BONUS:COMBAT|BASEAB|classlevel("APPLIEDAS=NONEPIC")*3/4|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,0	FACT:ClassType|Prestige		DEFINE:ShadowThiefOfAmnLVL|0	BONUS:VAR|ShadowThiefOfAmnLVL|CL		BONUS:VAR|ClassBABAverage|classlevel("APPLIEDAS=NONEPIC")|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,1
CLASS:Shadow Thief of Amn	PRESKILL:4,Bluff=3,Gather Information=3,Intimidate=3,Move Silently=3	PRESKILL:1,Hide=8	PREABILITY:1,CATEGORY=FEAT,Persuasive	PRETEXT:The candidate must be a member of a Shadow Thieves' guild.	PREABILITY:1,CATEGORY=Guild Category,Shadow Thief										
CLASS:Shadow Thief of Amn	STARTSKILLPTS:6	CSKILL:Appraise|Bluff|Climb|TYPE.Craft|Diplomacy|Disable Device|Forgery|Intimidate|Jump|TYPE.Knowledge (Local)|Listen|Move Silently|Open Lock|Sleight of Hand|TYPE.Profession|Search|Sense Motive|Spot|Use Rope													
1				ABILITY:Shadow Thief of Amn Class Feature|AUTOMATIC|Shadow Thief of Amn ~ Weapon and Armor Proficiency|!PREABILITY:1,CATEGORY=ACF,TYPE.ShadowThiefOfAmnProficiencies											
#															
1				ABILITY:Shadow Thief of Amn Class Feature|AUTOMATIC|Shadow Thief of Amn ~ Doublespeak|!PREABILITY:1,CATEGORY=ACF,TYPE.ShadowThiefOfAmnDoublespeak											
1				ABILITY:Shadow Thief of Amn Class Feature|AUTOMATIC|Shadow Thief of Amn ~ Sneak Attack|!PREABILITY:1,CATEGORY=ACF,TYPE.ShadowThiefOfAmnSneakAttack											
2				ABILITY:Shadow Thief of Amn Class Feature|AUTOMATIC|Shadow Thief of Amn ~ Bonus Feat|!PREABILITY:1,CATEGORY=ACF,TYPE.ShadowThiefOfAmnBonusFeat											
2				ABILITY:Shadow Thief of Amn Class Feature|AUTOMATIC|Shadow Thief of Amn ~ Uncanny Dodge|!PREABILITY:1,CATEGORY=ACF,TYPE.ShadowThiefOfAmnUncannyDodge											
3				ABILITY:Shadow Thief of Amn Class Feature|AUTOMATIC|Shadow Thief of Amn ~ Reputation|!PREABILITY:1,CATEGORY=ACF,TYPE.ShadowThiefOfAmnReputation											
5				ABILITY:Shadow Thief of Amn Class Feature|AUTOMATIC|Shadow Thief of Amn ~ Improved Uncanny Dodge|!PREABILITY:1,CATEGORY=ACF,TYPE.ShadowThiefOfAmnImprovedUncannyDodge											
															
CLASS:Spellguard of Silverymoon	HD:4	TYPE:Prestige	FACT:Abb|Spg	MAXLEVEL:5	SOURCEPAGE:PgtF	BONUS:SAVE|BASE.Fortitude|classlevel("APPLIEDAS=NONEPIC")/3	BONUS:SAVE|BASE.Reflex|classlevel("APPLIEDAS=NONEPIC")/3	BONUS:SAVE|BASE.Will|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:COMBAT|BASEAB|classlevel("APPLIEDAS=NONEPIC")/2|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,0	FACT:ClassType|Prestige	EXCLASS:Ex-Spellguard of Silverymoon	DEFINE:SpellguardOfSilverymoonLVL|0	BONUS:VAR|SpellguardOfSilverymoonLVL|CL		BONUS:VAR|ClassBABPoor|classlevel("APPLIEDAS=NONEPIC")|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,1
CLASS:Spellguard of Silverymoon	PREALIGN:LG,LN,NG,TN,CG,CN	PREREGION:Silverymoon,Silver Marches	PRESKILL:1,Concentration=8	PRESKILL:1,Spellcraft=5	PREABILITY:1,CATEGORY=FEAT,Combat Casting	PREABILITY:1,CATEGORY=FEAT,TYPE=Metamagic	PRETEXT:Able to cast 4th-level arcane spells. The candidate must be accepted into the Spellguard.	PREABILITY:1,CATEGORY=Guild Category,Spellguard							
CLASS:Spellguard of Silverymoon	STARTSKILLPTS:2	CSKILL:Concentration|TYPE.Craft|Decipher Script|TYPE.Knowledge|TYPE.Profession|Spellcraft|Spot													
1				ABILITY:Spellguard of Silverymoon Class Feature|AUTOMATIC|Spellguard of Silverymoon ~ Weapon and Armor Proficiency|!PREABILITY:1,CATEGORY=ACF,TYPE.SpellguardOfSilverymoonProficiencies											
1				ABILITY:Spellguard of Silverymoon Class Feature|AUTOMATIC|Spellguard of Silverymoon ~ Spells per Day											
#															
1				ABILITY:Spellguard of Silverymoon Class Feature|AUTOMATIC|Spellguard of Silverymoon ~ Obligation|!PREABILITY:1,CATEGORY=ACF,TYPE.SpellguardOfSilverymoonObligation											
1				ABILITY:Spellguard of Silverymoon Class Feature|AUTOMATIC|Spellguard of Silverymoon ~ Token|!PREABILITY:1,CATEGORY=ACF,TYPE.SpellguardOfSilverymoonToken											
1				ABILITY:Spellguard of Silverymoon Class Feature|AUTOMATIC|Spellguard of Silverymoon ~ Ward Attunement|!PREABILITY:1,CATEGORY=ACF,TYPE.SpellguardOfSilverymoonWardAttunement											
2				ABILITY:Spellguard of Silverymoon Class Feature|AUTOMATIC|Spellguard of Silverymoon ~ Metamagic Feat|!PREABILITY:1,CATEGORY=ACF,TYPE.SpellguardOfSilverymoonMetamatgicFeat											
3				ABILITY:Spellguard of Silverymoon Class Feature|AUTOMATIC|Spellguard of Silverymoon ~ Selective Spell|!PREABILITY:1,CATEGORY=ACF,TYPE.SpellguardOfSilverymoonSelectiveSpell											
4				ABILITY:Spellguard of Silverymoon Class Feature|AUTOMATIC|Spellguard of Silverymoon ~ Spellguard|!PREABILITY:1,CATEGORY=ACF,TYPE.SpellguardOfSilverymoonSpellguard											
5				ABILITY:Spellguard of Silverymoon Class Feature|AUTOMATIC|Spellguard of Silverymoon ~ Spell Power|!PREABILITY:1,CATEGORY=ACF,TYPE.SpellguardOfSilverymoonSpellPower											
#															
1	ADD:SPELLCASTER|Arcane														
2	ADD:SPELLCASTER|Arcane														
3	ADD:SPELLCASTER|Arcane														
4	ADD:SPELLCASTER|Arcane														
5	ADD:SPELLCASTER|Arcane														
															
CLASS:Ex-Spellguard of Silverymoon	HD:4	TYPE:Prestige	FACT:Abb|XSpg	MAXLEVEL:5	SOURCEPAGE:PgtF	BONUS:SAVE|BASE.Fortitude|classlevel("APPLIEDAS=NONEPIC")/3	BONUS:SAVE|BASE.Reflex|classlevel("APPLIEDAS=NONEPIC")/3	BONUS:SAVE|BASE.Will|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:COMBAT|BASEAB|classlevel("APPLIEDAS=NONEPIC")/2|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,0	FACT:ClassType|Prestige	VISIBLE:NO	DEFINE:SpellguardOfSilverymoonLVL|0	BONUS:VAR|SpellguardOfSilverymoonLVL|CL		BONUS:VAR|ClassBABPoor|classlevel("APPLIEDAS=NONEPIC")|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,1
CLASS:Ex-Spellguard of Silverymoon	STARTSKILLPTS:2	CSKILL:Concentration|TYPE.Craft|Decipher Script|TYPE.Knowledge|TYPE.Profession|Spellcraft|Spot													
1				ABILITY:Spellguard of Silverymoon Class Feature|AUTOMATIC|Spellguard of Silverymoon ~ Weapon and Armor Proficiency|!PREABILITY:1,CATEGORY=ACF,TYPE.SpellguardOfSilverymoonProficiencies											
1				ABILITY:Spellguard of Silverymoon Class Feature|AUTOMATIC|Spellguard of Silverymoon ~ Spells per Day											
#															
1				ABILITY:Spellguard of Silverymoon Class Feature|AUTOMATIC|Spellguard of Silverymoon ~ Obligation|!PREABILITY:1,CATEGORY=ACF,TYPE.SpellguardOfSilverymoonObligation											
2				ABILITY:Spellguard of Silverymoon Class Feature|AUTOMATIC|Spellguard of Silverymoon ~ Metamagic Feat|!PREABILITY:1,CATEGORY=ACF,TYPE.SpellguardOfSilverymoonMetamatgicFeat											
3				ABILITY:Spellguard of Silverymoon Class Feature|AUTOMATIC|Spellguard of Silverymoon ~ Selective Spell|!PREABILITY:1,CATEGORY=ACF,TYPE.SpellguardOfSilverymoonSelectiveSpell											
4				ABILITY:Spellguard of Silverymoon Class Feature|AUTOMATIC|Spellguard of Silverymoon ~ Spellguard|!PREABILITY:1,CATEGORY=ACF,TYPE.SpellguardOfSilverymoonSpellguard											
5				ABILITY:Spellguard of Silverymoon Class Feature|AUTOMATIC|Spellguard of Silverymoon ~ Spell Power|!PREABILITY:1,CATEGORY=ACF,TYPE.SpellguardOfSilverymoonSpellPower											
#															
1	ADD:SPELLCASTER|Arcane														
2	ADD:SPELLCASTER|Arcane														
3	ADD:SPELLCASTER|Arcane														
4	ADD:SPELLCASTER|Arcane														
5	ADD:SPELLCASTER|Arcane														
															
CLASS:Zhentarim Spy	HD:6	TYPE:Prestige	FACT:Abb|ZSp	MAXLEVEL:5	SOURCEPAGE:PgtF	BONUS:SAVE|BASE.Fortitude|classlevel("APPLIEDAS=NONEPIC")/3	BONUS:SAVE|BASE.Reflex|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:SAVE|BASE.Will|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:COMBAT|BASEAB|classlevel("APPLIEDAS=NONEPIC")*3/4|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,0	FACT:ClassType|Prestige		DEFINE:ZhentarimspyLVL|0	BONUS:VAR|ZhentarimspyLVL|CL		BONUS:VAR|ClassBABAverage|classlevel("APPLIEDAS=NONEPIC")|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,1
CLASS:Zhentarim Spy	PREALIGN:LE,NE,CE	PRETOTALAB:5	PRESKILL:4,Bluff=5,Disguise=5,Forgery=5,Gather Information=5	PREABILITY:1,CATEGORY=FEAT,Deceitful											
CLASS:Zhentarim Spy	STARTSKILLPTS:6	CSKILL:Appraise|Balance|Bluff|Climb|Decipher Script|Diplomacy|Disable Device|Disguise|Escape Artist|Forgery|Gather Information|Hide|Intimidate|Jump|Listen|Move Silently|Open Lock|Search|Sense Motive|Sleight of Hand|Speak Language|Spot|Tumble|Use Magic Device|Use Rope													
1				ABILITY:Zhentarim Spy Class Feature|AUTOMATIC|Zhentarim Spy ~ Weapon and Armor Proficiency|!PREABILITY:1,CATEGORY=ACF,TYPE.ZhentarimSpyProficiencies											
#															
1				ABILITY:Zhentarim Spy Class Feature|AUTOMATIC|Zhentarim Spy ~ Cover Identity|!PREABILITY:1,CATEGORY=ACF,TYPE.ZhentarimSpyCoverIdentity											
2				ABILITY:Zhentarim Spy Class Feature|AUTOMATIC|Zhentarim Spy ~ Sneak Attack|!PREABILITY:1,CATEGORY=ACF,TYPE.ZhentarimSpySneakAttack											
2				ABILITY:Zhentarim Spy Class Feature|AUTOMATIC|Zhentarim Spy ~ Undetectable Align|!PREABILITY:1,CATEGORY=ACF,TYPE.ZhentarimSpyUndetectableAlign											
3				ABILITY:Zhentarim Spy Class Feature|AUTOMATIC|Zhentarim Spy ~ Poison Use|!PREABILITY:1,CATEGORY=ACF,TYPE.ZhentarimSpyPoisonUse											
3				ABILITY:Zhentarim Spy Class Feature|AUTOMATIC|Zhentarim Spy ~ Unlikely Cover|!PREABILITY:1,CATEGORY=ACF,TYPE.ZhentarimSpyUnlikelyCover											
4				ABILITY:Zhentarim Spy Class Feature|AUTOMATIC|Zhentarim Spy ~ Slippery Mind|!PREABILITY:1,CATEGORY=ACF,TYPE.ZhentarimSpySlipperyMind											
5				ABILITY:Zhentarim Spy Class Feature|AUTOMATIC|Zhentarim Spy ~ Deep Cover|!PREABILITY:1,CATEGORY=ACF,TYPE.ZhentarimSpyDeepCover											
															
CLASS:Netherese Arcanist	HD:4	TYPE:Prestige	FACT:Abb|NeA	MAXLEVEL:5	SOURCEPAGE:PgtF					FACT:ClassType|Prestige		DEFINE:NethereseArcanistLVL|0	BONUS:VAR|NethereseArcanistLVL|CL		
