SOURCELONG:Gozzilioni Book of Exalted Deeds	SOURCESHORT:ExD	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2003-10																														
																																	
# Ability Name	Category of Ability	TYPE:	Visible	Special ABility					Define					Bonus					Stackable?	Multiple?	Choose	select										Source Page	
Electricity Resistance	CATEGORY:Special Ability	TYPE:ClassFeatures.InitiateOfPistisSophiaClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:As she advances in her celestial disciplines, an initiate of Pistis Sophia grows to share the natural immunity to electricity possessed by the archons. She gains electricity resistance 5 at 4th level, and electricity resistance 10 at 7th level.	KEY:Initiate of Pistis Sophia ~ Electricity Resistance				DEFINE:InitiateOfPistisSophiaResistanceBonus|0					BONUS:VAR|ElectricityResistanceBonus|InitiateOfPistisSophiaResistanceBonus	BONUS:VAR|InitiateOfPistisSophiaResistanceBonus|5|PREVARGTEQ:InitiateOfPistisSophiaLVL,4	BONUS:VAR|InitiateOfPistisSophiaResistanceBonus|5|PREVARGTEQ:InitiateOfPistisSophiaLVL,7							ABILITY:Special Ability|AUTOMATIC|Resistance To Electricity								SORTKEY:Class_Initiate_Of_Pistis_Sophia	SOURCEPAGE:ExD	
Sacred Vow	CATEGORY:Special Ability	TYPE:ClassFeatures.InitiateOfPistisSophiaClassFeatures.SpecialQuality	VISIBLE:YES	DESC:At 4th level, and again at 7th level and 10th level, an initiate of Pistis Sophia gains a bonus feat selected from the following list: Vow of Abstinence, Vow of Chastity, Vow of Nonviolence, Vow of Obedience, Vow of Poverty, or Vow of Purity.	KEY:Initiate of Pistis Sophia ~ Sacred Vow									BONUS:ABILITYPOOL|Initiate of Pistis Sophia Feat|((InitiateOfPistisSophiaLVL-1)/3)									ABILITY:Special Ability|AUTOMATIC|Resistance To Electricity								SORTKEY:Class_Initiate_Of_Pistis_Sophia	SOURCEPAGE:ExD	
Improved Uncanny Dodge	CATEGORY:Special Ability	TYPE:ClassFeatures.InitiateOfPistisSophiaClassFeatures.SpecialQuality.Extraordinary.Uncanny Dodge.ImprovedUncannyDodge	VISIBLE:YES	DESC:At 6th level, an initiate of Pistis Sophia cannot be flanked except by a rogue at least 4 levels higher than her character level.	KEY:Initiate of Pistis Sophia ~ Improved Uncanny Dodge									BONUS:VAR|UncannyDodgeFlankingLevel|4|TYPE=OnceOnly																	SORTKEY:Class_Initiate_Of_Pistis_Sophia	SOURCEPAGE:ExD	
Improved Evasion	CATEGORY:Special Ability	TYPE:ClassFeatures.InitiateOfPistisSophiaClassFeatures.SpecialQuality.Extraordinary.Evasion.ImprovedEvasion	VISIBLE:YES	DESC:At 9th level, an initiate of Pistis Sophia takes no damage on a successful saving throw against attacks that allow a Reflex save for half damage, and she only takes half damage on a failed save. When subjected to an attack that normally allows a Reflex saving throw for half damage, a 9th level initiate of Pistis Sophia takes no damage if she makes a successful saving throw and half damage if the saving throw fails.	KEY:Initiate of Pistis Sophia ~ Improved Evasion																										SORTKEY:Class_Initiate_Of_Pistis_Sophia	SOURCEPAGE:ExD	
Celestial Transformation	CATEGORY:Special Ability	TYPE:ClassFeatures.InitiateOfPistisSophiaClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:When she reaches 10th level, an initiate of Pistis Sophia transcends her mortal origins and becomes a creature of the heavens. Her type changes to outsider (native), and she gains damage reduction 10/unholy.	KEY:Initiate of Pistis Sophia ~ Celestial Transformation																		DR:10/Unholy	TEMPLATE:Celestial Transformation							SORTKEY:Class_Initiate_Of_Pistis_Sophia	SOURCEPAGE:ExD	
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.LionOfTalsidClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Lions of Talisid gain no proficiency with any weapon or armor.	KEY:Lion of Talsid ~ Weapon and Armor Proficiency																										SORTKEY:Class_Lion_Of_Talsid	SOURCEPAGE:ExD	
Animal Companion	CATEGORY:Special Ability	TYPE:ClassFeatures.LionOfTalsidClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:A lion of Talisid can add his lion of Talisid levels to his effective druid level (his actual druid level or one-half his ranger level) to determine the capabilities of his animal companion.	KEY:Lion of Talsid ~ Animal Companion									BONUS:VAR|AnimalCompanionLVL|LionOfTalsidLVL																	SORTKEY:Class_Lion_Of_Talsid	SOURCEPAGE:ExD	
Lion's Courage	CATEGORY:Special Ability	TYPE:ClassFeatures.LionOfTalsidClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:A lion of Talisid is immune to fear (magical or otherwise) and gains a +4 sacred bonus on Will saves against other mind-affecting spells and effects.	KEY:Lion of Talsid ~ Lion's Courage									BONUS:VAR|MindAffectingResistanceBonus|4|TYPE=Sacred									ABILITY:Special Ability|AUTOMATIC|Immunity To Fear|Resistance To Mind-Affecting								SORTKEY:Class_Lion_Of_Talsid	SOURCEPAGE:ExD	
Spells per Day	CATEGORY:Special Ability	TYPE:ClassFeatures.LionOfTalsidClassFeatures.SpecialQuality	VISIBLE:YES	DESC:At each level, a lion of Talisid gains new spells per day as if he had also gained a level in a divine spellcasting class to which he belonged before adding the prestige class level. He does not, however, gain any other benefit a character of that class would have gained. If the character had more than one divine spellcasting class before becoming a lion of Talisid, the player must decide to which class to add each lion of Talisid level for the purpose of determining spells per day.	KEY:Lion of Talsid ~ Spells per Day																										SORTKEY:Class_Lion_Of_Talsid	SOURCEPAGE:ExD	
Scent	CATEGORY:Special Ability	TYPE:ClassFeatures.LionOfTalsidClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 2nd level, a lion of Talisid gains the scent special quality. He can detect approaching enemies, sniff out hidden foes, and track by sense of smell.	KEY:Lion of Talsid ~ Scent																		ABILITY:Special Ability|AUTOMATIC|Scent								SORTKEY:Class_Lion_Of_Talsid	SOURCEPAGE:ExD	
Wild Shape	CATEGORY:Special Ability	TYPE:ClassFeatures.LionOfTalsidClassFeatures.SpecialQuality.Supernatural.WildShape	VISIBLE:YES	DESC:At 3rd level, a lion of Talisid gains the ability to turn himself into any Small or Medium animal and back again once per day. This works exactly as the druid's wild shape ability. Lions of Talisid prefer the shape of great cats (cheetahs or leopards at lower levels), but are not limited to such forms. The lion of Talisid can use this ability more times per day at 4th, 5th, and 8th level, as noted on Table 5-12. In addition, he gains the ability to take the shape of a Large animal at 6th level, and a Tiny animal at 9th level. A lion of Talisid who is also a druid can add his lionof Talisid level -2 to his druid levels to determine his wild shape ability. For example, an 8th-level druid/6th-level lion of Talisid can wild shape as a 12th-level druid, and can thus assume plant forms as well as Large and Tiny animal forms, and can use this ability 4 times per day.	KEY:Lion of Talsid ~ Wild Shape	DESC:%1/day Wild Shape %2 rnd|LionOfTalsidWildShapeTimes|LionOfTalsidWildShapeDuration	DESC:Wild Shape (Small/Medium)|PREVARGTEQ:LionOfTalsidWildShapeProgression,1	DESC:Wild Shape (Large)|PREVARGTEQ:LionOfTalsidWildShapeProgression,2	DEFINE:LionOfTalsidWildShapeLVL|0	DEFINE:LionOfTalsidWildShapeTimes|0	DEFINE:LionOfTalsidWildShapeDuration|0	DEFINE:LionOfTalsidWildShapeProgression|0		BONUS:VAR|LionOfTalsidWildShapeDuration|LionOfTalsidWildShapeLVL	BONUS:VAR|LionOfTalsidWildShapeLVL|LionOfTalsidLVL	BONUS:VAR|LionOfTalsidWildShapeTimes|1|PREVARGTEQ:LionOfTalsidWildShapeLVL,3	BONUS:VAR|LionOfTalsidWildShapeTimes|1|PREVARGTEQ:LionOfTalsidWildShapeLVL,4	BONUS:VAR|LionOfTalsidWildShapeTimes|1|PREVARGTEQ:LionOfTalsidWildShapeLVL,5	BONUS:VAR|LionOfTalsidWildShapeTimes|1|PREVARGTEQ:LionOfTalsidWildShapeLVL,8	BONUS:VAR|LionOfTalsidWildShapeProgression|1|PREVARGTEQ:LionOfTalsidWildShapeLVL,3	BONUS:VAR|LionOfTalsidWildShapeProgression|1|PREVARGTEQ:LionOfTalsidWildShapeLVL,6	BONUS:VAR|LionOfTalsidWildShapeProgression|1|PREVARGTEQ:LionOfTalsidWildShapeLVL,9	DESC:Wild Shape (Tiny)|PREVARGTEQ:LionOfTalsidWildShapeProgression,3	BONUS:VAR|DruidWildShapeLVL|LionOfTalsidLVL							SORTKEY:Class_Lion_Of_Talsid	SOURCEPAGE:ExD	
Exalted Companion	CATEGORY:Special Ability	TYPE:ClassFeatures.LionOfTalsidClassFeatures.SpecialQuality	VISIBLE:YES	DESC:At 4th level, a lion of Talisid gains the Exalted Companion feat as a bonus feat.	KEY:Lion of Talsid ~ Exalted companion																		ABILITY:FEAT|AUTOMATIC|Exalted Companion								SORTKEY:Class_Lion_Of_Talsid	SOURCEPAGE:ExD	
Lion's Pounce	CATEGORY:Special Ability	TYPE:ClassFeatures.LionOfTalsidClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 5th level, a lion of Talisid can make a full attack at the end of a charge.	KEY:Lion of Talsid ~ Lion's Pounce																		ABILITY:Special Ability|AUTOMATIC|Pounce								SORTKEY:Class_Lion_Of_Talsid	SOURCEPAGE:ExD	
Lion's Swiftness	CATEGORY:Special Ability	TYPE:ClassFeatures.LionOfTalsidClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:When he reaches 7th level, a lion of Talisid can act as if under the effects of a haste spell for a total of 1 round per class level per day (total %1). These rounds need not be consecutive.|LionSSwiftnessDuration	KEY:Lion of Talsid ~ Lion's Swiftness				DEFINE:LionSSwiftnessDuration|0					BONUS:VAR|LionSSwiftnessDuration|LionOfTalsidLVL																	SORTKEY:Class_Lion_Of_Talsid	SOURCEPAGE:ExD	
Leonal's Roar	CATEGORY:Special Ability	TYPE:ClassFeatures.LionOfTalsidClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:%1 times a day, a 10th-level lion of Talisid can issue a roar that duplicates the effects of the Leonal's Roar spell (new spell described in Chapter 6 of this book). The saving throw DC is 20 + the lion of Talisid's Charisma modifier (+%2).|LeonalSRoarTimes|LeonalSRoarDC	KEY:Lion of Talsid ~ Leonal's Roar				DEFINE:LeonalSRoarTimes|0	DEFINE:LeonalSRoarDC|0				BONUS:VAR|LeonalSRoarTimes|3	BONUS:VAR|LeonalSRoarDC|20+CHA																SORTKEY:Class_Lion_Of_Talsid	SOURCEPAGE:ExD	
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.ProphetOfErathaolClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Prophets of Erathaol gain no proficiency with any weapon or armor.	KEY:Prophet of Erathaol ~ Weapon and Armor Proficiency																										SORTKEY:Class_Prophet_Of_Erathaol	SOURCEPAGE:ExD	
Spells per Day	CATEGORY:Special Ability	TYPE:ClassFeatures.ProphetOfErathaolClassFeatures.SpecialQuality	VISIBLE:YES	DESC:At 2nd level, and at each level thereafter, a prophet of Erathaol gains new spells per day (and spells known, if applicable) as if she had also gained a level in a spellcasting class she belonged to before adding the prestige class. She does not, however, gain any other benefit a character of that class would have gained (improved chance of turning or destroying undead, metamagic or item creation feats, and so on), except for an increased effective level of spellcasting. If a character had more than one spellcasting class before becoming a prophet of Erathaol, she must decide to which class she adds each prophet level for the purpose of determining spells per day.	KEY:Prophet of Erathaol ~ Spells per Day																										SORTKEY:Class_Prophet_Of_Erathaol	SOURCEPAGE:ExD	
Ecstasy	CATEGORY:Special Ability	TYPE:ClassFeatures.ProphetOfErathaolClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:Once per day per class level (%1/day), a prophet of Erathaol can enter an ecstatic state, allowing a celestial to seize control of her mind and speech. This is sort of a lesser version of channeling celestials (as described in Chapter 2), in which the prophet simply becomes helpless for 1 round while a celestial speaks through her.As a rule of thumb, this ability can have one of the following effects:&nl;- any Knowledge check (with a bonus equal to the prophet's character level +5)&nl;- a bardic knowledge check (with a bonus equal to the prophet's character level +5)&nl;- a Divination spell&nl;- a detect evil spellan enthrall spell (the prophet can continue speaking on her own after the 1 round of ecstasy, continuing the effect)&nl;- a good hope spell&nl;- an atonement spell&nl;- like a phylactery of faithfulness, allowing the prophet to identify evil creatures and avoid evil acts&nl;- if the prophet sacrifices 500 XP, a commune spell&nl; Unfortunately, at the instant a prophet of Erathaol cedes control of her mind and invites a celestial to take it, she is vulnerable to possession by less beneficent spirits.|EcstasyTimes	KEY:Prophet of Erathaol ~ Ecstasy				DEFINE:EcstasyTimes|0					BONUS:VAR|EcstasyTimes|3																	SORTKEY:Class_Prophet_Of_Erathaol	SOURCEPAGE:ExD	
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.RisenMartyrClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Risen martyrs gain no proficiency with any weapon or armor.	KEY:Risen Martyr ~ Weapon and Armor Proficiency																										SORTKEY:Class_Risen_Martyr	SOURCEPAGE:ExD	
Charisma Score Increase	CATEGORY:Special Ability	TYPE:ClassFeatures.RisenMartyrClassFeatures.SpecialQuality	VISIBLE:YES	DESC:At 1st level, a risen martyr's Charisma score increases by +2. At 5th level, it increases by an extra +2.	KEY:Risen Martyr ~ Charisma Score Increase				DEFINE:ChaScoreIncrease|0					BONUS:STAT|CHA|ChaScoreIncrease	BONUS:VAR|ChaScoreIncrease|2|PREVARGTEQ:RisenMartyrLVL,1	BONUS:VAR|ChaScoreIncrease|2|PREVARGTEQ:RisenMartyrLVL,5															SORTKEY:Class_Risen_Martyr	SOURCEPAGE:ExD	
Deflection Bonus	CATEGORY:Special Ability	TYPE:ClassFeatures.RisenMartyrClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:A 1st-level risen martyr gains a deflection bonus to Armor Class equal to his Charisma bonus.	KEY:Risen Martyr ~ Deflection Bonus									BONUS:COMBAT|AC|max(0,CHA)|TYPE=Deflection	BONUS:VAR|ChaScoreIncrease|2|PREVARGTEQ:RisenMartyrLVL,1	BONUS:VAR|ChaScoreIncrease|2|PREVARGTEQ:RisenMartyrLVL,5															SORTKEY:Class_Risen_Martyr	SOURCEPAGE:ExD	
Holy Purpose	CATEGORY:Special Ability	TYPE:ClassFeatures.RisenMartyrClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:A 1st-level risen martyr receives a +1 sacred bonus on all attack rolls, damage rolls, ability checks, and skill checks that are directly related to the fulfillment of his purpose. This bonus increases to +2 at 3rd level, and increases by an extra +1 every 3 levels thereafter (+%1 ).|HolyPurposeBonus	KEY:Risen Martyr ~ Holy Purpose				DEFINE:HolyPurposeBonus|0					BONUS:VAR|HolyPurposeBonus|1+RisenMartyrLVL																	SORTKEY:Class_Risen_Martyr	SOURCEPAGE:ExD	
Bless	CATEGORY:Special Ability	TYPE:ClassFeatures.RisenMartyrClassFeatures.SpecialQuality.SpellLike	VISIBLE:YES		KEY:Risen Martyr ~ Bless				DEFINE:BlessTimes|0	DEFINE:BlessLVL|0				BONUS:VAR|BlessTimes|3	BONUS:VAR|BlessLVL|RisenMartyrLVL								SPELLS:Class|TIMES=BlessTimes|CASTERLEVEL=BlessLVL|Bless,11+CHA								SORTKEY:Class_Risen_Martyr	SOURCEPAGE:ExD	
Magic Circle Against Evil	CATEGORY:Special Ability	TYPE:ClassFeatures.RisenMartyrClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:At 2nd level, a risen martyr is continually surrounded by a protective aura that functions as a magic circle against evil spell.	KEY:Risen Martyr ~ Magic Circle Against Evil																										SORTKEY:Class_Risen_Martyr	SOURCEPAGE:ExD	
Daylight	CATEGORY:Special Ability	TYPE:ClassFeatures.RisenMartyrClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:as free action	KEY:Risen Martyr ~ Daylight				DEFINE:DaylightLVL|0					BONUS:VAR|DaylightLVL|RisenMartyrLVL									SPELLS:Class|TIMES=ATWILL|CASTERLEVEL=DaylightLVL|Daylight,13+CHA								SORTKEY:Class_Risen_Martyr	SOURCEPAGE:ExD	
Acid Immunity	CATEGORY:Special Ability	TYPE:ClassFeatures.RisenMartyrClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 4th level, a risen martyr gains immunity to acid.	KEY:Risen Martyr ~ Acid Immunity																		ABILITY:Special Ability|AUTOMATIC|Immunity To Acid								SORTKEY:Class_Risen_Martyr	SOURCEPAGE:ExD	
Detect Evil	CATEGORY:Special Ability	TYPE:ClassFeatures.RisenMartyrClassFeatures.SpecialQuality.SpellLike	VISIBLE:YES	DESC:At will, a risen martyr of at least 4th level can detect evil, as the spell.	KEY:Risen Martyr ~ Detect Evil				DEFINE:DetectEvilLVL|0					BONUS:VAR|DetectEvilLVL|RisenMartyrLVL									SPELLS:Class|TIMES=ATWILL|CASTERLEVEL=DetectEvilLVL|Detect Evil,11+CHA								SORTKEY:Class_Risen_Martyr	SOURCEPAGE:ExD	
Protective Aura	CATEGORY:Special Ability	TYPE:ClassFeatures.RisenMartyrClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:At 5th level, the risen martyr's magic circle against evil is replaced by an effect that duplicates the protective aura spell.	KEY:Risen Martyr ~ Protective Aura				DEFINE:ProtectiveAuraLVL|0					BONUS:VAR|ProtectiveAuraLVL|RisenMartyrLVL									ABILITY:Special Ability|AUTOMATIC|Protective Aura								SORTKEY:Class_Risen_Martyr	SOURCEPAGE:ExD	
Shield Other	CATEGORY:Special Ability	TYPE:ClassFeatures.RisenMartyrClassFeatures.SpecialQuality.SpellLike	VISIBLE:YES	DESC:A 6th-level risen martyr can use shield other, as the spell, three times per day.	KEY:Risen Martyr ~ Shield Other				DEFINE:ShieldOtherTimes|0	DEFINE:ShieldOtherLVL|0				BONUS:VAR|ShieldOtherTimes|3	BONUS:VAR|ShieldOtherLVL|RisenMartyrLVL								SPELLS:Class|TIMES=ShieldOtherTimes|CASTERLEVEL=ShieldOtherLVL|Shield Other,12+CHA								SORTKEY:Class_Risen_Martyr	SOURCEPAGE:ExD	
Celestial Brilliance	CATEGORY:Special Ability	TYPE:ClassFeatures.RisenMartyrClassFeatures.SpecialQuality.SpellLike	VISIBLE:YES	DESC:A 7th-level risen martyr can use celestial brilliance, as the spell, once per day.	KEY:Risen Martyr ~ Celestial Brilliance				DEFINE:CelestialBrillianceTimes|0	DEFINE:CelestialBrillianceLVL|0				BONUS:VAR|CelestialBrillianceTimes|1	BONUS:VAR|CelestialBrillianceLVL|RisenMartyrLVL								SPELLS:Class|TIMES=CelestialBrillianceTimes|CASTERLEVEL=CelestialBrillianceLVL|Celestial Brilliance,14+CHA								SORTKEY:Class_Risen_Martyr	SOURCEPAGE:ExD	
Cold Immunity	CATEGORY:Special Ability	TYPE:ClassFeatures.RisenMartyrClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 7th level, a risen martyr gains immunity to cold.	KEY:Risen Martyr ~ Cold Immunity																		ABILITY:Special Ability|AUTOMATIC|Immunity To Cold								SORTKEY:Class_Risen_Martyr	SOURCEPAGE:ExD	
Holy Aura	CATEGORY:Special Ability	TYPE:ClassFeatures.RisenMartyrClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:At 8th level, the risen martyr's protective aura is supplemented by an effect that duplicates the holy aura spell. The holy aura protects only the risen martyr, while his protective aura continues to protect allies within 10 feet as well as himself.	KEY:Risen Martyr ~ Holy Aura				DEFINE:HolyAuraLVL|0					BONUS:VAR|HolyAuraLVL|RisenMartyrLVL																	SORTKEY:Class_Risen_Martyr	SOURCEPAGE:ExD	
Electricity Immunity	CATEGORY:Special Ability	TYPE:ClassFeatures.RisenMartyrClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 9th level, a risen martyr gains immunity to electricity.	KEY:Risen Martyr ~ Electricity Immunity																		ABILITY:Special Ability|AUTOMATIC|Immunity To Electricity								SORTKEY:Class_Risen_Martyr	SOURCEPAGE:ExD	
Perfection	CATEGORY:Special Ability	TYPE:ClassFeatures.RisenMartyrClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:A 10thlevel risen martyr is as close to celestial perfection as a mortal creature can be. He is considered a celestial for the purpose of any spell or effect that has special effects on celestials. If he is lawful, he is also considered an archon. If he is chaotic, he is also considered an eladrin. If he is neutral, he is also considered a guardinal. If he is a spellcaster, he can cast spells that have the Celestial, Archon, Guardinal, or Eladrin components, as appropriate.	KEY:Risen Martyr ~ Perfection																										SORTKEY:Class_Risen_Martyr	SOURCEPAGE:ExD	
Final Ascension	CATEGORY:Special Ability	TYPE:ClassFeatures.RisenMartyrClassFeatures.SpecialQuality	VISIBLE:YES	DESC:When a 10th-level risen martyr has earned enough experience points to gain his next level, his perfected, spiritual body is taken whole into the upper planes. A risen martyr cannot advance in any class other than risen martyr in order to delay his final ascension. Once he rises and adopts this prestige class, he must continue to gain risen martyr levels and no levels in any other class.	KEY:Risen Martyr ~ Final Ascension																										SORTKEY:Class_Risen_Martyr	SOURCEPAGE:ExD	
Code of conduct	CATEGORY:Special Ability	TYPE:ClassFeatures.RisenMartyrClassFeatures.SpecialQuality	VISIBLE:YES	DESC:A risen martyr who willfully performs an evil act is immediately destroyed and goes to face his judgment on the Upper Planes.	KEY:Risen Martyr ~ Code of Conduct																										SORTKEY:Class_Risen_Martyr	SOURCEPAGE:ExD	
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.SentinelOfBharraiClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Sentinels of Bharrai gain no proficiency with any weapon or armor.	KEY:Sentinel of Bharrai ~ Weapon and Armor Proficiency																										SORTKEY:Class_Sentinel_Of_Bharrai	SOURCEPAGE:ExD	
Spells per Day	CATEGORY:Special Ability	TYPE:ClassFeatures.SentinelOfBharraiClassFeatures.SpecialQuality	VISIBLE:YES	DESC:At each level, a sentinel of Bharrai gains new spells per day (and spells known, if applicable) as if she had also gained a level in a spellcasting class she belonged to before adding the prestige class. She does not, however, gain any other benefit a character of that class would have gained (improved chance of turning or destroying undead, metamagic or item creation feats, and so on), except for an increased effective level of spellcasting. If the character had more than one spellcasting class before becoming a sentinel of Bharrai, she must decide to which class she adds each sentinel level for the purpose of determining spells per day.	KEY:Sentinel of Bharrai ~ Spells per Day																										SORTKEY:Class_Sentinel_Of_Bharrai	SOURCEPAGE:ExD	
Nature-Friendly Spells	CATEGORY:Special Ability	TYPE:ClassFeatures.SentinelOfBharraiClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:Starting at 1st level, a sentinel of Bharrai can change the composition of any energy-based spell he casts to something that is not destructive to nature. The spell must have the acid, cold, electricity, or fire subtype, and the sentinel of Bharrai may choose to deal nonlethal damage instead of lethal damage against animals and plants that are either targeted or otherwise affected by the spell.	KEY:Sentinel of Bharrai ~ Nature-Friendly Spells																										SORTKEY:Class_Sentinel_Of_Bharrai	SOURCEPAGE:ExD	
Track	CATEGORY:Special Ability	TYPE:ClassFeatures.SentinelOfBharraiClassFeatures.SpecialQuality	VISIBLE:YES	DESC:A 1st-level sentinel of Bharrai gains the Track feat as a bonus feat.	KEY:Sentinel of Bharrai ~ Track																		ABILITY:FEAT|AUTOMATIC|Track								SORTKEY:Class_Sentinel_Of_Bharrai	SOURCEPAGE:ExD	
Energy Resistance	CATEGORY:Special Ability	TYPE:ClassFeatures.SentinelOfBharraiClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:A sentinel of Bharrai is resistant to certain forces of nature and the damage they wreak. At 2nd level, and again at 4th level, 6th level, and 8th level, a sentinel of Bharrai chooses a specific type of energy-acid, cold, electricity, or fire-and gains resistance 10 against the selected energy type.	KEY:Sentinel of Bharrai ~ Energy Resistance				DEFINE:SentinelOfBharraiEnergyResistance|0					BONUS:VAR|SentinelOfBharraiEnergyResistance|10	BONUS:ABILITYPOOL|Sentinel of Bharrai Energy Resistance|SentinelOfBharraiLVL/2																SORTKEY:Class_Sentinel_Of_Bharrai	SOURCEPAGE:ExD	
Bear Shape	CATEGORY:Special Ability	TYPE:ClassFeatures.SentinelOfBharraiClassFeatures.SpecialQuality.Supernatural.WildShape	VISIBLE:YES	DESC:At 3rd level, the sentinel of Bharrai gains the ability to turn himself into a black bear, brown bear, or polar bear (and back again). The selected bear form's Hit Dice cannot exceed the sentinel of Bharrai's character level. This ability functions as the polymorph spell, except as noted here. Changing form is a standard action and doesn't provoke attacks of opportunity. The sentinel of Bharrai may assume bear form (and change back) at will and may remain in bear form as long as he wishes. The sentinel of Bharrai retains the ability to speak while in bear form and may communicate with other bears.	KEY:Sentinel of Bharrai ~ Bear Shape		DESC:Bear Shape (Black, Brown or Polar Bear)|PREVARGTEQ:SentinelOfBarraiBearShapeProgression,1	DESC:Bear Shape (Dire Bear)|PREVARGTEQ:SentinelOfBharraiBearShapeProgression,2	DEFINE:SentinelOfBarraiBearShapeLVL|0	DEFINE:SentinelOfBharraiBearShapeProgression|0				BONUS:VAR|SentinelOfBharraiBearShapeLVL|SentinelOfBharraiLVL	BONUS:VAR|SentinelOfBharraiBearShapeProgression|1|PREVARGTEQ:SentinelOfBharraiBearShapeLVL,3																SORTKEY:Class_Sentinel_Of_Bharrai	SOURCEPAGE:ExD	
Quickened Call Lightning	CATEGORY:Special Ability	TYPE:ClassFeatures.SentinelOfBharraiClassFeatures.SpecialQuality.SpellLike	VISIBLE:YES	DESC:At 3rd level, a sentinel of Bharrai can cast a quickened call lightning spell once per day, as though using the Quicken Spell feat. Use the sentinel of Bharrai's character level to determine the number of lightning bolts and the spell's duration.	KEY:Sentinel of Bharrai ~ Quickened Call Lightning				DEFINE:QuickenedCallLightningTimes|0	DEFINE:QuickenedCallLightningLVL|0				BONUS:VAR|QuickenedCallLightningTimes|1	BONUS:VAR|QuickenedCallLightningLVL|SentinelOfBharraiLVL								SPELLS:Class|TIMES=QuickenedCallLightningTimes|CASTERLEVEL=QuickenedCallLightningLVL|Call Lightning,13+CHA								SORTKEY:Class_Sentinel_Of_Bharrai	SOURCEPAGE:ExD	
Nature's Veil	CATEGORY:Special Ability	TYPE:ClassFeatures.SentinelOfBharraiClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:At 5th level, as a standard action, the sentinel of Bharrai can attempt to hide in the outdoors. The sentinel of Bharrai must be standing within 10 feet of natural terrain that includes features such as trees, sand dunes, mounds of snow, large rocks, tall grasses, or thickets. The sentinel of Bharrai gains a +10 insight bonus on his Hide check under these circumstances.	KEY:Sentinel of Bharrai ~ Nature's Veil																										SORTKEY:Class_Sentinel_Of_Bharrai	SOURCEPAGE:ExD	
Dire Bear Shape	CATEGORY:Special Ability	TYPE:ClassFeatures.SentinelOfBharraiClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:At 7th level, a sentinel of Bharrai can turn himself into a dire bear and back again. This ability is otherwise the same as the bear form ability gained at 3rd level.	KEY:Sentinel of Bharrai ~ Dire Bear Shape									BONUS:VAR|SentinelOfBharraiBearShapeProgression|1|PREVARGTEQ:SentinelOfBharraiBearShapeLVL,7																	SORTKEY:Class_Sentinel_Of_Bharrai	SOURCEPAGE:ExD	
Ursinal's Touch	CATEGORY:Special Ability	TYPE:ClassFeatures.SentinelOfBharraiClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:A sentinel of Bharrai gains great healing powers at 7th level. This ability works just like the paladin's lay on hands ability, except that the sentinel of Bharrai can heal as much damage per day as his own undamaged hit point total.	KEY:Sentinel of Bharrai ~ Ursinal's Touch																										SORTKEY:Class_Sentinel_Of_Bharrai	SOURCEPAGE:ExD	
