SOURCELONG:Gozzilioni Book of Exalted Deeds	SOURCESHORT:ExD	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2003-10																								
																											
# Spell Name	Output Name	Spell Variations	Type	Classes of caster	Domains granting the spell	School	Sub-School	Spell Descriptors	Components	Casting Time	Range	TARGETAREA:		Duration	Save Info	Spell Resistance	DESC:	Source Page	Item	COST:	XPCOST:	PPCOST	Combat bonus	Bonus to HP	Stat bonus	Choose	
Storm of Shards	KEY:Storm of Shards ~ Sanctified		TYPE:Arcane.Divine	CLASSES:Sanctified (Divine/WIS)=1|Sanctified (Arcane/INT)=1		SCHOOL:Evocation		DESCRIPTOR:Good	COMPS:V, S, Sacrifice	CASTTIME:1 standard action	RANGE:0-ft	TARGETAREA:80-ft radius spread		DURATION:Instantaneous	SAVEINFO:See text	SPELLRES:Yes	DESC:Evil creatures are blinded for 1 round; evil outsiders and undead also take 1d6 damage/level. Sacrifice: 1d3 points of STR drain.	SOURCEPAGE:EXD							TEMPBONUS:PC|STAT|CON|-1*(%CHOICE)	TEMPVALUE:MIN=1|MAX=3|TITLE=Choose STR drain	TEMPDESC:Sacrifice&colon; 1d3 points of STR drain
Sunmantle	KEY:Sunmantle ~ Sanctified		TYPE:Arcane.Divine	CLASSES:Sanctified (Divine/WIS)=4|Sanctified (Arcane/INT)=4		SCHOOL:Abjuration			COMPS:S, Sacrifice	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:one creature touched		DURATION:1 round/level	SAVEINFO:None	SPELLRES:Yes	DESC:Illuminates ass a Daylight spell; target gains damage reduction 5/-; lashes foe for 5 points of damage each time target takes damage in melee. Sacrifice: 1d4 points of STR damage.	SOURCEPAGE:EXD							TEMPBONUS:PC|STAT|STR|-1*(%CHOICE)|TYPE=Temporary	TEMPVALUE:MIN=1|MAX=4|TITLE=Choose STR damage	TEMPDESC:Sacrifice&colon; 1d4 points of STR damage.
Telepathy Tap	KEY:Telepathy Tap ~ Sanctified		TYPE:Arcane.Divine	CLASSES:Sanctified (Divine/WIS)=3|Sanctified (Arcane/INT)=3		SCHOOL:Divination			COMPS:Sacrifice	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:10-ft/level radius emanation		DURATION:1 round/level	SAVEINFO:None	SPELLRES:No	DESC:Overhear creatures' telepathic communications. Sacrifice: 1d3 points of STR damage.	SOURCEPAGE:EXD							TEMPBONUS:PC|STAT|STR|-1*(%CHOICE)|TYPE=Temporary	TEMPVALUE:MIN=1|MAX=3|TITLE=Choose STR damage	TEMPDESC:Sacrifice&colon; 1d3 points of STR damage.
Twilight Luck	KEY:Twilight Luck ~ Sanctified		TYPE:Arcane.Divine	CLASSES:Sanctified (Divine/WIS)=1|Sanctified (Arcane/INT)=1		SCHOOL:Abjuration		DESCRIPTOR:Good	COMPS:V, Abstinence	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:one nonevil creature touched		DURATION:1 minute/level	SAVEINFO:None (harmless)	SPELLRES:Yes	DESC:Target gains +1 luck bonus on all saving throws. Abstinence: abstain from imbibing alcohol for 3 days.	SOURCEPAGE:EXD									
Valiant Steed	KEY:Valiant Steed ~ Sanctified		TYPE:Arcane.Divine	CLASSES:Sanctified (Divine/WIS)=6|Sanctified (Arcane/INT)=6		SCHOOL:Conjuration	SUBSCHOOL:Calling	DESCRIPTOR:Good	COMPS:V, S, Sacrifice	CASTTIME:1 hour	RANGE:Close	TARGETAREA:calls 1 pegasus or unicorn		DURATION:Instantaneous; see text	SAVEINFO:None	SPELLRES:No	DESC:Calls a pegasus or unicorn, wich serves caster for up to 1 year. Sacrifice: 1d3 points of STR drain.	SOURCEPAGE:EXD							TEMPBONUS:PC|STAT|STR|-1*(%CHOICE)	TEMPVALUE:MIN=1|MAX=3|TITLE=Choose STR drain	TEMPDESC:Sacrifice&colon; 1d3 points of STR drain
																											
Baleful Polymorph.COPY=Baleful Polymorph	KEY:Baleful Polymorph ~ Evil Mass																										
Baleful Polymorph ~ Evil Mass.MOD	TYPE:SpellLike	TARGETAREA:.CLEAR	DESC:.CLEAR									TARGETAREA:All evil creature within 30 ft.					DESC:Affected creatures are transformed into harmless Diminutive mammals (rabbits, squirrels, or the like) or Fine vermin (nonthreatening spiders, centipedes, or the like).	SOURCEPAGE:ExD									
																											
Planar Ally (Lesser).MOD																	DESC:&nl;*Thraemeus: See EXD,p.128.&nl;*Arkareon: See EXD,p.136.&nl;*Teerlyn: See EXD,p.143.&nl;*Alygaros: See EXD,p.149.&nl;*Sirocco: See EXD,p.156.										
Planar Ally.MOD																	DESC:&nl;*Ziamiral: See EXD,p.126.&nl;*Drusulai: See EXD,p.131.&nl;*Zyd: See EXD,p.141.&nl;*Imodocen: See EXD,p.144.&nl;*Krune: See EXD,p.152.										
Planar Ally (Greater).MOD																	DESC:&nl;*Olythartu: See EXD,p.129.&nl;*Evansheer: See EXD,p.133.&nl;*Goldcrown: See EXD,p.140.&nl;*Serradus: See EXD,p.147.&nl;*Kaasel: See EXD,p.154.										
Summon Monster III.MOD																	DESC:&nl;*Bariaur: See EXD,p.165.&nl;*Eladrin (Coure): See EXD,p.168.&nl;*Guardinal (Musteval): See EXD,p.174.										
Summon Monster IV.MOD																	DESC:&nl;*Guardinal (Cervidal): See MM2,p.43.&nl;*Rhek: See EXD,p.181.										
Summon Monster V.MOD																	DESC:&nl;*Leskylor: See EXD,p.177.										
Summon Monster VI.MOD																	DESC:&nl;*Guardinal (Equinal): See EXD,p.173.										
Summon Monster VII.MOD																	DESC:&nl;*Asura: See EXD,p.164.&nl;*Leskylor (three headed): See EXD,p.177.										
Summon Monster VIII.MOD																	DESC:&nl;*Hollyphant: See EXD,p.176.&nl;*Guardinal (Lupinal): See MM2,p.43.&nl;*Archon (Warden): See EXD,p.163.										
Summon Monster IX.MOD																	DESC:&nl;*Eladrin (Firre): See EXD,p.169.&nl;*Moon Dog: See EXD,p.179.&nl;*Archon (Owl): See EXD,p.159.&nl;*Quesar: See EXD,p.180.&nl;*Archon (Sword): See EXD,p.160.&nl;*Guardinal (Ursinal): See EXD,p.174.										
#																											
Create Water.MOD	CLASSES:Apostole of Peace=0																										
Cure Minor Wounds.MOD	CLASSES:Apostole of Peace=0																										
Detect Magic.MOD	CLASSES:Apostole of Peace=0																										
Detect Poison.MOD	CLASSES:Apostole of Peace=0																										
Guidance.MOD	CLASSES:Apostole of Peace=0																										
Light.MOD	CLASSES:Apostole of Peace=0																										
Mending.MOD	CLASSES:Apostole of Peace=0																										
Purify Food and Drink.MOD	CLASSES:Apostole of Peace=0																										
Read Magic.MOD	CLASSES:Apostole of Peace=0																										
Resistance.MOD	CLASSES:Apostole of Peace=0																										
Virtue.MOD	CLASSES:Apostole of Peace=0																										
Bless.MOD	CLASSES:Apostole of Peace=1																										
Bless Water.MOD	CLASSES:Apostole of Peace=1																										
Command.MOD	CLASSES:Apostole of Peace=1																										
Comprehend Languages.MOD	CLASSES:Apostole of Peace=1																										
Cure Light Wounds.MOD	CLASSES:Apostole of Peace=1																										
Detect Evil.MOD	CLASSES:Apostole of Peace=1																										
Detect Undead.MOD	CLASSES:Apostole of Peace=1																										
Endure Elements.MOD	CLASSES:Apostole of Peace=1																										
Entropic Shield.MOD	CLASSES:Apostole of Peace=1																										
Eyes of the Avoral.MOD	CLASSES:Apostole of Peace=1																										
# Invisibility to Undead.MOD	CLASSES:Apostole of Peace=1																										
Hide from Undead.MOD	CLASSES:Apostole of Peace=1																										
Obscuring Mist.MOD	CLASSES:Apostole of Peace=1																										
Protection from Evil.MOD	CLASSES:Apostole of Peace=1																										
Ray of Hope.MOD	CLASSES:Apostole of Peace=1																										
Remove Fear.MOD	CLASSES:Apostole of Peace=1																										
Sanctuary.MOD	CLASSES:Apostole of Peace=1																										
Shield of Faith.MOD	CLASSES:Apostole of Peace=1																										
Vision of Heaven.MOD	CLASSES:Apostole of Peace=1																										
Aid.MOD	CLASSES:Apostole of Peace=2																										
Augury.MOD	CLASSES:Apostole of Peace=2																										
Bear's Endurance.MOD	CLASSES:Apostole of Peace=2																										
Calm Emotions.MOD	CLASSES:Apostole of Peace=2																										
Consecrate.MOD	CLASSES:Apostole of Peace=2																										
Cure Moderate Wounds.MOD	CLASSES:Apostole of Peace=2																										
Delay Poison.MOD	CLASSES:Apostole of Peace=2																										
Eagle's Splendor.MOD	CLASSES:Apostole of Peace=2																										
Ease Pain.MOD	CLASSES:Apostole of Peace=2																										
Enthrall.MOD	CLASSES:Apostole of Peace=2																										
Glorious Raiment.MOD	CLASSES:Apostole of Peace=2																										
Restoration (Lesser).MOD	CLASSES:Apostole of Peace=2																										
Make Whole.MOD	CLASSES:Apostole of Peace=2																										
Owl's Wisdom.MOD	CLASSES:Apostole of Peace=2																										
Remove Paralysis.MOD	CLASSES:Apostole of Peace=2																										
Resist Energy.MOD	CLASSES:Apostole of Peace=2																										
Shield Other.MOD	CLASSES:Apostole of Peace=2																										
Silence.MOD	CLASSES:Apostole of Peace=2																										
Status.MOD	CLASSES:Apostole of Peace=2																										
Yoke of Mercy.MOD	CLASSES:Apostole of Peace=2																										
Zone of Truth.MOD	CLASSES:Apostole of Peace=2																										
Blessed Sight.MOD	CLASSES:Apostole of Peace=3																										
Create Food and Water.MOD	CLASSES:Apostole of Peace=3																										
Cure Serious Wounds.MOD	CLASSES:Apostole of Peace=3																										
Dispel Magic.MOD	CLASSES:Apostole of Peace=3																										
Helping Hand.MOD	CLASSES:Apostole of Peace=3																										
Invisibility Purge.MOD	CLASSES:Apostole of Peace=3																										
Magic Circle against Evil.MOD	CLASSES:Apostole of Peace=3																										
Magic Vestment.MOD	CLASSES:Apostole of Peace=3																										
Meld into Stone.MOD	CLASSES:Apostole of Peace=3																										
Prayer.MOD	CLASSES:Apostole of Peace=3																										
Protection from Energy.MOD	CLASSES:Apostole of Peace=3																										
Refreshment.MOD	CLASSES:Apostole of Peace=3																										
Remove Blindness/Deafness.MOD	CLASSES:Apostole of Peace=3																										
Remove Curse.MOD	CLASSES:Apostole of Peace=3																										
Remove Disease.MOD	CLASSES:Apostole of Peace=3																										
Remove Nausea.MOD	CLASSES:Apostole of Peace=3																										
Water Breathing.MOD	CLASSES:Apostole of Peace=3																										
Water Walk.MOD	CLASSES:Apostole of Peace=3																										
Wind Wall.MOD	CLASSES:Apostole of Peace=3																										
Air Walk.MOD	CLASSES:Apostole of Peace=4																										
Blood of the Martyr.MOD	CLASSES:Apostole of Peace=4																										
Control Water.MOD	CLASSES:Apostole of Peace=4																										
Cure Critical Wounds.MOD	CLASSES:Apostole of Peace=4																										
Death Ward.MOD	CLASSES:Apostole of Peace=4																										
Discern Lies.MOD	CLASSES:Apostole of Peace=4																										
Dismissal.MOD	CLASSES:Apostole of Peace=4																										
Divination.MOD	CLASSES:Apostole of Peace=4																										
Freedom of Movement.MOD	CLASSES:Apostole of Peace=4																										
Good Hope.MOD	CLASSES:Apostole of Peace=4																										
Status (Greater).MOD	CLASSES:Apostole of Peace=4																										
Imbue with Spell Ability.MOD	CLASSES:Apostole of Peace=4																										
Aspect of the Deity (Lesser).MOD	CLASSES:Apostole of Peace=4																										
Planar Ally (Lesser).MOD	CLASSES:Apostole of Peace=4																										
Neutralize Poison.MOD	CLASSES:Apostole of Peace=4																										
Remove Fatigue.MOD	CLASSES:Apostole of Peace=4																										
Repel Vermin.MOD	CLASSES:Apostole of Peace=4																										
Restoration.MOD	CLASSES:Apostole of Peace=4																										
Sending.MOD	CLASSES:Apostole of Peace=4																										
Spell Immunity.MOD	CLASSES:Apostole of Peace=4																										
Sustain.MOD	CLASSES:Apostole of Peace=4																										
Tongues.MOD	CLASSES:Apostole of Peace=4																										
Atonement.MOD	CLASSES:Apostole of Peace=5																										
Break Enchantment.MOD	CLASSES:Apostole of Peace=5																										
Commune.MOD	CLASSES:Apostole of Peace=5																										
Cure Light Wounds (Mass).MOD	CLASSES:Apostole of Peace=5																										
Dispel Evil.MOD	CLASSES:Apostole of Peace=5																										
Energetic Healing.MOD	CLASSES:Apostole of Peace=5																										
Command (Greater).MOD	CLASSES:Apostole of Peace=5																										
Hallow.MOD	CLASSES:Apostole of Peace=5																										
Mark of Justice.MOD	CLASSES:Apostole of Peace=5																										
Plane Shift.MOD	CLASSES:Apostole of Peace=5																										
Raise Dead.MOD	CLASSES:Apostole of Peace=5																										
Sacred Guardian.MOD	CLASSES:Apostole of Peace=5																										
Scrying.MOD	CLASSES:Apostole of Peace=5																										
Spell Resistance.MOD	CLASSES:Apostole of Peace=5																										
Symbol of Sleep.MOD	CLASSES:Apostole of Peace=5																										
True Seeing.MOD	CLASSES:Apostole of Peace=5																										
Wall of Stone.MOD	CLASSES:Apostole of Peace=5																										
Antilife Shell.MOD	CLASSES:Apostole of Peace=6																										
Aspect of the Deity.MOD	CLASSES:Apostole of Peace=6																										
Banishment.MOD	CLASSES:Apostole of Peace=6																										
Bear's Endurance (Mass).MOD	CLASSES:Apostole of Peace=6																										
Celestial Blood.MOD	CLASSES:Apostole of Peace=6																										
Cure Moderate Wounds (Mass).MOD	CLASSES:Apostole of Peace=6																										
Eagle's Splendor (Mass).MOD	CLASSES:Apostole of Peace=6																										
Forbiddance.MOD	CLASSES:Apostole of Peace=6																										
Geas/Quest.MOD	CLASSES:Apostole of Peace=6																										
Dispel Magic (Greater).MOD	CLASSES:Apostole of Peace=6																										
Heal.MOD	CLASSES:Apostole of Peace=6																										
Heroes' Feast.MOD	CLASSES:Apostole of Peace=6																										
Owl's Wisdom (Mass).MOD	CLASSES:Apostole of Peace=6																										
Planar Ally.MOD	CLASSES:Apostole of Peace=6																										
Symbol of Persuasion.MOD	CLASSES:Apostole of Peace=6																										
Wind Walk.MOD	CLASSES:Apostole of Peace=6																										
Word of Recall.MOD	CLASSES:Apostole of Peace=6																										
Bastion of Good.MOD	CLASSES:Apostole of Peace=7																										
Control Weather.MOD	CLASSES:Apostole of Peace=7																										
Ethereal Jaunt.MOD	CLASSES:Apostole of Peace=7																										
Restoration (Greater).MOD	CLASSES:Apostole of Peace=7																										
Scrying (Greater).MOD	CLASSES:Apostole of Peace=7																										
Cure Serious Wounds (Mass).MOD	CLASSES:Apostole of Peace=7																										
Refuge.MOD	CLASSES:Apostole of Peace=7																										
Regenerate.MOD	CLASSES:Apostole of Peace=7																										
Repulsion.MOD	CLASSES:Apostole of Peace=7																										
Resurrection.MOD	CLASSES:Apostole of Peace=7																										
Shield of the Archons.MOD	CLASSES:Apostole of Peace=7																										
Antimagic Field.MOD	CLASSES:Apostole of Peace=8																										
Discern Location.MOD	CLASSES:Apostole of Peace=8																										
Planar Ally (Greater).MOD	CLASSES:Apostole of Peace=8																										
Holy Aura.MOD	CLASSES:Apostole of Peace=8																										
Cure Critical Wounds (Mass).MOD	CLASSES:Apostole of Peace=8																										
Astral Projection.MOD	CLASSES:Apostole of Peace=9																										
End to Strife.MOD	CLASSES:Apostole of Peace=9																										
Etherealness.MOD	CLASSES:Apostole of Peace=9																										
Gate.MOD	CLASSES:Apostole of Peace=9																										
Aspect of the Deity (Greater).MOD	CLASSES:Apostole of Peace=9																										
Heal (Mass).MOD	CLASSES:Apostole of Peace=9																										
Miracle.MOD	CLASSES:Apostole of Peace=9																										
True Resurrection.MOD	CLASSES:Apostole of Peace=9																										
Calm Animals.MOD	CLASSES:Beloved of Valarian=1																										
Charm Animal.MOD	CLASSES:Beloved of Valarian=1																										
Cure Light Wounds.MOD	CLASSES:Beloved of Valarian=1																										
Delay Poison.MOD	CLASSES:Beloved of Valarian=1																										
Detect Poison.MOD	CLASSES:Beloved of Valarian=1																										
Detect Snares and Pits.MOD	CLASSES:Beloved of Valarian=1																										
Entangle.MOD	CLASSES:Beloved of Valarian=1																										
Eyes of the Avoral.MOD	CLASSES:Beloved of Valarian=1																										
Longstrider.MOD	CLASSES:Beloved of Valarian=1																										
Pass without Trace.MOD	CLASSES:Beloved of Valarian=1																										
Speak with Animals.MOD	CLASSES:Beloved of Valarian=1																										
Summon Nature's Ally I.MOD	CLASSES:Beloved of Valarian=1																										
Barkskin.MOD	CLASSES:Beloved of Valarian=2																										
Cure Moderate Wounds.MOD	CLASSES:Beloved of Valarian=2																										
Eagle's Splendor.MOD	CLASSES:Beloved of Valarian=2																										
Ease Pain.MOD	CLASSES:Beloved of Valarian=2																										
Hold Animal.MOD	CLASSES:Beloved of Valarian=2																										
Restoration (Lesser).MOD	CLASSES:Beloved of Valarian=2																										
Owl's Wisdom.MOD	CLASSES:Beloved of Valarian=2																										
Remove Addiction.MOD	CLASSES:Beloved of Valarian=2																										
Shield Other.MOD	CLASSES:Beloved of Valarian=2																										
Summon Nature's Ally II.MOD	CLASSES:Beloved of Valarian=2																										
Zone of Truth.MOD	CLASSES:Beloved of Valarian=2																										
Cure Serious Wounds.MOD	CLASSES:Beloved of Valarian=3																										
Darkvision.MOD	CLASSES:Beloved of Valarian=3																										
Discern Lies.MOD	CLASSES:Beloved of Valarian=3																										
Heart's Ease.MOD	CLASSES:Beloved of Valarian=3																										
Neutralize Poison.MOD	CLASSES:Beloved of Valarian=3																										
Remove Disease.MOD	CLASSES:Beloved of Valarian=3																										
Summon Nature's Ally III.MOD	CLASSES:Beloved of Valarian=3																										
Water Walk.MOD	CLASSES:Beloved of Valarian=3																										
Blinding Beauty.MOD	CLASSES:Beloved of Valarian=4																										
Commune with Nature.MOD	CLASSES:Beloved of Valarian=4																										
Cure Critical Wounds.MOD	CLASSES:Beloved of Valarian=4																										
Dispel Evil.MOD	CLASSES:Beloved of Valarian=4																										
Freedom of Movement.MOD	CLASSES:Beloved of Valarian=4																										
Nondetection.MOD	CLASSES:Beloved of Valarian=4																										
Restoration.MOD	CLASSES:Beloved of Valarian=4																										
Spear of Valarian.MOD	CLASSES:Beloved of Valarian=4																										
Summon Nature's Ally IV.MOD	CLASSES:Beloved of Valarian=4																										
Bless.MOD	CLASSES:Champion of Gwynharwyf=1																										
Bless Weapon.MOD	CLASSES:Champion of Gwynharwyf=1																										
Cure Light Wounds.MOD	CLASSES:Champion of Gwynharwyf=1																										
Detect Poison.MOD	CLASSES:Champion of Gwynharwyf=1																										
Detect Undead.MOD	CLASSES:Champion of Gwynharwyf=1																										
Divine Favor.MOD	CLASSES:Champion of Gwynharwyf=1																										
Divine Sacrifice.MOD	CLASSES:Champion of Gwynharwyf=1																										
Endure Elements.MOD	CLASSES:Champion of Gwynharwyf=1																										
Restoration (Lesser).MOD	CLASSES:Champion of Gwynharwyf=1																										
Magic Weapon.MOD	CLASSES:Champion of Gwynharwyf=1																										
Protection from Evil.MOD	CLASSES:Champion of Gwynharwyf=1																										
Read Magic.MOD	CLASSES:Champion of Gwynharwyf=1																										
Remove Fear.MOD	CLASSES:Champion of Gwynharwyf=1																										
Resistance.MOD	CLASSES:Champion of Gwynharwyf=1																										
Virtue.MOD	CLASSES:Champion of Gwynharwyf=1																										
Bull's Strength.MOD	CLASSES:Champion of Gwynharwyf=2																										
Delay Poison.MOD	CLASSES:Champion of Gwynharwyf=2																										
Eagle's Splendor.MOD	CLASSES:Champion of Gwynharwyf=2																										
Owl's Wisdom.MOD	CLASSES:Champion of Gwynharwyf=2																										
Remove Paralysis.MOD	CLASSES:Champion of Gwynharwyf=2																										
Resist Energy.MOD	CLASSES:Champion of Gwynharwyf=2																										
Shield Other.MOD	CLASSES:Champion of Gwynharwyf=2																										
Warcry.MOD	CLASSES:Champion of Gwynharwyf=2																										
Blessed Sight.MOD	CLASSES:Champion of Gwynharwyf=3																										
Cure Moderate Wounds.MOD	CLASSES:Champion of Gwynharwyf=3																										
Daylight.MOD	CLASSES:Champion of Gwynharwyf=3																										
Discern Lies.MOD	CLASSES:Champion of Gwynharwyf=3																										
Dispel Magic.MOD	CLASSES:Champion of Gwynharwyf=3																										
Magic Circle against Evil.MOD	CLASSES:Champion of Gwynharwyf=3																										
Prayer.MOD	CLASSES:Champion of Gwynharwyf=3																										
Remove Blindness/Deafness.MOD	CLASSES:Champion of Gwynharwyf=3																										
Remove Curse.MOD	CLASSES:Champion of Gwynharwyf=3																										
Blood of the Martyr.MOD	CLASSES:Champion of Gwynharwyf=4																										
Break Enchantment.MOD	CLASSES:Champion of Gwynharwyf=4																										
Cure Serious Wounds.MOD	CLASSES:Champion of Gwynharwyf=4																										
Death Ward.MOD	CLASSES:Champion of Gwynharwyf=4																										
Dispel Evil.MOD	CLASSES:Champion of Gwynharwyf=4																										
Freedom of Movement.MOD	CLASSES:Champion of Gwynharwyf=4																										
Glory of the Martyr.MOD	CLASSES:Champion of Gwynharwyf=4																										
Holy Sword.MOD	CLASSES:Champion of Gwynharwyf=4																										
Neutralize Poison.MOD	CLASSES:Champion of Gwynharwyf=4																										
Restoration.MOD	CLASSES:Champion of Gwynharwyf=4																										
Sword of Conscience.MOD	CLASSES:Champion of Gwynharwyf=4																										
Charm Person.MOD	CLASSES:Emissary of Barachiel=1																										
Comprehend Languages.MOD	CLASSES:Emissary of Barachiel=1																										
Cure Light Wounds.MOD	CLASSES:Emissary of Barachiel=1																										
Hypnotism.MOD	CLASSES:Emissary of Barachiel=1																										
Magic Mouth.MOD	CLASSES:Emissary of Barachiel=1																										
Message.MOD	CLASSES:Emissary of Barachiel=1																										
Protection from Chaos.MOD	CLASSES:Emissary of Barachiel=1																										
Protection from Evil.MOD	CLASSES:Emissary of Barachiel=1																										
Ray of Hope.MOD	CLASSES:Emissary of Barachiel=1																										
Sanctuary.MOD	CLASSES:Emissary of Barachiel=1																										
Sleep.MOD	CLASSES:Emissary of Barachiel=1																										
Ventriloquism.MOD	CLASSES:Emissary of Barachiel=1																										
Animal Messenger.MOD	CLASSES:Emissary of Barachiel=2																										
Blindness/Deafness.MOD	CLASSES:Emissary of Barachiel=2																										
Blur.MOD	CLASSES:Emissary of Barachiel=2																										
Calm Emotions.MOD	CLASSES:Emissary of Barachiel=2																										
Cat's Grace.MOD	CLASSES:Emissary of Barachiel=2																										
Cure Moderate Wounds.MOD	CLASSES:Emissary of Barachiel=2																										
Detect Thoughts.MOD	CLASSES:Emissary of Barachiel=2																										
Elation.MOD	CLASSES:Emissary of Barachiel=2																										
Enthrall.MOD	CLASSES:Emissary of Barachiel=2																										
Eagle's Splendor.MOD	CLASSES:Emissary of Barachiel=2																										
Fox's Cunning.MOD	CLASSES:Emissary of Barachiel=2																										
Glitterdust.MOD	CLASSES:Emissary of Barachiel=2																										
Hold Person.MOD	CLASSES:Emissary of Barachiel=2																										
Hypnotic Pattern.MOD	CLASSES:Emissary of Barachiel=2																										
Silence.MOD	CLASSES:Emissary of Barachiel=2																										
Suggestion.MOD	CLASSES:Emissary of Barachiel=2																										
Tongues.MOD	CLASSES:Emissary of Barachiel=2																										
Whispering Wind.MOD	CLASSES:Emissary of Barachiel=2																										
Charm Monster.MOD	CLASSES:Emissary of Barachiel=3																										
Clairaudience/Clairvoyance.MOD	CLASSES:Emissary of Barachiel=3																										
Cure Serious Wounds.MOD	CLASSES:Emissary of Barachiel=3																										
Daylight.MOD	CLASSES:Emissary of Barachiel=3																										
Deep Slumber.MOD	CLASSES:Emissary of Barachiel=3																										
Dispel Magic.MOD	CLASSES:Emissary of Barachiel=3																										
Good Hope.MOD	CLASSES:Emissary of Barachiel=3																										
Haste.MOD	CLASSES:Emissary of Barachiel=3																										
Geas (Lesser).MOD	CLASSES:Emissary of Barachiel=3																										
Refreshment.MOD	CLASSES:Emissary of Barachiel=3																										
Remove Curse.MOD	CLASSES:Emissary of Barachiel=3																										
Scrying.MOD	CLASSES:Emissary of Barachiel=3																										
See Invisibility.MOD	CLASSES:Emissary of Barachiel=3																										
Atonement.MOD	CLASSES:Emissary of Barachiel=4																										
Break Enchantment.MOD	CLASSES:Emissary of Barachiel=4																										
Cure Critical Wounds.MOD	CLASSES:Emissary of Barachiel=4																										
Dream.MOD	CLASSES:Emissary of Barachiel=4																										
Heaven's Trumpet.MOD	CLASSES:Emissary of Barachiel=4																										
Heroic Valor.MOD	CLASSES:Emissary of Barachiel=4																										
Hold Monster.MOD	CLASSES:Emissary of Barachiel=4																										
Sending.MOD	CLASSES:Emissary of Barachiel=4																										
Bless Weapon.MOD	CLASSES:Slayer of Domiel=1																										
#Change Self.MOD	CLASSES:Slayer of Domiel=1																										
Disguise Self.MOD	CLASSES:Slayer of Domiel=1																										
Deathwatch.MOD	CLASSES:Slayer of Domiel=1																										
Divine Favor.MOD	CLASSES:Slayer of Domiel=1																										
Ghost Sound.MOD	CLASSES:Slayer of Domiel=1																										
Obscuring Mist.MOD	CLASSES:Slayer of Domiel=1																										
Spider Climb.MOD	CLASSES:Slayer of Domiel=1																										
Vision of Heaven.MOD	CLASSES:Slayer of Domiel=1																										
Alter Self.MOD	CLASSES:Slayer of Domiel=2																										
Darkness.MOD	CLASSES:Slayer of Domiel=2																										
Gentle Repose.MOD	CLASSES:Slayer of Domiel=2																										
Pass without Trace.MOD	CLASSES:Slayer of Domiel=2																										
Blessed Sight.MOD	CLASSES:Slayer of Domiel=3																										
Deeper Darkness.MOD	CLASSES:Slayer of Domiel=3																										
Invisibility.MOD	CLASSES:Slayer of Domiel=3																										
Misdirection.MOD	CLASSES:Slayer of Domiel=3																										
Nondetection.MOD	CLASSES:Slayer of Domiel=3																										
Speak with Dead.MOD	CLASSES:Slayer of Domiel=3																										
Death Ward.MOD	CLASSES:Slayer of Domiel=4																										
Dimension Door.MOD	CLASSES:Slayer of Domiel=4																										
Freedom of Movement.MOD	CLASSES:Slayer of Domiel=4																										
Holy Sword.MOD	CLASSES:Slayer of Domiel=4																										
Invisibility (Greater).MOD	CLASSES:Slayer of Domiel=4																										
Sword of Conscience.MOD	CLASSES:Slayer of Domiel=4																										
Bless.MOD	CLASSES:Vassal of Bahamut=1																										
Bless Weapon.MOD	CLASSES:Vassal of Bahamut=1																										
Divine Favor.MOD	CLASSES:Vassal of Bahamut=1																										
Endure Elements.MOD	CLASSES:Vassal of Bahamut=1																										
Lantern Light.MOD	CLASSES:Vassal of Bahamut=1																										
Protection from Evil.MOD	CLASSES:Vassal of Bahamut=1																										
Shield of Faith.MOD	CLASSES:Vassal of Bahamut=1																										
Align Weapon.MOD	CLASSES:Vassal of Bahamut=2																										
Bear's Endurance.MOD	CLASSES:Vassal of Bahamut=2																										
Bull's Strength.MOD	CLASSES:Vassal of Bahamut=2																										
#Change Self.MOD	CLASSES:Vassal of Bahamut=2																										
Disguise Self.MOD	CLASSES:Vassal of Bahamut=2																										
Resist Energy.MOD	CLASSES:Vassal of Bahamut=2																										
Shield Other.MOD	CLASSES:Vassal of Bahamut=2																										
Undetectable Alignment.MOD	CLASSES:Vassal of Bahamut=2																										
Discern Lies.MOD	CLASSES:Vassal of Bahamut=3																										
Magic Circle against Evil.MOD	CLASSES:Vassal of Bahamut=3																										
Protection from Energy.MOD	CLASSES:Vassal of Bahamut=3																										
Refreshment.MOD	CLASSES:Vassal of Bahamut=3																										
Searing Light.MOD	CLASSES:Vassal of Bahamut=3																										
Dispel Evil.MOD	CLASSES:Vassal of Bahamut=4																										
Divination.MOD	CLASSES:Vassal of Bahamut=4																										
Divine Power.MOD	CLASSES:Vassal of Bahamut=4																										
Holy Sword.MOD	CLASSES:Vassal of Bahamut=4																										
Tongues.MOD	CLASSES:Vassal of Bahamut=4																										

