SOURCELONG:Complete Warrior	SOURCESHORT:CW	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2003-11																														
																																	
# Ability Name	CATEGORY:	TYPE:	VISIBLE:	Special ABility					Define					Bonus					Stackable?	Multiple?	Choose	select										Source Page	
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.HunterOfTheDeadClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Hunters of the dead gain no proficiency with any weapon or armor.	KEY:Hunter of the Dead ~ Weapon and Armor Proficiency																										SORTKEY:Class_Hunter_Of_The_Dead	SOURCEPAGE:CW	
Spells	CATEGORY:Special Ability	TYPE:ClassFeatures.HunterOfTheDeadClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Beginning at 1st level, a hunter of the dead gains the ability to cast a number of divine spells. To cast a spell, a hunter of the dead must have a Wisdom score of at least 10 + the spell's level, so a hunter of the dead with a Wisdom of 10 or lower cannot cast these spells. Hunter of the dead bonus spells are based on Wisdom, and saving throws against these spells have a DC of 10 + spell level + the hunter of the dead's Wisdom bonus (if any). When the hunter of the dead gets 0 spells per day of a given spell level (for instance, 1st-level spells for a 1st-level hunter of the dead), she gains only the bonus spells she would be entitled to based on her Wisdom score for that spell level. The hunter of the dead's spell list appears below; she has access to any spell on the list and can freely choose which to prepare. A hunter of the dead prepares and casts spells just as a cleric does (though a hunter of the dead cannot lose a spell to cast a cure spell in its place).	KEY:Hunter of the Dead ~ Spells				DEFINE:Caster_Level_Hunter_Of_The_Dead|0	DEFINE:Caster_Level_BL_Hunter_Of_The_Dead|0				BONUS:CASTERLEVEL|Hunter of the Dead|Caster_Level_Hunter_Of_The_Dead	BONUS:VAR|Caster_Level_Hunter_Of_The_Dead|HunterOfTheDeadLVL+Caster_Level_Bonus	BONUS:VAR|Caster_Level_BL_Hunter_Of_The_Dead|charbonusto("PCLEVEL","Hunter of the Dead")	BONUS:VAR|Caster_Level_Highest__Hunter_Of_The_Dead|Caster_Level_Hunter_Of_The_Dead+Caster_Level_BL_Hunter_Of_The_Dead|TYPE=Base														SORTKEY:Class_Hunter_Of_The_Dead	SOURCEPAGE:CW	
Detect Undead	CATEGORY:Special Ability	TYPE:ClassFeatures.HunterOfTheDeadClassFeatures.SpecialAttack.SpellLike	VISIBLE:YES	DESC:At will, a hunter of the dead can use detect undead as if casting the spell of the same name.	KEY:Hunter of the Dead ~ Detect Undead																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=HunterOfTheDeadLVL|Detect Undead								SORTKEY:Class_Hunter_Of_The_Dead	SOURCEPAGE:CW	
Smite Undead	CATEGORY:Special Ability	TYPE:ClassFeatures.HunterOfTheDeadClassFeatures.SpecialAttack.Supernatural	VISIBLE:YES	DESC:Once per day, a hunter of the dead of 2nd level or higher can attempt to smite undead with one normal melee attack. She adds her Wisdom modifi er (if positive) to her attack roll and deals 1 extra point of damage per level. For example, an 8th-level hunter of the dead armed with a longsword would deal 1d8+8 points of damage, plus any additional bonuses for Strength and magical effects that normally apply. If a hunter of the dead accidentally smites a creature that is not undead, the smite has no effect but it still ised up for that day. Note: A paladin/hunter of the dead can both smite evil and smite undead in the same day, potentially against the same target (if it's an evil undead).	KEY:Hunter of the Dead ~ Smite Undead									BONUS:VAR|SmiteUndeadLVL|HunterOfTheDeadLVL	BONUS:VAR|SmiteUndeadToHit|max(WIS,0)|TYPE=Base	BONUS:VAR|SmiteUndeadDamage|HunterOfTheDeadLVL	BONUS:VAR|SmiteUndead|1						ABILITY:Special Ability|VIRTUAL|Smite Undead								SORTKEY:Class_Hunter_Of_The_Dead	SOURCEPAGE:CW	
Spurn Death's Touch	CATEGORY:Special Ability	TYPE:ClassFeatures.HunterOfTheDeadClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:A hunter of the dead of 3rd level or higher applies her Wisdom modifier (if positive) as an additional bonus on all saving throws against effects and spells used by undead. This bonus stacks with the Wisdom modifier already applied to Will saves.	KEY:Hunter of the Dead ~ Spurn Death's Touch																										SORTKEY:Class_Hunter_Of_The_Dead	SOURCEPAGE:CW	ASPECT:SaveBonus|+%1 additional bonus on saving Will save against effects and spells used by undead.|max(WIS,0)
True Death	CATEGORY:Special Ability	TYPE:ClassFeatures.HunterOfTheDeadClassFeatures.SpecialAttack.Supernatural	VISIBLE:YES	DESC:Undead slain by a hunter of the dead of 5th level or higher, either by melee or spells can never rise again as undead. They are forever destroyed.	KEY:Hunter of the Dead ~ True Death																										SORTKEY:Class_Hunter_Of_The_Dead	SOURCEPAGE:CW	
Extra Turning	CATEGORY:Special Ability	TYPE:ClassFeatures.HunterOfTheDeadClassFeatures.SpecialQuality	VISIBLE:YES	DESC:At 6th level, a hunter of the dead receives Extra Turning as a bonus feat. This benefit allows the hunter to turn undead four more times per day than normal. It stacks with any turning ability the character has from another class.	KEY:Hunter of the Dead ~ Extra Turning																		ABILITY:FEAT|AUTOMATIC|Extra Turning								SORTKEY:Class_Hunter_Of_The_Dead	SOURCEPAGE:CW	
Positive Energy Burst	CATEGORY:Special Ability	TYPE:ClassFeatures.HunterOfTheDeadClassFeatures.SpecialAttack.Supernatural	VISIBLE:YES	DESC:At the cost of two normal turning attempts, a hunter of the dead of at least 8th level can use a standard action to create a positive energy burst that deals 1d6 points of damage per class level to all undead creatures within 20 feet. Undead are allowed a reflex save (DC 10 + the hunter's class level + the hunter's Cha modifier) for half damage.	KEY:Hunter of the Dead ~ Positive Energy Burst									BONUS:VAR|PositiveEnergyBurstDC|10+HunterOfTheDeadLVL+CHA	BONUS:VAR|PositiveEnergyBurstDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Blinding Spittle)	BONUS:VAR|PositiveEnergyBurstDice|HunterOfTheDeadLVL							ABILITY:Ability Focus|AUTOMATIC|Positive Energy Burst								SORTKEY:Class_Hunter_Of_The_Dead	SOURCEPAGE:CW	
Sealed Life	CATEGORY:Special Ability	TYPE:ClassFeatures.HunterOfTheDeadClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:A 10th-level hunter fo the dead cannot lose levels due to energy drain effects (although death still results in level loss, as do other level- or experience-draining effects).	KEY:Hunter of the Dead ~ Sealed Life																										SORTKEY:Class_Hunter_Of_The_Dead	SOURCEPAGE:CW	
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.InvisibleBladeClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Invisible blades gain no proficiency with any weapon or armor.	KEY:Invisible Blade ~ Weapon and Armor Proficiency																										SORTKEY:Class_Invisible_Blade	SOURCEPAGE:CW	
Sneak Attack	CATEGORY:Special Ability	TYPE:ClassFeatures.InvisibleBladeClassFeatures.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:An invisible blade gains the sneak attack ability (see the description of the dark hunter, earlier in this chapter) if he does not already have it, but the extra damage applies only to sneak attacks made with a dagger, kukri, or punching dagger (the DM may allow other similar weapons). When making a sneak attack with one of these weapons, he deals an extra 1d6 points of damage at 1st level, and this increases to 2d6 at 3rd level and to 3d6 at 5th level. If he already has the sneak attack ability from a previous class, the applicable bonuses on damage rolls stack.	KEY:Invisible Blade ~ Sneak Attack									BONUS:VAR|DaggerSneakAttackDice|(InvisibleBladeLVL+1)/2									ABILITY:Special Ability|AUTOMATIC|Dagger Sneak Attack								SORTKEY:Class_Invisible_Blade	SOURCEPAGE:CW	
Unfettered Defense	CATEGORY:Special Ability	TYPE:ClassFeatures.InvisibleBladeClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:An invisible blade benefits from an increased survival instinct during combat. Because of this sixth sense, he adds 1 point of Intelligence bonus (if any) per invisible blade class level to his Armor Class in addition to any other modifi ers he would normally receive. If the invisible blade is caught fl at-footed or is otherwise denied his Dexterity modifi er to Armor Class, he also loses this bonus. Unfettered defense functions only when an invisible blade is not wearing armor and is armed with one or more daggers, kukris, or punching daggers as his only weapons.	KEY:Invisible Blade ~ Unfettered Defense				DEFINE:UnfetteredDefenseACBonus|0					BONUS:COMBAT|AC|UnfetteredDefenseACBonus|PREVAREQ:ENCUMBERANCE,0,var("COUNT[EQTYPE.ARMOR.EQUIPPED]"),0|PREEQUIP:1,Dagger,Dagger (Punching),Kukri	BONUS:VAR|UnfetteredDefenseACBonus|min(INT,InvisibleBladeLVL)																SORTKEY:Class_Invisible_Blade	SOURCEPAGE:CW	
Bleeding Wound	CATEGORY:Special Ability	TYPE:ClassFeatures.InvisibleBladeClassFeatures.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:An invisible blade of 2nd level or higher who makes a successful dagger sneak attack can choose to deal a bleeding wound, sacrifi cing 1d6 points of the extra damage from the dagger sneak attack. Such an attack deals damage as normal in the round when the attack hits. Thereafter, the wound caused by the invisible blade's dagger bleeds for 1 point of damage per round. Multiple wounds from the weapon result in cumulative bleeding loss (two wounds for 2 points of damage per round, and so on). The bleeding can only be stopped by a DC 15 Heal check or the application of any cure spell or other healing spell (heal, healing circle, and so on). Creatures immune to sneak attack damage are immune to bleeding wounds as well.	KEY:Invisible Blade ~ Bleeding Wound																										SORTKEY:Class_Invisible_Blade	SOURCEPAGE:CW	
Uncanny Feint	CATEGORY:Special Ability	TYPE:ClassFeatures.InvisibleBladeClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 3rd level, an invisible blade gains the ability to feint in combat (see page 68 of the Player's Handbook) as a move action rather than a standard action. At 5th level, the character can feint in combat as a free action. An invisible blade can use uncanny feint only when armed with a dagger, kukri, or punching dagger.	KEY:Invisible Blade ~ Uncanny Feint																										SORTKEY:Class_Invisible_Blade	SOURCEPAGE:CW	
Feint Mastery	CATEGORY:Special Ability	TYPE:ClassFeatures.InvisibleBladeClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 4th level, an invisible blade armed with a dagger, kukri, or punching dagger becomes so sure of his ability to mislead opponents that he can take 10 on all Bluff checks when feinting in combat (see page 68 of the Player's Handbook), even if stress and distractions would normally prevent him from doing so.	KEY:Invisible Blade ~ Feint Mastery																										SORTKEY:Class_Invisible_Blade	SOURCEPAGE:CW	
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.JusticiarClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Justiciars gain no proficiency with any weapon or armor.	KEY:Justiciar ~ Weapon and Armor Proficiency																										SORTKEY:Class_Justiciar	SOURCEPAGE:CW	
Bring'em Back Alive	CATEGORY:Special Ability	TYPE:ClassFeatures.JusticiarClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:Whenever a justiciar attacks with a melee weapon, he can deal nonlethal damage with the weapon instead of lethal damage with no penalty on the attack roll. Normally, attempting to deal nonlethal damage with a weapon in this way incurs a -4 penalty on the attack roll.	KEY:Justiciar ~ Bring'em Back Alive																										SORTKEY:Class_Justiciar	SOURCEPAGE:CW	
Nonlethal Strike	CATEGORY:Special Ability	TYPE:ClassFeatures.JusticiarClassFeatures.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:A justiciar can make nonlethal strikes. Any time the character uses the bring 'em back alive ability and his target would be denied her Dexterity bonus to Armor Class (whether she actually has a Dexterity bonus or not) or when the justiciar fl anks the target, the justiciar's attack deals an extra 1d6 points of nonlethal damage. This extra damage increases to 2d6 at 4th level, 3d6 at 7th level, and 4d6 at 10th level. Should the justiciar score a critical hit with a nonlethal strike, this extra damage is not multiplied. A justiciar can use nonlethal strike only on a living creature with discernible anatomy-undead, constructs, oozes, plants, and incorporeal creatures are not subject to this extra damage. Also, creatures immune to nonlethal damage are immune to nonlethal strike damage. The justiciar cannot make a nonlethal strike against a creature with concealment.	KEY:Justiciar ~ Nonlethal Strike									BONUS:VAR|NonlethalStrikeAttackDice|(JusticiarLVL+2)/3									ABILITY:Special Ability|AUTOMATIC|Nonlethal Strike								SORTKEY:Class_Justiciar	SOURCEPAGE:CW	
Improved Grapple	CATEGORY:Special Ability	TYPE:ClassFeatures.JusticiarClassFeatures.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:At 2nd level, a justiciar receives Improved Grapple as a bonus feat even if he does not meet the prerequisites.	KEY:Justiciar ~ Improved Grapple																		ABILITY:FEAT|AUTOMATIC|Improved Grapple								SORTKEY:Class_Justiciar	SOURCEPAGE:CW	
Crippling Strike	CATEGORY:Special Ability	TYPE:ClassFeatures.JusticiarClassFeatures.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:A justiciar of 2nd level or higher can make a nonlethal strike against an opponent with such precision that his blow weakens and hampers the opponent. When a justiciar damages an opponent with a nonlethal strike, that character also takes 1 point of Strength damage.	KEY:Justiciar ~ Crippling Strike																										SORTKEY:Class_Justiciar	SOURCEPAGE:CW	
Exotic Weapon Proficiency (Manacles)	CATEGORY:Special Ability	TYPE:ClassFeatures.JusticiarClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Intimately familiar with the capture of criminals, justiciars have learned to do more with a pair of manacles than restrain a lawbreaker. A justiciar of 3rd level or higher can swing a pair of metal manacles in one hand as if they were a club without taking a penalty for using an improvised weapon. Masterwork manacles can be wielded as if they were a masterwork light fl ail.	KEY:Justiciar ~ Exotic Weapon Proficiency (Manacles)																										SORTKEY:Class_Justiciar	SOURCEPAGE:CW	
Street Savvy	CATEGORY:Special Ability	TYPE:ClassFeatures.JusticiarClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:A justiciar of 3rd level or higher gains a circumstance bonus on Gather Information checks he attempts while in pursuit of a criminal. This bonus is initially +2 at 3rd level, and increases by an extra +2 every third level thereafter.	KEY:Justiciar ~ Street Savvy				DEFINE:StreetSavvyBonus|0					BONUS:SITUATION|Gather Information=Pursuit of a criminal|StreetSavvyBonus|TYPE=Circumstance	BONUS:VAR|StreetSavvyBonus|(JusticiarLVL/3)*2																SORTKEY:Class_Justiciar	SOURCEPAGE:CW	
Hog-Tie	CATEGORY:Special Ability	TYPE:ClassFeatures.JusticiarClassFeatures.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:When a justiciar of 5th level or higher successfully pins an opponent while grappling, he can attempt to hog-tie the opponent (in addition to his other options; see If You're Pinning an Opponent on page 156 of the Player's Handbook). A justiciar must have a rope, chain, or manacles in one hand to use this ability. A justiciar can use this ability on an opponent of up to one size category larger than he is (for example, a halfl ing justiciar can attempt to hog-tie a Medium or smaller opponent). He can use the ability only against humanoid-shaped creatures (thus, most humanoids, monstrous humanoids, outsiders, and giants would qualify). An attempt to hog-tie is resolved with an opposed check. The justiciar can make a Use Rope check instead of a normal grapple check, while the opponent makes either a grapple check or an Escape Artist check. If the justiciar succeeds, the opponent is hog-tied. If the opponent succeeds, the hogtie attempt fails and the grapple continues. If a justiciar successfully hog-ties an opponent, that person is considered bound and helpless. A bound opponent can attempt to escape by making an Escape Artist check opposed by the justiciar's Use Rope check (including his +10 bonus; see Bind a Character on page 86 of the Player's Handbook) or a Strength check (DC 23 for rope, DC 26 for chain or manacles, DC 28 for masterwork manacles) to break free.	KEY:Justiciar ~ Hog-Tie																										SORTKEY:Class_Justiciar	SOURCEPAGE:CW	
Improved Hog-Tie	CATEGORY:Special Ability	TYPE:ClassFeatures.JusticiarClassFeatures.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:A justiciar of 8th level or higher can make a hog-tie attempt without fi rst pinning his opponent.Whenever a grapple is established, the justiciar can use an attack action to make a hog-tie attempt. Also, if the justiciar has the Quick Draw feat, he does not need to be holding the rope, chain, or manacles in his hand before making the attempt.	KEY:Justiciar ~ Improved Hog-Tie																										SORTKEY:Class_Justiciar	SOURCEPAGE:CW	
Intuition	CATEGORY:Special Ability	TYPE:ClassFeatures.JusticiarClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:When hunting a specifi c person, a 10thlevel justiciar can use a Survival check to determine in which direction the culprit might be found if the criminal is within 1 mile of the justiciar (DC 15 + target's HD). A justiciar can use this ability to determine the direction of anyone he has previously faced in combat if he or she is within range. The DM should make this check secretly for the justiciar, since the character should not know if he failed the check because of the die roll or because the target is too far away. A justiciar can make this check once per day for any single target.	KEY:Justiciar ~ Intuition																										SORTKEY:Class_Justiciar	SOURCEPAGE:CW	
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.KensaiClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Kensai gain no proficiency with any weapon or armor.	KEY:Kensai ~ Weapon and Armor Proficiency																										SORTKEY:Class_Kensai	SOURCEPAGE:CW	
SignatureWeaponLVL	CATEGORY:Special Ability	TYPE:ClassFeatures.KensaiClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:The kensai chooses one of his weapons (it must be one for which he has the Weapon Focus feat) to become a signature weapon. Most kensai choose either a sword or bow for this weapon, but even a kensai's natural weapons can be chosen. If the weapon is a manufactured one, it must be of at least masterwork quality. Upon qualifying for the class, a kensai gains the ability to establish a link with his signature weapon. The character focuses part of his life energy on the weapon, making it more effective in his hands and his hands alone. The process for imbuing a signature weapon with power is a simple one. The character must fi nd a quiet, safe spot to meditate (and pray, for those kensai who serve deities) for 24 hours. At the end of this meditation, the kensai sacrifi ces a number of experience points, essentially shifting some of his life force into his signature weapon. The signature weapon then becomes a magic weapon (if it wasn't already) and gains an enhancement bonus and/or special abilities. His current class level limits the amount of enhancement a kensai can place into his signature weapon. A kensai cannot create a signature weapon if doing so would cost enough experience points to reduce his character level. Use the table on the previous page to determine XP costs and class level limits. If the ritual is interrupted, it can be begun again at any time, but it must run for a full 24 hours for the signature weapon to be imbued. The kensai pays the XP cost as soon as the ritual has been completed. A kensai's signature weapon has a caster level equal to the character's class level + 10. 	KEY:Kensai ~ Signature Weapon	DESC:+%1 Weapon Bonus.|SignatureWeaponLVL			DEFINE:SignatureWeaponLVL|0					BONUS:VAR|SignatureWeaponLVL|KensaiLVL																	SORTKEY:Class_Kensai	SOURCEPAGE:CW	
Power Surge	CATEGORY:Special Ability	TYPE:ClassFeatures.KensaiClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 2nd level, a kensai gains the ability to make a DC 15 Concentration check as a move action to focus his energy and spirit. If he succeeds, he gains +8 to his Strength for a number of rounds equal to one-half his class level. Each time after the fi rst that a kensai successfully uses this ability in a single 24-hour period, the check DC increases by 5.	KEY:Kensai ~ Power Surge																										SORTKEY:Class_Kensai	SOURCEPAGE:CW	
Ki Projection	CATEGORY:Special Ability	TYPE:ClassFeatures.KensaiClassFeatures.SpecialQuality	VISIBLE:YES	DESC:At 4th level and higher, a kensai adds onehalf his class level (round down) to any Bluff, Diplomacy, Gather Information, or Intimidate checks he makes. At 8th level and higher, the kensai adds his full class level to such checks. A target that realizes it has been fooled by a kensai's successful Bluff check gains a +10 bonus on any check or saving throw involving the kensai's use of Bluff, Diplomacy, Gather Information, or Intimidate against that target in the future. The kensai can regain the creature's trust by changing its attitude from unfriendly to friendly (see Infl uencing NPC Attitudes, page 72 of the Player's Handbook).	KEY:Kensai ~ Ki Projection				DEFINE:KiProjectionBonus|0					BONUS:SKILL|Bluff|Diplomacy|Gather Information|Intimidate|KiProjectionBonus	BONUS:VAR|KiProjectionBonus|KensaiLVL/2|PREVARLTEQ:KensaiLVL,7	BONUS:VAR|KiProjectionBonus|KensaiLVL|PREVARGTEQ:KensaiLVL,8															SORTKEY:Class_Kensai	SOURCEPAGE:CW	
Withstand	CATEGORY:Special Ability	TYPE:ClassFeatures.KensaiClassFeatures.SpecialQuality	VISIBLE:YES	DESC:When a kensai of 5th level or higher is forced to make a Refl ex save to avoid damage from an area effect spell (such as a fi reball), he can make a Concentration check instead of a Refl ex save to resist taking full damage. If a kensai has the evasion or improved evasion ability, those benefi ts apply on this Concentration check as well.	KEY:Kensai ~ Withstand																										SORTKEY:Class_Kensai	SOURCEPAGE:CW	
Instill	CATEGORY:Special Ability	TYPE:ClassFeatures.KensaiClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:%1/day, a kensai of 8th level or higher may take a full-round action to make a Concentration check (DC 10 + target's HD or character level) to impart some of his own ability into a willing ally he can touch. The kensai then transfers some of his power to the ally: He subtracts up to 1 point per class level from his base attack bonus and/or any or all of his base save bonuses and transfers the same amount to the recipient. The kensai regains the instilled power 1 hour later, when it transfers back out of the ally. If the ally dies before the instilled power is transferred back, the kensai must make a Fortitude save (DC 5 + target's HD or character level) or die as well. If he succeeds, he immediately gets his instilled powers back.|InstillTimes	KEY:Kensai ~ Instill				DEFINE:InstillTimes|0					BONUS:VAR|InstillTimes|1																	SORTKEY:Class_Kensai	SOURCEPAGE:CW	
Ki Warlord	CATEGORY:Special Ability	TYPE:ClassFeatures.KensaiClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:When a kensai attains 10th level, he gains great notoriety and becomes known as a ki warlord. Other kensai of the same alignment revere the ki warlord, and even those of differing alignments treat him with some measure of respect. If the ki warlord has an NPC master, this master likely assigns the ki warlord more responsibility and authority within his domain (perhaps giving him a castle, monastery, or military school). If the ki warlord serves a deity, that deity may take a personal interest in giving the ki warlord more responsibility, perhaps actually contacting the ki warlord directly or through intermediaries and making the deity's wishes known. In addition to this added responsibility, a ki warlord gains some tangible benefits. He has the right to petition other (lower-level) members of the prestige class for assistance on adventures or in the fulfi llment of his oath. As long as a ki warlord's requests do not violate the other members' own oaths of service or alignment, lower-level kensai have a responsibility to assist a ki warlord in any reasonable manner-such as providing food and shelter, access to minor resources, and other things another character might have to barter for. Ki warlords inspire those around them. When fighting within 30 feet of a ki warlord, allies gain a +1 morale bonus on Will saves, Concentration checks, and attack rolls. Lawful allies gain a +2 morale bonus on these checks.	KEY:Kensai ~ Ki Warlord																										SORTKEY:Class_Kensai	SOURCEPAGE:CW	
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.KnightOfTheChaliceClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Knights of the Chalice gain no profi ciency with any weapon or armor.	KEY:Knight of the Chalice ~ Weapon and Armor Proficiency																										SORTKEY:Class_Knight_Of_The_Chalice	SOURCEPAGE:CW	
Spells	CATEGORY:Special Ability	TYPE:ClassFeatures.KnightOfTheChaliceClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Beginning at 1st level, a knight of the Chalice gains the ability to cast a number of divine spells. To cast a spell, a knight of the Chalice must have a Wisdom score of at least 10 + the spell's level, so a knight with a Wisdom of 10 or lower can not cast these spells. Knight of the Chalice bonus spells are based on Wisdom, and saving throws against these spells have a DC of 10 + spell level + the knight's Wisdom modifi er. When the knight gets 0 spells per day of a given spell level (for instance, 1st-level spells for a 1st-level knight), she gains only the bonus spells she would be entitled to based on her Wisdom score for that spell level. The knight of the Chalice's spell list appears below; he has access to any spell on the list and can freely choose which to prepare. A knight of the Chalice prepares and casts spells just as a cleric does (though a knight cannot lose a spell to cast a cure spell in its place).	KEY:Knight of the Chalice ~ Spells				DEFINE:Caster_Level_Knight_Of_The_Chalice|0	DEFINE:Caster_Level_BL_Knight_Of_The_Chalice|0				BONUS:CASTERLEVEL|Knight of the Chalice|Caster_Level_Knight_Of_The_Chalice	BONUS:VAR|Caster_Level_Knight_Of_The_Chalice|(KnightOfTheChaliceLVL)+Caster_Level_Bonus	BONUS:VAR|Caster_Level_BL_Knight_Of_The_Chalice|charbonusto("PCLEVEL","Knight of the Chalice")	BONUS:VAR|Caster_Level_Highest__Divine|Caster_Level_Knight_Of_The_Chalice+Caster_Level_BL_Knight_Of_The_Chalice|TYPE=Base														SORTKEY:Class_Knight_Of_The_Chalice	SOURCEPAGE:CW	
Fiendslaying	CATEGORY:Special Ability	TYPE:ClassFeatures.KnightOfTheChaliceClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:Knights of the Chalice gain a number of special benefi ts in combat with evil outsiders. A 1st-level knight of the Chalice gets a +1 competence bonus on attack rolls against evil outsiders. On a successful attack, she deals an extra 1d6 points of damage due to her expertise in combating these creatures. These bonuses increase as the knight advances in level, as shown on Table 2-19. A 1st-level knight of the Chalice's +1 competence bonus also applies to Intimidate, Listen, Sense Motive, and Spot checks when she uses these skills against evil outsiders. She gets the same bonus on Will saving throws against attacks from evil outsiders, and on opposed ability checks she makes against evil outsiders. These bonuses all stack with the knight's favored enemy bonus (if any).	KEY:Knight of the Chalice ~ Fiendslaying				DEFINE:KnightOfTheChaliceFiendslayingLVL|0					BONUS:VAR|KnightOfTheChaliceFiendslayingLVL|KnightOfTheChaliceLVL	BONUS:VAR|FiendslayingCount|1	BONUS:VAR|FiendslayingBonusCount|((KnightOfTheChaliceFiendslayingLVL+3)/3)	BONUS:VAR|FiendslayingBaseBonus|1|TYPE=Base	BONUS:VAR|FiendslayingDice|((KnightOfTheChaliceFiendslayingLVL+3)/3)					ABILITY:Special Ability|AUTOMATIC|Fiendslaying								SORTKEY:Class_Knight_Of_The_Chalice	SOURCEPAGE:CW	
Censure Demons	CATEGORY:Special Ability	TYPE:ClassFeatures.KnightOfTheChaliceClassFeatures.SpecialAttack.Supernatural	VISIBLE:YES	DESC:Knights of the Chalice can censure demons, much as clerics turn undead. Rather than channeling positive energy, a knight of the Chalice channels energy from the celestial planes of lawful good. When a knight of the Chalice uses this ability, any demon within 30 feet must succeed on a Will save (DC 10 + the knight of the Chalice's class level + the knight of the Chalice's Cha modifier) or be censured. A censured demon whose Hit Dice are equal to or greater than twice the knight's class level is stunned by the knight's holy power for 1 round. If a censured demon has fewer Hit Dice than twice the knight's class level, it is stunned and must succeed on a  second Will save (same DC) or be sent back to its home plane as if it had been the subject of a dismissal spell. Only one demon may dismissed in this way by any single censure demons attempt; if more than one demon is required to make this second Will save, check for the demon with the lowest HD first. A knight may attempt to censure demons once per day for every two class levels she possesses.	KEY:Knight of the Chalice ~ Censure Demons									BONUS:ABILITYPOOL|Censure Demon|1|TYPE=ClassAbility	BONUS:VAR|CensureLevelBase|KnightOfTheChaliceLVL|TYPE=Level.REPLACE								ABILITY:Special Ability|AUTOMATIC|Basic Censure								SORTKEY:Class_Knight_Of_The_Chalice	SOURCEPAGE:CW	
Courage of the Heaven	CATEGORY:Special Ability	TYPE:ClassFeatures.KnightOfTheChaliceClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:A knight of the Chalice of 2nd level or higher is immune to fear effects cast or created by evil outsiders. At 5th level and higher, a knight of the Chalice is also immune to enchantment spells and effects cast or created by evil outsiders, including charms and suggestions. At 8th level and higher, these immunities extend to all allies within 20 feet of the knight of the Chalice.	KEY:Knight of the Chalice ~ Courage of the Heaven																										SORTKEY:Class_Knight_Of_The_Chalice	SOURCEPAGE:CW	
Consecrated Casting	CATEGORY:Special Ability	TYPE:ClassFeatures.KnightOfTheChaliceClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:When a knight reaches 4th level, spells cast by the character on evil outsiders become more difficult to resist. When the knight casts a spell that targets an evil outsider, add +2 to the knight's caster level check to overcome the target's spell resistance and +2 to the DC of any saving throw the spell allows.	KEY:Knight of the Chalice ~ Consecrated Casting																										SORTKEY:Class_Knight_Of_The_Chalice	SOURCEPAGE:CW	
Holy Aura	CATEGORY:Special Ability	TYPE:ClassFeatures.KnightOfTheChaliceClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:A 10th-level knight of the Chalice has the ability to create a holy aura %1/day that affects herself only. The aura's effect is as the spell cast by a 10th-level cleric, but it wards the knight against the attacks, spells, and mental influence of evil outsiders only, and only evil outsiders can be blinded if they strike the knight.|HolyAuraTimes	KEY:Knight of the Chalice ~ Holy Aura																		SPELLS:Innate|TIMES=1|CASTERLEVEL=KnightOfTheChaliceLVL|Holy Aura								SORTKEY:Class_Knight_Of_The_Chalice	SOURCEPAGE:CW	
